,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Aaron Mooy,"£ 50,000","£ 2,600,000","£ 2,625,727",M,27,Australia,Huddersfield,Premier League,2018-2019
1,Jason Puncheon,"£ 35,000","£ 1,820,000","£ 1,838,009",M,32,England,Huddersfield,Premier League,2018-2019
2,Erik Durm,"£ 35,000","£ 1,820,000","£ 1,838,009",D,26,Germany,Huddersfield,Premier League,2018-2019
3,Laurent Depoitre,"£ 35,000","£ 1,820,000","£ 1,838,009",F,29,Belgium,Huddersfield,Premier League,2018-2019
4,Steve Mounié,"£ 35,000","£ 1,820,000","£ 1,838,009",F,23,Benin,Huddersfield,Premier League,2018-2019
5,Terence Kongolo,"£ 35,000","£ 1,820,000","£ 1,838,009",D,24,Netherlands,Huddersfield,Premier League,2018-2019
6,Zanka,"£ 33,000","£ 1,716,000","£ 1,732,980",D,28,Denmark,Huddersfield,Premier League,2018-2019
7,Alex Pritchard,"£ 30,000","£ 1,560,000","£ 1,575,436",M,25,England,Huddersfield,Premier League,2018-2019
8,Danny Williams,"£ 30,000","£ 1,560,000","£ 1,575,436",M,29,United States,Huddersfield,Premier League,2018-2019
9,Adama Diakhaby,"£ 30,000","£ 1,560,000","£ 1,575,436",F,21,France,Huddersfield,Premier League,2018-2019
10,Jonas Lössl,"£ 28,000","£ 1,456,000","£ 1,470,407",K,29,Denmark,Huddersfield,Premier League,2018-2019
11,Ramadan Sobhi,"£ 27,000","£ 1,404,000","£ 1,417,892",F,21,Egypt,Huddersfield,Premier League,2018-2019
12,Elias Kachunga,"£ 25,000","£ 1,300,000","£ 1,312,863",F,26,Democratic Republic of the Congo,Huddersfield,Premier League,2018-2019
13,Christopher Schindler,"£ 25,000","£ 1,300,000","£ 1,312,863",D,28,Germany,Huddersfield,Premier League,2018-2019
14,Florent Hadergjonaj,"£ 23,000","£ 1,196,000","£ 1,207,834",D,23,Kosovo,Huddersfield,Premier League,2018-2019
15,Jonathan Hogg,"£ 22,500","£ 1,170,000","£ 1,181,577",M,29,England,Huddersfield,Premier League,2018-2019
16,Chris Löwe,"£ 20,000","£ 1,040,000","£ 1,050,291",D,29,Germany,Huddersfield,Premier League,2018-2019
17,Tommy Smith,"£ 20,000","£ 1,040,000","£ 1,050,291",D,26,England,Huddersfield,Premier League,2018-2019
18,Abdelhamid Sabiri,"£ 17,500","£ 910,000","£ 919,004",M,21,Germany,Huddersfield,Premier League,2018-2019
19,Rajiv van La Parra,"£ 17,500","£ 910,000","£ 919,004",F,27,Netherlands,Huddersfield,Premier League,2018-2019
20,Juninho Bacuna,"£ 17,000","£ 884,000","£ 892,747",M,20,Netherlands,Huddersfield,Premier League,2018-2019
21,Collin Quaner,"£ 15,712","£ 817,000","£ 825,084",F,27,Germany,Huddersfield,Premier League,2018-2019
22,Philip Billing,"£ 15,000","£ 780,000","£ 787,718",M,22,Denmark,Huddersfield,Premier League,2018-2019
23,Jon Gorenc-Stankovic,"£ 15,000","£ 780,000","£ 787,718",D,22,Slovenia,Huddersfield,Premier League,2018-2019
24,Karlan Grant,"£ 12,192","£ 634,000","£ 640,273",F,20,England,Huddersfield,Premier League,2018-2019
25,Ben Hamer,"£ 12,000","£ 624,000","£ 630,174",K,30,England,Huddersfield,Premier League,2018-2019
26,Isaac Mbenza,"£ 9,288","£ 483,000","£ 487,779",F,22,Belgium,Huddersfield,Premier League,2018-2019
27,Joel Coleman,"£ 3,000","£ 156,000","£ 157,544",K,22,England,Huddersfield,Premier League,2018-2019
28,Matty Daly,"£ 1,000","£ 52,000","£ 52,515",M,17,England,Huddersfield,Premier League,2018-2019
29,Demeaco Duhaney,"£ 1,000","£ 52,000","£ 52,515",D,19,England,Huddersfield,Premier League,2018-2019
30,Ryan Schofield,£ 500,"£ 26,000","£ 26,257",K,18,England,Huddersfield,Premier League,2018-2019
31,Aaron Rowe,£ 96,"£ 5,000","£ 5,049",M,17,England,Huddersfield,Premier League,2018-2019
32,Jack Payne,£ 0,£ 0,£ 0,M,23,England,Huddersfield,Premier League,2018-2019
