,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Kevin De Bruyne,"£ 230,135","£ 11,967,000","£ 12,085,412",M,27,Belgium,Manchester City,Premier League,2018-2019
1,Sergio Agüero,"£ 230,135","£ 11,967,000","£ 12,085,412",F,30,Argentina,Manchester City,Premier League,2018-2019
2,Riyad Mahrez,"£ 200,000","£ 10,400,000","£ 10,502,907",F,27,Algeria,Manchester City,Premier League,2018-2019
3,Fernandinho,"£ 180,000","£ 9,360,000","£ 9,452,616",M,33,Brazil,Manchester City,Premier League,2018-2019
4,Nicolás Otamendi,"£ 180,000","£ 9,360,000","£ 9,452,616",D,30,Argentina,Manchester City,Premier League,2018-2019
5,David Silva,"£ 160,000","£ 8,320,000","£ 8,402,325",M,32,Spain,Manchester City,Premier League,2018-2019
6,Bernardo Silva,"£ 150,000","£ 7,800,000","£ 7,877,180",F,23,Portugal,Manchester City,Premier League,2018-2019
7,Raheem Sterling,"£ 150,000","£ 7,800,000","£ 7,877,180",F,23,England,Manchester City,Premier League,2018-2019
8,Vincent Kompany,"£ 150,000","£ 7,800,000","£ 7,877,180",D,32,Belgium,Manchester City,Premier League,2018-2019
9,Ilkay Gündogan,"£ 140,000","£ 7,280,000","£ 7,352,035",M,27,Germany,Manchester City,Premier League,2018-2019
10,Aymeric Laporte,"£ 120,000","£ 6,240,000","£ 6,301,744",D,24,France,Manchester City,Premier League,2018-2019
11,Claudio Bravo,"£ 115,000","£ 5,980,000","£ 6,039,171",K,35,Chile,Manchester City,Premier League,2018-2019
12,Kyle Walker,"£ 110,000","£ 5,720,000","£ 5,776,599",D,28,England,Manchester City,Premier League,2018-2019
13,Eliaquim Mangala,"£ 100,000","£ 5,200,000","£ 5,251,453",D,27,France,Manchester City,Premier League,2018-2019
14,John Stones,"£ 100,000","£ 5,200,000","£ 5,251,453",D,24,England,Manchester City,Premier League,2018-2019
15,Ederson,"£ 100,000","£ 5,200,000","£ 5,251,453",K,24,Brazil,Manchester City,Premier League,2018-2019
16,Benjamin Mendy,"£ 100,000","£ 5,200,000","£ 5,251,453",D,23,France,Manchester City,Premier League,2018-2019
17,Leroy Sané,"£ 95,000","£ 4,940,000","£ 4,988,881",F,22,Germany,Manchester City,Premier League,2018-2019
18,Gabriel Jesus,"£ 90,000","£ 4,680,000","£ 4,726,308",F,21,Brazil,Manchester City,Premier League,2018-2019
19,Danilo,"£ 80,000","£ 4,160,000","£ 4,201,163",D,26,Brazil,Manchester City,Premier League,2018-2019
20,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,201,163",M,28,England,Manchester City,Premier League,2018-2019
21,Philippe Sandler,"£ 25,000","£ 1,300,000","£ 1,312,863",D,21,Netherlands,Manchester City,Premier League,2018-2019
22,Claudio Gomes,"£ 20,000","£ 1,040,000","£ 1,050,291",M,17,France,Manchester City,Premier League,2018-2019
23,Oleksandr Zinchenko,"£ 20,000","£ 1,040,000","£ 1,050,291",D,21,Ukraine,Manchester City,Premier League,2018-2019
24,Phil Foden,"£ 12,000","£ 624,000","£ 630,174",M,18,England,Manchester City,Premier League,2018-2019
25,Eric García,"£ 12,000","£ 624,000","£ 630,174",D,17,Spain,Manchester City,Premier League,2018-2019
26,Taylor Richards,"£ 10,000","£ 520,000","£ 525,145",M,17,England,Manchester City,Premier League,2018-2019
27,Daniel Grimshaw,"£ 8,000","£ 416,000","£ 420,116",K,20,England,Manchester City,Premier League,2018-2019
28,Brahim Díaz,"£ 8,000","£ 416,000","£ 420,116",F,18,Spain,Manchester City,Premier League,2018-2019
29,Cameron Humphreys,"£ 1,000","£ 52,000","£ 52,515",D,19,England,Manchester City,Premier League,2018-2019
30,Felix Nmecha,£ 96,"£ 5,000","£ 5,049",M,17,England,Manchester City,Premier League,2018-2019
31,Marlos Moreno,£ 0,£ 0,£ 0,F,21,Colombia,Manchester City,Premier League,2018-2019
32,Mix Diskerud,£ 0,£ 0,£ 0,M,27,United States,Manchester City,Premier League,2018-2019
33,Adrián Bernabé,£ 0,£ 0,£ 0,M,17,Spain,Manchester City,Premier League,2018-2019
34,Aleix García,£ 0,£ 0,£ 0,M,21,Spain,Manchester City,Premier League,2018-2019
35,Pablo Marí,£ 0,£ 0,£ 0,D,24,Spain,Manchester City,Premier League,2018-2019
36,Patrick Roberts,£ 0,£ 0,£ 0,F,21,England,Manchester City,Premier League,2018-2019
37,Arijanet Murić,£ 0,£ 0,£ 0,K,19,Kosovo,Manchester City,Premier League,2018-2019
38,Anthony Cáceres,£ 0,£ 0,£ 0,M,25,Australia,Manchester City,Premier League,2018-2019
39,Ian Poveda,£ 0,£ 0,£ 0,F,18,England,Manchester City,Premier League,2018-2019
40,Jack Harrison,£ 0,£ 0,£ 0,F,21,England,Manchester City,Premier League,2018-2019
41,Erik Palmer-Brown,£ 0,£ 0,£ 0,D,21,United States,Manchester City,Premier League,2018-2019
42,Douglas Luiz,£ 0,£ 0,£ 0,M,20,Brazil,Manchester City,Premier League,2018-2019
43,Luka Ilic,£ 0,£ 0,£ 0,M,18,Serbia,Manchester City,Premier League,2018-2019
44,Luke Bolton,£ 0,£ 0,£ 0,F,18,England,Manchester City,Premier League,2018-2019
45,Luke Brattan,£ 0,£ 0,£ 0,M,28,Australia,Manchester City,Premier League,2018-2019
