,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Jonjo Shelvey,"£ 70,000","£ 3,640,000","£ 3,676,017",M,26,England,Newcastle,Premier League,2018-2019
1,Yoshinori Muto,"£ 54,000","£ 2,808,000","£ 2,835,785",F,25,Japan,Newcastle,Premier League,2018-2019
2,Mohamed Diamé,"£ 45,000","£ 2,340,000","£ 2,363,154",M,31,Senegal,Newcastle,Premier League,2018-2019
3,Matt Ritchie,"£ 45,000","£ 2,340,000","£ 2,363,154",M,28,Scotland,Newcastle,Premier League,2018-2019
4,Ayoze Pérez,"£ 45,000","£ 2,340,000","£ 2,363,154",F,24,Spain,Newcastle,Premier League,2018-2019
5,Federico Fernández,"£ 43,000","£ 2,236,000","£ 2,258,125",D,29,Argentina,Newcastle,Premier League,2018-2019
6,Miguel Almirón,"£ 42,327","£ 2,201,000","£ 2,222,779",M,24,Paraguay,Newcastle,Premier League,2018-2019
7,Antonio Barreca,"£ 41,288","£ 2,147,000","£ 2,168,244",D,23,Italy,Newcastle,Premier League,2018-2019
8,Fabian Schär,"£ 40,000","£ 2,080,000","£ 2,100,581",D,26,Switzerland,Newcastle,Premier League,2018-2019
9,Joselu,"£ 40,000","£ 2,080,000","£ 2,100,581",F,28,Spain,Newcastle,Premier League,2018-2019
10,Sung-yong Ki,"£ 40,000","£ 2,080,000","£ 2,100,581",M,29,South Korea,Newcastle,Premier League,2018-2019
11,Jamaal Lascelles,"£ 40,000","£ 2,080,000","£ 2,100,581",D,24,England,Newcastle,Premier League,2018-2019
12,Florian Lejeune,"£ 38,000","£ 1,976,000","£ 1,995,552",D,27,France,Newcastle,Premier League,2018-2019
13,Martin Dubravka,"£ 38,000","£ 1,976,000","£ 1,995,552",K,29,Slovakia,Newcastle,Premier League,2018-2019
14,Javier Manquillo,"£ 35,000","£ 1,820,000","£ 1,838,009",D,24,Spain,Newcastle,Premier League,2018-2019
15,Ciaran Clark,"£ 35,000","£ 1,820,000","£ 1,838,009",D,28,Ireland,Newcastle,Premier League,2018-2019
16,Paul Dummett,"£ 35,000","£ 1,820,000","£ 1,838,009",D,26,Wales,Newcastle,Premier League,2018-2019
17,Christian Atsu,"£ 30,000","£ 1,560,000","£ 1,575,436",F,26,Ghana,Newcastle,Premier League,2018-2019
18,DeAndre Yedlin,"£ 30,000","£ 1,560,000","£ 1,575,436",D,24,United States,Newcastle,Premier League,2018-2019
19,Salomón Rondón,"£ 30,000","£ 1,560,000","£ 1,575,436",F,28,Venezuela,Newcastle,Premier League,2018-2019
20,Rob Elliot,"£ 25,000","£ 1,300,000","£ 1,312,863",K,32,Ireland,Newcastle,Premier League,2018-2019
21,Jacob Murphy,"£ 25,000","£ 1,300,000","£ 1,312,863",F,23,England,Newcastle,Premier League,2018-2019
22,Kenedy,"£ 25,000","£ 1,300,000","£ 1,312,863",M,22,Brazil,Newcastle,Premier League,2018-2019
23,Karl Darlow,"£ 25,000","£ 1,300,000","£ 1,312,863",K,27,England,Newcastle,Premier League,2018-2019
24,Isaac Hayden,"£ 22,000","£ 1,144,000","£ 1,155,320",M,23,England,Newcastle,Premier League,2018-2019
25,Achraf Lazaar,"£ 15,000","£ 780,000","£ 787,718",D,26,Morocco,Newcastle,Premier League,2018-2019
26,Freddie Woodman,"£ 3,000","£ 156,000","£ 157,544",K,21,England,Newcastle,Premier League,2018-2019
27,Sean Longstaff,£ 692,"£ 36,000","£ 36,356",M,20,England,Newcastle,Premier League,2018-2019
28,Nathan Harker,£ 500,"£ 26,000","£ 26,257",K,19,England,Newcastle,Premier League,2018-2019
29,Kelland Watts,£ 404,"£ 21,000","£ 21,208",D,18,England,Newcastle,Premier League,2018-2019
30,Lewis Cass,£ 346,"£ 18,000","£ 18,178",D,18,England,Newcastle,Premier League,2018-2019
31,Dwight Gayle,£ 0,£ 0,£ 0,F,27,England,Newcastle,Premier League,2018-2019
32,Jack Colback,£ 0,£ 0,£ 0,M,28,England,Newcastle,Premier League,2018-2019
33,Henri Saivet,£ 0,£ 0,£ 0,M,27,Senegal,Newcastle,Premier League,2018-2019
34,Jamie Sterry,£ 0,£ 0,£ 0,D,22,England,Newcastle,Premier League,2018-2019
35,Callum Roberts,£ 0,£ 0,£ 0,F,21,England,Newcastle,Premier League,2018-2019
36,Rolando Aarons,£ 0,£ 0,£ 0,F,22,England,Newcastle,Premier League,2018-2019
