,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Gonzalo Higuaín,"£ 303,404","£ 15,777,000","£ 15,933,111",F,30,Argentina,Chelsea,Premier League,2018-2019
1,Eden Hazard,"£ 224,423","£ 11,670,000","£ 11,785,473",F,27,Belgium,Chelsea,Premier League,2018-2019
2,Cesc Fàbregas,"£ 207,096","£ 10,769,000","£ 10,875,558",M,31,Spain,Chelsea,Premier League,2018-2019
3,Álvaro Morata,"£ 170,000","£ 8,840,000","£ 8,927,471",F,25,Spain,Chelsea,Premier League,2018-2019
4,Kepa,"£ 152,615","£ 7,936,000","£ 8,014,526",K,23,Spain,Chelsea,Premier League,2018-2019
5,N'Golo Kanté,"£ 150,000","£ 7,800,000","£ 7,877,180",M,27,France,Chelsea,Premier League,2018-2019
6,David Luiz,"£ 125,673","£ 6,535,000","£ 6,599,663",D,31,Brazil,Chelsea,Premier League,2018-2019
7,Willian,"£ 120,000","£ 6,240,000","£ 6,301,744",F,29,Brazil,Chelsea,Premier League,2018-2019
8,Jorginho,"£ 110,000","£ 5,720,000","£ 5,776,599",M,26,Italy,Chelsea,Premier League,2018-2019
9,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,776,599",F,31,France,Chelsea,Premier League,2018-2019
10,Mateo Kovacic,"£ 106,673","£ 5,547,000","£ 5,601,887",M,24,Croatia,Chelsea,Premier League,2018-2019
11,Marcos Alonso,"£ 100,000","£ 5,200,000","£ 5,251,453",D,27,Spain,Chelsea,Premier League,2018-2019
12,Ross Barkley,"£ 100,000","£ 5,200,000","£ 5,251,453",M,24,England,Chelsea,Premier League,2018-2019
13,Danny Drinkwater,"£ 100,000","£ 5,200,000","£ 5,251,453",M,28,England,Chelsea,Premier League,2018-2019
14,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,251,453",D,25,Germany,Chelsea,Premier League,2018-2019
15,Pedro,"£ 99,788","£ 5,189,000","£ 5,240,344",F,30,Spain,Chelsea,Premier League,2018-2019
16,César Azpilicueta,"£ 90,000","£ 4,680,000","£ 4,726,308",D,28,Spain,Chelsea,Premier League,2018-2019
17,Gary Cahill,"£ 80,000","£ 4,160,000","£ 4,201,163",D,32,England,Chelsea,Premier League,2018-2019
18,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,201,163",D,22,Denmark,Chelsea,Premier League,2018-2019
