,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Mesut Özil,"£ 350,000","£ 18,200,000","£ 18,380,087",M,29,Germany,Arsenal,Premier League,2018-2019
1,Henrikh Mkhitaryan,"£ 200,000","£ 10,400,000","£ 10,502,907",M,29,Armenia,Arsenal,Premier League,2018-2019
2,Alexandre Lacazette,"£ 182,077","£ 9,468,000","£ 9,561,685",F,27,France,Arsenal,Premier League,2018-2019
3,Pierre-Emerick Aubameyang,"£ 180,000","£ 9,360,000","£ 9,452,616",F,29,Gabon,Arsenal,Premier League,2018-2019
4,Danny Welbeck,"£ 125,000","£ 6,500,000","£ 6,564,317",F,27,England,Arsenal,Premier League,2018-2019
5,Aaron Ramsey,"£ 120,000","£ 6,240,000","£ 6,301,744",M,27,Wales,Arsenal,Premier League,2018-2019
6,Petr Cech,"£ 110,000","£ 5,720,000","£ 5,776,599",K,36,Czech Republic,Arsenal,Premier League,2018-2019
7,Héctor Bellerín,"£ 110,000","£ 5,720,000","£ 5,776,599",D,23,Spain,Arsenal,Premier League,2018-2019
8,Granit Xhaka,"£ 100,000","£ 5,200,000","£ 5,251,453",M,25,Switzerland,Arsenal,Premier League,2018-2019
9,Sokratis,"£ 100,000","£ 5,200,000","£ 5,251,453",D,30,Greece,Arsenal,Premier League,2018-2019
10,Sead Kolasinac,"£ 100,000","£ 5,200,000","£ 5,251,453",D,25,Bosnia-Herzegovina,Arsenal,Premier League,2018-2019
11,Bernd Leno,"£ 100,000","£ 5,200,000","£ 5,251,453",K,26,Germany,Arsenal,Premier League,2018-2019
12,Laurent Koscielny,"£ 90,000","£ 4,680,000","£ 4,726,308",D,32,France,Arsenal,Premier League,2018-2019
13,Shkodran Mustafi,"£ 90,000","£ 4,680,000","£ 4,726,308",D,26,Germany,Arsenal,Premier League,2018-2019
14,Denis Suárez,"£ 86,308","£ 4,488,000","£ 4,532,408",M,24,Spain,Arsenal,Premier League,2018-2019
15,Stephan Lichtsteiner,"£ 75,000","£ 3,900,000","£ 3,938,590",D,34,Switzerland,Arsenal,Premier League,2018-2019
16,Lucas Torreira,"£ 75,000","£ 3,900,000","£ 3,938,590",M,22,Uruguay,Arsenal,Premier League,2018-2019
17,Nacho Monreal,"£ 70,000","£ 3,640,000","£ 3,676,017",D,32,Spain,Arsenal,Premier League,2018-2019
18,Calum Chambers,"£ 50,000","£ 2,600,000","£ 2,625,727",D,23,England,Arsenal,Premier League,2018-2019
19,Alex Iwobi,"£ 50,000","£ 2,600,000","£ 2,625,727",F,22,Nigeria,Arsenal,Premier League,2018-2019
20,Mohamed Elneny,"£ 50,000","£ 2,600,000","£ 2,625,727",M,25,Egypt,Arsenal,Premier League,2018-2019
21,Carl Jenkinson,"£ 45,000","£ 2,340,000","£ 2,363,154",D,26,England,Arsenal,Premier League,2018-2019
22,Mattéo Guendouzi,"£ 40,000","£ 2,080,000","£ 2,100,581",M,19,France,Arsenal,Premier League,2018-2019
23,Ainsley Maitland-Niles,"£ 35,000","£ 1,820,000","£ 1,838,009",M,20,England,Arsenal,Premier League,2018-2019
24,Rob Holding,"£ 25,000","£ 1,300,000","£ 1,312,863",D,22,England,Arsenal,Premier League,2018-2019
25,Emiliano Martínez,"£ 20,000","£ 1,040,000","£ 1,050,291",K,25,Argentina,Arsenal,Premier League,2018-2019
26,Konstantinos Mavropanos,"£ 7,000","£ 364,000","£ 367,602",D,20,Greece,Arsenal,Premier League,2018-2019
27,Joe Willock,"£ 5,000","£ 260,000","£ 262,573",M,18,England,Arsenal,Premier League,2018-2019
28,Eddie Nketiah,"£ 4,000","£ 208,000","£ 210,058",F,19,England,Arsenal,Premier League,2018-2019
29,Julio Pleguezuelo,"£ 2,500","£ 130,000","£ 131,286",D,21,Spain,Arsenal,Premier League,2018-2019
30,Jordi Osei-Tutu,"£ 2,000","£ 104,000","£ 105,029",D,19,England,Arsenal,Premier League,2018-2019
31,Dejan Iliev,"£ 2,000","£ 104,000","£ 105,029",K,23,North Macedonia,Arsenal,Premier League,2018-2019
32,Zech Medley,"£ 1,000","£ 52,000","£ 52,515",D,17,England,Arsenal,Premier League,2018-2019
33,Charlie Gilmour,"£ 1,000","£ 52,000","£ 52,515",M,19,Scotland,Arsenal,Premier League,2018-2019
34,Tyreece John-Jules,£ 96,"£ 5,000","£ 5,049",F,17,England,Arsenal,Premier League,2018-2019
35,Bukayo Saka,£ 96,"£ 5,000","£ 5,049",F,16,England,Arsenal,Premier League,2018-2019
36,Krystian Bielik,£ 0,£ 0,£ 0,D,20,Poland,Arsenal,Premier League,2018-2019
37,Matt Macey,£ 0,£ 0,£ 0,K,23,England,Arsenal,Premier League,2018-2019
38,Takuma Asano,£ 0,£ 0,£ 0,F,23,Japan,Arsenal,Premier League,2018-2019
39,Emile Smith Rowe,£ 0,£ 0,£ 0,M,17,England,Arsenal,Premier League,2018-2019
40,Reiss Nelson,£ 0,£ 0,£ 0,F,18,England,Arsenal,Premier League,2018-2019
41,David Ospina,£ 0,£ 0,£ 0,K,29,Colombia,Arsenal,Premier League,2018-2019
