,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Eden Hazard,,"€ 600,962","€ 31,250,000",LW,30,Reserve,"Jun 30, 2024",4-yrs,"€ 125,000,000",Real Madrid,La Liga,2020-2021
1,Toni Kroos,,"€ 468,846","€ 24,380,000",CM,31,Reserve,"Jun 30, 2023",3-yrs,"€ 73,140,000",Real Madrid,La Liga,2020-2021
2,Sergio Ramos,,"€ 468,846","€ 24,380,000",CB,34,Starter,"Jun 30, 2021",1-yr,"€ 24,380,000",Real Madrid,La Liga,2020-2021
3,Marcelo,,"€ 468,846","€ 24,380,000",LB,32,Starter,"Jun 30, 2022",2-yrs,"€ 48,760,000",Real Madrid,La Liga,2020-2021
4,Luka Modric,,"€ 420,769","€ 21,880,000",CM,35,Starter,"Jun 30, 2022",2-yrs,"€ 43,760,000",Real Madrid,La Liga,2020-2021
5,Karim Benzema,,"€ 348,654","€ 18,130,000",CF,33,Starter,"Jun 30, 2022",2-yrs,"€ 36,260,000",Real Madrid,La Liga,2020-2021
6,Raphaël Varane,,"€ 328,462","€ 17,080,000",CB,27,Reserve,"Jun 30, 2022",2-yrs,"€ 34,160,000",Real Madrid,La Liga,2020-2021
7,Vinícius Júnior,,"€ 300,577","€ 15,630,000",LW,20,Starter,"Jun 30, 2025",5-yrs,"€ 78,150,000",Real Madrid,La Liga,2020-2021
8,Isco,,"€ 280,385","€ 14,580,000",AM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 29,160,000",Real Madrid,La Liga,2020-2021
9,Thibaut Courtois,,"€ 252,500","€ 13,130,000",GK,28,Starter,"Jun 30, 2024",4-yrs,"€ 52,520,000",Real Madrid,La Liga,2020-2021
10,Casemiro,,"€ 210,385","€ 10,940,000",DM,28,Starter,"Jun 30, 2023",3-yrs,"€ 32,820,000",Real Madrid,La Liga,2020-2021
11,Marco Asensio,,"€ 210,000","€ 10,920,000",RW,25,Starter,"Jun 30, 2023",3-yrs,"€ 32,760,000",Real Madrid,La Liga,2020-2021
12,Éder Militão,,"€ 200,385","€ 10,420,000",CB,23,Starter,"Jun 30, 2025",5-yrs,"€ 52,100,000",Real Madrid,La Liga,2020-2021
13,Ferland Mendy,,"€ 200,385","€ 10,420,000",LB,25,Starter,"Jun 30, 2025",5-yrs,"€ 52,100,000",Real Madrid,La Liga,2020-2021
14,Daniel Carvajal,,"€ 196,346","€ 10,210,000",RB,29,Reserve,"Jun 30, 2022",2-yrs,"€ 20,420,000",Real Madrid,La Liga,2020-2021
15,Lucas Vázquez,,"€ 180,385","€ 9,380,000",RW,29,Reserve,"Jun 30, 2024",4-yrs,"€ 37,520,000",Real Madrid,La Liga,2020-2021
16,Nacho Fernández,,"€ 164,231","€ 8,540,000",CB,31,Reserve,"Jun 30, 2022",2-yrs,"€ 17,080,000",Real Madrid,La Liga,2020-2021
17,Rodrygo,,"€ 160,192","€ 8,330,000",RW,20,Reserve,"Jun 30, 2025",5-yrs,"€ 41,650,000",Real Madrid,La Liga,2020-2021
18,Mariano Díaz,,"€ 160,192","€ 8,330,000",CF,27,Reserve,"Jun 30, 2023",3-yrs,"€ 24,990,000",Real Madrid,La Liga,2020-2021
19,Álvaro Odriozola,,"€ 140,192","€ 7,290,000",RB,25,Reserve,"Jun 30, 2024",4-yrs,"€ 29,160,000",Real Madrid,La Liga,2020-2021
20,Federico Valverde,,"€ 80,192","€ 4,170,000",CM,22,Starter,"Jun 30, 2025",5-yrs,"€ 20,850,000",Real Madrid,La Liga,2020-2021
21,Andriy Lunin,,"€ 54,038","€ 2,810,000",GK,21,Reserve,"Jun 30, 2024",4-yrs,"€ 11,240,000",Real Madrid,La Liga,2020-2021
