,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Kévin Gameiro,,"€ 171,923","€ 8,940,000",CF,33,Reserve,"Jun 30, 2021",1-yr,"€ 8,940,000",Valencia,La Liga,2020-2021
1,Gonçalo Guedes,,"€ 117,308","€ 6,100,000",LW,24,Starter,"Jun 30, 2023",3-yrs,"€ 18,300,000",Valencia,La Liga,2020-2021
2,Gabriel Paulista,,"€ 102,500","€ 5,330,000",CB,30,Starter,"Jun 30, 2024",4-yrs,"€ 21,320,000",Valencia,La Liga,2020-2021
3,Jasper Cillessen,,"€ 72,115","€ 3,750,000",GK,31,Reserve,"Jun 30, 2023",3-yrs,"€ 11,250,000",Valencia,La Liga,2020-2021
4,Patrick Cutrone,,"€ 70,000","€ 3,640,000",CF,23,Reserve,"Jun 30, 2021",1-yr,"€ 3,640,000",Valencia,La Liga,2020-2021
5,José Gayà,,"€ 67,308","€ 3,500,000",LB,25,Starter,"Jun 30, 2023",3-yrs,"€ 10,500,000",Valencia,La Liga,2020-2021
6,Daniel Wass,,"€ 66,154","€ 3,440,000",RB,31,Starter,"Jun 30, 2022",2-yrs,"€ 6,880,000",Valencia,La Liga,2020-2021
7,Denis Cheryshev,,"€ 61,346","€ 3,190,000",LW,30,Reserve,"Jun 30, 2022",2-yrs,"€ 6,380,000",Valencia,La Liga,2020-2021
8,Jason,,"€ 55,000","€ 2,860,000",RW,26,Reserve,"Jun 30, 2022",2-yrs,"€ 5,720,000",Valencia,La Liga,2020-2021
9,Eliaquim Mangala,,"€ 50,577","€ 2,630,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 2,630,000",Valencia,La Liga,2020-2021
10,Manu Vallejo,,"€ 50,577","€ 2,630,000",CF,23,Reserve,"Jun 30, 2024",4-yrs,"€ 10,520,000",Valencia,La Liga,2020-2021
11,Jaume Doménech,,"€ 40,577","€ 2,110,000",GK,30,Starter,"Jun 30, 2023",3-yrs,"€ 6,330,000",Valencia,La Liga,2020-2021
12,Carlos Soler,,"€ 40,385","€ 2,100,000",CM,24,Starter,"Jun 30, 2023",3-yrs,"€ 6,300,000",Valencia,La Liga,2020-2021
13,Thierry Correia,,"€ 35,385","€ 1,840,000",RB,21,Starter,"Jun 30, 2024",4-yrs,"€ 7,360,000",Valencia,La Liga,2020-2021
14,Toni Lato,,"€ 33,846","€ 1,760,000",LB,23,Reserve,"Jun 30, 2023",3-yrs,"€ 5,280,000",Valencia,La Liga,2020-2021
15,Álex Blanco,,"€ 32,308","€ 1,680,000",LW,22,Reserve,"Jun 30, 2021",1-yr,"€ 1,680,000",Valencia,La Liga,2020-2021
16,Cristiano Piccini,,"€ 32,115","€ 1,670,000",RB,28,Reserve,"Jun 30, 2022",2-yrs,"€ 3,340,000",Valencia,La Liga,2020-2021
17,Hugo Guillamón,,"€ 31,154","€ 1,620,000",CB,21,Starter,"Jun 30, 2023",3-yrs,"€ 4,860,000",Valencia,La Liga,2020-2021
18,Yunus Musah,,"€ 28,846","€ 1,500,000",RW,18,Starter,"Jun 30, 2026",6-yrs,"€ 9,000,000",Valencia,La Liga,2020-2021
19,Maxi Gómez,,"€ 28,846","€ 1,500,000",CF,24,Starter,"Jun 30, 2024",4-yrs,"€ 6,000,000",Valencia,La Liga,2020-2021
20,Cristian Rivero,,"€ 27,885","€ 1,450,000",GK,22,Reserve,"Jun 30, 2024",4-yrs,"€ 5,800,000",Valencia,La Liga,2020-2021
21,Uros Racic,,"€ 16,923","€ 880,000",CM,22,Reserve,"Jun 30, 2024",4-yrs,"€ 3,520,000",Valencia,La Liga,2020-2021
22,Mouctar Diakhaby,,"€ 15,385","€ 800,000",CB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 2,400,000",Valencia,La Liga,2020-2021
23,Kang-in Lee,,"€ 11,923","€ 620,000",AM,19,Starter,"Jun 30, 2022",2-yrs,"€ 1,240,000",Valencia,La Liga,2020-2021
24,Christian Oliva,,"€ 11,923","€ 620,000",DM,24,Reserve,"Jun 30, 2021",1-yr,"€ 620,000",Valencia,La Liga,2020-2021
25,Ferro,,"€ 2,885","€ 150,000",CB,23,Reserve,"Jun 30, 2021",1-yr,"€ 150,000",Valencia,La Liga,2020-2021
