,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,David Villa,"$ 107,885","$ 5,610,000","$ 5,923,356",F,34,Spain,Nyc FC,Mls,2017
1,Andrea Pirlo,"$ 107,692","$ 5,600,000","$ 5,912,798",M,37,Italy,Nyc FC,Mls,2017
2,Maximiliano Moralez,"$ 38,462","$ 2,000,000","$ 2,111,714",M,30,Argentina,Nyc FC,Mls,2017
3,Mix Diskerud,"$ 14,859","$ 772,669","$ 815,828",M,25,United States,Nyc FC,Mls,2017
4,Maxime Chanot,"$ 6,731","$ 350,000","$ 369,550",D,26,Luxembourg,Nyc FC,Mls,2017
5,Alexander Ring,"$ 6,538","$ 340,000","$ 358,991",M,25,Finland,Nyc FC,Mls,2017
6,Frederic Brilliant,"$ 5,385","$ 280,000","$ 295,640",D,32,France,Nyc FC,Mls,2017
7,Jefferson Mena,"$ 4,808","$ 250,000","$ 263,964",D,27,Colombia,Nyc FC,Mls,2017
8,Sean Johnson,"$ 4,231","$ 220,008","$ 232,297",K,27,United States,Nyc FC,Mls,2017
9,Rodney Wallace,"$ 4,231","$ 220,000","$ 232,288",M,28,Costa Rica,Nyc FC,Mls,2017
10,Thomas McNamara,"$ 3,558","$ 185,000","$ 195,333",M,25,United States,Nyc FC,Mls,2017
11,Alexander Callens,"$ 3,462","$ 180,000","$ 190,054",D,24,Peru,Nyc FC,Mls,2017
12,Ronald Matarrita,"$ 3,365","$ 175,000","$ 184,775",D,21,Costa Rica,Nyc FC,Mls,2017
13,Jack Harrison,"$ 2,500","$ 130,000","$ 137,261",M,19,England,Nyc FC,Mls,2017
14,Yangel Herrera,"$ 2,376","$ 123,557","$ 130,458",M,18,Venezuela,Nyc FC,Mls,2017
15,Miguel Camargo,"$ 1,923","$ 100,000","$ 105,586",M,22,Panama,Nyc FC,Mls,2017
16,RJ Allen,"$ 1,923","$ 100,000","$ 105,586",D,26,United States,Nyc FC,Mls,2017
17,Khiry Shelton,"$ 1,788","$ 92,950","$ 98,142",F,23,United States,Nyc FC,Mls,2017
18,Jonathan Lewis,"$ 1,538","$ 80,000","$ 84,469",F,19,United States,Nyc FC,Mls,2017
19,Andraz Struna,"$ 1,454","$ 75,600","$ 79,823",D,27,Slovenia,Nyc FC,Mls,2017
20,Mikey Lopez,"$ 1,442","$ 75,000","$ 79,189",M,23,United States,Nyc FC,Mls,2017
21,Andre Rawls,"$ 1,262","$ 65,633","$ 69,299",K,24,United States,Nyc FC,Mls,2017
22,Eirik Johansen,"$ 1,262","$ 65,625","$ 69,291",K,23,Norway,Nyc FC,Mls,2017
23,Ben Sweat,"$ 1,250","$ 65,004","$ 68,635",D,24,United States,Nyc FC,Mls,2017
24,John Stertzer,"$ 1,250","$ 65,000","$ 68,631",M,25,United States,Nyc FC,Mls,2017
25,Ethan White,"$ 1,250","$ 65,000","$ 68,631",D,25,United States,Nyc FC,Mls,2017
26,Shannon Gomez,"$ 1,040","$ 54,075","$ 57,095",D,19,Trinidad and Tobago,Nyc FC,Mls,2017
27,Kwame Awuah,"$ 1,019","$ 53,004","$ 55,965",D,20,Canada,Nyc FC,Mls,2017
28,Sean Okoli,"$ 1,019","$ 53,000","$ 55,960",F,23,United States,Nyc FC,Mls,2017
29,James Sands,"$ 1,019","$ 53,000","$ 55,960",D,15,United States,Nyc FC,Mls,2017
