,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Michael Bradley,"$ 115,385","$ 6,000,000","$ 6,335,141",M,28,United States,Toronto FC,Mls,2017
1,Sebastian Giovinco,"$ 107,692","$ 5,600,000","$ 5,912,798",F,29,Italy,Toronto FC,Mls,2017
2,Jozy Altidore,"$ 93,750","$ 4,875,000","$ 5,147,302",F,26,United States,Toronto FC,Mls,2017
3,Victor Vazquez,"$ 12,115","$ 630,000","$ 665,190",M,29,Spain,Toronto FC,Mls,2017
4,Chris Mavinga,"$ 5,096","$ 265,008","$ 279,810",D,25,Democratic Republic of Congo,Toronto FC,Mls,2017
5,Steven Beitashour,"$ 4,808","$ 250,000","$ 263,964",D,29,Iran,Toronto FC,Mls,2017
6,Drew Moor,"$ 4,745","$ 246,750","$ 260,533",D,32,United States,Toronto FC,Mls,2017
7,Marco Delgado,"$ 4,038","$ 210,000","$ 221,730",M,19,United States,Toronto FC,Mls,2017
8,Justin Morrow,"$ 4,038","$ 210,000","$ 221,730",D,28,United States,Toronto FC,Mls,2017
9,Clint Irwin,"$ 3,846","$ 200,004","$ 211,176",K,27,United States,Toronto FC,Mls,2017
10,Jonathan Osorio,"$ 3,688","$ 191,763","$ 202,474",M,24,Canada,Toronto FC,Mls,2017
11,Armando Cooper,"$ 3,635","$ 189,000","$ 199,557",M,28,Panama,Toronto FC,Mls,2017
12,Tosaint Ricketts,"$ 3,462","$ 180,000","$ 190,054",F,28,Canada,Toronto FC,Mls,2017
13,Eriq Zavaleta,"$ 1,978","$ 102,850","$ 108,595",D,23,United States,Toronto FC,Mls,2017
14,Ashtone Morgan,"$ 1,923","$ 100,008","$ 105,594",D,25,Canada,Toronto FC,Mls,2017
15,Nick Hagglund,"$ 1,923","$ 100,008","$ 105,594",D,23,United States,Toronto FC,Mls,2017
16,Jay Chapman,"$ 1,731","$ 90,000","$ 95,027",M,22,Canada,Toronto FC,Mls,2017
17,Brandon Aubrey,"$ 1,442","$ 75,000","$ 79,189",D,21,United States,Toronto FC,Mls,2017
18,Alex Bono,"$ 1,346","$ 70,000","$ 73,910",K,22,United States,Toronto FC,Mls,2017
19,Jordan Hamilton,"$ 1,336","$ 69,458","$ 73,338",F,20,Canada,Toronto FC,Mls,2017
20,Nicolas Hasler,"$ 1,250","$ 65,004","$ 68,635",D,25,Liechtenstein,Toronto FC,Mls,2017
21,Ben Spencer,"$ 1,250","$ 65,004","$ 68,635",F,21,United States,Toronto FC,Mls,2017
22,Sergio Camargo,"$ 1,250","$ 65,004","$ 68,635",M,21,Canada,Toronto FC,Mls,2017
23,Jason Hernandez,"$ 1,250","$ 65,004","$ 68,635",D,32,Puerto Rico,Toronto FC,Mls,2017
24,Mark Pais,"$ 1,250","$ 65,004","$ 68,635",K,25,United States,Toronto FC,Mls,2017
25,Benoit Cheyrou,"$ 1,250","$ 65,004","$ 68,635",M,35,France,Toronto FC,Mls,2017
26,Tsubasa Endoh,"$ 1,040","$ 54,075","$ 57,095",F,22,Japan,Toronto FC,Mls,2017
27,Raheem Edwards,"$ 1,019","$ 53,004","$ 55,965",F,20,Canada,Toronto FC,Mls,2017
28,Oyvind Alseth,"$ 1,019","$ 53,004","$ 55,965",M,21,Norway,Toronto FC,Mls,2017
