,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Alejandro Bedoya,"$ 21,750","$ 1,131,000","$ 1,194,174",M,29,United States,Philadelphia Union,Mls,2017
1,Maurice Edu,"$ 14,423","$ 750,000","$ 791,893",M,30,United States,Philadelphia Union,Mls,2017
2,Ilsinho,"$ 9,038","$ 470,000","$ 496,253",M,30,Brazil,Philadelphia Union,Mls,2017
3,Jay Simpson,"$ 8,942","$ 465,000","$ 490,973",F,27,England,Philadelphia Union,Mls,2017
4,Haris Medunjanin,"$ 8,846","$ 460,008","$ 485,703",M,31,Bosnia-Herzegovina,Philadelphia Union,Mls,2017
5,Chris Pontius,"$ 7,692","$ 400,000","$ 422,343",M,29,United States,Philadelphia Union,Mls,2017
6,Roland Alberg,"$ 6,635","$ 345,000","$ 364,271",M,25,Netherlands,Philadelphia Union,Mls,2017
7,CJ Sapong,"$ 5,769","$ 300,000","$ 316,757",F,27,United States,Philadelphia Union,Mls,2017
8,Raymon Gaddis,"$ 3,173","$ 165,000","$ 174,216",D,26,United States,Philadelphia Union,Mls,2017
9,Fabinho,"$ 3,072","$ 159,759","$ 168,683",D,31,Brazil,Philadelphia Union,Mls,2017
10,Andre Blake,"$ 2,856","$ 148,500","$ 156,795",K,25,Jamaica,Philadelphia Union,Mls,2017
11,Richard Marquez,"$ 2,558","$ 133,000","$ 140,429",D,24,United States,Philadelphia Union,Mls,2017
12,Brian Carroll,"$ 2,538","$ 132,000","$ 139,373",M,34,United States,Philadelphia Union,Mls,2017
13,Joshua Yaro,"$ 2,500","$ 130,000","$ 137,261",D,22,United States,Philadelphia Union,Mls,2017
14,Warren Creavalle,"$ 2,404","$ 125,000","$ 131,982",M,25,Guyana,Philadelphia Union,Mls,2017
15,Fabrice Picault,"$ 2,212","$ 115,000","$ 121,424",F,26,United States,Philadelphia Union,Mls,2017
16,Fabian Herbers,"$ 2,115","$ 110,000","$ 116,144",M,22,Germany,Philadelphia Union,Mls,2017
17,Charlie Davies,"$ 2,095","$ 108,960","$ 115,046",F,30,United States,Philadelphia Union,Mls,2017
18,Keegan Rosenberry,"$ 2,010","$ 104,500","$ 110,337",D,22,United States,Philadelphia Union,Mls,2017
19,John McCarthy,"$ 1,663","$ 86,500","$ 91,332",K,23,United States,Philadelphia Union,Mls,2017
20,Auston Trusty,"$ 1,442","$ 75,000","$ 79,189",D,17,United States,Philadelphia Union,Mls,2017
21,Eric Ayuk,"$ 1,262","$ 65,625","$ 69,291",M,19,Cameroon,Philadelphia Union,Mls,2017
22,Giliano Wijnaldum,"$ 1,250","$ 65,004","$ 68,635",D,23,Netherlands,Philadelphia Union,Mls,2017
23,Oguchi Onyewu,"$ 1,250","$ 65,004","$ 68,635",D,34,United States,Philadelphia Union,Mls,2017
24,Ken Tribbett,"$ 1,250","$ 65,000","$ 68,631",D,23,United States,Philadelphia Union,Mls,2017
25,Adam Najem,"$ 1,250","$ 65,000","$ 68,631",M,21,Afghanistan,Philadelphia Union,Mls,2017
26,Derrick Jones,"$ 1,250","$ 65,000","$ 68,631",M,19,United States,Philadelphia Union,Mls,2017
27,Aaron Jones,"$ 1,019","$ 53,004","$ 55,965",D,22,England,Philadelphia Union,Mls,2017
28,Jack Elliott,"$ 1,019","$ 53,004","$ 55,965",D,20,England,Philadelphia Union,Mls,2017
29,Anthony Fontana,"$ 1,019","$ 53,004","$ 55,965",M,18,United States,Philadelphia Union,Mls,2017
30,Marcus Epps,"$ 1,019","$ 53,004","$ 55,965",M,21,United States,Philadelphia Union,Mls,2017
31,Jake McGuire,"$ 1,019","$ 53,004","$ 55,965",K,21,United States,Philadelphia Union,Mls,2017
