,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Roger Espinoza,"$ 16,346","$ 850,000","$ 897,478",M,29,Honduras,Sporting Kc,Mls,2017
1,Graham Zusi,"$ 13,942","$ 725,000","$ 765,496",M,29,United States,Sporting Kc,Mls,2017
2,Matt Besler,"$ 13,942","$ 725,000","$ 765,496",D,29,United States,Sporting Kc,Mls,2017
3,Benny Feilhaber,"$ 11,538","$ 600,000","$ 633,514",M,31,United States,Sporting Kc,Mls,2017
4,Gerso Fernandes,"$ 10,577","$ 550,008","$ 580,730",M,26,Guinea-Bissau,Sporting Kc,Mls,2017
5,Ilie Sanchez,"$ 5,769","$ 300,000","$ 316,757",M,25,Spain,Sporting Kc,Mls,2017
6,Diego Rubio Kostner,"$ 3,885","$ 202,000","$ 213,283",F,24,Chile,Sporting Kc,Mls,2017
7,Soni Mustivar,"$ 3,846","$ 200,000","$ 211,171",M,26,Haiti,Sporting Kc,Mls,2017
8,Cristian Lobato,"$ 3,462","$ 180,000","$ 190,054",M,27,Spain,Sporting Kc,Mls,2017
9,Tim Melia,"$ 3,173","$ 165,000","$ 174,216",K,30,United States,Sporting Kc,Mls,2017
10,Ike Opara,"$ 2,885","$ 150,000","$ 158,379",D,27,United States,Sporting Kc,Mls,2017
11,Kevin Ellis,"$ 2,692","$ 140,004","$ 147,824",D,25,United States,Sporting Kc,Mls,2017
12,Jimmy Medranda,"$ 2,500","$ 130,008","$ 137,270",D,22,Colombia,Sporting Kc,Mls,2017
13,Seth Sinovic,"$ 2,404","$ 125,000","$ 131,982",D,29,United States,Sporting Kc,Mls,2017
14,Saad Abdul Salaam,"$ 1,862","$ 96,800","$ 102,207",D,24,United States,Sporting Kc,Mls,2017
15,Andrew Dykstra,"$ 1,539","$ 80,004","$ 84,473",K,30,United States,Sporting Kc,Mls,2017
16,Erik Palmer Brown,"$ 1,442","$ 75,000","$ 79,189",D,19,United States,Sporting Kc,Mls,2017
17,Soony Saad,"$ 1,250","$ 65,004","$ 68,635",F,23,Lebanon,Sporting Kc,Mls,2017
18,Cameron Iwasa,"$ 1,250","$ 65,004","$ 68,635",F,23,United States,Sporting Kc,Mls,2017
19,James Musa,"$ 1,250","$ 65,004","$ 68,635",D,24,New Zealand,Sporting Kc,Mls,2017
20,Kevin Oliveira,"$ 1,250","$ 65,004","$ 68,635",M,20,Cape Verde,Sporting Kc,Mls,2017
21,Kharlton Belmar,"$ 1,250","$ 65,004","$ 68,635",F,23,United States,Sporting Kc,Mls,2017
22,Latif Blessing,"$ 1,250","$ 65,004","$ 68,635",F,19,Ghana,Sporting Kc,Mls,2017
23,Cameron Porter,"$ 1,250","$ 65,000","$ 68,631",F,23,United States,Sporting Kc,Mls,2017
24,Gianluca Busio,"$ 1,019","$ 53,004","$ 55,965",F,14,United States,Sporting Kc,Mls,2017
25,Colton Storm,"$ 1,019","$ 53,004","$ 55,965",D,21,United States,Sporting Kc,Mls,2017
26,Amer Didic,"$ 1,019","$ 53,004","$ 55,965",D,21,Canada,Sporting Kc,Mls,2017
27,Tyler Pasher,"$ 1,019","$ 53,000","$ 55,960",D,22,Canada,Sporting Kc,Mls,2017
28,Daniel Salloi,"$ 1,019","$ 53,000","$ 55,960",F,19,Hungary,Sporting Kc,Mls,2017
29,Adrian Zendejas,"$ 1,019","$ 53,000","$ 55,960",K,20,United States,Sporting Kc,Mls,2017
