,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Yura Movsisyan,"$ 33,654","$ 1,750,000","$ 1,847,749",F,28,Armenia,Real Salt Lake,Mls,2017
1,Albert Rusnak,"$ 15,865","$ 825,000","$ 871,082",M,21,Slovakia,Real Salt Lake,Mls,2017
2,Kyle Beckerman,"$ 14,423","$ 750,000","$ 791,893",M,34,United States,Real Salt Lake,Mls,2017
3,Marcelo Silva,"$ 12,981","$ 675,000","$ 712,703",D,27,Uruguay,Real Salt Lake,Mls,2017
4,Nick Rimando,"$ 8,654","$ 450,000","$ 475,136",K,37,United States,Real Salt Lake,Mls,2017
5,Joao Plata,"$ 8,654","$ 450,000","$ 475,136",F,24,Ecuador,Real Salt Lake,Mls,2017
6,Jefferson Savarino,"$ 6,779","$ 352,500","$ 372,190",F,19,Venezuela,Real Salt Lake,Mls,2017
7,Stephen Sunday,"$ 4,615","$ 240,000","$ 253,406",M,29,Nigeria,Real Salt Lake,Mls,2017
8,Justen Glad,"$ 4,327","$ 225,000","$ 237,568",D,19,United States,Real Salt Lake,Mls,2017
9,Anthony Beltran,"$ 4,231","$ 220,000","$ 232,288",D,22,United States,Real Salt Lake,Mls,2017
10,Luis Silva,"$ 3,846","$ 200,004","$ 211,176",M,27,United States,Real Salt Lake,Mls,2017
11,Jordan Allen,"$ 3,423","$ 178,000","$ 187,943",M,21,United States,Real Salt Lake,Mls,2017
12,Luke Mulholland,"$ 3,317","$ 172,500","$ 182,135",M,27,England,Real Salt Lake,Mls,2017
13,Demar Phillips,"$ 2,981","$ 155,004","$ 163,662",D,32,Jamaica,Real Salt Lake,Mls,2017
14,Chris Wingert,"$ 2,577","$ 134,004","$ 141,489",D,34,United States,Real Salt Lake,Mls,2017
15,Chris Schuler,"$ 2,452","$ 127,500","$ 134,622",D,28,United States,Real Salt Lake,Mls,2017
16,David Horst,"$ 2,115","$ 110,004","$ 116,148",D,30,United States,Real Salt Lake,Mls,2017
17,Omar Holness,"$ 2,115","$ 110,000","$ 116,144",F,22,Jamaica,Real Salt Lake,Mls,2017
18,Chad Barrett,"$ 1,904","$ 99,000","$ 104,530",F,31,United States,Real Salt Lake,Mls,2017
19,Matt Van Oekel,"$ 1,846","$ 96,000","$ 101,362",K,29,United States,Real Salt Lake,Mls,2017
20,Sebastian Saucedo,"$ 1,731","$ 90,000","$ 95,027",M,19,United States,Real Salt Lake,Mls,2017
21,Ricardo Velazco,"$ 1,262","$ 65,633","$ 69,299",F,23,United States,Real Salt Lake,Mls,2017
22,Danilo Acosta,"$ 1,262","$ 65,625","$ 69,291",M,18,Honduras,Real Salt Lake,Mls,2017
23,Justin Schmidt,"$ 1,019","$ 53,004","$ 55,965",D,22,United States,Real Salt Lake,Mls,2017
24,Connor Sparrow,"$ 1,019","$ 53,004","$ 55,965",K,22,United States,Real Salt Lake,Mls,2017
25,Jose Hernandez,"$ 1,019","$ 53,004","$ 55,965",M,20,United States,Real Salt Lake,Mls,2017
26,Brooks Lennon,"$ 1,019","$ 53,004","$ 55,965",F,18,United States,Real Salt Lake,Mls,2017
27,Reagan Dunk,"$ 1,019","$ 53,004","$ 55,965",D,22,United States,Real Salt Lake,Mls,2017
28,Nick Besler,"$ 1,019","$ 53,000","$ 55,960",M,23,United States,Real Salt Lake,Mls,2017
