,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Kaka,"$ 128,077","$ 6,660,000","$ 7,032,006",M,34,Brazil,Orlando City,Mls,2017
1,Antonio Nocerino,"$ 15,385","$ 800,000","$ 844,685",M,31,Italy,Orlando City,Mls,2017
2,Giles Barnes,"$ 13,942","$ 725,000","$ 765,496",F,27,Jamaica,Orlando City,Mls,2017
3,Dom Dwyer,"$ 10,577","$ 550,000","$ 580,721",F,25,United States,Orlando City,Mls,2017
4,Yoshimar Yotun,"$ 10,577","$ 549,996","$ 580,717",M,26,Peru,Orlando City,Mls,2017
5,Jonathan Spector,"$ 10,577","$ 549,996","$ 580,717",D,30,United States,Orlando City,Mls,2017
6,Will Johnson,"$ 7,962","$ 414,000","$ 437,125",M,29,Canada,Orlando City,Mls,2017
7,Carlos Rivas,"$ 7,212","$ 375,000","$ 395,946",M,22,Colombia,Orlando City,Mls,2017
8,Dillon Powers,"$ 5,673","$ 295,000","$ 311,478",M,25,United States,Orlando City,Mls,2017
9,Scott Sutter,"$ 4,615","$ 240,000","$ 253,406",D,30,Switzerland,Orlando City,Mls,2017
10,Jose Aja,"$ 4,154","$ 216,000","$ 228,065",D,23,Uruguay,Orlando City,Mls,2017
11,Joe Bendik,"$ 3,173","$ 165,000","$ 174,216",K,27,United States,Orlando City,Mls,2017
12,Josh Saunders,"$ 2,885","$ 150,000","$ 158,379",K,35,Puerto Rico,Orlando City,Mls,2017
13,Cyle Larin,"$ 2,885","$ 150,000","$ 158,379",F,21,Canada,Orlando City,Mls,2017
14,Cristian Higuita,"$ 2,885","$ 150,000","$ 158,379",M,22,Colombia,Orlando City,Mls,2017
15,Kevin Alston,"$ 2,596","$ 135,000","$ 142,541",D,28,United States,Orlando City,Mls,2017
16,Richmond Laryea,"$ 2,500","$ 130,000","$ 137,261",M,22,Canada,Orlando City,Mls,2017
17,Sebastian Hines,"$ 2,500","$ 129,996","$ 137,257",D,28,England,Orlando City,Mls,2017
18,Servando Carrasco,"$ 2,211","$ 114,996","$ 121,419",M,27,United States,Orlando City,Mls,2017
19,Donny Toia,"$ 2,115","$ 110,004","$ 116,148",D,24,United States,Orlando City,Mls,2017
20,Tommy Redding,"$ 2,115","$ 110,000","$ 116,144",D,19,United States,Orlando City,Mls,2017
21,Rafael Ramos,"$ 1,938","$ 100,800","$ 106,430",D,21,Portugal,Orlando City,Mls,2017
22,Conor Donovan,"$ 1,923","$ 100,000","$ 105,586",D,20,United States,Orlando City,Mls,2017
23,Victor Giro,"$ 1,539","$ 80,004","$ 84,473",D,23,Brazil,Orlando City,Mls,2017
24,Hadji Barry,"$ 1,322","$ 68,750","$ 72,590",F,23,Guinea,Orlando City,Mls,2017
25,Tony Rocha,"$ 1,262","$ 65,621","$ 69,286",M,22,United States,Orlando City,Mls,2017
26,Earl Edwards,"$ 1,250","$ 65,000","$ 68,631",K,24,United States,Orlando City,Mls,2017
27,Devron Garcia,"$ 1,019","$ 53,004","$ 55,965",M,20,Honduras,Orlando City,Mls,2017
28,Leonardo Pereira,"$ 1,019","$ 53,004","$ 55,965",D,21,Brazil,Orlando City,Mls,2017
29,Pierre Da Silva,"$ 1,019","$ 53,004","$ 55,965",M,17,United States,Orlando City,Mls,2017
30,Mason Stajduhar,"$ 1,019","$ 53,000","$ 55,960",K,18,United States,Orlando City,Mls,2017
