,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Clint Dempsey,"$ 61,538","$ 3,200,000","$ 3,378,742",F,33,United States,Seattle Sounders,Mls,2017
1,Nicolas Lodeiro,"$ 26,374","$ 1,371,429","$ 1,448,033",M,27,Uruguay,Seattle Sounders,Mls,2017
2,Osvaldo Alonso,"$ 21,154","$ 1,100,000","$ 1,161,442",M,30,Cuba,Seattle Sounders,Mls,2017
3,Victor Rodriguez,"$ 19,231","$ 1,000,000","$ 1,055,857",M,26,Spain,Seattle Sounders,Mls,2017
4,Roman Torres,"$ 8,327","$ 433,000","$ 457,186",D,30,Panama,Seattle Sounders,Mls,2017
5,Kelvin Leerdam,"$ 7,320","$ 380,640","$ 401,901",D,26,Netherlands,Seattle Sounders,Mls,2017
6,Chad Marshall,"$ 6,731","$ 350,000","$ 369,550",D,31,United States,Seattle Sounders,Mls,2017
7,Will Bruin,"$ 6,250","$ 325,000","$ 343,153",F,26,United States,Seattle Sounders,Mls,2017
8,Brad Evans,"$ 5,769","$ 300,000","$ 316,757",D,31,United States,Seattle Sounders,Mls,2017
9,Stefan Frei,"$ 4,808","$ 250,000","$ 263,964",K,30,United States,Seattle Sounders,Mls,2017
10,Jordan Morris,"$ 4,327","$ 225,000","$ 237,568",F,21,United States,Seattle Sounders,Mls,2017
11,Lamar Neagle,"$ 3,846","$ 200,000","$ 211,171",M,29,United States,Seattle Sounders,Mls,2017
12,Gustav Svensson,"$ 3,269","$ 170,000","$ 179,496",M,29,Sweden,Seattle Sounders,Mls,2017
13,Harrison Shipp,"$ 2,788","$ 145,000","$ 153,099",M,25,United States,Seattle Sounders,Mls,2017
14,Cristian Roldan,"$ 2,212","$ 115,000","$ 121,424",M,21,United States,Seattle Sounders,Mls,2017
15,Calum Mallace,"$ 2,212","$ 115,000","$ 121,424",M,26,Scotland,Seattle Sounders,Mls,2017
16,Joevin Jones,"$ 1,731","$ 90,000","$ 95,027",D,24,Trinidad and Tobago,Seattle Sounders,Mls,2017
17,Aaron Kovar,"$ 1,272","$ 66,150","$ 69,845",M,22,United States,Seattle Sounders,Mls,2017
18,Bryan Meredith,"$ 1,272","$ 66,150","$ 69,845",K,26,United States,Seattle Sounders,Mls,2017
19,Tyler Miller,"$ 1,262","$ 65,633","$ 69,299",K,23,United States,Seattle Sounders,Mls,2017
20,Oniel Fisher,"$ 1,262","$ 65,625","$ 69,291",M,24,Jamaica,Seattle Sounders,Mls,2017
21,Tony Alfaro,"$ 1,040","$ 54,075","$ 57,095",D,23,Mexico,Seattle Sounders,Mls,2017
22,Seyi Adekoya,"$ 1,019","$ 53,004","$ 55,965",F,20,United States,Seattle Sounders,Mls,2017
23,Jordy Delem,"$ 1,019","$ 53,004","$ 55,965",M,23,Martinique,Seattle Sounders,Mls,2017
24,Henry Wingo,"$ 1,019","$ 53,004","$ 55,965",D,20,United States,Seattle Sounders,Mls,2017
25,Zach Mathers,"$ 1,019","$ 53,004","$ 55,965",M,22,United States,Seattle Sounders,Mls,2017
26,Nouhou Tolo,"$ 1,019","$ 53,000","$ 55,960",D,20,Cameroon,Seattle Sounders,Mls,2017
