,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Valeri Vako Qazaishvili,"$ 25,481","$ 1,325,004","$ 1,399,014",M,24,Georgia,San Jose Earthquakes,Mls,2017
1,Simon Dawkins,"$ 15,385","$ 800,000","$ 844,685",M,28,Jamaica,San Jose Earthquakes,Mls,2017
2,Chris Wondolowski,"$ 15,385","$ 800,000","$ 844,685",F,33,United States,San Jose Earthquakes,Mls,2017
3,Jahmir Hyka,"$ 9,039","$ 470,004","$ 496,257",M,28,Albania,San Jose Earthquakes,Mls,2017
4,Florian Jungwirth,"$ 8,654","$ 450,000","$ 475,136",D,27,Germany,San Jose Earthquakes,Mls,2017
5,Danny Hoesen,"$ 8,173","$ 425,004","$ 448,743",F,25,Netherlands,San Jose Earthquakes,Mls,2017
6,Marco Urena,"$ 5,289","$ 275,004","$ 290,365",F,27,Costa Rica,San Jose Earthquakes,Mls,2017
7,Quincy Amarikwa,"$ 4,933","$ 256,500","$ 270,827",F,28,United States,San Jose Earthquakes,Mls,2017
8,Harold Cummings,"$ 4,808","$ 249,996","$ 263,960",D,24,Panama,San Jose Earthquakes,Mls,2017
9,Marvell Wynne,"$ 4,727","$ 245,808","$ 259,538",D,30,United States,San Jose Earthquakes,Mls,2017
10,Anibal Godoy,"$ 4,423","$ 229,992","$ 242,839",M,26,Panama,San Jose Earthquakes,Mls,2017
11,Victor Bernardez,"$ 4,327","$ 225,000","$ 237,568",D,34,Honduras,San Jose Earthquakes,Mls,2017
12,Darwin Ceren,"$ 3,846","$ 200,000","$ 211,171",M,26,El Salvador,San Jose Earthquakes,Mls,2017
13,David Bingham,"$ 3,654","$ 190,000","$ 200,613",K,26,United States,San Jose Earthquakes,Mls,2017
14,Shea Salinas,"$ 3,558","$ 185,000","$ 195,333",M,30,United States,San Jose Earthquakes,Mls,2017
15,Tommy Thompson,"$ 2,885","$ 150,000","$ 158,379",M,20,United States,San Jose Earthquakes,Mls,2017
16,Cordell Cato,"$ 2,635","$ 137,000","$ 144,652",D,23,Trinidad and Tobago,San Jose Earthquakes,Mls,2017
17,Kofi Sarkodie,"$ 2,596","$ 135,000","$ 142,541",D,25,United States,San Jose Earthquakes,Mls,2017
18,Jackson Yueill,"$ 2,404","$ 124,992","$ 131,974",M,19,United States,San Jose Earthquakes,Mls,2017
19,Francois Affolter,"$ 2,308","$ 120,000","$ 126,703",D,25,Switzerland,San Jose Earthquakes,Mls,2017
20,Andres Imperiale,"$ 2,019","$ 105,000","$ 110,865",D,29,Argentina,San Jose Earthquakes,Mls,2017
21,Leandro Barrera,"$ 1,923","$ 100,000","$ 105,586",F,24,Argentina,San Jose Earthquakes,Mls,2017
22,Fatai Alashe,"$ 1,888","$ 98,175","$ 103,659",M,22,United States,San Jose Earthquakes,Mls,2017
23,Nick Lima,"$ 1,539","$ 80,004","$ 84,473",D,21,United States,San Jose Earthquakes,Mls,2017
24,Andrew Tarbell,"$ 1,538","$ 80,000","$ 84,469",K,22,United States,San Jose Earthquakes,Mls,2017
25,Matt Bersano,"$ 1,250","$ 65,004","$ 68,635",K,23,United States,San Jose Earthquakes,Mls,2017
26,Marc Pelosi,"$ 1,250","$ 65,004","$ 68,635",M,22,United States,San Jose Earthquakes,Mls,2017
27,Matheus Silva,"$ 1,250","$ 65,000","$ 68,631",M,19,Brazil,San Jose Earthquakes,Mls,2017
28,Kip Colvey,"$ 1,040","$ 54,075","$ 57,095",D,22,New Zealand,San Jose Earthquakes,Mls,2017
29,Lindo Mfeka,"$ 1,019","$ 53,004","$ 55,965",M,22,South Africa,San Jose Earthquakes,Mls,2017
