,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Erick Torres,"$ 12,500","$ 650,000","$ 686,307",F,23,Mexico,Houston Dynamo,Mls,2017
1,Alberth Elis,"$ 8,135","$ 423,000","$ 446,627",F,20,Honduras,Houston Dynamo,Mls,2017
2,Ricardo Clark,"$ 6,445","$ 335,160","$ 353,881",M,33,United States,Houston Dynamo,Mls,2017
3,DaMarcus Beasley,"$ 6,077","$ 316,008","$ 333,659",D,34,United States,Houston Dynamo,Mls,2017
4,Tomas Martinez,"$ 6,058","$ 315,000","$ 332,595",M,21,Argentina,Houston Dynamo,Mls,2017
5,AJ DeLaGarza,"$ 4,808","$ 250,000","$ 263,964",D,23,Guam,Houston Dynamo,Mls,2017
6,Juan David Cabezas,"$ 4,673","$ 243,000","$ 256,573",M,25,Colombia,Houston Dynamo,Mls,2017
7,Philippe Senderos,"$ 4,327","$ 225,000","$ 237,568",D,31,Switzerland,Houston Dynamo,Mls,2017
8,Boniek Garcia,"$ 4,327","$ 225,000","$ 237,568",M,31,Honduras,Houston Dynamo,Mls,2017
9,Mauro Manotas,"$ 4,149","$ 215,746","$ 227,797",F,20,Colombia,Houston Dynamo,Mls,2017
10,Andrew Wenger,"$ 4,038","$ 210,000","$ 221,730",M,25,United States,Houston Dynamo,Mls,2017
11,Adolfo Machado,"$ 3,846","$ 200,004","$ 211,176",D,31,Panama,Houston Dynamo,Mls,2017
12,Romell Quioto,"$ 3,846","$ 200,004","$ 211,176",F,24,Honduras,Houston Dynamo,Mls,2017
13,Eric Alexander,"$ 3,654","$ 190,000","$ 200,613",M,28,United States,Houston Dynamo,Mls,2017
14,Tyler Deric,"$ 3,558","$ 185,000","$ 195,333",K,27,United States,Houston Dynamo,Mls,2017
15,Alex Monteiro de Lima,"$ 3,269","$ 170,000","$ 179,496",M,29,Brazil,Houston Dynamo,Mls,2017
16,Leonardo Da Silva,"$ 2,692","$ 140,004","$ 147,824",D,29,Brazil,Houston Dynamo,Mls,2017
17,Jalil Anibaba,"$ 2,115","$ 110,004","$ 116,148",D,27,United States,Houston Dynamo,Mls,2017
18,Joe Willis,"$ 2,044","$ 106,313","$ 112,251",K,27,United States,Houston Dynamo,Mls,2017
19,Dylan Remick,"$ 1,272","$ 66,150","$ 69,845",D,25,United States,Houston Dynamo,Mls,2017
20,Kevin Garcia,"$ 1,262","$ 65,633","$ 69,299",D,25,United States,Houston Dynamo,Mls,2017
21,George Malki,"$ 1,250","$ 65,004","$ 68,635",D,24,United States,Houston Dynamo,Mls,2017
22,Vicente Sanchez,"$ 1,250","$ 65,004","$ 68,635",F,36,Uruguay,Houston Dynamo,Mls,2017
23,Calle Brown,"$ 1,250","$ 65,000","$ 68,631",K,24,United States,Houston Dynamo,Mls,2017
24,Taylor Hunter,"$ 1,019","$ 53,004","$ 55,965",D,22,United States,Houston Dynamo,Mls,2017
25,Charlie Ward,"$ 1,019","$ 53,004","$ 55,965",M,21,England,Houston Dynamo,Mls,2017
26,Jose Escalante,"$ 1,019","$ 53,004","$ 55,965",M,21,Honduras,Houston Dynamo,Mls,2017
27,Memo Rodriguez,"$ 1,019","$ 53,004","$ 55,965",M,20,United States,Houston Dynamo,Mls,2017
28,Joseph Holland,"$ 1,019","$ 53,004","$ 55,965",M,24,England,Houston Dynamo,Mls,2017
29,Christian Lucatero,"$ 1,019","$ 53,000","$ 55,960",M,19,United States,Houston Dynamo,Mls,2017
