,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Bastian Schweinsteiger,"$ 103,846","$ 5,400,000","$ 5,701,626",M,31,Germany,Chicago Fire,Mls,2017
1,Nemanja Nikolic,"$ 32,692","$ 1,700,000","$ 1,794,956",F,30,Hungary,Chicago Fire,Mls,2017
2,David Accam,"$ 14,423","$ 750,000","$ 791,893",F,25,Ghana,Chicago Fire,Mls,2017
3,Juninho,"$ 13,462","$ 700,008","$ 739,108",M,26,Brazil,Chicago Fire,Mls,2017
4,Johan Kappelhof,"$ 10,192","$ 530,000","$ 559,604",D,25,Netherlands,Chicago Fire,Mls,2017
5,Michael De Leeuw,"$ 9,615","$ 500,000","$ 527,928",F,29,Netherlands,Chicago Fire,Mls,2017
6,Dax McCarty,"$ 7,692","$ 400,000","$ 422,343",M,29,United States,Chicago Fire,Mls,2017
7,Luis Solignac,"$ 5,288","$ 275,000","$ 290,361",F,25,Argentina,Chicago Fire,Mls,2017
8,Jorge Rodrigo Bava,"$ 4,615","$ 240,000","$ 253,406",K,35,Uruguay,Chicago Fire,Mls,2017
9,John Goossens,"$ 4,423","$ 230,000","$ 242,847",M,27,Netherlands,Chicago Fire,Mls,2017
10,David Arshakyan,"$ 3,000","$ 156,000","$ 164,714",F,21,Armenia,Chicago Fire,Mls,2017
11,Joao Meira,"$ 2,885","$ 150,000","$ 158,379",D,29,Portugal,Chicago Fire,Mls,2017
12,Arturo Alvarez,"$ 2,596","$ 135,000","$ 142,541",M,31,El Salvador,Chicago Fire,Mls,2017
13,Michael Harrington,"$ 2,596","$ 135,000","$ 142,541",D,30,United States,Chicago Fire,Mls,2017
14,Jonathan Campbell,"$ 1,957","$ 101,750","$ 107,433",D,23,United States,Chicago Fire,Mls,2017
15,Matt Polster,"$ 1,921","$ 99,900","$ 105,480",D,23,United States,Chicago Fire,Mls,2017
16,Brandon Vincent,"$ 1,851","$ 96,250","$ 101,626",D,22,United States,Chicago Fire,Mls,2017
17,Christian Dean,"$ 1,731","$ 90,000","$ 95,027",D,23,United States,Chicago Fire,Mls,2017
18,Collin Fernandez,"$ 1,635","$ 85,000","$ 89,748",M,19,Peru,Chicago Fire,Mls,2017
19,Djordje Mihailovic,"$ 1,538","$ 80,000","$ 84,469",M,17,United States,Chicago Fire,Mls,2017
20,Matt Lampson,"$ 1,462","$ 76,000","$ 80,245",K,26,United States,Chicago Fire,Mls,2017
21,Drew Conner,"$ 1,262","$ 65,625","$ 69,291",M,22,United States,Chicago Fire,Mls,2017
22,Matej Dekovic,"$ 1,250","$ 65,004","$ 68,635",D,22,Croatia,Chicago Fire,Mls,2017
23,Daniel Johnson,"$ 1,250","$ 65,004","$ 68,635",M,20,United States,Chicago Fire,Mls,2017
24,Brandt Bronico,"$ 1,250","$ 65,004","$ 68,635",M,21,United States,Chicago Fire,Mls,2017
25,Jorge Corrales,"$ 1,250","$ 65,004","$ 68,635",D,25,Cuba,Chicago Fire,Mls,2017
26,Patrick Doody,"$ 1,250","$ 65,000","$ 68,631",D,24,United States,Chicago Fire,Mls,2017
27,Richard Sanchez,"$ 1,250","$ 65,000","$ 68,631",M,22,Mexico,Chicago Fire,Mls,2017
28,Joey Calistri,"$ 1,040","$ 54,075","$ 57,095",M,22,United States,Chicago Fire,Mls,2017
29,Stefan Cleveland,"$ 1,019","$ 53,004","$ 55,965",K,22,United States,Chicago Fire,Mls,2017
