,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Fredy Montero,"$ 26,923","$ 1,400,000","$ 1,478,199",F,28,Colombia,Vancouver Whitecaps,Mls,2017
1,Matias Laba,"$ 13,942","$ 725,000","$ 765,496",M,24,Argentina,Vancouver Whitecaps,Mls,2017
2,Brek Shea,"$ 12,019","$ 625,000","$ 659,910",M,26,United States,Vancouver Whitecaps,Mls,2017
3,Yordy Reyna,"$ 8,462","$ 440,000","$ 464,577",M,22,Peru,Vancouver Whitecaps,Mls,2017
4,David Ousted,"$ 6,923","$ 360,000","$ 380,108",K,31,Denmark,Vancouver Whitecaps,Mls,2017
5,Cristian Techera,"$ 6,769","$ 352,000","$ 371,662",M,24,Uruguay,Vancouver Whitecaps,Mls,2017
6,Kendall Waston,"$ 6,731","$ 350,000","$ 369,550",D,28,Costa Rica,Vancouver Whitecaps,Mls,2017
7,Tony Tchani,"$ 5,288","$ 275,000","$ 290,361",M,27,Cameroon,Vancouver Whitecaps,Mls,2017
8,Christian Bolanos,"$ 4,808","$ 250,000","$ 263,964",M,32,Costa Rica,Vancouver Whitecaps,Mls,2017
9,Jordan Harvey,"$ 3,462","$ 180,000","$ 190,054",D,32,United States,Vancouver Whitecaps,Mls,2017
10,David Edgar,"$ 3,365","$ 175,000","$ 184,775",D,29,Canada,Vancouver Whitecaps,Mls,2017
11,Sheanon Williams,"$ 3,365","$ 175,000","$ 184,775",D,26,United States,Vancouver Whitecaps,Mls,2017
12,Aaron Maund,"$ 3,173","$ 165,000","$ 174,216",D,25,Trinidad and Tobago,Vancouver Whitecaps,Mls,2017
13,Andrew Jacobson,"$ 2,885","$ 150,000","$ 158,379",M,30,United States,Vancouver Whitecaps,Mls,2017
14,Marcel de Jong,"$ 2,692","$ 140,000","$ 147,820",D,29,Canada,Vancouver Whitecaps,Mls,2017
15,Bernie Ibini,"$ 2,596","$ 135,000","$ 142,541",F,25,Australia,Vancouver Whitecaps,Mls,2017
16,Russell Teibert,"$ 2,433","$ 126,500","$ 133,566",M,23,Canada,Vancouver Whitecaps,Mls,2017
17,Erik Hurtado,"$ 2,404","$ 125,000","$ 131,982",F,25,United States,Vancouver Whitecaps,Mls,2017
18,Nicolas Mezquida,"$ 2,308","$ 120,000","$ 126,703",M,24,Uruguay,Vancouver Whitecaps,Mls,2017
19,Ali Ghazal,"$ 1,669","$ 86,800","$ 91,648",D,25,Egypt,Vancouver Whitecaps,Mls,2017
20,Tim Parker,"$ 1,555","$ 80,850","$ 85,366",D,23,United States,Vancouver Whitecaps,Mls,2017
21,Samuel Adekugbe,"$ 1,538","$ 80,000","$ 84,469",D,20,Canada,Vancouver Whitecaps,Mls,2017
22,Marco Bustos,"$ 1,262","$ 65,625","$ 69,291",M,20,Canada,Vancouver Whitecaps,Mls,2017
23,Kyle Greig,"$ 1,250","$ 65,004","$ 68,635",F,26,United States,Vancouver Whitecaps,Mls,2017
24,Mauro Rosales,"$ 1,250","$ 65,004","$ 68,635",M,35,Argentina,Vancouver Whitecaps,Mls,2017
25,Jake Nerwinski,"$ 1,250","$ 65,004","$ 68,635",D,21,United States,Vancouver Whitecaps,Mls,2017
26,Spencer Richey,"$ 1,250","$ 65,004","$ 68,635",K,24,United States,Vancouver Whitecaps,Mls,2017
27,Stefan Marinovic,"$ 1,250","$ 65,000","$ 68,631",K,24,New Zealand,Vancouver Whitecaps,Mls,2017
28,Brett Levis,"$ 1,250","$ 65,000","$ 68,631",D,23,Canada,Vancouver Whitecaps,Mls,2017
29,Ben McKendry,"$ 1,250","$ 65,000","$ 68,631",M,23,Canada,Vancouver Whitecaps,Mls,2017
30,Alphonso Davies,"$ 1,250","$ 65,000","$ 68,631",M,15,Canada,Vancouver Whitecaps,Mls,2017
31,Nosa Igiebor,"$ 1,250","$ 65,000","$ 68,631",M,25,Nigeria,Vancouver Whitecaps,Mls,2017
32,Cole Seiler,"$ 1,040","$ 54,075","$ 57,095",D,22,United States,Vancouver Whitecaps,Mls,2017
33,Deybi Flores,"$ 1,019","$ 53,000","$ 55,960",M,20,Honduras,Vancouver Whitecaps,Mls,2017
