Frame,Period,Time [s],Home_11_x,Home_11_y,Home_1_x,Home_1_y,Home_2_x,Home_2_y,Home_3_x,Home_3_y,Home_4_x,Home_4_y,Home_5_x,Home_5_y,Home_6_x,Home_6_y,Home_7_x,Home_7_y,Home_8_x,Home_8_y,Home_9_x,Home_9_y,Home_10_x,Home_10_y,Home_12_x,Home_12_y,Home_13_x,Home_13_y,Home_14_x,Home_14_y,ball_x,ball_y,Home_1_vx,Home_1_vy,Home_1_speed,Home_10_vx,Home_10_vy,Home_10_speed,Home_11_vx,Home_11_vy,Home_11_speed,Home_12_vx,Home_12_vy,Home_12_speed,Home_13_vx,Home_13_vy,Home_13_speed,Home_14_vx,Home_14_vy,Home_14_speed,Home_2_vx,Home_2_vy,Home_2_speed,Home_3_vx,Home_3_vy,Home_3_speed,Home_4_vx,Home_4_vy,Home_4_speed,Home_5_vx,Home_5_vy,Home_5_speed,Home_6_vx,Home_6_vy,Home_6_speed,Home_7_vx,Home_7_vy,Home_7_speed,Home_8_vx,Home_8_vy,Home_8_speed,Home_9_vx,Home_9_vy,Home_9_speed
11,1,0.44,,,46.820518775561276,-2.991083955399066,-7.942844914450891,-9.348520078248676,-9.634072316530089,-30.19622671039147,7.01967777143952,-23.733523846067257,1.3518187949843448,-21.93306210211601,4.553695118893168,-5.855886540650882,4.116977111666347,-28.291337498636594,0.7602857326579955,-25.846392537543046,-2.867808376966841,-26.23327963237967,-6.8686962956614614,-22.93036854300766,,,,,,,-2.1908602447777556,-19.57031255893017,0.008456980240190152,-0.0024483344456927027,0.008804252173860768,4.811881969032264,4.726363556384608,6.744829171374052,,,,,,,,,,,,,5.893597575679668,-0.19599346938492535,5.896855587861958,0.0,0.0,0.0,2.493384760448515,4.744165132434122,5.359484151244462,5.741425405804276,3.1724490995793015,6.559603568801724,-0.4663715329921383,-0.048651114698827796,0.4689022688651396,2.181654174727022,2.0910111455799916,3.0219104138017716,1.7299109395433008,2.4040876675606184,2.9617949578032303,4.300758009071927,0.8662261042801771,4.387125153939962
12,1,0.48,,,46.821952435068766,-2.9914990063812574,-7.702447549911156,-9.356621601832682,-9.634072316530089,-30.196226710391457,7.127066776203775,-23.545418373688776,1.5765195772305942,-21.80220493891804,4.559481499358785,-5.855418076557673,4.21339447660818,-28.207852577125355,0.8409912928492946,-25.74841180116853,-2.6969800990613835,-26.19419804029915,-6.6749211283786405,-22.736201544885,,,,,,,-2.0690785931217897,-19.058199149914177,0.03584148768727149,-0.010376274554790848,0.03731325921536785,4.844379182070527,4.854174953066528,6.857916894703284,,,,,,,,,,,,,6.009934113493379,-0.2025380896001573,6.013345967618221,0.0,3.552713678800503e-13,3.552713678800503e-13,2.6847251191063806,4.702636809462038,5.4150292637129915,5.617519556156239,3.2714290799492414,6.50067490257245,0.14465951164044374,0.011711602330222176,0.14513282170891925,2.410434123545825,2.087123037780981,3.188459696905426,2.0176390047824797,2.4495184093629176,3.1734850860572,4.27070694763644,0.9770398020130249,4.381043780574192
13,1,0.52,,,46.82438482367131,-2.992203194002726,-7.4578073234042135,-9.364961811565731,-9.634072316530048,-30.196226710391457,7.241800604029578,-23.35892345947837,1.7966160554511272,-21.667533290307034,4.588830731299579,-5.852616846145898,4.3188331505890005,-28.12447398845973,0.9328256864527287,-25.648686359697976,-2.5274857720951682,-26.150942468853774,-6.4796716585805605,-22.537310182370238,,,,,,,-1.954807704123052,-18.577669827797877,0.06080971506356997,-0.01760469053670997,0.06330676563374482,4.8812367449519956,4.972284062869021,6.967788814403807,,,,,,,,,,,,,6.116005662673557,-0.2085052433262289,6.119558783306975,1.0214051826551432e-12,0.0,1.0214051826551432e-12,2.8683456956450666,4.662372855260162,5.4740412558906035,5.50241195551332,3.3667912152751858,6.450722472361533,0.7337307985198376,0.07003076029439276,0.737065256326717,2.635966849520519,2.0844647166406087,3.3605526906583005,2.295859840085849,2.493136036763841,3.3892034024427526,4.237358174155378,1.0813892861343701,4.373168997906164
14,1,0.56,,,46.827719290166215,-2.9931685372983536,-7.209334834475223,-9.37351760878824,-9.634072316530089,-30.19622671039147,7.363570463632202,-23.173988528685182,2.0124601596060545,-21.52919187008471,4.64086442440533,-5.847564591778241,4.43316324469517,-28.041152541173414,1.0354086242710183,-25.547288737707376,-2.359457304549835,-26.10377148658783,-6.282773472273571,-22.33408254693859,,,,,,,-1.848047577781484,-18.128724592581236,0.08336166237263846,-0.024133582390695164,0.08678477143219449,4.922454657674731,5.0806908857912125,7.074176965119373,,,,,,,,,,,,,6.21181222322475,-0.21389493056274114,6.215493716345054,-1.0214051826551432e-12,-3.552713678800498e-13,1.0814278949565469e-12,3.0442464900656026,4.623373269829663,5.535613523761587,5.396102603873177,3.4585355055581215,6.409320646896444,1.3008423276437797,0.1263063591914192,1.3069598531561244,2.858252352654242,2.083036182157903,3.5367564586259657,2.564573445457239,2.5349405497649946,3.6059618062296868,4.200711688633326,1.1792745566485674,4.363102929221281
15,1,0.6,,,46.8318591833507,-2.9943670553031216,-6.957440682669404,-9.382265894840609,-9.634072316530048,-30.19622671039147,7.49206756372687,-22.99056300655834,2.2244038196556994,-21.387325392052745,4.714704188365926,-5.840343055817261,4.556254870012983,-27.957839043799954,1.1483598171066842,-25.444291459772682,-2.1930266049071125,-26.052943662045685,-6.084052155463944,-22.126906730065215,,,,,,,-1.7487982140971208,-17.711363444264233,0.10349732961216793,-0.029962950119200082,0.1077472766091812,4.968032920240693,5.179395421834353,7.176871744173358,,,,,,,,,,,,,6.2973537951455,-0.2187071513092058,6.301150501239215,1.021405182655146e-12,0.0,1.021405182655146e-12,3.2124275023667055,4.585638053171079,5.598907644590383,5.298591501241133,3.5466619507991193,6.376039749740507,1.845994099014895,0.18053839902449942,1.8548014252528877,3.0772906329453122,2.082837434336508,3.7159022346512898,2.823779820891653,2.5749319483673587,3.821518940892197,4.1607674910680705,1.2706956135536653,4.350477382659679
16,1,0.64,,,46.83670785202203,-2.995770767051867,-6.702535467532002,-9.391183571063271,-9.634072316530089,-30.19622671039147,7.626983113028853,-22.808596318346996,2.4327989655601368,-21.242078570012904,4.809471632871216,-5.831033980625604,4.687978137628718,-27.874484304873086,1.2712989757624353,-25.33976705046996,-2.028325581648734,-25.998717563771745,-5.883333294157905,-21.916170823225297,,,,,,,-1.6570596130699506,-17.325586382846907,0.12121671678322332,-0.035092793718638465,0.1261942811647306,5.017971532650973,5.268397670997955,7.275716619156647,,,,,,,,,,,,,6.372630378435046,-0.2229419055665536,6.376528917319425,-1.0214051826551432e-12,0.0,1.0214051826551432e-12,3.3728887325495696,4.549167205283573,5.6631528907303395,5.209878647610928,3.631170550996018,6.3504515660898475,2.3691861126322578,0.23272687979141152,2.380589136509489,3.2930816903933926,2.0838684731717,3.8970366733048785,3.073478966393775,2.61311023256807,4.03418121115263,4.1175255814594545,1.3556524568484984,4.3349521909396405
17,1,0.68,,,46.84216864497743,-2.997351691579541,-6.445029788608206,-9.400247538796638,-9.634072316530089,-30.19622671039147,7.768008320253387,-22.62803788930025,2.637997527279608,-21.093596117766875,4.924288367610971,-5.819719108565936,4.828203158628706,-27.791039132926407,1.4038458110408394,-25.233788034375134,-1.8654861432563814,-25.94135176031033,-5.680442474361854,-21.702262917894075,,,,,,,-1.5728317746999676,-16.97139340832926,0.13651982388491735,-0.03952311319184162,0.14212578509877782,5.072270494901261,5.347697633280553,7.370603635418221,,,,,,,,,,,,,6.437641973094882,-0.2265991933341647,6.441628782239214,0.0,0.0,0.0,3.5256301806133563,4.513960726168693,5.727644333218078,5.129964042986774,3.7120613061507126,6.332134728743423,2.870418368493863,0.2828718014917128,2.8843228089564,3.505625524999686,2.0861292986669593,4.079380562326348,3.3136708819600984,2.6494754023706135,4.242656552411136,4.070985959808817,1.4341450865353864,4.316213481072745
18,1,0.72,,,46.84814491101419,-2.9990818479210177,-6.185334245443259,-9.409434699381121,-9.634072316530089,-30.19622671039147,7.914834394115649,-22.44883714466728,2.8403514347743166,-20.942022749116376,5.058276002275099,-5.80648018200082,4.976800044099249,-27.70745433649355,1.5456200337445465,-25.126426936064256,-1.7046401982117358,-25.881104820205838,-5.475205282082037,-21.485571105546697,,,,,,,-1.4961146989872014,-16.64878452071126,0.14940665091902644,-0.04325390853692221,0.1555417884125043,5.130929806995442,5.417295308684455,7.461469637129731,,,,,,,,,,,,,6.492388579123699,-0.2296790146120835,6.496449946862442,0.0,0.0,0.0,3.6706518465565567,4.4800186158242195,5.791739961079107,5.058847687367727,3.7893342162624926,6.320679846861687,3.349690866603223,0.33097316412789074,3.366002397084393,3.7149221367635725,2.089619910821398,4.262294904616204,3.5443555675926843,2.6840274577719696,4.445948693316098,4.021148626116147,1.5061735026122876,4.293971925069742
19,1,0.76,,,46.854539998929496,-3.0009332551112333,-5.923859437582355,-9.418721954157125,-9.634072316530089,-30.19622671039147,8.067152543330947,-22.270943509697222,3.040212618004457,-20.78750317786317,5.21055614655343,-5.791398943292904,5.133638905126604,-27.623680724108183,1.6962413546762538,-25.017756280113293,-1.5459196549965724,-25.818235312002592,-5.26744730332477,-21.266483477658355,,,,,,,-1.426908385931634,-16.35775971999295,0.15987719788270724,-0.046285179755389774,0.16644229110359862,5.193949468931653,5.477190697208552,7.548293119600173,,,,,,,,,,,,,6.536870196522598,-0.23218136940008607,6.540992291272165,0.0,0.0,0.0,3.807953730382426,4.447340874251445,5.854857168584135,4.996529580753502,3.8629892813301723,6.315694264213283,3.8070036069582667,0.3770309676978997,3.8256278980053025,3.920971525683888,2.0943403096342,4.445253540326188,3.76553302329268,2.716766398774071,4.643281018311894,3.968013580379084,1.571737705081143,4.267961010558388
20,1,0.8,,,46.861257257520656,-3.0028779321850854,-5.661015964570705,-9.428086204465071,-9.634072316530048,-30.19622671039147,8.224653976614526,-22.094306409639145,3.2379330069301986,-20.630182117808886,5.380250410135778,-5.7745571348048,5.298589852797148,-27.539669104303915,1.8553294846384467,-24.907848591098226,-1.3894564220925782,-25.753001804245002,-5.056994124096328,-21.045388125704264,,,,,,,-1.3652128355332303,-16.09831900617427,0.16793146477898077,-0.04861692684630099,0.1748272931747004,5.261329480711048,5.527383798852265,7.631091636483845,,,,,,,,,,,,,6.571086825291233,-0.2341062576986628,6.575255721674229,1.0214051826551432e-12,0.0,1.0214051826551432e-12,3.9375358320894858,4.415927501451918,5.916468890061708,4.943009723143539,3.9330265013570695,6.316806359503874,4.24235658955869,0.4210452122026083,4.263199327229584,4.123773691763596,2.100290495106714,4.627821261103022,3.9772032490548193,2.7476922253766722,4.834041606118799,3.9115808225998494,1.6308376939397446,4.237935360019737
21,1,0.84,,,46.86820003558492,-3.004887898177464,-5.397214425953589,-9.437504351645405,-9.634072316530048,-30.19622671039147,8.387029902681578,-21.91887526974228,3.433864531511759,-20.47020428275531,5.566480402712006,-5.756036498899161,5.471522998197126,-27.455370285614396,2.022504134433846,-24.796776393595103,-1.2353824079814704,-25.685662865477408,-4.8436713304030174,-20.82267314115961,,,,,,,-1.3110280477920433,-15.870462379255256,0.17356945160660364,-0.05024914980946714,0.18069679462456273,5.333069842332781,5.567874613616397,7.709919691939297,,,,,,,,,,,,,6.595038465427917,-0.2354536795083466,6.599240168054792,0.0,0.0,0.0,4.059398151676294,4.385778497421641,5.976099596080953,4.898288114539016,3.9994458763393657,6.323669328072281,4.655749814405716,0.4630158976409735,4.67871671036056,4.323328634999454,2.1074704672379636,4.8096363954551125,4.179366244884988,2.7768049375780866,5.017743304538613,3.851850352777704,1.6834734691898698,4.203669118955475
22,1,0.88,,,46.87527168191952,-3.0069351721233426,-5.132865421276145,-9.446953297038496,-9.634072316530089,-30.19622671039147,8.553971530247395,-21.74459951525569,3.6283591217092708,-20.307714386504173,5.768367733971943,-5.7359187779385845,5.65230845241283,-27.370735076573325,2.1973850148650307,-24.684612212179882,-1.083829521144947,-25.61647706424418,-4.62730450825118,-20.598726615499594,,,,,,,-1.2643540227080317,-15.674189839235922,0.1767911583650415,-0.05118184864696391,0.18405079545324957,5.409170553795923,5.598663141500365,7.7848670542307685,,,,,,,,,,,,,6.608725116936081,-0.23622363482727038,6.612945582482349,-1.0214051826551432e-12,0.0,1.0214051826551432e-12,4.173540689145435,4.356893862164753,6.033321308377455,4.8623647549377935,4.062247406278448,6.335964409612577,5.04718328149842,0.5029430240144124,5.072180079851456,4.519636355392604,2.1158802260267766,4.990396969768804,4.372022010779616,2.804104535380511,5.193994484795203,3.788822170913083,1.729645030830705,4.164954426578984
23,1,0.92,,,46.88237554532168,-3.0089917730575584,-4.868379550083652,-9.456409941984802,-9.634072316530089,-30.19622671039147,8.725170068027225,-21.57142857142857,3.8217687074829882,-20.142857142857146,5.985034013605439,-5.714285714285717,5.840816326530612,-27.28571428571429,2.379591836734699,-24.571428571428577,-0.9349296700647307,-25.54570296908968,-4.407719243647037,-20.37393664019937,,,,,,,-1.2251907602812073,-15.509501386116249,0.17759658505394055,-0.05141502335539445,0.18488929565947643,5.489631615103581,5.619749382505551,7.856057433071393,,,,,,,,,,,,,6.612146779812316,-0.23641612365765652,6.616371937951168,0.0,0.0,0.0,4.2799634444957455,4.3292735956780035,6.08774974456528,4.835239644342932,4.121431091175683,6.35340354908573,5.416656990837394,0.5408265913216854,5.44358947370834,4.712696852944527,2.1255197714759237,5.169849700589787,4.5551705467417,2.8295910187826374,5.362477416593793,3.7224962770054018,1.7693523788624417,4.121599977303142
24,1,0.96,,,46.88941497458866,-3.0110297200150393,-4.604167411921288,-9.465851187824693,-9.634072316530089,-30.19622671039147,8.900316724736234,-21.399311863509993,4.014445218793103,-19.975777265615946,6.215600851302323,-5.691219050303154,6.036916731636776,-27.20025872157091,2.568744310845429,-24.45729799591716,-0.7888147632224852,-25.473599148558257,-4.184741122596918,-20.148691306734165,,,,,,,-1.0516312000451749,-15.457396882670128,0.17598573167454423,-0.05094867393702361,0.18321229524506763,5.574453026252979,5.631133336630178,7.923647467978918,,,,,,,,,,,,,6.605303454059132,-0.23603114599728459,6.609519227756758,0.0,0.0,0.0,4.378666417725227,4.3029176979644115,6.1390406671702396,4.816912782752878,4.176996931030005,6.3757314967368375,5.764170942422108,0.5766665995640807,5.792944935049545,4.902510127654112,2.136389103584428,5.347781217819724,4.728811852768264,2.8532643877854422,5.5229321203040564,3.652872671056144,1.802595513285613,4.073429677245732
25,1,1.0,,,46.89629331851774,-3.0130210320306983,-4.340639606334263,-9.475253935898632,-9.634072316530089,-30.19622671039147,9.079102709089753,-21.22819881674917,4.206740585599774,-19.806619468582333,6.459189856752444,-5.666800528353544,6.2404797788175905,-27.114319192676884,2.7644621479998253,-24.34229301022165,-0.645616709100027,-25.400424171194306,-3.9581957311071427,-19.92337870657914,,,,,,,-0.8784423765009512,-15.405380138627482,0.1719585982270287,-0.049782800391473495,0.1790197942100872,5.663634787244382,5.632815003875619,7.987825979024017,,,,,,,,,,,,,6.588195139675606,-0.23506870184846185,6.592387465329537,0.0,0.0,0.0,4.469649608837974,4.2778261690205674,6.186886483372929,4.8073841701667686,4.228944925840313,6.402727367720772,6.089725136253027,0.610463048740239,6.1202465121095555,5.089076179520364,2.1484882223506734,5.524011042941637,4.8929459288599,2.875124642387747,5.675144189534918,3.5799513530614524,1.8293744340987834,4.020281396919968
26,1,1.04,,,46.90291392590617,-3.0149377281394782,-4.0782067328678675,-9.484595087547003,-9.634072316530089,-30.19622671039147,9.261219229802968,-21.05803885639518,4.3990067378631945,-19.635528465558,6.71492263964562,-5.641111890799504,6.45137557915935,-27.027846507565844,2.9663650590005606,-24.22648613891804,-0.5054674161790019,-25.326436605542163,-3.7279086551840193,-19.698386931209534,,,,,,,-0.705846731663704,-15.353503809630405,0.1655151847106849,-0.04791740271949947,0.17231179255406415,5.7571768980780815,5.624794384240145,8.048813434335736,,,,,,,,,,,,,6.560821836659885,-0.23352879120928074,6.564976684552418,0.0,0.0,0.0,4.55291301783038,4.253999008849792,6.231013121092296,4.80665380658551,4.27727507560833,6.434205692141277,6.393319572329376,0.642215938851009,6.425494258502155,5.272395008543991,2.1618171277760094,5.698385948675757,5.047572775018378,2.8951717825901975,5.818935518616204,3.5037323230256234,1.849689141303566,3.96200581913642
27,1,1.08,,,46.90918014555116,-3.0167518273762317,-3.817279391067272,-9.493851544110251,-9.634072316530089,-30.19622671039147,9.44635749559113,-20.88878140769719,4.591595605543615,-19.462648970344674,6.981920809671724,-5.614234880003668,6.669474243748369,-26.94079147477139,3.174072754650214,-24.10994990658231,-0.36849879294111476,-25.251895020146222,-3.4937054808337726,-19.474104072100467,,,,,,,-0.5340667075485361,-15.301820551320976,0.1566554911248018,-0.04535248091883655,0.1630882902756856,5.855079358756161,5.607071477726672,8.106861590878951,,,,,,,,,,,,,6.523183545014882,-0.23141141408120605,6.527286940568798,0.0,0.0,0.0,4.628456644704033,4.2314362174496765,6.271177192062886,4.814721692010511,4.321987380333155,6.470016992811967,6.674954250652603,0.6719252698959005,6.708688233673549,5.452466614725466,2.1763758198613186,5.870775408238065,5.192692391241334,2.9134058083932297,5.954157175825563,3.424215580947176,1.8635396348985351,3.898465379561446
