Frame,Period,Time [s],Home_11_x,Home_11_y,Home_1_x,Home_1_y,Home_2_x,Home_2_y,Home_3_x,Home_3_y,Home_4_x,Home_4_y,Home_5_x,Home_5_y,Home_6_x,Home_6_y,Home_7_x,Home_7_y,Home_8_x,Home_8_y,Home_9_x,Home_9_y,Home_10_x,Home_10_y,Home_12_x,Home_12_y,Home_13_x,Home_13_y,Home_14_x,Home_14_y,ball_x,ball_y,Home_1_vx,Home_1_vy,Home_1_speed,Home_10_vx,Home_10_vy,Home_10_speed,Home_11_vx,Home_11_vy,Home_11_speed,Home_12_vx,Home_12_vy,Home_12_speed,Home_13_vx,Home_13_vy,Home_13_speed,Home_14_vx,Home_14_vy,Home_14_speed,Home_2_vx,Home_2_vy,Home_2_speed,Home_3_vx,Home_3_vy,Home_3_speed,Home_4_vx,Home_4_vy,Home_4_speed,Home_5_vx,Home_5_vy,Home_5_speed,Home_6_vx,Home_6_vy,Home_6_speed,Home_7_vx,Home_7_vy,Home_7_speed,Home_8_vx,Home_8_vy,Home_8_speed,Home_9_vx,Home_9_vy,Home_9_speed
1,1,0.04,,,46.88237554532168,-3.0089917730575584,-10.02312925170068,-9.28571428571429,-9.634072316530089,-30.19622671039147,6.417687074829923,-25.714285714285715,-1.2258503401360477,-23.0,5.985034013605439,-5.714285714285717,3.6775510204081603,-29.142857142857146,0.6489795918367425,-26.71428571428572,-4.620438591699745,-26.337641608354183,-8.763732408765843,-24.52681835812686,,,,,,,-3.8217687074829882,-26.428571428571423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,0.08,,,46.868506097726936,-3.0049765045669243,-9.84774348182057,-9.290158521530756,-9.634072316530089,-30.19622671039147,6.434644328316837,-25.507293048929068,-0.9357503698218618,-22.915246950027008,5.706880412260762,-5.741640743322277,3.6766114047063176,-29.055603362239953,0.5974809120507776,-26.63774088055156,-4.443525770896599,-26.354521079862863,-8.575107496981811,-24.401240035060695,,,,,,,-3.624879429255115,-25.600617150558833,-0.34673618986857946,0.10038171226585124,0.36097433914615557,4.7156227946008045,3.1394580766541225,5.665094470176777,,,,,,,,,,,,,4.384644247002756,-0.11110589541165616,4.386051720257022,0.0,0.0,0.0,0.423931337172867,5.1748166339161905,5.1921522486626746,7.252499257854647,2.118826249324801,7.555671390419914,-6.95384003361692,-0.683875725913996,6.9873870095786,-0.023490392546066108,2.181344515429817,2.1814709930543916,-1.2874669946491224,1.913620843353936,2.306407595033773,4.422820520078652,-0.42198678771701026,4.442906053681139
3,1,0.12,,,46.85660189125485,-3.0015301823665066,-9.664008854521018,-9.295072430092125,-9.634072316530089,-30.19622671039147,6.46203431771286,-25.302416689249117,-0.6537740031353135,-22.825232276623787,5.461073565492809,-5.765845582414062,3.6859919871805356,-28.968947829131967,0.5609139576507172,-26.558726095961422,-4.266627816215519,-26.364640886562974,-8.38675242261958,-24.267056432850502,,,,,,,-3.4355009136843817,-24.80424695944586,-0.2976051618022169,0.0861580550104435,0.309825826513069,4.708876859055789,3.354590055254825,5.781591105618391,,,,,,,,,,,,,4.5933656824888045,-0.12284771403421325,4.595008145140689,0.0,0.0,0.0,0.6847497349005583,5.121908991998759,5.1674784877891975,7.049409167163707,2.250366835080531,7.399886519300284,-6.145171169198838,-0.6051209772946377,6.174892719385062,0.23451456185544786,2.1663883276996647,2.179044622332366,-0.9141738600015105,1.9753696147534863,2.1766485617116507,4.422448867027008,-0.25299516750276757,4.429679507170718
4,1,0.16,,,46.84656627470259,-2.9986248254911803,-9.472335969347201,-9.300432912738776,-9.634072316530089,-30.19622671039147,6.499548251733308,-25.09960606049499,-0.37956931011620954,-22.730100693592046,5.2467350829914885,-5.786981973923675,3.7055628789170356,-28.882841352066844,0.538898439439176,-26.477313885091235,-4.089876636138202,-26.368259596998882,-8.198492771685391,-24.12465564297149,,,,,,,-3.253633160770859,-24.039460855232576,-0.2508904138064593,0.07263392188315841,0.26119281450320403,4.706491273354717,3.560019746975306,5.9012541637365725,,,,,,,,,,,,,4.791822129345435,-0.134012066166278,4.7936957092793,0.0,0.0,0.0,0.9378483505112054,5.070265718853139,5.156273265482922,6.8551173254775986,2.3782895757935125,7.255955819352212,-5.358462062533008,-0.5284097877403137,5.384452857940652,0.48927229341250145,2.152661926628063,2.2075644378942085,-0.5503879552885281,2.0353052717546833,2.108410408473429,4.418779501932923,-0.09046776089771667,4.419705499517407
5,1,0.2,,,46.838302596867386,-2.996232452975881,-9.273135425844414,-9.30621687081116,-9.634072316530089,-30.19622671039147,6.54687733909336,-24.89881058791587,-0.11278436080441534,-22.62999691473352,5.06298657444656,-5.805131660213755,3.7351941910020985,-28.797234739578194,0.5310540682188278,-26.393576772517022,-3.9134041391464187,-26.365635779714985,-8.010154130185603,-23.97442575689888,,,,,,,-3.079276170514559,-23.306258837918968,-0.20659194588006355,0.05980931288248613,0.21507530311494677,4.7084660374947065,3.7557471518152132,6.022897068239602,,,,,,,,,,,,,4.980013587569675,-0.14459895180958246,4.982112422380994,0.0,0.0,0.0,1.1832271840013007,5.019886814478002,5.1574499705891235,6.669623732794854,2.502594471463126,7.123683023946122,-4.593712713623209,-0.4537421572520016,4.616067421579889,0.7407828021265715,2.1401653122162574,2.264744295398535,-0.196109280508705,2.0934278143553082,2.1025933662546556,4.41181242479458,0.06559543209743167,4.412300038787467
6,1,0.24,,,46.83171420654656,-2.994325083855491,-9.066817823557862,-9.312401205649666,-9.634072316530089,-30.19622671039147,6.603712788508297,-24.699979696760852,0.14693277476029176,-22.525065653849946,4.908949649547897,-5.820376383646922,3.774756034522123,-28.71207880019968,0.5370005547922168,-26.307587282814797,-3.737342233721815,-26.35702800325562,-7.8215620841265086,-23.81675486610782,,,,,,,-2.912429942915435,-22.604640907505008,-0.16470975802072027,0.04768422800974783,0.17147329234644632,4.714801151477357,3.941772269776502,6.1454795195127945,,,,,,,,,,,,,5.157940057163793,-0.1546083709626612,5.160256716643714,0.0,0.0,0.0,1.4208862353734204,4.970772278875482,5.169864093214695,6.492928389117681,2.6232815220893726,7.0028369258712475,-3.850923122466578,-0.3811180858291687,3.869736410983806,0.9890460880006118,2.1288984844628276,2.347428576408117,0.1486621643347231,2.149737242555628,2.1548713769353753,4.40154763561509,0.2151944114840988,4.4068049903896105
7,1,0.28,,,46.826704452537335,-2.992874737164916,-8.853793762032694,-9.318962818594697,-9.634072316530089,-30.19622671039147,6.6697458086933334,-24.50306281227909,0.3999340265381286,-22.415451624742992,4.783745917985385,-5.832797886585784,3.8241185205633306,-28.627324342464963,0.5563576099620517,-26.219417940560533,-3.561822828346107,-26.342694836165172,-7.632542219514335,-23.65203106207351,,,,,,,-2.753094477973509,-21.934607063990693,-0.12524385023056073,0.036258667264377174,0.1303867821995924,4.725496615304343,4.11809510085774,6.268095844908669,,,,,,,,,,,,,5.325601538129194,-0.16404032362578022,5.328127341824639,0.0,0.0,0.0,1.6508255046259175,4.922922112044055,5.192339257788893,6.325031294445915,2.7403507276738437,6.893151890563759,-3.1300932890627937,-0.31053757347154737,3.1454598364585,1.2340621510301897,2.118861443367946,2.4520365431201374,0.48392637924587434,2.2042335563566144,2.2567300041206857,4.387985134392698,0.35832917726121816,4.40259166161569
8,1,0.32,,,46.82317668363693,-2.9918534319390835,-8.634473840814241,-9.325878610986713,-9.634072316530089,-30.19622671039147,6.744667608363739,-24.308009359719687,0.6465713244892355,-22.301299541214405,4.686496989448819,-5.842477911393005,3.8831517602120034,-28.542922174907638,0.5887449445308888,-26.1291412703302,-3.3869778315010586,-26.322894846988,-7.442920122355493,-23.480642436271157,,,,,,,-2.601269775688771,-21.296157307376085,-0.08819422251011848,0.025532630645808144,0.09181577267474009,4.740552428971048,4.284715645058858,6.389962870849521,,,,,,,,,,,,,5.482998030461331,-0.1728948098004058,5.485723290259795,0.0,0.0,0.0,1.873044991760132,4.876336313985077,5.223691547961775,6.165932448777675,2.8538020882146866,6.794329203209686,-2.431223213414159,-0.24200062018053814,2.4432377317018568,1.4758309912168206,2.1100541889331312,2.5749574355453486,0.809683364220926,2.256916755758277,2.3977615379179356,4.371124921126214,0.49499972942932424,4.399063287590412
9,1,0.36,,,46.82103424864263,-2.9912331872128766,-8.409268659447607,-9.333125484166107,-9.634072316530089,-30.19622671039147,6.828169396234727,-24.114768764331835,0.8871965985738763,-22.182754117065898,4.6163244736280244,-5.8494982004311655,3.951725864554586,-28.458823106061377,0.6337822693014485,-26.036829796699863,-3.21293915166838,-26.29788660426841,-7.252521378656181,-23.30297708017595,,,,,,,-2.456955836061243,-20.68929163766111,-0.05356087485743902,0.015506118155173006,0.05576026377032688,4.759968592482802,4.441633902380195,6.510408030545845,,,,,,,,,,,,,5.630129534165865,-0.18117182948484975,5.6330437423550705,0.0,0.0,0.0,2.0875446967747022,4.831014884696308,5.262750960969886,6.015631852116024,2.96363560371269,6.706039261127715,-1.7543128955198615,-0.1755072259540081,1.7630701976238359,1.714352608564563,2.1024767211565107,2.7128238478561695,1.125933119263995,2.307786840758476,2.567801684599793,4.3509669958169646,0.6252060679897479,4.395656540966287
10,1,0.4,,,46.82018049635167,-2.990986022021238,-8.178588817478078,-9.340680339473279,-9.634072316530089,-30.19622671039147,6.919942381021579,-23.923290451364622,1.1221617787521738,-22.059960066099183,4.572349980212853,-5.853940496062929,4.029710944677266,-28.374977944459793,0.6910892950762635,-25.94255604424547,-3.039838697329718,-26.267928676550877,-7.061171574422752,-23.119423085263044,,,,,,,-2.320152659090885,-20.114010054845785,-0.0213438072741212,0.006179129790961907,0.02222025548746868,4.783745105835719,4.588849872822638,6.628858151515352,,,,,,,,,,,,,5.766996049238221,-0.18887138267928966,5.770088026289065,0.0,0.0,0.0,2.294324619671315,4.786957824180322,5.308379288531588,5.874129504457432,3.0698512741678536,6.627924583204558,-1.0993623353792827,-0.11105739079408918,1.1049575957929705,1.9496270030669987,2.096129040039594,2.862656529097635,1.4326756443703723,2.3568438113597856,2.758128396778689,4.327511358466547,0.7489481929383139,4.391842204970774
