Frame,Period,Time [s],Away_25_x,Away_25_y,Away_15_x,Away_15_y,Away_16_x,Away_16_y,Away_17_x,Away_17_y,Away_18_x,Away_18_y,Away_19_x,Away_19_y,Away_20_x,Away_20_y,Away_21_x,Away_21_y,Away_22_x,Away_22_y,Away_23_x,Away_23_y,Away_24_x,Away_24_y,Away_26_x,Away_26_y,ball_x,ball_y,Away_15_vx,Away_15_vy,Away_15_speed,Away_16_vx,Away_16_vy,Away_16_speed,Away_17_vx,Away_17_vy,Away_17_speed,Away_18_vx,Away_18_vy,Away_18_speed,Away_19_vx,Away_19_vy,Away_19_speed,Away_20_vx,Away_20_vy,Away_20_speed,Away_21_vx,Away_21_vy,Away_21_speed,Away_22_vx,Away_22_vy,Away_22_speed,Away_23_vx,Away_23_vy,Away_23_speed,Away_24_vx,Away_24_vy,Away_24_speed,Away_25_vx,Away_25_vy,Away_25_speed,Away_26_vx,Away_26_vy,Away_26_speed
1,1,0.04,,,1.6585034013605484,-27.857142857142858,7.282993197278901,-32.57142857142857,-3.8217687074829882,-26.428571428571423,-4.687074829931978,-16.571428571428573,-13.202748767760957,10.002159327271297,-4.110204081632643,-30.71428571428571,-14.493877551020411,-24.714285714285726,-20.551020408163257,-10.857142857142865,,,,,,,-3.8217687074829882,-26.428571428571423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,0.08,,,1.770146866238065,-27.57288860702505,7.303193400297876,-32.627481776656104,-3.5686160419029815,-26.40361697324416,-4.561636892297772,-16.530715238553725,-12.896997410244001,10.027179362476145,-4.003326265849691,-30.637434428432577,-14.493877551020411,-24.714285714285726,-20.551020408163257,-10.857142857142865,,,,,,,-3.624879429255115,-25.600617150558833,2.791086621937916,7.106356252945201,7.634819167795277,0.505005075474374,-1.4013301306883719,1.4895490127652622,6.328816639500167,0.6238613831816231,6.359490787935735,3.135948440855163,1.0178333218711977,3.2969921587430697,7.643783937923887,0.6255008801212103,7.669334015460248,2.6719453945738048,1.9212821463283625,3.2909903186403153,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
3,1,0.12,,,1.891340914957863,-27.294866355730004,7.322564833326836,-32.669553210336616,-3.320783196099817,-26.382584031412783,-4.431675967022997,-16.488931240956443,-12.599139471197596,10.057635683448309,-3.8940468145114857,-30.562318885187015,-14.493877551020411,-24.714285714285726,-20.551020408163257,-10.857142857142849,,,,,,,-3.4355009136843817,-24.80424695944586,3.0298512179949504,6.950556282376131,7.5822312703889345,0.48428582572399576,-1.0517858420127981,1.1579232351307849,6.195821145079118,0.5258235457843875,6.218093764419349,3.2490231318693668,1.0445999399320451,3.4128199990518486,7.44644847616014,0.7614080243040889,7.485274683509105,2.731986283455135,1.8778885811390646,3.315149253979297,0.0,0.0,0.0,0.0,3.996802888650564e-13,3.996802888650564e-13,,,,,,,,,,,,
4,1,0.16,,,2.021878669807804,-27.022913334713277,7.3414224896036355,-32.698060357450444,-3.0780085395927266,-26.36527974175787,-4.297414496122813,-16.44612923427883,-12.30878674971331,10.093260931871393,-3.7824649635935543,-30.488902803782167,-14.493877551020411,-24.714285714285726,-20.551020408163257,-10.857142857142865,,,,,,,-3.253633160770859,-24.039460855232576,3.263443871248522,6.798825525418194,7.541491525279832,0.47144140691999226,-0.7126786778457016,0.8544986237640171,6.069366412677256,0.4326072413728176,6.084764389573601,3.356536772504603,1.0700501669403726,3.522974093708998,7.258818037107149,0.8906312105771084,7.31325257659587,2.789546272948284,1.8354020351211804,3.339201856648776,0.0,0.0,0.0,0.0,-3.9968028886505625e-13,3.9968028886505625e-13,,,,,,,,,,,,
5,1,0.2,,,2.161553253075678,-26.756866775430595,7.36008136236606,-32.71342070297804,-2.840030441900918,-26.351511242959923,-4.159074921612266,-16.40236187416297,-12.025551044882796,10.133787749428892,-3.6686799490713367,-30.417149903451197,-14.493877551020411,-24.714285714285726,-20.551020408163257,-10.857142857142865,,,,,,,-3.079276170514559,-23.306258837918968,3.4918645816968454,6.651163982067042,7.512063669409012,0.46647181906060975,-0.3840086381899254,0.6042007879688632,5.94945244229521,0.3442124699486903,5.959401529314888,3.4584893627636717,1.0941840028964476,3.627449145686809,7.0808926207628335,1.0131704389374716,7.15301018069388,2.8446253630554414,1.7938225082742671,3.362988648111927,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
6,1,0.24,,,2.310157787049323,-26.49656390933753,7.378856444851965,-32.71605173189974,-2.6065872725434946,-26.341085673699485,-4.0168796855065505,-16.357681816250956,-11.749044155797641,10.17894877780449,-3.552791006920378,-30.34702390342729,-14.493877551020411,-24.714285714285726,-20.551020408163254,-10.857142857142865,,,,,,,-2.912429942915435,-22.604640907505008,3.7151133493411277,6.507571652326586,7.4933674678756566,0.46937706214762476,-0.06577572304244941,0.47396336589666105,5.83607923393559,0.2606392315109397,5.841896407313025,3.554880902642889,1.1170014478003594,3.726240795542234,6.912672227128883,1.129025709389931,7.004265584069642,2.8972235537739657,1.7531500005977039,3.3863607671272087,0.0,0.0,0.0,8.881784197001257e-14,0.0,8.881784197001257e-14,,,,,,,,,,,,
7,1,0.28,,,2.4674853940165535,-26.241841967889727,7.398062730299171,-32.70637092919593,-2.3774174010396467,-26.33381017265706,-3.8710512298207025,-16.312141716184883,-11.478877881549506,10.228476658681693,-3.4348973731161125,-30.27848852294354,-14.493877551020411,-24.714285714285726,-20.551020408163254,-10.857142857142865,,,,,,,-2.753094477973509,-21.934607063990693,3.9331901741807638,6.36804853619512,7.484786376751772,0.48015713618014777,0.24202006759530525,0.5377030672625526,5.729246787596193,0.18188752606063102,5.73213327002415,3.645711392146197,1.138502501651838,3.8193454283544526,6.754156856203369,1.2381970219300864,6.866714403797169,2.947340845106636,1.713384512093706,3.4091794531113324,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
8,1,0.32,,,2.6333291962651373,-25.992538182542848,7.418015211945498,-32.68479577984703,-2.1522591969085534,-26.329491878513235,-3.72181199656989,-16.26579422960684,-11.214664021229918,10.282104033744066,-3.315098283634061,-30.211507481233106,-14.493877551020411,-24.714285714285726,-20.551020408163257,-10.857142857142849,,,,,,,-2.601269775688771,-21.296157307376085,4.1460950562145955,6.232594633671965,7.4856756597413225,0.4988120411581811,0.5393787337224512,0.7346719477402317,5.628955103277336,0.10795735359563358,5.629990261528642,3.730980831270316,1.1586871644510672,3.906760026975063,6.605346507989699,1.3406843765593208,6.7400324248598364,2.9949772370512897,1.6745260427608608,3.4313155084223497,0.0,0.0,0.0,-8.881784197001257e-14,3.9968028886505656e-13,4.094300213216725e-13,,,,,,,,,,,,
9,1,0.36,,,2.80748231608297,-25.748489784752486,7.4390288830287545,-32.65174376883333,-1.9308510296693575,-26.327937929948465,-3.569384427769152,-16.218692012158883,-10.956014373930586,10.339563544675238,-3.1934929744496285,-30.14604449752916,-14.493877551020411,-24.714285714285726,-20.551020408163254,-10.857142857142865,,,,,,,-2.456955836061243,-20.68929163766111,4.3538279954458154,6.101209944759048,7.495370638197582,0.5253417770814119,0.8263002753425401,0.9791609304798745,5.5352041809799,0.03884871411923287,5.535340508742537,3.81068922001845,1.17755543619893,3.9884820592408934,6.466241182483316,1.4364877732793164,6.62387893555009,3.040132729610813,1.6365745925986284,3.452648752883829,0.0,0.0,0.0,8.881784197001257e-14,-3.9968028886505656e-13,4.094300213216725e-13,,,,,,,,,,,,
10,1,0.4,,,2.989737875757795,-25.50953400597428,7.4614187367868325,-32.607632381135296,-1.71293126884128,-26.328955465643315,-3.413990965433614,-16.17088771948311,-10.70254073874305,10.400587833158758,-3.0701806815384245,-30.082063291064824,-14.493877551020411,-24.714285714285726,-20.551020408163257,-10.857142857142849,,,,,,,-2.320152659090885,-20.114010054845785,4.556388991870626,5.973894469455127,7.513194778350044,0.5597463439519497,1.1027846924507747,1.2367093625712242,5.44799402070193,-0.025438392371235328,5.44805341029348,3.8848365583884457,1.1951073168942716,4.064509390355201,6.336840879688394,1.5256072120879858,6.517900712657784,3.0828073227800985,1.5995301616084299,3.473067480957099,0.0,0.0,0.0,-8.881784197001245e-14,3.99680288865056e-13,4.094300213216719e-13,,,,,,,,,,,,
