club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Mario Götze,21,Attacking Midfield,Bor. Dortmund,£33.30m,in,Summer,33.3,1 Bundesliga,2013,2013/2014
Bayern Munich,Thiago,22,Central Midfield,FC Barcelona,£22.50m,in,Summer,22.5,1 Bundesliga,2013,2013/2014
Bayern Munich,Jan Kirchhoff,22,Centre-Back,1.FSV Mainz 05,Free transfer,in,Summer,0,1 Bundesliga,2013,2013/2014
Bayern Munich,Pierre-Emile Höjbjerg,17,Central Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2013,2013/2014
Bayern Munich,Nils Petersen,24,Centre-Forward,Werder Bremen,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Bayern Munich,Mitchell Weiser,19,Right-Back,1.FC K'lautern,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Bayern Munich,Luiz Gustavo,26,Defensive Midfield,VfL Wolfsburg,£14.40m,out,Summer,14.4,1 Bundesliga,2013,2013/2014
Bayern Munich,Mario Gómez,28,Centre-Forward,Fiorentina,£13.95m,out,Summer,13.95,1 Bundesliga,2013,2013/2014
Bayern Munich,Emre Can,19,Defensive Midfield,Bay. Leverkusen,£4.50m,out,Summer,4.5,1 Bundesliga,2013,2013/2014
Bayern Munich,Nils Petersen,24,Centre-Forward,Werder Bremen,£2.70m,out,Summer,2.7,1 Bundesliga,2013,2013/2014
Bayern Munich,Maximilian Riedmüller,25,Goalkeeper,Holstein Kiel,Free transfer,out,Summer,0,1 Bundesliga,2013,2013/2014
Bayern Munich,Anatoliy Tymoshchuk,34,Defensive Midfield,Zenit S-Pb,Free transfer,out,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Henrikh Mkhitaryan,24,Attacking Midfield,Shakhtar D.,£24.75m,in,Summer,24.75,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Pierre-Emerick Aubameyang,24,Centre-Forward,Saint-Étienne,£11.70m,in,Summer,11.7,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Sokratis,25,Centre-Back,Werder Bremen,£8.91m,in,Summer,8.91,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Marian Sarr,18,Centre-Back,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Marvin Ducksch,19,Centre-Forward,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Jonas Hofmann,20,Central Midfield,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Erik Durm,21,Left-Back,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Julian Koch,22,Defensive Midfield,MSV Duisburg,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Lasse Sobiech,22,Centre-Back,Greuther Fürth,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Daniel Ginczek,22,Centre-Forward,FC St. Pauli,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Mario Götze,21,Attacking Midfield,Bayern Munich,£33.30m,out,Summer,33.3,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Leonardo Bittencourt,19,Attacking Midfield,Hannover 96,£2.52m,out,Summer,2.52,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Daniel Ginczek,22,Centre-Forward,1.FC Nuremberg,£1.35m,out,Summer,1.35,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Lasse Sobiech,22,Centre-Back,Hamburger SV,£1.26m,out,Summer,1.26,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Felipe Santana,27,Centre-Back,FC Schalke 04,£900Th.,out,Summer,0.9,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Julian Koch,22,Defensive Midfield,1.FSV Mainz 05,£540Th.,out,Summer,0.54,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Moritz Leitner,20,Central Midfield,VfB Stuttgart,Loan fee:£450Th.,out,Summer,0.45,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Marvin Bakalorz,23,Central Midfield,E. Frankfurt,£68Th.,out,Summer,0.068,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Marc Hornschuh,22,Centre-Back,B. Dortmund II,-,out,Summer,0,1 Bundesliga,2013,2013/2014
Borussia Dortmund,Patrick Owomoyela,33,Right-Back,Without Club,-,out,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Heung-min Son,20,Left Winger,Hamburger SV,£9.00m,in,Summer,9,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Emre Can,19,Defensive Midfield,Bayern Munich,£4.50m,in,Summer,4.5,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Giulio Donati,23,Right-Back,Inter,£2.70m,in,Summer,2.7,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Robbie Kruse,24,Left Winger,F. Düsseldorf,£1.35m,in,Summer,1.35,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Eren Derdiyok,25,Centre-Forward,TSG Hoffenheim,Loan fee:£450Th.,in,Summer,0.45,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Joel Pohjanpalo,18,Centre-Forward,HJK Helsinki,Loan fee:£450Th.,in,Summer,0.45,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Emir Spahic,32,Centre-Back,Sevilla FC,£360Th.,in,Summer,0.36,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Andrés Palop,39,Goalkeeper,Sevilla FC,Free transfer,in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Roberto Hilbert,28,Right-Back,Besiktas,Free transfer,in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Levin Öztunali,17,Right Midfield,Hamburg U19,Free transfer,in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Jonas Meffert,18,Defensive Midfield,Leverkusen U19,-,in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Christoph Kramer,22,Defensive Midfield,VfL Bochum,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Nicolai Jörgensen,22,Centre-Forward,FC Copenhagen,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Carlinhos,19,Attacking Midfield,Jahn Regensburg,"End of loanJun 29, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Konstantinos Stafylidis,19,Left-Back,PAOK Salonika,"End of loanJun 30, 2013",in,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,André Schürrle,22,Left Winger,Chelsea,£19.80m,out,Summer,19.8,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Daniel Carvajal,21,Right-Back,Real Madrid,£5.85m,out,Summer,5.85,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Michal Kadlec,28,Centre-Back,Fenerbahce,£4.05m,out,Summer,4.05,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Hajime Hosogai,27,Defensive Midfield,Hertha BSC,£900Th.,out,Summer,0.9,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Nicolai Jörgensen,22,Centre-Forward,FC Copenhagen,£603Th.,out,Summer,0.603,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Junior Fernandes,25,Left Winger,Dinamo Zagreb,Loan fee:£225Th.,out,Summer,0.225,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Christoph Kramer,22,Defensive Midfield,Bor. M'gladbach,Loan fee:£180Th.,out,Summer,0.18,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Karim Bellarabi,23,Right Winger,E. Braunschweig,Loan fee:£135Th.,out,Summer,0.135,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Arkadiusz Milik,19,Centre-Forward,FC Augsburg,Loan fee:£135Th.,out,Summer,0.135,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Daniel Schwaab,24,Centre-Back,VfB Stuttgart,Free transfer,out,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Michael Rensing,29,Goalkeeper,F. Düsseldorf,Free transfer,out,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Kolja Pusch,20,Attacking Midfield,Chemnitzer FC,Free transfer,out,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Joel Pohjanpalo,18,Centre-Forward,VfR Aalen,Loan,out,Summer,0,1 Bundesliga,2013,2013/2014
Bayer 04 Leverkusen,Manuel Friedrich,33,Centre-Back,Without Club,-,out,Summer,0,1 Bundesliga,2013,2013/2014
