,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Yaya Touré,"£ 190,000","£ 9,880,000","£ 10,383,936",M,33,Cote d'Ivoire,Manchester City,Premier League,2016-2017
1,Sergio Agüero,"£ 160,000","£ 8,320,000","£ 8,744,367",F,28,Argentina,Manchester City,Premier League,2016-2017
2,David Silva,"£ 160,000","£ 8,320,000","£ 8,744,367",M,30,Spain,Manchester City,Premier League,2016-2017
3,Raheem Sterling,"£ 150,000","£ 7,800,000","£ 8,197,844",F,21,England,Manchester City,Premier League,2016-2017
4,Kevin De Bruyne,"£ 150,000","£ 7,800,000","£ 8,197,844",M,25,Belgium,Manchester City,Premier League,2016-2017
5,Vincent Kompany,"£ 150,000","£ 7,800,000","£ 8,197,844",D,30,Belgium,Manchester City,Premier League,2016-2017
6,Ilkay Gündogan,"£ 140,000","£ 7,280,000","£ 7,651,321",M,25,Germany,Manchester City,Premier League,2016-2017
7,Nicolás Otamendi,"£ 120,000","£ 6,240,000","£ 6,558,275",D,28,Argentina,Manchester City,Premier League,2016-2017
8,Claudio Bravo,"£ 115,000","£ 5,980,000","£ 6,285,014",K,33,Chile,Manchester City,Premier League,2016-2017
9,Pablo Zabaleta,"£ 110,000","£ 5,720,000","£ 6,011,752",D,31,Argentina,Manchester City,Premier League,2016-2017
10,Fernando,"£ 100,000","£ 5,200,000","£ 5,465,229",M,28,Brazil,Manchester City,Premier League,2016-2017
11,John Stones,"£ 100,000","£ 5,200,000","£ 5,465,229",D,22,England,Manchester City,Premier League,2016-2017
12,Wilfried Bony,"£ 100,000","£ 5,200,000","£ 5,465,229",F,27,Cote d'Ivoire,Manchester City,Premier League,2016-2017
13,Fernandinho,"£ 100,000","£ 5,200,000","£ 5,465,229",M,31,Brazil,Manchester City,Premier League,2016-2017
14,Leroy Sané,"£ 95,000","£ 4,940,000","£ 5,191,968",F,20,Germany,Manchester City,Premier League,2016-2017
15,Gaël Clichy,"£ 95,000","£ 4,940,000","£ 5,191,968",D,30,France,Manchester City,Premier League,2016-2017
16,Nolito,"£ 95,000","£ 4,940,000","£ 5,191,968",F,29,Spain,Manchester City,Premier League,2016-2017
17,Jesús Navas,"£ 85,000","£ 4,420,000","£ 4,645,445",D,30,Spain,Manchester City,Premier League,2016-2017
18,Bacary Sagna,"£ 80,000","£ 4,160,000","£ 4,372,183",D,33,France,Manchester City,Premier League,2016-2017
19,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,372,183",M,26,England,Manchester City,Premier League,2016-2017
20,Gabriel Jesus,"£ 75,000","£ 3,900,000","£ 4,098,922",F,19,Brazil,Manchester City,Premier League,2016-2017
21,Aleksandar Kolarov,"£ 68,904","£ 3,583,000","£ 3,765,753",D,30,Serbia,Manchester City,Premier League,2016-2017
22,Kelechi Iheanacho,"£ 50,000","£ 2,600,000","£ 2,732,615",F,19,Nigeria,Manchester City,Premier League,2016-2017
23,Willy Caballero,"£ 45,000","£ 2,340,000","£ 2,459,353",K,34,Argentina,Manchester City,Premier League,2016-2017
24,Jason Denayer,"£ 25,000","£ 1,300,000","£ 1,366,307",D,21,Belgium,Manchester City,Premier League,2016-2017
25,Aleix García,"£ 5,000","£ 260,000","£ 273,261",M,19,Spain,Manchester City,Premier League,2016-2017
26,Tosin Adarabioyo,"£ 5,000","£ 260,000","£ 273,261",D,18,England,Manchester City,Premier League,2016-2017
27,Angus Gunn,"£ 4,000","£ 208,000","£ 218,609",K,20,England,Manchester City,Premier League,2016-2017
28,Phil Foden,£ 96,"£ 5,000","£ 5,255",M,16,England,Manchester City,Premier League,2016-2017
29,Brahim Díaz,£ 96,"£ 5,000","£ 5,255",F,16,Spain,Manchester City,Premier League,2016-2017
30,Pablo Maffeo,£ 0,£ 0,£ 0,D,18,Spain,Manchester City,Premier League,2016-2017
31,Pablo Marí,£ 0,£ 0,£ 0,D,22,Spain,Manchester City,Premier League,2016-2017
32,Joe Hart,£ 0,£ 0,£ 0,K,29,England,Manchester City,Premier League,2016-2017
33,Patrick Roberts,£ 0,£ 0,£ 0,F,19,England,Manchester City,Premier League,2016-2017
34,Rubén Sobrino,£ 0,£ 0,£ 0,F,24,Spain,Manchester City,Premier League,2016-2017
35,Samir Nasri,£ 0,£ 0,£ 0,M,29,France,Manchester City,Premier League,2016-2017
36,Angeliño,£ 0,£ 0,£ 0,D,19,Spain,Manchester City,Premier League,2016-2017
37,Bruno Zuculini,£ 0,£ 0,£ 0,M,23,Argentina,Manchester City,Premier League,2016-2017
38,Enes Ünal,£ 0,£ 0,£ 0,F,19,Turkey,Manchester City,Premier League,2016-2017
39,Eliaquim Mangala,£ 0,£ 0,£ 0,D,25,France,Manchester City,Premier League,2016-2017
40,Aaron Mooy,£ 0,£ 0,£ 0,M,25,Australia,Manchester City,Premier League,2016-2017
41,Marlos Moreno,£ 0,£ 0,£ 0,F,19,Colombia,Manchester City,Premier League,2016-2017
42,Luke Brattan,£ 0,£ 0,£ 0,M,26,Australia,Manchester City,Premier League,2016-2017
43,Oleksandr Zinchenko,£ 0,£ 0,£ 0,D,19,Ukraine,Manchester City,Premier League,2016-2017
