,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,André Ayew,"£ 80,000","£ 4,160,000","£ 4,372,183",F,26,Ghana,West Ham,Premier League,2016-2017
1,José Fonte,"£ 75,000","£ 3,900,000","£ 4,098,922",D,32,Portugal,West Ham,Premier League,2016-2017
2,Andy Carroll,"£ 70,000","£ 3,640,000","£ 3,825,660",F,27,England,West Ham,Premier League,2016-2017
3,Manuel Lanzini,"£ 70,000","£ 3,640,000","£ 3,825,660",M,23,Argentina,West Ham,Premier League,2016-2017
4,Sofiane Feghouli,"£ 65,000","£ 3,380,000","£ 3,552,399",F,26,Algeria,West Ham,Premier League,2016-2017
5,Winston Reid,"£ 60,000","£ 3,120,000","£ 3,279,138",D,27,New Zealand,West Ham,Premier League,2016-2017
6,Angelo Ogbonna,"£ 60,000","£ 3,120,000","£ 3,279,138",D,28,Italy,West Ham,Premier League,2016-2017
7,Aaron Cresswell,"£ 50,000","£ 2,600,000","£ 2,732,615",D,26,England,West Ham,Premier League,2016-2017
8,Álvaro Arbeloa,"£ 50,000","£ 2,600,000","£ 2,732,615",D,33,Spain,West Ham,Premier League,2016-2017
9,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,732,615",M,29,England,West Ham,Premier League,2016-2017
10,Pedro Obiang,"£ 50,000","£ 2,600,000","£ 2,732,615",M,24,Equatorial Guinea,West Ham,Premier League,2016-2017
11,Enner Valencia,"£ 40,000","£ 2,080,000","£ 2,186,092",F,26,Ecuador,West Ham,Premier League,2016-2017
12,Jonathan Calleri,"£ 40,000","£ 2,080,000","£ 2,186,092",F,22,Argentina,West Ham,Premier League,2016-2017
13,Robert Snodgrass,"£ 40,000","£ 2,080,000","£ 2,186,092",F,28,Scotland,West Ham,Premier League,2016-2017
14,Adrián,"£ 35,000","£ 1,820,000","£ 1,912,830",K,29,Spain,West Ham,Premier League,2016-2017
15,James Collins,"£ 35,000","£ 1,820,000","£ 1,912,830",D,32,Wales,West Ham,Premier League,2016-2017
16,Edimilson Fernandes,"£ 30,000","£ 1,560,000","£ 1,639,569",M,20,Switzerland,West Ham,Premier League,2016-2017
17,Cheikhou Kouyaté,"£ 30,000","£ 1,560,000","£ 1,639,569",M,26,Senegal,West Ham,Premier League,2016-2017
18,Gökhan Töre,"£ 27,288","£ 1,419,000","£ 1,491,377",F,24,Turkey,West Ham,Premier League,2016-2017
19,Arthur Masuaku,"£ 25,000","£ 1,300,000","£ 1,366,307",D,22,Democratic Republic of Congo,West Ham,Premier League,2016-2017
20,Michail Antonio,"£ 25,000","£ 1,300,000","£ 1,366,307",F,26,England,West Ham,Premier League,2016-2017
21,Sam Byram,"£ 25,000","£ 1,300,000","£ 1,366,307",D,22,England,West Ham,Premier League,2016-2017
22,Diafra Sakho,"£ 20,000","£ 1,040,000","£ 1,093,046",F,26,Senegal,West Ham,Premier League,2016-2017
23,Doneil Henry,"£ 15,000","£ 780,000","£ 819,784",D,23,Canada,West Ham,Premier League,2016-2017
24,Darren Randolph,"£ 6,000","£ 312,000","£ 327,914",K,29,Ireland,West Ham,Premier League,2016-2017
25,Raphael Spiegel,"£ 5,000","£ 260,000","£ 273,261",K,23,Switzerland,West Ham,Premier League,2016-2017
26,Ashley Fletcher,"£ 3,500","£ 182,000","£ 191,283",F,20,England,West Ham,Premier League,2016-2017
27,Nathan Holland,"£ 2,500","£ 130,000","£ 136,631",F,18,England,West Ham,Premier League,2016-2017
28,Sam Westley,"£ 1,000","£ 52,000","£ 54,652",D,22,England,West Ham,Premier League,2016-2017
29,Declan Rice,"£ 1,000","£ 52,000","£ 54,652",M,17,England,West Ham,Premier League,2016-2017
30,Moses Makasi,£ 904,"£ 47,000","£ 49,397",M,20,England,West Ham,Premier League,2016-2017
31,Grady Diangana,£ 250,"£ 13,000","£ 13,663",F,18,England,West Ham,Premier League,2016-2017
32,Domingos Quina,£ 96,"£ 5,000","£ 5,255",M,16,Portugal,West Ham,Premier League,2016-2017
33,Simone Zaza,£ 0,£ 0,£ 0,F,25,Italy,West Ham,Premier League,2016-2017
34,Alex Pike,£ 0,£ 0,£ 0,D,19,England,West Ham,Premier League,2016-2017
35,Josh Cullen,£ 0,£ 0,£ 0,M,20,Ireland,West Ham,Premier League,2016-2017
36,Dan Kemp,£ 0,£ 0,£ 0,F,17,England,West Ham,Premier League,2016-2017
37,Lewis Page,£ 0,£ 0,£ 0,D,20,England,West Ham,Premier League,2016-2017
38,Marcus Browne,£ 0,£ 0,£ 0,M,18,England,West Ham,Premier League,2016-2017
39,Stephen Hendrie,£ 0,£ 0,£ 0,D,21,Scotland,West Ham,Premier League,2016-2017
40,Havard Nordtveit,£ 0,£ 0,£ 0,M,26,Norway,West Ham,Premier League,2016-2017
41,Reece Burke,£ 0,£ 0,£ 0,D,19,England,West Ham,Premier League,2016-2017
42,Reece Oxford,£ 0,£ 0,£ 0,D,17,England,West Ham,Premier League,2016-2017
43,Dimitri Payet,£ 0,£ 0,£ 0,M,29,France,West Ham,Premier League,2016-2017
