,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,James Milner,"£ 140,000","£ 7,280,000","£ 7,651,321",M,30,England,Liverpool,Premier League,2016-2017
1,Daniel Sturridge,"£ 130,000","£ 6,760,000","£ 7,104,798",F,26,England,Liverpool,Premier League,2016-2017
2,Philippe Coutinho,"£ 110,000","£ 5,720,000","£ 6,011,752",F,24,Brazil,Liverpool,Premier League,2016-2017
3,Jordan Henderson,"£ 105,000","£ 5,460,000","£ 5,738,491",M,26,England,Liverpool,Premier League,2016-2017
4,Sadio Mané,"£ 100,000","£ 5,200,000","£ 5,465,229",F,24,Senegal,Liverpool,Premier League,2016-2017
5,Roberto Firmino,"£ 100,000","£ 5,200,000","£ 5,465,229",F,24,Brazil,Liverpool,Premier League,2016-2017
6,Mamadou Sakho,"£ 85,000","£ 4,420,000","£ 4,645,445",D,26,France,Liverpool,Premier League,2016-2017
7,Adam Lallana,"£ 80,000","£ 4,160,000","£ 4,372,183",M,28,England,Liverpool,Premier League,2016-2017
8,Lazar Markovic,"£ 75,000","£ 3,900,000","£ 4,098,922",F,22,Serbia,Liverpool,Premier League,2016-2017
9,Danny Ings,"£ 75,000","£ 3,900,000","£ 4,098,922",F,23,England,Liverpool,Premier League,2016-2017
10,Nathaniel Clyne,"£ 75,000","£ 3,900,000","£ 4,098,922",D,25,England,Liverpool,Premier League,2016-2017
11,Georginio Wijnaldum,"£ 75,000","£ 3,900,000","£ 4,098,922",M,25,Netherlands,Liverpool,Premier League,2016-2017
12,Lucas Leiva,"£ 75,000","£ 3,900,000","£ 4,098,922",M,29,Brazil,Liverpool,Premier League,2016-2017
13,Dejan Lovren,"£ 70,000","£ 3,640,000","£ 3,825,660",D,26,Croatia,Liverpool,Premier League,2016-2017
14,Alberto Moreno,"£ 65,000","£ 3,380,000","£ 3,552,399",D,23,Spain,Liverpool,Premier League,2016-2017
15,Loris Karius,"£ 60,000","£ 3,120,000","£ 3,279,138",K,23,Germany,Liverpool,Premier League,2016-2017
16,Simon Mignolet,"£ 55,000","£ 2,860,000","£ 3,005,876",K,28,Belgium,Liverpool,Premier League,2016-2017
17,Emre Can,"£ 45,000","£ 2,340,000","£ 2,459,353",M,22,Germany,Liverpool,Premier League,2016-2017
18,Divock Origi,"£ 40,000","£ 2,080,000","£ 2,186,092",F,21,Belgium,Liverpool,Premier League,2016-2017
19,Jon Flanagan,"£ 32,500","£ 1,690,000","£ 1,776,200",D,23,England,Liverpool,Premier League,2016-2017
20,Ádám Bogdán,"£ 30,000","£ 1,560,000","£ 1,639,569",K,28,Hungary,Liverpool,Premier League,2016-2017
21,Ragnar Klavan,"£ 30,000","£ 1,560,000","£ 1,639,569",D,30,Estonia,Liverpool,Premier League,2016-2017
22,Joe Gomez,"£ 28,000","£ 1,456,000","£ 1,530,264",D,19,England,Liverpool,Premier League,2016-2017
23,Alexander Manninger,"£ 25,000","£ 1,300,000","£ 1,366,307",K,39,Austria,Liverpool,Premier League,2016-2017
24,Kevin Stewart,"£ 18,000","£ 936,000","£ 983,741",M,22,England,Liverpool,Premier League,2016-2017
25,Marko Grujic,"£ 17,500","£ 910,000","£ 956,415",M,20,Serbia,Liverpool,Premier League,2016-2017
26,Sheyi Ojo,"£ 10,000","£ 520,000","£ 546,523",F,19,England,Liverpool,Premier League,2016-2017
27,Harry Wilson,"£ 3,500","£ 182,000","£ 191,283",F,19,Wales,Liverpool,Premier League,2016-2017
28,Trent Alexander-Arnold,"£ 3,000","£ 156,000","£ 163,957",D,17,England,Liverpool,Premier League,2016-2017
29,Connor Randall,"£ 2,000","£ 104,000","£ 109,305",D,20,England,Liverpool,Premier League,2016-2017
30,Jordan Williams,"£ 2,000","£ 104,000","£ 109,305",M,20,Wales,Liverpool,Premier League,2016-2017
31,Ovie Ejaria,"£ 1,500","£ 78,000","£ 81,978",M,18,England,Liverpool,Premier League,2016-2017
32,Ben Woodburn,£ 96,"£ 5,000","£ 5,255",F,16,Wales,Liverpool,Premier League,2016-2017
33,Rhian Brewster,£ 96,"£ 5,000","£ 5,255",F,16,England,Liverpool,Premier League,2016-2017
34,Joel Matip,£ 0,£ 0,£ 0,D,24,Cameroon,Liverpool,Premier League,2016-2017
35,Andre Wisdom,£ 0,£ 0,£ 0,D,23,England,Liverpool,Premier League,2016-2017
36,Paulinho,£ 0,£ 0,£ 0,M,18,Portugal,Liverpool,Premier League,2016-2017
37,Danny Ward,£ 0,£ 0,£ 0,K,23,Wales,Liverpool,Premier League,2016-2017
