,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Robbie Brady,"£ 35,000","£ 1,820,000","£ 1,912,830",M,24,Ireland,Burnley,Premier League,2016-2017
1,Steven Defour,"£ 35,000","£ 1,820,000","£ 1,912,830",M,28,Belgium,Burnley,Premier League,2016-2017
2,Patrick Bamford,"£ 35,000","£ 1,820,000","£ 1,912,830",F,22,England,Burnley,Premier League,2016-2017
3,Jon Flanagan,"£ 32,500","£ 1,690,000","£ 1,776,200",D,23,England,Burnley,Premier League,2016-2017
4,Ashley Westwood,"£ 28,000","£ 1,456,000","£ 1,530,264",M,26,England,Burnley,Premier League,2016-2017
5,Jeff Hendrick,"£ 28,000","£ 1,456,000","£ 1,530,264",M,24,Ireland,Burnley,Premier League,2016-2017
6,Joey Barton,"£ 25,000","£ 1,300,000","£ 1,366,307",M,33,England,Burnley,Premier League,2016-2017
7,Tom Heaton,"£ 25,000","£ 1,300,000","£ 1,366,307",K,30,England,Burnley,Premier League,2016-2017
8,Andre Gray,"£ 25,000","£ 1,300,000","£ 1,366,307",F,25,England,Burnley,Premier League,2016-2017
9,Michael Keane,"£ 22,000","£ 1,144,000","£ 1,202,350",D,23,England,Burnley,Premier League,2016-2017
10,George Boyd,"£ 20,000","£ 1,040,000","£ 1,093,046",M,30,Scotland,Burnley,Premier League,2016-2017
11,Stephen Ward,"£ 20,000","£ 1,040,000","£ 1,093,046",D,30,Ireland,Burnley,Premier League,2016-2017
12,Ben Mee,"£ 20,000","£ 1,040,000","£ 1,093,046",D,26,England,Burnley,Premier League,2016-2017
13,Ashley Barnes,"£ 17,000","£ 884,000","£ 929,089",F,26,England,Burnley,Premier League,2016-2017
14,Sam Vokes,"£ 17,000","£ 884,000","£ 929,089",F,26,Wales,Burnley,Premier League,2016-2017
15,Dean Marney,"£ 17,000","£ 884,000","£ 929,089",M,32,England,Burnley,Premier League,2016-2017
16,Scott Arfield,"£ 15,000","£ 780,000","£ 819,784",M,27,Canada,Burnley,Premier League,2016-2017
17,Kevin Long,"£ 14,000","£ 728,000","£ 765,132",D,25,Ireland,Burnley,Premier League,2016-2017
18,James Tarkowski,"£ 13,000","£ 676,000","£ 710,480",D,23,England,Burnley,Premier League,2016-2017
19,Nick Pope,"£ 11,000","£ 572,000","£ 601,175",K,24,England,Burnley,Premier League,2016-2017
20,Tendayi Darikwa,"£ 10,000","£ 520,000","£ 546,523",D,24,Zimbabwe,Burnley,Premier League,2016-2017
21,Paul Robinson,"£ 5,000","£ 260,000","£ 273,261",K,36,England,Burnley,Premier League,2016-2017
22,Michael Kightly,£ 0,£ 0,£ 0,F,30,England,Burnley,Premier League,2016-2017
23,Ntumba Massanka,£ 0,£ 0,£ 0,F,19,England,Burnley,Premier League,2016-2017
24,Fredrik Ulvestad,£ 0,£ 0,£ 0,M,24,Norway,Burnley,Premier League,2016-2017
25,Rouwen Hennings,£ 0,£ 0,£ 0,F,28,Germany,Burnley,Premier League,2016-2017
26,David Jones,£ 0,£ 0,£ 0,M,31,England,Burnley,Premier League,2016-2017
27,Danny Lafferty,£ 0,£ 0,£ 0,D,27,Northern Ireland,Burnley,Premier League,2016-2017
28,Dan Agyei,£ 0,£ 0,£ 0,F,19,England,Burnley,Premier League,2016-2017
29,Chris Long,£ 0,£ 0,£ 0,F,21,England,Burnley,Premier League,2016-2017
30,Tom Anderson,£ 0,£ 0,£ 0,D,22,England,Burnley,Premier League,2016-2017
31,Aiden O'Neill,£ 0,£ 0,£ 0,M,17,Australia,Burnley,Premier League,2016-2017
32,Bradley Jackson,£ 0,£ 0,£ 0,F,19,England,Burnley,Premier League,2016-2017
33,Lukas Jutkiewicz,£ 0,£ 0,£ 0,F,27,England,Burnley,Premier League,2016-2017
34,Matthew Lowton,£ 0,£ 0,£ 0,D,27,England,Burnley,Premier League,2016-2017
35,Johann Berg Gudmundsson,£ 0,£ 0,£ 0,F,25,Iceland,Burnley,Premier League,2016-2017
