,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Fernando Llorente,"£ 75,000","£ 3,900,000","£ 4,098,922",F,31,Spain,Swansea,Premier League,2016-2017
1,Jordan Ayew,"£ 50,000","£ 2,600,000","£ 2,732,615",F,24,Ghana,Swansea,Premier League,2016-2017
2,Lukasz Fabianski,"£ 50,000","£ 2,600,000","£ 2,732,615",K,31,Poland,Swansea,Premier League,2016-2017
3,Borja Bastón,"£ 45,000","£ 2,340,000","£ 2,459,353",F,23,Spain,Swansea,Premier League,2016-2017
4,Federico Fernández,"£ 43,000","£ 2,236,000","£ 2,350,049",D,27,Argentina,Swansea,Premier League,2016-2017
5,Leroy Fer,"£ 40,000","£ 2,080,000","£ 2,186,092",M,26,Netherlands,Swansea,Premier League,2016-2017
6,Wayne Routledge,"£ 36,000","£ 1,872,000","£ 1,967,483",F,31,England,Swansea,Premier League,2016-2017
7,Tom Carroll,"£ 35,000","£ 1,820,000","£ 1,912,830",M,24,England,Swansea,Premier League,2016-2017
8,Jack Cork,"£ 35,000","£ 1,820,000","£ 1,912,830",M,27,England,Swansea,Premier League,2016-2017
9,Leon Britton,"£ 35,000","£ 1,820,000","£ 1,912,830",M,33,England,Swansea,Premier League,2016-2017
10,Ángel Rangel,"£ 32,000","£ 1,664,000","£ 1,748,873",D,33,Spain,Swansea,Premier League,2016-2017
11,Kyle Naughton,"£ 32,000","£ 1,664,000","£ 1,748,873",D,27,England,Swansea,Premier League,2016-2017
12,Nathan Dyer,"£ 32,000","£ 1,664,000","£ 1,748,873",F,28,England,Swansea,Premier League,2016-2017
13,Jefferson Montero,"£ 30,000","£ 1,560,000","£ 1,639,569",F,26,Ecuador,Swansea,Premier League,2016-2017
14,Luciano Narsingh,"£ 30,000","£ 1,560,000","£ 1,639,569",F,25,Netherlands,Swansea,Premier League,2016-2017
15,Jordi Amat,"£ 30,000","£ 1,560,000","£ 1,639,569",D,24,Spain,Swansea,Premier League,2016-2017
16,Martin Olsson,"£ 30,000","£ 1,560,000","£ 1,639,569",D,28,Sweden,Swansea,Premier League,2016-2017
17,Alfie Mawson,"£ 25,000","£ 1,300,000","£ 1,366,307",D,22,England,Swansea,Premier League,2016-2017
18,Kristoffer Nordfeldt,"£ 25,000","£ 1,300,000","£ 1,366,307",K,27,Sweden,Swansea,Premier League,2016-2017
19,Mike van der Hoorn,"£ 15,000","£ 780,000","£ 819,784",D,23,Netherlands,Swansea,Premier League,2016-2017
20,Gerhard Tremmel,"£ 11,000","£ 572,000","£ 601,175",K,37,Germany,Swansea,Premier League,2016-2017
21,Jay Fulton,"£ 6,000","£ 312,000","£ 327,914",M,22,Scotland,Swansea,Premier League,2016-2017
22,Mark Birighitti,"£ 6,000","£ 312,000","£ 327,914",K,25,Australia,Swansea,Premier League,2016-2017
23,Oliver McBurnie,"£ 5,000","£ 260,000","£ 273,261",F,20,Scotland,Swansea,Premier League,2016-2017
24,Kenji Gorré,"£ 4,000","£ 208,000","£ 218,609",F,21,Curacao,Swansea,Premier League,2016-2017
25,Stephen Kingsley,"£ 3,000","£ 156,000","£ 163,957",D,21,Scotland,Swansea,Premier League,2016-2017
26,Connor Roberts,"£ 2,000","£ 104,000","£ 109,305",D,20,Wales,Swansea,Premier League,2016-2017
27,Daniel James,"£ 2,000","£ 104,000","£ 109,305",F,18,Wales,Swansea,Premier League,2016-2017
28,Bafétimbi Gomis,£ 0,£ 0,£ 0,F,30,France,Swansea,Premier League,2016-2017
29,Gylfi Sigurdsson,£ 0,£ 0,£ 0,M,26,Iceland,Swansea,Premier League,2016-2017
30,Franck Tabanou,£ 0,£ 0,£ 0,D,27,France,Swansea,Premier League,2016-2017
31,Marvin Emnes,£ 0,£ 0,£ 0,F,28,Netherlands,Swansea,Premier League,2016-2017
32,Matt Grimes,£ 0,£ 0,£ 0,M,20,England,Swansea,Premier League,2016-2017
33,Modou Barrow,£ 0,£ 0,£ 0,F,23,The Gambia,Swansea,Premier League,2016-2017
34,Neil Taylor,£ 0,£ 0,£ 0,D,27,Wales,Swansea,Premier League,2016-2017
35,Sung-yong Ki,£ 0,£ 0,£ 0,M,27,South Korea,Swansea,Premier League,2016-2017
36,Kyle Bartley,£ 0,£ 0,£ 0,D,25,England,Swansea,Premier League,2016-2017
