,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Theo Walcott,"£ 140,000","£ 7,280,000","£ 7,651,321",F,27,England,Arsenal,Premier League,2016-2017
1,Mesut Özil,"£ 140,000","£ 7,280,000","£ 7,651,321",M,27,Germany,Arsenal,Premier League,2016-2017
2,Alexis Sánchez,"£ 140,000","£ 7,280,000","£ 7,651,321",F,27,Chile,Arsenal,Premier League,2016-2017
3,Danny Welbeck,"£ 115,000","£ 5,980,000","£ 6,285,014",F,25,England,Arsenal,Premier League,2016-2017
4,Aaron Ramsey,"£ 110,000","£ 5,720,000","£ 6,011,752",M,25,Wales,Arsenal,Premier League,2016-2017
5,Olivier Giroud,"£ 100,000","£ 5,200,000","£ 5,465,229",F,29,France,Arsenal,Premier League,2016-2017
6,Petr Cech,"£ 100,000","£ 5,200,000","£ 5,465,229",K,34,Czech Republic,Arsenal,Premier League,2016-2017
7,Laurent Koscielny,"£ 90,000","£ 4,680,000","£ 4,918,706",D,30,France,Arsenal,Premier League,2016-2017
8,Shkodran Mustafi,"£ 90,000","£ 4,680,000","£ 4,918,706",D,24,Germany,Arsenal,Premier League,2016-2017
9,Santi Cazorla,"£ 90,000","£ 4,680,000","£ 4,918,706",M,31,Spain,Arsenal,Premier League,2016-2017
10,Granit Xhaka,"£ 90,000","£ 4,680,000","£ 4,918,706",M,23,Switzerland,Arsenal,Premier League,2016-2017
11,Jack Wilshere,"£ 80,000","£ 4,160,000","£ 4,372,183",M,24,England,Arsenal,Premier League,2016-2017
12,Per Mertesacker,"£ 80,000","£ 4,160,000","£ 4,372,183",D,31,Germany,Arsenal,Premier League,2016-2017
13,Mathieu Debuchy,"£ 70,000","£ 3,640,000","£ 3,825,660",D,30,France,Arsenal,Premier League,2016-2017
14,Alex Oxlade-Chamberlain,"£ 55,115","£ 2,866,000","£ 3,012,182",M,22,England,Arsenal,Premier League,2016-2017
15,Nacho Monreal,"£ 51,673","£ 2,687,000","£ 2,824,052",D,30,Spain,Arsenal,Premier League,2016-2017
16,Francis Coquelin,"£ 50,000","£ 2,600,000","£ 2,732,615",M,25,France,Arsenal,Premier League,2016-2017
17,Gabriel Paulista,"£ 50,000","£ 2,600,000","£ 2,732,615",D,25,Brazil,Arsenal,Premier League,2016-2017
18,Kieran Gibbs,"£ 46,000","£ 2,392,000","£ 2,514,005",D,26,England,Arsenal,Premier League,2016-2017
19,Calum Chambers,"£ 45,000","£ 2,340,000","£ 2,459,353",D,21,England,Arsenal,Premier League,2016-2017
20,Héctor Bellerín,"£ 45,000","£ 2,340,000","£ 2,459,353",D,21,Spain,Arsenal,Premier League,2016-2017
21,David Ospina,"£ 45,000","£ 2,340,000","£ 2,459,353",K,27,Colombia,Arsenal,Premier League,2016-2017
22,Carl Jenkinson,"£ 40,000","£ 2,080,000","£ 2,186,092",D,24,England,Arsenal,Premier League,2016-2017
23,Mohamed Elneny,"£ 40,000","£ 2,080,000","£ 2,186,092",M,23,Egypt,Arsenal,Premier League,2016-2017
24,Alex Iwobi,"£ 25,000","£ 1,300,000","£ 1,366,307",F,20,Nigeria,Arsenal,Premier League,2016-2017
25,Yaya Sanogo,"£ 22,000","£ 1,144,000","£ 1,202,350",F,23,France,Arsenal,Premier League,2016-2017
26,Emiliano Martínez,"£ 15,000","£ 780,000","£ 819,784",K,23,Argentina,Arsenal,Premier League,2016-2017
27,Rob Holding,"£ 15,000","£ 780,000","£ 819,784",D,20,England,Arsenal,Premier League,2016-2017
28,Ainsley Maitland-Niles,"£ 4,000","£ 208,000","£ 218,609",M,18,England,Arsenal,Premier League,2016-2017
29,Ben Sheaf,"£ 3,000","£ 156,000","£ 163,957",M,18,England,Arsenal,Premier League,2016-2017
30,Chris Willock,"£ 1,000","£ 52,000","£ 54,652",F,18,England,Arsenal,Premier League,2016-2017
31,Joshua Da Silva,£ 0,£ 0,£ 0,M,17,England,Arsenal,Premier League,2016-2017
32,Joel Campbell,£ 0,£ 0,£ 0,F,24,Costa Rica,Arsenal,Premier League,2016-2017
33,Jeff Reine-Adélaïde,£ 0,£ 0,£ 0,M,18,France,Arsenal,Premier League,2016-2017
34,Stephy Mavididi,£ 0,£ 0,£ 0,F,18,England,Arsenal,Premier League,2016-2017
35,Wojciech Szczesny,£ 0,£ 0,£ 0,K,26,Poland,Arsenal,Premier League,2016-2017
36,Marc Bola,£ 0,£ 0,£ 0,D,18,England,Arsenal,Premier League,2016-2017
37,Gedion Zelalem,£ 0,£ 0,£ 0,M,19,United States,Arsenal,Premier League,2016-2017
38,Matt Macey,£ 0,£ 0,£ 0,K,21,England,Arsenal,Premier League,2016-2017
39,Lucas Pérez,£ 0,£ 0,£ 0,F,27,Spain,Arsenal,Premier League,2016-2017
40,Krystian Bielik,£ 0,£ 0,£ 0,D,18,Poland,Arsenal,Premier League,2016-2017
41,Chuba Akpom,£ 0,£ 0,£ 0,F,20,England,Arsenal,Premier League,2016-2017
