,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Manolo Gabbiadini,"£ 80,000","£ 4,160,000","£ 4,372,183",F,24,Italy,Southampton,Premier League,2016-2017
1,José Fonte,"£ 75,000","£ 3,900,000","£ 4,098,922",D,32,Portugal,Southampton,Premier League,2016-2017
2,Virgil van Dijk,"£ 65,000","£ 3,380,000","£ 3,552,399",D,24,Netherlands,Southampton,Premier League,2016-2017
3,Martín Cáceres,"£ 65,000","£ 3,380,000","£ 3,552,399",D,29,Uruguay,Southampton,Premier League,2016-2017
4,Oriol Romeu,"£ 60,000","£ 3,120,000","£ 3,279,138",M,24,Spain,Southampton,Premier League,2016-2017
5,Sofiane Boufal,"£ 60,000","£ 3,120,000","£ 3,279,138",F,22,Morocco,Southampton,Premier League,2016-2017
6,Shane Long,"£ 60,000","£ 3,120,000","£ 3,279,138",F,29,Ireland,Southampton,Premier League,2016-2017
7,Dusan Tadic,"£ 60,000","£ 3,120,000","£ 3,279,138",F,27,Serbia,Southampton,Premier League,2016-2017
8,Charlie Austin,"£ 55,000","£ 2,860,000","£ 3,005,876",F,26,England,Southampton,Premier League,2016-2017
9,Fraser Forster,"£ 55,000","£ 2,860,000","£ 3,005,876",K,28,England,Southampton,Premier League,2016-2017
10,Steven Davis,"£ 55,000","£ 2,860,000","£ 3,005,876",M,31,Northern Ireland,Southampton,Premier League,2016-2017
11,Ryan Bertrand,"£ 55,000","£ 2,860,000","£ 3,005,876",D,26,England,Southampton,Premier League,2016-2017
12,Jordy Clasie,"£ 40,000","£ 2,080,000","£ 2,186,092",M,25,Netherlands,Southampton,Premier League,2016-2017
13,Jérémy Pied,"£ 40,000","£ 2,080,000","£ 2,186,092",D,27,France,Southampton,Premier League,2016-2017
14,Alex McCarthy,"£ 40,000","£ 2,080,000","£ 2,186,092",K,26,England,Southampton,Premier League,2016-2017
15,James Ward-Prowse,"£ 35,000","£ 1,820,000","£ 1,912,830",M,21,England,Southampton,Premier League,2016-2017
16,Nathan Redmond,"£ 35,000","£ 1,820,000","£ 1,912,830",F,22,England,Southampton,Premier League,2016-2017
17,Florin Gardos,"£ 30,000","£ 1,560,000","£ 1,639,569",D,27,Romania,Southampton,Premier League,2016-2017
18,Maya Yoshida,"£ 28,000","£ 1,456,000","£ 1,530,264",D,27,Japan,Southampton,Premier League,2016-2017
19,Cuco Martina,"£ 20,000","£ 1,040,000","£ 1,093,046",D,26,Curacao,Southampton,Premier League,2016-2017
20,Josh Sims,"£ 18,000","£ 936,000","£ 983,741",F,19,England,Southampton,Premier League,2016-2017
21,Jake Hesketh,"£ 18,000","£ 936,000","£ 983,741",M,20,England,Southampton,Premier League,2016-2017
22,Harrison Reed,"£ 18,000","£ 936,000","£ 983,741",M,21,England,Southampton,Premier League,2016-2017
23,Sam McQueen,"£ 18,000","£ 936,000","£ 983,741",D,21,England,Southampton,Premier League,2016-2017
24,Lloyd Isgrove,"£ 12,000","£ 624,000","£ 655,828",F,23,Wales,Southampton,Premier League,2016-2017
25,Jack Stephens,"£ 12,000","£ 624,000","£ 655,828",D,22,England,Southampton,Premier League,2016-2017
26,Stuart Taylor,"£ 5,000","£ 260,000","£ 273,261",K,35,England,Southampton,Premier League,2016-2017
27,Mouez Hassen,"£ 4,423","£ 230,000","£ 241,731",K,21,Tunisia,Southampton,Premier League,2016-2017
28,Harry Lewis,"£ 1,192","£ 62,000","£ 65,162",K,18,England,Southampton,Premier League,2016-2017
29,Olufela Olomola,"£ 1,000","£ 52,000","£ 54,652",F,18,England,Southampton,Premier League,2016-2017
30,Jay Rodríguez,£ 0,£ 0,£ 0,F,26,England,Southampton,Premier League,2016-2017
31,Cédric Soares,£ 0,£ 0,£ 0,D,24,Portugal,Southampton,Premier League,2016-2017
32,Paulo Gazzaniga,£ 0,£ 0,£ 0,K,24,Argentina,Southampton,Premier League,2016-2017
33,Pierre-Emile Höjbjerg,£ 0,£ 0,£ 0,M,20,Denmark,Southampton,Premier League,2016-2017
34,Matt Targett,£ 0,£ 0,£ 0,D,20,England,Southampton,Premier League,2016-2017
35,Sam Gallagher,£ 0,£ 0,£ 0,F,20,England,Southampton,Premier League,2016-2017
