,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Cédric Bakambu,"€ 57,250","€ 2,977,000","€ 3,038,206",F,25,Democratic Republic of Congo,Villarreal,La Liga,2016-2017
1,Jonathan dos Santos,"€ 53,192","€ 2,766,000","€ 2,822,868",M,26,Mexico,Villarreal,La Liga,2016-2017
2,Roberto Soldado,"€ 50,615","€ 2,632,000","€ 2,686,113",F,31,Spain,Villarreal,La Liga,2016-2017
3,Samu Castillejo,"€ 47,096","€ 2,449,000","€ 2,499,350",F,21,Spain,Villarreal,La Liga,2016-2017
4,Mateo Musacchio,"€ 46,808","€ 2,434,000","€ 2,484,042",D,25,Argentina,Villarreal,La Liga,2016-2017
5,Sergio Asenjo,"€ 45,846","€ 2,384,000","€ 2,433,014",K,27,Spain,Villarreal,La Liga,2016-2017
6,Manu Trigueros,"€ 45,058","€ 2,343,000","€ 2,391,171",M,24,Spain,Villarreal,La Liga,2016-2017
7,Denis Cheryshev,"€ 41,442","€ 2,155,000","€ 2,199,306",F,25,Russia,Villarreal,La Liga,2016-2017
8,José Ángel,"€ 22,942","€ 1,193,000","€ 1,217,527",D,26,Spain,Villarreal,La Liga,2016-2017
9,Jaume Costa,"€ 22,750","€ 1,183,000","€ 1,207,322",D,28,Spain,Villarreal,La Liga,2016-2017
10,Roberto Soriano,"€ 22,596","€ 1,175,000","€ 1,199,157",M,25,Italy,Villarreal,La Liga,2016-2017
11,Nicola Sansone,"€ 22,596","€ 1,175,000","€ 1,199,157",F,24,Italy,Villarreal,La Liga,2016-2017
12,Antonio Rukavina,"€ 15,231","€ 792,000","€ 808,283",D,32,Serbia,Villarreal,La Liga,2016-2017
13,Andrés Fernández,"€ 14,346","€ 746,000","€ 761,337",K,29,Spain,Villarreal,La Liga,2016-2017
14,Daniele Bonera,"€ 11,923","€ 620,000","€ 632,747",D,35,Italy,Villarreal,La Liga,2016-2017
15,Mariano Barbosa,"€ 8,769","€ 456,000","€ 465,375",K,31,Argentina,Villarreal,La Liga,2016-2017
16,Aitor Cantalapiedra,"€ 3,346","€ 174,000","€ 177,577",F,20,Spain,Villarreal,La Liga,2016-2017
17,José Carlos Lazo,"€ 2,250","€ 117,000","€ 119,405",F,20,Spain,Villarreal,La Liga,2016-2017
18,Akram Afif,"€ 1,904","€ 99,000","€ 101,035",F,19,Qatar,Villarreal,La Liga,2016-2017
19,Víctor Ruiz,"€ 1,231","€ 64,000","€ 65,316",D,27,Spain,Villarreal,La Liga,2016-2017
20,Daniel Raba,€ 558,"€ 29,000","€ 29,596",F,20,Spain,Villarreal,La Liga,2016-2017
21,Darío Poveda,€ 519,"€ 27,000","€ 27,555",F,19,Spain,Villarreal,La Liga,2016-2017
22,Pablo Larrea,€ 481,"€ 25,000","€ 25,514",M,22,Spain,Villarreal,La Liga,2016-2017
23,Ramón Bueno,€ 404,"€ 21,000","€ 21,432",D,21,Spain,Villarreal,La Liga,2016-2017
24,Rodri,€ 385,"€ 20,000","€ 20,411",M,20,Spain,Villarreal,La Liga,2016-2017
25,Adrián Marín,€ 58,"€ 3,000","€ 3,062",D,19,Spain,Villarreal,La Liga,2016-2017
26,Pau Torres,€ 58,"€ 3,000","€ 3,062",D,19,Spain,Villarreal,La Liga,2016-2017
27,Álvaro González,€ 38,"€ 2,000","€ 2,041",D,26,Spain,Villarreal,La Liga,2016-2017
28,Leonardo Suárez,€ 0,€ 0,€ 0,F,20,Argentina,Villarreal,La Liga,2016-2017
29,Alfred N'Diaye,€ 0,€ 0,€ 0,M,26,Senegal,Villarreal,La Liga,2016-2017
30,Alfonso Pedraza,€ 0,€ 0,€ 0,F,20,Spain,Villarreal,La Liga,2016-2017
31,Alexandre Pato,€ 0,€ 0,€ 0,F,26,Brazil,Villarreal,La Liga,2016-2017
32,Santos Borré,€ 0,€ 0,€ 0,F,20,Colombia,Villarreal,La Liga,2016-2017
33,Cristian Espinoza,€ 0,€ 0,€ 0,F,21,Argentina,Villarreal,La Liga,2016-2017
34,Adrián López,€ 0,€ 0,€ 0,M,28,Spain,Villarreal,La Liga,2016-2017
35,Mario Gaspar,€ 0,€ 0,€ 0,D,25,Spain,Villarreal,La Liga,2016-2017
36,Mario González,€ 0,€ 0,€ 0,F,20,Spain,Villarreal,La Liga,2016-2017
37,Bruno Soriano,€ 0,€ 0,€ 0,M,32,Spain,Villarreal,La Liga,2016-2017
38,Pablo Iñiguez,€ 0,€ 0,€ 0,D,22,Spain,Villarreal,La Liga,2016-2017
