,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Juanfran,"€ 95,173","€ 4,949,000","€ 5,050,749",F,24,Spain,Eibar,La Liga,2016-2017
1,Pedro León,"€ 26,981","€ 1,403,000","€ 1,431,845",F,29,Spain,Eibar,La Liga,2016-2017
2,Takashi Inui,"€ 19,865","€ 1,033,000","€ 1,054,238",F,28,Japan,Eibar,La Liga,2016-2017
3,Gonzalo Escalante,"€ 19,269","€ 1,002,000","€ 1,022,601",M,23,Argentina,Eibar,La Liga,2016-2017
4,Sergi Enrich,"€ 18,462","€ 960,000","€ 979,737",F,26,Spain,Eibar,La Liga,2016-2017
5,Iván Ramis,"€ 17,692","€ 920,000","€ 938,915",D,31,Spain,Eibar,La Liga,2016-2017
6,Antonio Luna,"€ 16,519","€ 859,000","€ 876,661",D,25,Spain,Eibar,La Liga,2016-2017
7,Florian Lejeune,"€ 15,615","€ 812,000","€ 828,694",D,25,France,Eibar,La Liga,2016-2017
8,Kike,"€ 14,942","€ 777,000","€ 792,975",F,26,Spain,Eibar,La Liga,2016-2017
9,Asier Riesgo,"€ 13,654","€ 710,000","€ 724,597",K,32,Spain,Eibar,La Liga,2016-2017
10,Rubén Peña,"€ 12,519","€ 651,000","€ 664,384",D,24,Spain,Eibar,La Liga,2016-2017
11,Adrián González,"€ 12,192","€ 634,000","€ 647,035",M,28,Spain,Eibar,La Liga,2016-2017
12,Ander Capa,"€ 11,885","€ 618,000","€ 630,706",D,24,Spain,Eibar,La Liga,2016-2017
13,Fran Rico,"€ 11,000","€ 572,000","€ 583,760",M,28,Spain,Eibar,La Liga,2016-2017
14,Mauro dos Santos,"€ 10,615","€ 552,000","€ 563,349",D,26,Argentina,Eibar,La Liga,2016-2017
15,David Juncà,"€ 9,923","€ 516,000","€ 526,609",D,22,Spain,Eibar,La Liga,2016-2017
16,Nano,"€ 9,885","€ 514,000","€ 524,568",F,21,Spain,Eibar,La Liga,2016-2017
17,Anaitz Arbilla,"€ 2,750","€ 143,000","€ 145,940",D,29,Spain,Eibar,La Liga,2016-2017
18,Dani García,€ 327,"€ 17,000","€ 17,350",M,26,Spain,Eibar,La Liga,2016-2017
19,Yoel Rodríguez,€ 0,€ 0,€ 0,K,27,Spain,Eibar,La Liga,2016-2017
20,Alejandro Gálvez,€ 0,€ 0,€ 0,D,27,Spain,Eibar,La Liga,2016-2017
21,Bebé,€ 0,€ 0,€ 0,F,25,Portugal,Eibar,La Liga,2016-2017
22,Christian Rivera,€ 0,€ 0,€ 0,M,18,Spain,Eibar,La Liga,2016-2017
23,Imanol Sarriegi,€ 0,€ 0,€ 0,M,21,Spain,Eibar,La Liga,2016-2017
24,Íñigo Barrenetxea,€ 0,€ 0,€ 0,M,22,Spain,Eibar,La Liga,2016-2017
25,Jon Ander Amelibia,€ 0,€ 0,€ 0,D,22,Spain,Eibar,La Liga,2016-2017
26,Jon Ander Felipe,€ 0,€ 0,€ 0,K,21,Spain,Eibar,La Liga,2016-2017
27,Jordi Calavera,€ 0,€ 0,€ 0,D,20,Spain,Eibar,La Liga,2016-2017
28,Josué Dorrio,€ 0,€ 0,€ 0,F,22,Spain,Eibar,La Liga,2016-2017
29,Jota,€ 0,€ 0,€ 0,F,25,Spain,Eibar,La Liga,2016-2017
30,Julen López,€ 0,€ 0,€ 0,D,20,Spain,Eibar,La Liga,2016-2017
31,Markel Areitio,€ 0,€ 0,€ 0,K,19,Spain,Eibar,La Liga,2016-2017
32,Pere Milla,€ 0,€ 0,€ 0,F,23,Spain,Eibar,La Liga,2016-2017
33,Quique Cebriá,€ 0,€ 0,€ 0,K,21,Spain,Eibar,La Liga,2016-2017
34,Roger Escoruela,€ 0,€ 0,€ 0,D,20,Spain,Eibar,La Liga,2016-2017
35,Sergio García,€ 0,€ 0,€ 0,F,26,Spain,Eibar,La Liga,2016-2017
36,Thaylor,€ 0,€ 0,€ 0,F,22,Angola,Eibar,La Liga,2016-2017
37,Unai Elgezabal,€ 0,€ 0,€ 0,D,23,Spain,Eibar,La Liga,2016-2017
