,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Giuseppe Rossi,"€ 77,500","€ 4,030,000","€ 4,112,855",F,29,Italy,Celta Vigo,La Liga,2016-2017
1,Iago Aspas,"€ 50,385","€ 2,620,000","€ 2,673,866",F,28,Spain,Celta Vigo,La Liga,2016-2017
2,Pablo Hernández,"€ 46,038","€ 2,394,000","€ 2,443,219",M,29,Chile,Celta Vigo,La Liga,2016-2017
3,John Guidetti,"€ 31,019","€ 1,613,000","€ 1,646,162",F,24,Sweden,Celta Vigo,La Liga,2016-2017
4,Alberto Bueno,"€ 30,827","€ 1,603,000","€ 1,635,957",F,28,Spain,Celta Vigo,La Liga,2016-2017
5,Gustavo Cabral,"€ 28,731","€ 1,494,000","€ 1,524,716",D,30,Argentina,Celta Vigo,La Liga,2016-2017
6,Facundo Roncaglia,"€ 24,038","€ 1,250,000","€ 1,275,699",D,29,Argentina,Celta Vigo,La Liga,2016-2017
7,Andreu Fontàs,"€ 23,981","€ 1,247,000","€ 1,272,638",D,26,Spain,Celta Vigo,La Liga,2016-2017
8,Daniel Wass,"€ 22,962","€ 1,194,000","€ 1,218,548",D,27,Denmark,Celta Vigo,La Liga,2016-2017
9,Marcelo Díaz,"€ 22,250","€ 1,157,000","€ 1,180,787",M,29,Chile,Celta Vigo,La Liga,2016-2017
10,Nemanja Radoja,"€ 21,558","€ 1,121,000","€ 1,144,047",M,23,Serbia,Celta Vigo,La Liga,2016-2017
11,Claudio Beauvue,"€ 20,154","€ 1,048,000","€ 1,069,546",F,28,Guadeloupe,Celta Vigo,La Liga,2016-2017
12,Rubén Pérez,"€ 18,404","€ 957,000","€ 976,675",M,27,Spain,Celta Vigo,La Liga,2016-2017
13,Sergi Gómez,"€ 17,673","€ 919,000","€ 937,894",D,24,Spain,Celta Vigo,La Liga,2016-2017
14,Pione Sisto,"€ 15,692","€ 816,000","€ 832,777",F,21,Denmark,Celta Vigo,La Liga,2016-2017
15,Gabriel,"€ 15,019","€ 781,000","€ 797,057",M,22,Brazil,Celta Vigo,La Liga,2016-2017
16,Tito,"€ 14,288","€ 743,000","€ 758,276",D,30,Spain,Celta Vigo,La Liga,2016-2017
17,Nabil El Zhar,"€ 13,750","€ 715,000","€ 729,700",F,29,Morocco,Celta Vigo,La Liga,2016-2017
18,Carles Planas,"€ 13,577","€ 706,000","€ 720,515",D,25,Spain,Celta Vigo,La Liga,2016-2017
19,David Timor,"€ 13,558","€ 705,000","€ 719,494",M,26,Spain,Celta Vigo,La Liga,2016-2017
20,Iago Herrerín,"€ 12,962","€ 674,000","€ 687,857",K,28,Spain,Celta Vigo,La Liga,2016-2017
21,Alexander Szymanowski,"€ 12,115","€ 630,000","€ 642,952",F,27,Argentina,Celta Vigo,La Liga,2016-2017
22,Rubén Blanco,"€ 11,962","€ 622,000","€ 634,788",K,20,Spain,Celta Vigo,La Liga,2016-2017
23,Andrew Hjulsager,"€ 11,519","€ 599,000","€ 611,315",F,21,Denmark,Celta Vigo,La Liga,2016-2017
24,Josep Señé,"€ 10,442","€ 543,000","€ 554,164",M,24,Spain,Celta Vigo,La Liga,2016-2017
25,Jon Ander Serantes,"€ 10,000","€ 520,000","€ 530,691",K,26,Spain,Celta Vigo,La Liga,2016-2017
