,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Nani,"€ 200,981","€ 10,451,000","€ 10,665,867",F,29,Portugal,Valencia,La Liga,2016-2017
1,Eliaquim Mangala,"€ 111,115","€ 5,778,000","€ 5,896,793",D,25,France,Valencia,La Liga,2016-2017
2,Dani Parejo,"€ 97,231","€ 5,056,000","€ 5,159,949",M,27,Spain,Valencia,La Liga,2016-2017
3,Enzo Pérez,"€ 96,308","€ 5,008,000","€ 5,110,962",M,30,Argentina,Valencia,La Liga,2016-2017
4,Ezequiel Garay,"€ 92,019","€ 4,785,000","€ 4,883,377",D,29,Argentina,Valencia,La Liga,2016-2017
5,Aymen Abdennour,"€ 92,019","€ 4,785,000","€ 4,883,377",D,26,Tunisia,Valencia,La Liga,2016-2017
6,Guilherme Siqueira,"€ 73,365","€ 3,815,000","€ 3,893,435",D,30,Brazil,Valencia,La Liga,2016-2017
7,Paco Alcácer,"€ 73,365","€ 3,815,000","€ 3,893,435",F,22,Spain,Valencia,La Liga,2016-2017
8,Pablo Piatti,"€ 60,538","€ 3,148,000","€ 3,212,721",F,27,Argentina,Valencia,La Liga,2016-2017
9,José Gayà,"€ 60,538","€ 3,148,000","€ 3,212,721",D,21,Spain,Valencia,La Liga,2016-2017
10,Simone Zaza,"€ 58,115","€ 3,022,000","€ 3,084,131",F,25,Italy,Valencia,La Liga,2016-2017
11,Rodrigo,"€ 55,019","€ 2,861,000","€ 2,919,821",F,25,Spain,Valencia,La Liga,2016-2017
12,Martín Montoya,"€ 52,096","€ 2,709,000","€ 2,764,696",D,25,Spain,Valencia,La Liga,2016-2017
13,Diego Alves,"€ 47,692","€ 2,480,000","€ 2,530,988",K,31,Brazil,Valencia,La Liga,2016-2017
14,Mario Suárez,"€ 44,442","€ 2,311,000","€ 2,358,513",M,29,Spain,Valencia,La Liga,2016-2017
15,Álvaro Medrán,"€ 24,558","€ 1,277,000","€ 1,303,254",M,22,Spain,Valencia,La Liga,2016-2017
16,Zakaria Bakkali,"€ 24,308","€ 1,264,000","€ 1,289,987",F,20,Belgium,Valencia,La Liga,2016-2017
17,Rúben Vezo,"€ 23,846","€ 1,240,000","€ 1,265,494",D,22,Portugal,Valencia,La Liga,2016-2017
18,Santi Mina,"€ 21,346","€ 1,110,000","€ 1,132,821",F,20,Spain,Valencia,La Liga,2016-2017
19,João Cancelo,"€ 16,519","€ 859,000","€ 876,661",D,22,Portugal,Valencia,La Liga,2016-2017
20,Fabián Orellana,"€ 9,173","€ 477,000","€ 486,807",F,30,Chile,Valencia,La Liga,2016-2017
21,Aderllan Santos,"€ 7,654","€ 398,000","€ 406,183",D,27,Brazil,Valencia,La Liga,2016-2017
22,Eugeni Valderrama,"€ 1,904","€ 99,000","€ 101,035",M,21,Spain,Valencia,La Liga,2016-2017
23,Nacho Vidal,"€ 1,173","€ 61,000","€ 62,254",D,21,Spain,Valencia,La Liga,2016-2017
24,Nacho Gil,€ 692,"€ 36,000","€ 36,740",F,20,Spain,Valencia,La Liga,2016-2017
25,Sito,€ 538,"€ 28,000","€ 28,576",F,19,Spain,Valencia,La Liga,2016-2017
26,Toni Lato,€ 58,"€ 3,000","€ 3,062",D,18,Spain,Valencia,La Liga,2016-2017
27,Carlos Soler,€ 58,"€ 3,000","€ 3,062",M,19,Spain,Valencia,La Liga,2016-2017
28,Rafa Mir,€ 58,"€ 3,000","€ 3,062",F,19,Spain,Valencia,La Liga,2016-2017
29,Federico Cartabia,€ 0,€ 0,€ 0,F,23,Argentina,Valencia,La Liga,2016-2017
30,Shkodran Mustafi,€ 0,€ 0,€ 0,D,24,Germany,Valencia,La Liga,2016-2017
31,Vinícius Araújo,€ 0,€ 0,€ 0,F,23,Brazil,Valencia,La Liga,2016-2017
32,Yoel Rodríguez,€ 0,€ 0,€ 0,K,27,Spain,Valencia,La Liga,2016-2017
33,Álvaro Negredo,€ 0,€ 0,€ 0,F,30,Spain,Valencia,La Liga,2016-2017
34,Nando,€ 0,€ 0,€ 0,F,22,Spain,Valencia,La Liga,2016-2017
35,Munir El Haddadi,€ 0,€ 0,€ 0,F,20,Spain,Valencia,La Liga,2016-2017
36,Mathew Ryan,€ 0,€ 0,€ 0,K,24,Australia,Valencia,La Liga,2016-2017
37,Javier Jiménez,€ 0,€ 0,€ 0,D,19,Spain,Valencia,La Liga,2016-2017
38,Robert Ibáñez,€ 0,€ 0,€ 0,F,23,Spain,Valencia,La Liga,2016-2017
39,Jaume Doménech,€ 0,€ 0,€ 0,K,25,Spain,Valencia,La Liga,2016-2017
