,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Douglas,"€ 51,346","€ 2,670,000","€ 2,724,894",D,25,Brazil,Sporting Gijon,La Liga,2016-2017
1,Lacina Traoré,"€ 33,981","€ 1,767,000","€ 1,803,329",F,26,Cote d'Ivoire,Sporting Gijon,La Liga,2016-2017
2,Víctor Rodríguez,"€ 18,577","€ 966,000","€ 985,860",F,26,Spain,Sporting Gijon,La Liga,2016-2017
3,Jorge Meré,"€ 17,962","€ 934,000","€ 953,203",D,19,Spain,Sporting Gijon,La Liga,2016-2017
4,Moi Gómez,"€ 15,519","€ 807,000","€ 823,592",M,22,Spain,Sporting Gijon,La Liga,2016-2017
5,Borja Viguera,"€ 11,904","€ 619,000","€ 631,726",F,29,Spain,Sporting Gijon,La Liga,2016-2017
6,Mikel Vesga,"€ 11,750","€ 611,000","€ 623,562",M,23,Spain,Sporting Gijon,La Liga,2016-2017
7,Xavi Torres,"€ 9,346","€ 486,000","€ 495,992",M,29,Spain,Sporting Gijon,La Liga,2016-2017
8,Carlos Carmona,"€ 8,769","€ 456,000","€ 465,375",F,28,Spain,Sporting Gijon,La Liga,2016-2017
9,Jean-Sylvain Babin,"€ 8,654","€ 450,000","€ 459,252",D,29,Martinique,Sporting Gijon,La Liga,2016-2017
10,Iván Cuéllar,"€ 8,250","€ 429,000","€ 437,820",K,32,Spain,Sporting Gijon,La Liga,2016-2017
11,Diego Mariño,"€ 8,250","€ 429,000","€ 437,820",K,26,Spain,Sporting Gijon,La Liga,2016-2017
12,Fernando Amorebieta,"€ 8,250","€ 429,000","€ 437,820",D,31,Venezuela,Sporting Gijon,La Liga,2016-2017
13,Roberto Canella,"€ 7,327","€ 381,000","€ 388,833",D,28,Spain,Sporting Gijon,La Liga,2016-2017
14,Carlos Castro,"€ 6,962","€ 362,000","€ 369,443",F,21,Spain,Sporting Gijon,La Liga,2016-2017
15,Burgui,"€ 5,923","€ 308,000","€ 314,332",F,22,Spain,Sporting Gijon,La Liga,2016-2017
16,Alberto Lora,"€ 5,500","€ 286,000","€ 291,880",D,29,Spain,Sporting Gijon,La Liga,2016-2017
17,Duje Cop,"€ 5,500","€ 286,000","€ 291,880",F,26,Croatia,Sporting Gijon,La Liga,2016-2017
18,Isma López,"€ 4,596","€ 239,000","€ 243,914",D,26,Spain,Sporting Gijon,La Liga,2016-2017
19,Nacho Cases,"€ 4,596","€ 239,000","€ 243,914",M,28,Spain,Sporting Gijon,La Liga,2016-2017
20,Juan Rodríguez,"€ 3,173","€ 165,000","€ 168,392",D,21,Spain,Sporting Gijon,La Liga,2016-2017
21,Rubén Sánchez,"€ 2,692","€ 140,000","€ 142,878",F,21,Spain,Sporting Gijon,La Liga,2016-2017
22,Sergio Álvarez,"€ 2,558","€ 133,000","€ 135,734",M,24,Spain,Sporting Gijon,La Liga,2016-2017
23,Cristian Salvador,"€ 2,346","€ 122,000","€ 124,508",M,21,Spain,Sporting Gijon,La Liga,2016-2017
24,Óscar Whalley,"€ 2,269","€ 118,000","€ 120,426",K,22,Spain,Sporting Gijon,La Liga,2016-2017
25,Pablo Fernández,"€ 1,942","€ 101,000","€ 103,077",M,19,Spain,Sporting Gijon,La Liga,2016-2017
26,Akram Afif,"€ 1,904","€ 99,000","€ 101,035",F,19,Qatar,Sporting Gijon,La Liga,2016-2017
27,Pablo Pérez,€ 0,€ 0,€ 0,M,22,Spain,Sporting Gijon,La Liga,2016-2017
28,Elderson,€ 0,€ 0,€ 0,D,28,Nigeria,Sporting Gijon,La Liga,2016-2017
29,Lillo Castellano,€ 0,€ 0,€ 0,D,27,Spain,Sporting Gijon,La Liga,2016-2017
30,Rachid Aït-Atmane,€ 0,€ 0,€ 0,M,23,Algeria,Sporting Gijon,La Liga,2016-2017
31,Dani Ndi,€ 0,€ 0,€ 0,M,20,Cameroon,Sporting Gijon,La Liga,2016-2017
32,Álvaro Bustos,€ 0,€ 0,€ 0,F,21,Spain,Sporting Gijon,La Liga,2016-2017
