,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Martín Demichelis,"€ 71,769","€ 3,732,000","€ 3,808,728",D,35,Argentina,Malaga,La Liga,2016-2017
1,Diego Llorente,"€ 38,538","€ 2,004,000","€ 2,045,201",D,22,Spain,Malaga,La Liga,2016-2017
2,Keko,"€ 31,731","€ 1,650,000","€ 1,683,923",F,24,Spain,Malaga,La Liga,2016-2017
3,Recio,"€ 27,981","€ 1,455,000","€ 1,484,914",M,25,Spain,Malaga,La Liga,2016-2017
4,Charles,"€ 26,635","€ 1,385,000","€ 1,413,475",F,32,Brazil,Malaga,La Liga,2016-2017
5,Carlos Kameni,"€ 23,846","€ 1,240,000","€ 1,265,494",K,32,Cameroon,Malaga,La Liga,2016-2017
6,Pablo Fornals,"€ 22,673","€ 1,179,000","€ 1,203,240",M,20,Spain,Malaga,La Liga,2016-2017
7,Weligton,"€ 21,058","€ 1,095,000","€ 1,117,513",D,36,Brazil,Malaga,La Liga,2016-2017
8,Jony,"€ 18,346","€ 954,000","€ 973,614",F,24,Spain,Malaga,La Liga,2016-2017
9,Ignacio Camacho,"€ 18,192","€ 946,000","€ 965,449",M,26,Spain,Malaga,La Liga,2016-2017
10,Roberto Rosales,"€ 18,173","€ 945,000","€ 964,429",D,27,Venezuela,Malaga,La Liga,2016-2017
11,Duda,"€ 16,269","€ 846,000","€ 863,393",M,36,Portugal,Malaga,La Liga,2016-2017
12,Miguel Torres,"€ 15,846","€ 824,000","€ 840,941",D,30,Spain,Malaga,La Liga,2016-2017
13,José Rodríguez,"€ 14,346","€ 746,000","€ 761,337",M,21,Spain,Malaga,La Liga,2016-2017
14,Luis Hernández,"€ 13,000","€ 676,000","€ 689,898",D,27,Spain,Malaga,La Liga,2016-2017
15,Michael Santos,"€ 11,538","€ 600,000","€ 612,336",F,23,Uruguay,Malaga,La Liga,2016-2017
16,Adalberto Peñaranda,"€ 11,115","€ 578,000","€ 589,883",F,19,Venezuela,Malaga,La Liga,2016-2017
17,Federico Ricca,"€ 9,096","€ 473,000","€ 482,725",D,21,Uruguay,Malaga,La Liga,2016-2017
18,Javi Ontiveros,"€ 8,904","€ 463,000","€ 472,519",F,18,Spain,Malaga,La Liga,2016-2017
19,Bakary Koné,"€ 8,327","€ 433,000","€ 441,902",D,28,Burkina Faso,Malaga,La Liga,2016-2017
20,Mikel Villanueva,"€ 7,808","€ 406,000","€ 414,347",D,23,Venezuela,Malaga,La Liga,2016-2017
21,Luis Muñoz,"€ 4,596","€ 239,000","€ 243,914",D,19,Spain,Malaga,La Liga,2016-2017
22,Aarón Escandell,"€ 4,096","€ 213,000","€ 217,379",K,20,Spain,Malaga,La Liga,2016-2017
23,Juankar,"€ 3,827","€ 199,000","€ 203,091",D,26,Spain,Malaga,La Liga,2016-2017
24,Álex Mula,"€ 2,346","€ 122,000","€ 124,508",F,19,Spain,Malaga,La Liga,2016-2017
25,Zdravko Kuzmanović,€ 0,€ 0,€ 0,M,28,Serbia,Malaga,La Liga,2016-2017
26,Chory Castro,€ 0,€ 0,€ 0,F,31,Uruguay,Malaga,La Liga,2016-2017
27,Denys Boiko,€ 0,€ 0,€ 0,K,28,Ukraine,Malaga,La Liga,2016-2017
28,Juanpi Añor,€ 0,€ 0,€ 0,F,22,Venezuela,Malaga,La Liga,2016-2017
29,Kuki Zalazar,€ 0,€ 0,€ 0,F,18,Spain,Malaga,La Liga,2016-2017
30,Sandro Ramírez,€ 0,€ 0,€ 0,F,20,Spain,Malaga,La Liga,2016-2017
31,Youssef En-Nesyri,€ 0,€ 0,€ 0,F,19,Morocco,Malaga,La Liga,2016-2017
