,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Koke,"€ 220,115","€ 11,446,000","€ 11,681,324",M,24,Spain,Atletico Madrid,La Liga,2016-2017
1,Antoine Griezmann,"€ 155,904","€ 8,107,000","€ 8,273,676",F,25,France,Atletico Madrid,La Liga,2016-2017
2,Diego Godín,"€ 138,442","€ 7,199,000","€ 7,347,008",D,30,Uruguay,Atletico Madrid,La Liga,2016-2017
3,Fernando Torres,"€ 103,827","€ 5,399,000","€ 5,510,001",F,32,Spain,Atletico Madrid,La Liga,2016-2017
4,Juanfran,"€ 95,173","€ 4,949,000","€ 5,050,749",D,31,Spain,Atletico Madrid,La Liga,2016-2017
5,Filipe Luís,"€ 86,519","€ 4,499,000","€ 4,591,497",D,30,Brazil,Atletico Madrid,La Liga,2016-2017
6,Alessio Cerci,"€ 80,731","€ 4,198,000","€ 4,284,309",F,28,Italy,Atletico Madrid,La Liga,2016-2017
7,Guilherme Siqueira,"€ 73,365","€ 3,815,000","€ 3,893,435",D,30,Brazil,Atletico Madrid,La Liga,2016-2017
8,Sime Vrsaljko,"€ 69,231","€ 3,600,000","€ 3,674,014",D,24,Croatia,Atletico Madrid,La Liga,2016-2017
9,Stefan Savic,"€ 69,231","€ 3,600,000","€ 3,674,014",D,25,Montenegro,Atletico Madrid,La Liga,2016-2017
10,Gabi,"€ 69,231","€ 3,600,000","€ 3,674,014",M,32,Spain,Atletico Madrid,La Liga,2016-2017
11,Yannick Carrasco,"€ 69,231","€ 3,600,000","€ 3,674,014",F,22,Belgium,Atletico Madrid,La Liga,2016-2017
12,Augusto Fernández,"€ 67,269","€ 3,498,000","€ 3,569,917",M,30,Argentina,Atletico Madrid,La Liga,2016-2017
13,Jan Oblak,"€ 62,519","€ 3,251,000","€ 3,317,839",K,23,Slovenia,Atletico Madrid,La Liga,2016-2017
14,José Giménez,"€ 60,885","€ 3,166,000","€ 3,231,091",D,21,Uruguay,Atletico Madrid,La Liga,2016-2017
15,Tiago,"€ 60,769","€ 3,160,000","€ 3,224,968",M,35,Portugal,Atletico Madrid,La Liga,2016-2017
16,Luciano Vietto,"€ 59,038","€ 3,070,000","€ 3,133,118",F,22,Argentina,Atletico Madrid,La Liga,2016-2017
17,Matías Kranevitter,"€ 45,346","€ 2,358,000","€ 2,406,479",M,23,Argentina,Atletico Madrid,La Liga,2016-2017
18,Ángel Correa,"€ 34,731","€ 1,806,000","€ 1,843,130",F,21,Argentina,Atletico Madrid,La Liga,2016-2017
19,Miguel Ángel Moyà,"€ 29,519","€ 1,535,000","€ 1,566,559",K,32,Spain,Atletico Madrid,La Liga,2016-2017
20,Theo Hernández,"€ 7,731","€ 402,000","€ 410,265",D,18,France,Atletico Madrid,La Liga,2016-2017
21,André Moreira,"€ 1,904","€ 99,000","€ 101,035",K,20,Portugal,Atletico Madrid,La Liga,2016-2017
22,Rafa Muñoz,"€ 1,673","€ 87,000","€ 88,789",D,22,Spain,Atletico Madrid,La Liga,2016-2017
23,Roberto Olabe,"€ 1,615","€ 84,000","€ 85,727",M,20,Spain,Atletico Madrid,La Liga,2016-2017
24,Roberto Núñez,"€ 1,288","€ 67,000","€ 68,377",F,20,Spain,Atletico Madrid,La Liga,2016-2017
25,Nicolás Schiappacasse,€ 58,"€ 3,000","€ 3,062",F,17,Uruguay,Atletico Madrid,La Liga,2016-2017
26,Juan Moreno,€ 58,"€ 3,000","€ 3,062",F,19,Spain,Atletico Madrid,La Liga,2016-2017
27,Keidi Bare,€ 58,"€ 3,000","€ 3,062",M,18,Albania,Atletico Madrid,La Liga,2016-2017
28,Santos Borré,€ 0,€ 0,€ 0,F,20,Colombia,Atletico Madrid,La Liga,2016-2017
29,Saúl Ñíguez,€ 0,€ 0,€ 0,M,21,Spain,Atletico Madrid,La Liga,2016-2017
30,Tachi,€ 0,€ 0,€ 0,D,18,Spain,Atletico Madrid,La Liga,2016-2017
31,Thomas,€ 0,€ 0,€ 0,M,23,Ghana,Atletico Madrid,La Liga,2016-2017
32,Amath Ndiaye,€ 0,€ 0,€ 0,F,19,Senegal,Atletico Madrid,La Liga,2016-2017
33,Toni Moya,€ 0,€ 0,€ 0,M,18,Spain,Atletico Madrid,La Liga,2016-2017
