player_id,player_name,day_of_birth,month_of_birth,year_of_birth,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season
111819,neto,19,7,1989,Araxá,Brazil,1989-07-19,Goalkeeper,190,right,,Italy,ES1,2020
331505,óscar mingueza,13,5,1999,Santa Perpetua de Moguda,Spain,1999-05-13,Defender - Centre-Back,184,right,Spain,,ES1,2020
283170,iñaki peña,2,3,1999,Alicante,Spain,1999-03-02,Goalkeeper,184,right,Spain,,ES1,2020
284854,carles aleñá,5,1,1998,Mataró,Spain,1998-01-05,midfield - Central Midfield,180,left,Spain,,ES1,2020
74857,marc-andré ter stegen,30,4,1992,Mönchengladbach,Germany,1992-04-30,Goalkeeper,187,right,Germany,,ES1,2020
331511,riqui puig,13,8,1999,Matadepera,Spain,1999-08-13,midfield - Central Midfield,169,right,Spain,,ES1,2020
282722,álex collado,22,4,1999,Sabadell,Spain,1999-04-22,attack - Right Winger,177,left,Spain,,ES1,2020
466809,konrad de la fuente,16,7,2001,"Miami, Florida",United States,2001-07-16,attack - Left Winger,176,right,,Spain,ES1,2020
480267,ronald araújo,7,3,1999,Rivera,Uruguay,1999-03-07,Defender - Centre-Back,188,right,Uruguay,,ES1,2020
65230,sergio busquets,16,7,1988,Sabadell,Spain,1988-07-16,midfield - Defensive Midfield,189,right,Spain,,ES1,2020
80444,philippe coutinho,12,6,1992,Rio de Janeiro,Brazil,1992-06-12,midfield - Attacking Midfield,172,right,,Portugal,ES1,2020
374139,junior firpo,22,8,1996,Santo Domingo de Guzmán,Dominican Republic,1996-08-22,Defender - Left-Back,184,left,,Spain,ES1,2020
617074,ilaix moriba,19,1,2003,Conakry,Guinea,2003-01-19,midfield - Central Midfield,185,right,,Spain,ES1,2020
288230,ousmane dembélé,15,5,1997,Vernon,France,1997-05-15,attack - Right Winger,178,both,France,,ES1,2020
182904,clément lenglet,17,6,1995,Beauvais,France,1995-06-17,Defender - Centre-Back,186,left,France,,ES1,2020
326330,frenkie de jong,12,5,1997,Arkel,Netherlands,1997-05-12,midfield - Central Midfield,180,right,Netherlands,,ES1,2020
361104,sergiño dest,3,11,2000,Almere,Netherlands,2000-11-03,Defender - Right-Back,175,right,,Netherlands,ES1,2020
125781,antoine griezmann,21,3,1991,Mâcon,France,1991-03-21,attack - Second Striker,176,left,France,,ES1,2020
466783,arnau tenas,30,5,2001,Vic,Spain,2001-05-30,Goalkeeper,185,right,Spain,,ES1,2020
85370,sergi roberto,7,2,1992,Reus,Spain,1992-02-07,midfield - Central Midfield,178,right,Spain,,ES1,2020
44162,miralem pjanić,2,4,1990,Zvornik,Jugoslawien (SFR),1990-04-02,midfield - Central Midfield,178,right,,Luxembourg,ES1,2020
95732,martin braithwaite,5,6,1991,Esbjerg,Denmark,1991-06-05,attack - Centre-Forward,177,right,,Guyana,ES1,2020
351892,matheus fernandes,30,6,1998,Itaboraí,Brazil,1998-06-30,midfield - Defensive Midfield,183,right,Brazil,,ES1,2020
688593,santi ramos mingo,21,11,2001,Córdoba,Argentina,2001-11-21,Defender - Centre-Back,186,left,,Italy,ES1,2020
364240,moussa wagué,4,10,1998,Bignona,Senegal,1998-10-04,Defender - Right-Back,177,right,Senegal,,ES1,2020
126540,samuel umtiti,14,11,1993,Yaundé,Cameroon,1993-11-14,Defender - Centre-Back,182,left,,Cameroon,ES1,2020
683840,pedri,25,11,2002,Tegueste,Spain,2002-11-25,midfield - Central Midfield,174,right,Spain,,ES1,2020
466810,ansu fati,31,10,2002,Bissau,Guinea-Bissau,2002-10-31,attack - Left Winger,178,right,,Guinea-Bissau,ES1,2020
412669,francisco trincão,29,12,1999,Viana do Castelo,Portugal,1999-12-29,attack - Right Winger,184,left,Portugal,,ES1,2020
69751,jordi alba,21,3,1989,L'Hospitalet de Llobregat,Spain,1989-03-21,Defender - Left-Back,170,left,Spain,,ES1,2020
18944,gerard piqué,2,2,1987,Barcelona,Spain,1987-02-02,Defender - Centre-Back,194,right,Spain,,ES1,2020
129473,rafinha,12,2,1993,São Paulo,Brazil,1993-02-12,midfield - Central Midfield,174,left,,Spain,ES1,2020
28003,lionel messi,24,6,1987,Rosario,Argentina,1987-06-24,attack - Right Winger,169,left,,Spain,ES1,2020
197126,kenan kodro,19,8,1993,Donostia-San Sebastián,Spain,1993-08-19,attack - Centre-Forward,188,right,,Spain,ES1,2020
178425,dani garcía,24,5,1990,Zumarraga,Spain,1990-05-24,midfield - Central Midfield,179,right,Spain,,ES1,2020
524010,oier zarraga,4,1,1999,Getxo,Spain,1999-01-04,midfield - Central Midfield,175,right,Spain,,ES1,2020
571020,oihan sancet,25,4,2000,Pamplona,Spain,2000-04-25,midfield - Attacking Midfield,188,right,Spain,,ES1,2020
610083,unai vencedor,15,11,2000,Bilbao,Spain,2000-11-15,midfield - Central Midfield,176,right,Spain,,ES1,2020
625047,beñat prados,8,2,2001,Pamplona,Spain,2001-02-08,midfield - Central Midfield,180,right,Spain,,ES1,2020
335216,iñigo vicente,6,1,1998,Derio,Spain,1998-01-06,attack - Left Winger,178,right,Spain,,ES1,2020
158863,iñigo martínez,17,5,1991,Ondarroa,Spain,1991-05-17,Defender - Centre-Back,182,left,Spain,,ES1,2020
96718,óscar de marcos,14,4,1989,Laguardia,Spain,1989-04-14,Defender - Right-Back,182,right,Spain,,ES1,2020
