club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Borussia Dortmund,Mladen Petric,26,Centre-Forward,FC Basel,£3.15m,in,Summer,3.15,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Jakub Blaszczykowski,21,Right Winger,Wisla Kraków,£2.75m,in,Summer,2.75,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Diego Klimowicz,32,Centre-Forward,VfL Wolfsburg,£1.35m,in,Summer,1.35,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Marc Ziegler,31,Goalkeeper,Saarbrücken,£225Th.,in,Summer,0.225,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Giovanni Federico,26,Attacking Midfield,Karlsruher SC,Free transfer,in,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Robert Kovac,33,Centre-Back,Juventus,Free transfer,in,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Daniel Gordon,22,Centre-Back,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Delron Buckley,29,Left Winger,FC Basel,"End of loanJun 30, 2007",in,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Ebi Smolarek,26,Centre-Forward,Racing,£4.05m,out,Summer,4.05,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Steven Pienaar,25,Left Winger,Everton,Loan fee:£450Th.,out,Summer,0.45,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Matthew Amoah,26,Centre-Forward,NAC Breda,£162Th.,out,Summer,0.162,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Nuri Sahin,18,Defensive Midfield,Feyenoord,Loan fee:£90Th.,out,Summer,0.09,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Christoph Metzelder,26,Centre-Back,Real Madrid,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Kosi Saka,21,Defensive Midfield,Hamburger SV II,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Sören Pirson,21,Goalkeeper,RW Essen,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Bernd Meier,35,Goalkeeper,Retired,-,out,Summer,0,1 Bundesliga,2007,2007/2008
Borussia Dortmund,Uwe Hünemeier,21,Centre-Back,B. Dortmund II,-,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Arturo Vidal,20,Central Midfield,Colo Colo,£4.68m,in,Summer,4.68,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Theofanis Gekas,27,Centre-Forward,VfL Bochum,£4.23m,in,Summer,4.23,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Manuel Friedrich,27,Centre-Back,1.FSV Mainz 05,£2.25m,in,Summer,2.25,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Lukas Sinkiewicz,21,Defensive Midfield,1. FC Köln,£1.44m,in,Summer,1.44,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Ricardo Faty,20,Defensive Midfield,AS Roma,Loan fee:£540Th.,in,Summer,0.54,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Hans Sarpei,31,Left-Back,VfL Wolfsburg,Free transfer,in,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Vratislav Gresko,29,Left-Back,1.FC Nuremberg,Free transfer,in,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Dmitri Bulykin,27,Centre-Forward,Dynamo Moscow,Free transfer,in,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Erik Domaschke,21,Goalkeeper,Leverkusen II,-,in,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Sascha Dum,20,Left Midfield,Alem. Aachen,"End of loanJun 30, 2007",in,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Juan,28,Centre-Back,AS Roma,£5.67m,out,Summer,5.67,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Fredrik Stenman,24,Centre-Back,FC Groningen,£720Th.,out,Summer,0.72,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Alexander Meyer,23,Left-Back,MSV Duisburg,£135Th.,out,Summer,0.135,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Andriy Voronin,27,Second Striker,Liverpool,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Athirson,30,Left-Back,Botafogo,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Pierre De Wit,19,Central Midfield,VfL Osnabrück,Loan,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Ahmed Madouni,26,Centre-Back,Al-Gharafa SC,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Marko Babic,26,Left Midfield,Real Betis,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Hans Jörg Butt,33,Goalkeeper,Benfica,Free transfer,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Assimiou Touré,19,Centre-Back,VfL Osnabrück,Loan,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayer 04 Leverkusen,Roque Júnior,30,Centre-Back,Without Club,-,out,Summer,0,1 Bundesliga,2007,2007/2008
Bayern Munich,Franck Ribéry,24,Left Winger,Marseille,£27.00m,in,Summer,27,1 Bundesliga,2007,2007/2008
Bayern Munich,Miroslav Klose,29,Centre-Forward,Werder Bremen,£13.50m,in,Summer,13.5,1 Bundesliga,2007,2007/2008
Bayern Munich,Marcell Jansen,21,Left-Back,Bor. M'gladbach,£12.60m,in,Summer,12.6,1 Bundesliga,2007,2007/2008
Bayern Munich,Luca Toni,30,Centre-Forward,Fiorentina,£9.90m,in,Summer,9.9,1 Bundesliga,2007,2007/2008
Bayern Munich,José Sosa,22,Central Midfield,Estudiantes,£8.10m,in,Summer,8.1,1 Bundesliga,2007,2007/2008
Bayern Munich,Jan Schlaudraff,23,Second Striker,Alem. Aachen,£1.08m,in,Summer,1.08,1 Bundesliga,2007,2007/2008
Bayern Munich,Zé Roberto,32,Left Midfield,Nacional,Loan fee:£900Th.,in,Summer,0.9,1 Bundesliga,2007,2007/2008
Bayern Munich,Hamit Altintop,24,Right Midfield,FC Schalke 04,Free transfer,in,Summer,0,1 Bundesliga,2007,2007/2008
Bayern Munich,Sandro Wagner,19,Centre-Forward,FC Bayern II,-,in,Summer,0,1 Bundesliga,2007,2007/2008
