index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
76807,SpaPr,2529321,21/10/2017,18:45:00,Barcelona,Malaga,goodchance,goodchance,Malaga,Open Play,40:43:00,G. Castro,53,45,Left,1,1,2,1,Missed,R. Rosales,Cross High,-97,23,-,-
76808,SpaPr,2529321,21/10/2017,18:45:00,Barcelona,Malaga,poorchance,poorchance,Malaga,Open Play,71:53:00,E. Cecchini,6,119,Right,2,2,3,0,Missed,-,-,-,-,-,-
76809,SpaPr,2529321,21/10/2017,18:45:00,Barcelona,Malaga,greatchance,greatchance,Barcelona,Open Play,73:02:00,L. Suarez,-24,29,Left,1,0,1,0,Missed,Sergi Roberto,Cross Low,47,44,-,-
10387,SpaPr,2529321,21/10/2017,18:45:00,Barcelona,Malaga,goal,Very Good,Barcelona,Open Play,55:40:00,Iniesta,47,46,Left,3,3,2,0,-,L. Messi,Open Play Pass,1,87,J. Mascherano,Open Play Pass
10388,SpaPr,2529321,21/10/2017,18:45:00,Barcelona,Malaga,goal,Great,Barcelona,Open Play,01:52,Deulofeu,21,38,Right,3,1,2,0,-,L. Digne,Cross High,61,5,-,-
76824,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goodchance,goodchance,Villarreal,Open Play,23:19,C. Bacca,37,49,Right,2,3,2,0,Defended,C. Bakambu,Open Play Pass,60,148,Pablo Fornals,Open Play Pass
76822,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Las Palmas,Open Play,33:18:00,L. Remy,36,54,Right,1,5,2,0,Defended,J. Calleri,Open Play Pass,1,92,Jonathan Viera,Free Kick
76821,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,60:52:00,C. Bacca,3,49,Right,2,1,2,0,Missed,Mario Gaspar,Cross High,-110,34,-,-
76820,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,greatchance,greatchance,Villarreal,Open Play,63:04:00,C. Bacca,-14,39,Right,3,1,2,0,Woodwork,Pablo Fornals,Cross Low,-109,85,Samu Castillejo,Open Play Pass
76819,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Las Palmas,Open Play,68:51:00,M. Lemos,69,106,Right,2,2,1,0,Saved,L. Remy,Open Play Pass,-10,122,M. Lemos,Open Play Pass
76818,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goodchance,goodchance,Villarreal,Open Play,81:35:00,C. Bacca,34,47,Right,2,2,1,0,Missed,N. Sansone,Open Play Pass,6,56,C. Bacca,Open Play Pass
76817,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Villarreal,Open Play,85:58:00,D. Cheryshev,17,121,Left,1,0,2,0,Missed,Trigueros,Open Play Pass,-50,229,Rodri Hernandez,Open Play Pass
76823,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Las Palmas,Open Play,27:58:00,L. Remy,67,33,Right,1,3,2,0,Missed,Dani Castellano,Open Play Pass,109,114,Jonathan Viera,Open Play Pass
76825,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,19:23,C. Bakambu,-55,57,Right,2,4,2,0,Saved,Samu Castillejo,Open Play Pass,-31,160,Rodri Hernandez,Open Play Pass
76826,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Villarreal,Open Play,13:52,Samu Castillejo,48,83,Left,1,4,2,0,Missed,Pablo Fornals,Open Play Pass,26,95,C. Bacca,Open Play Pass
76836,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Villarreal,Open Play,37:48:00,Pablo Fornals,-9,87,Right,2,0,5,2,Defended,Samu Castillejo,Corner,136,2,C. Bakambu,Corner Won
76835,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Las Palmas,Open Play,36:05:00,M. Lemos,-7,63,Right,1,2,4,0,Missed,Jonathan Viera,Open Play Pass,-64,25,-,-
76834,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Las Palmas,Direct Free-Kick,34:58:00,Jonathan Viera,-69,124,Right,3,0,2,0,Saved,Michel,Free Kick Won,-70,125,-,-
76833,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,greatchance,greatchance,Las Palmas,Open Play,34:07:00,L. Remy,14,29,Right,1,4,1,0,Missed,Jonathan Viera,Open Play Pass,1,89,Vitolo,Open Play Pass
76832,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Villarreal,Open Play,03:50,Trigueros,7,60,Head,1,1,3,0,Missed,Samu Castillejo,Cross High,-104,27,Mario Gaspar,Open Play Pass
76831,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Dangerous Moment,04:52,C. Bacca,-2,37,Right,0,4,1,0,Missed,Jaume Costa,Cross High,105,89,Samu Castillejo,Open Play Pass
76830,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Villarreal,Open Play,05:59,Jaume Costa,44,83,Right,1,3,4,1,Missed,-,-,-,-,-,-
76829,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,07:38,Samu Castillejo,-21,56,Left,2,4,3,0,Defended,Mario Gaspar,Cross Low,-110,46,Samu Castillejo,Open Play Pass
76828,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goodchance,goodchance,Villarreal,Open Play,08:17,Alvaro Gonzalez,-9,37,Head,2,1,3,0,Missed,Trigueros,Cross High,106,42,Samu Castillejo,Corner
76827,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Las Palmas,Open Play,13:05,J. Calleri,-39,79,Right,3,2,2,0,Missed,Jonathan Viera,Open Play Pass,-4,134,Vitolo,Open Play Pass
76844,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,verygoodchance,verygoodchance,Las Palmas,Open Play,69:33:00,L. Remy,-14,18,Head,2,1,3,0,Saved,Jonathan Viera,Cross High,63,4,Vitolo,Open Play Pass
76841,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Las Palmas,Open Play,48:57:00,Michel,-76,101,Right,1,1,2,0,Missed,J. Calleri,Open Play Pass,22,109,-,-
76845,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goodchance,goodchance,Las Palmas,Open Play,70:04:00,A. Aquilani,-10,35,Head,1,2,3,1,Missed,Jonathan Viera,Corner,-136,1,L. Remy,Corner Won
76843,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,54:19:00,Pablo Fornals,51,85,Right,2,1,4,1,Missed,Jaume Costa,Open Play Pass,111,90,-,-
76842,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,54:03:00,Mario Gaspar,-46,86,Left,2,1,2,0,Saved,-,-,-,-,-,-
76840,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,greatchance,greatchance,Villarreal,Open Play,45:42:00,C. Bacca,-28,17,Right,2,2,1,0,Saved,C. Bakambu,Open Play Pass,21,110,Victor Ruiz,Open Play Pass
76839,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,43:46:00,Samu Castillejo,-52,76,Left,2,2,3,1,Saved,Pablo Fornals,Open Play Pass,-4,113,-,-
76838,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,verygoodchance,verygoodchance,Villarreal,Open Play,41:40:00,C. Bakambu,-41,36,Right,2,3,1,0,Missed,Samu Castillejo,Open Play Pass,-2,143,Pablo Fornals,Open Play Pass
76837,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Las Palmas,Open Play,38:29:00,Jonathan Viera,9,79,Right,3,2,3,0,Saved,Bigas,Open Play Pass,39,134,-,-
320,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,owngoal,Fairly Good,Villarreal,-,66:17:00,Ximo Navarro,-10,26,Right,-,-,1,0,-,Mario Gaspar,Cross Low,-71,35,Samu Castillejo,Open Play Pass
76846,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,75:58:00,C. Bacca,50,73,Right,2,2,3,0,Saved,Jaume Costa,Open Play Pass,43,117,-,-
76847,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Las Palmas,Open Play,76:44:00,J. Calleri,3,39,Left,2,5,2,0,Defended,Vitolo,Cross Low,63,40,A. Aquilani,Open Play Pass
76852,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Las Palmas,Open Play,91:27:00,J. Calleri,10,87,Right,1,2,2,0,Missed,L. Remy,Open Play Pass,38,64,A. Aquilani,Open Play Pass
76851,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goodchance,goodchance,Villarreal,Open Play,90:08:00,D. Cheryshev,55,46,Left,3,2,1,0,Saved,Pablo Fornals,Open Play Pass,105,66,N. Sansone,Open Play Pass
76850,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,fairlygoodchance,fairlygoodchance,Villarreal,Open Play,88:42:00,Jaume Costa,27,60,Right,2,2,2,1,Defended,N. Sansone,Open Play Pass,47,46,Pablo Fornals,Open Play Pass
76849,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goodchance,goodchance,Las Palmas,Open Play,79:53:00,L. Remy,-42,52,Right,2,1,1,0,Saved,Jonathan Viera,Open Play Pass,6,125,Vitolo,Open Play Pass
76848,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,poorchance,poorchance,Las Palmas,Open Play,78:11:00,Jonathan Viera,-64,94,Right,1,1,3,1,Missed,Michel,Open Play Pass,-100,97,-,-
10389,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goal,Fairly Good,Villarreal,Open Play,64:33:00,Mario Gaspar,-53,74,Left,4,3,2,0,-,-,-,-,-,-,-
10390,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goal,Good,Villarreal,Open Play,47:29:00,C. Bakambu,-44,20,Right,3,2,1,0,-,Samu Castillejo,Open Play Pass,-15,123,Rodri Hernandez,Open Play Pass
10391,SpaPr,2529322,22/10/2017,10:00:00,Villarreal,Las Palmas,goal,Superb,Villarreal,Open Play,92:42:00,N. Sansone,8,6,Left,3,0,0,0,-,D. Cheryshev,Open Play Pass,-50,23,Pablo Fornals,Open Play Pass
76856,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,fairlygoodchance,fairlygoodchance,Celta de Vigo,Open Play,56:23:00,Iago Aspas,-62,75,Left,3,0,5,2,Woodwork,D. Wass,Free Kick Won,-54,77,-,-
76863,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,fairlygoodchance,fairlygoodchance,Celta de Vigo,Open Play,22:03,P. Sisto,64,75,Right,3,0,2,1,Saved,Jonny Castro,Open Play Pass,96,54,P. Sisto,Open Play Pass
76862,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,verygoodchance,verygoodchance,Atletico Madrid,Dangerous Moment,25:16:00,A. Griezmann,-24,22,Left,0,4,2,0,Defended,K. Gameiro,Cross Low,-66,15,-,-
76861,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,fairlygoodchance,fairlygoodchance,Atletico Madrid,Open Play,27:00:00,A. Griezmann,-13,80,Left,3,2,3,0,Saved,K. Gameiro,Open Play Pass,9,93,A. Griezmann,Open Play Pass
76860,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,poorchance,poorchance,Celta de Vigo,Open Play,38:28:00,Hugo Mallo,61,95,Right,3,0,3,1,Saved,D. Wass,Free Kick,73,95,P. Hernandez,Free Kick Won
76859,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,poorchance,poorchance,Celta de Vigo,Open Play,43:10:00,D. Wass,4,98,Right,3,1,2,0,Saved,Iago Aspas,Open Play Pass,53,86,M. Gomez,Open Play Pass
76858,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,goodchance,goodchance,Celta de Vigo,Open Play,44:08:00,Jonny Castro,27,34,Right,2,3,5,2,Defended,Iago Aspas,Open Play Pass,-2,26,P. Hernandez,Cross High
76857,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,fairlygoodchance,fairlygoodchance,Celta de Vigo,Open Play,51:32:00,Iago Aspas,11,74,Left,3,0,3,1,Saved,P. Sisto,Shot (Opposition Rebound),56,76,-,-
76855,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,greatchance,greatchance,Atletico Madrid,Open Play,71:49:00,A. Griezmann,15,18,Head,2,1,1,0,Missed,Saul,Cross High,92,90,-,-
76854,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,verygoodchance,verygoodchance,Celta de Vigo,Open Play,76:39:00,M. Gomez,19,34,Right,2,4,2,0,Defended,P. Sisto,Cross High,-62,110,-,-
76853,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,verygoodchance,verygoodchance,Celta de Vigo,Open Play,85:15:00,M. Gomez,-10,30,Head,1,3,3,0,Missed,E. Mor,Cross High,114,45,-,-
10392,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,goal,Great,Atletico Madrid,Open Play,27:42:00,K. Gameiro,9,10,Right,3,2,1,0,-,-,-,-,-,-,-
76864,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,goodchance,goodchance,Celta de Vigo,Open Play,19:27,P. Hernandez,-5,57,Head,1,3,4,1,Missed,D. Wass,Free Kick,-106,124,-,-
76865,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,poorchance,poorchance,Celta de Vigo,Open Play,17:43,Hugo Mallo,-7,104,Right,1,0,6,1,Missed,-,-,-,-,-,-
76866,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,goodchance,goodchance,Celta de Vigo,Open Play,17:14,Sergi Gomez,-31,33,Head,3,2,2,0,Saved,P. Sisto,Free Kick,105,93,-,-
76867,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,fairlygoodchance,fairlygoodchance,Celta de Vigo,Open Play,09:12,Iago Aspas,-25,78,Left,2,1,2,0,Missed,M. Gomez,Open Play Pass,-38,79,-,-
76871,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,goodchance,goodchance,Celta de Vigo,Open Play,91:59:00,J. Guidetti,-17,23,Right,2,3,2,0,Saved,Sergi Gomez,Shot (Opposition Rebound),-29,47,-,-
76870,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,poorchance,poorchance,Atletico Madrid,Open Play,89:52:00,A. Griezmann,-7,101,Left,1,1,2,0,Missed,Filipe Luis,Open Play Pass,27,146,-,-
76869,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,fairlygoodchance,fairlygoodchance,Celta de Vigo,Open Play,88:06:00,Hugo Mallo,-18,69,Left,3,3,4,0,Saved,Iago Aspas,Open Play Pass,-50,84,Hugo Mallo,Open Play Pass
76868,SpaPr,2529329,22/10/2017,14:15:00,Celta de Vigo,Atletico Madrid,poorchance,poorchance,Celta de Vigo,Open Play,03:09,Iago Aspas,-22,101,Left,3,1,4,0,Saved,D. Wass,Free Kick,-79,111,-,-
10393,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,goal,Great,Leganes,Open Play,53:24:00,C. Beauvue,9,41,Right,3,1,1,0,-,N. Amrabat,Turnover,-25,199,-,-
76876,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Leganes,Open Play,39:35:00,Raul Garcia,8,76,Left,1,2,4,0,Missed,N. El Zhar,Cross Low,58,82,-,-
76883,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,fairlygoodchance,fairlygoodchance,Athletic Club,Open Play,94:10:00,Inigo Cordoba,58,29,Right,2,3,4,1,Defended,-,-,-,-,-,-
76882,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Leganes,Open Play,64:44:00,Ruben Perez,-4,88,Right,2,2,3,1,Missed,-,-,-,-,-,-
76881,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Athletic Club,Open Play,52:37:00,Inaki Williams,-43,79,Right,2,3,5,0,Defended,-,-,-,-,-,-
76880,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Leganes,Open Play,25:25:00,Gabriel,71,85,Left,3,2,3,0,Saved,N. Amrabat,Open Play Pass,93,26,-,-
76879,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,fairlygoodchance,fairlygoodchance,Leganes,Open Play,26:22:00,C. Beauvue,8,110,Left,2,1,2,0,Saved,N. El Zhar,Open Play Pass,3,233,-,-
76878,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Athletic Club,Open Play,29:33:00,Raul Garcia,44,47,Head,3,4,3,0,Missed,Saborit,Cross High,131,121,-,-
76877,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Leganes,Open Play,32:51:00,Raul Garcia,-64,86,Left,1,1,3,0,Missed,-,-,-,-,-,-
76875,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Athletic Club,Open Play,42:16:00,San Jose,-51,90,Right,1,1,3,0,Missed,Inaki Williams,Open Play Pass,25,84,-,-
76874,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Leganes,Direct Free-Kick,45:22:00,Gabriel,-73,79,Left,3,0,4,1,Defended,-,-,-,-,-,-
76873,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,greatchance,greatchance,Leganes,Open Play,75:37:00,N. Amrabat,-50,36,Right,2,1,1,0,Saved,Eraso,Open Play Pass,-98,117,-,-
76872,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Leganes,Open Play,78:58:00,N. El Zhar,-9,97,Left,2,3,3,0,Defended,-,-,-,-,-,-
76884,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,fairlygoodchance,fairlygoodchance,Athletic Club,Open Play,46:00:00,Aduriz,-40,26,Head,2,4,2,0,Missed,Iturraspe,Cross High,133,170,-,-
76885,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,verygoodchance,verygoodchance,Athletic Club,Open Play,46:49:00,Inaki Williams,-42,35,Right,3,3,2,0,Saved,Iturraspe,Open Play Pass,1,251,-,-
76886,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,superbchance,superbchance,Athletic Club,Open Play,47:26:00,San Jose,5,19,Head,1,1,0,0,Woodwork,Inaki Williams,Corner,132,1,-,-
76887,SpaPr,2529327,22/10/2017,16:30:00,Leganes,Athletic Club,poorchance,poorchance,Leganes,Open Play,58:02:00,Joseba Zaldua,-67,81,Left,2,3,4,0,Missed,Gabriel,Open Play Pass,5,132,-,-
321,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,owngoal,Fairly Good,Real Madrid,-,17:33,Paulo Oliveira,12,37,Head,-,-,1,2,-,Marco Asensio,Cross High,-114,83,-,-
10395,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,goal,Very Good,Real Madrid,Open Play,81:26:00,Marcelo,41,47,Left,4,1,1,0,-,K. Benzema,Open Play Pass,4,74,-,-
10394,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,goal,Good,Real Madrid,Open Play,27:26:00,Marco Asensio,39,50,Left,3,1,2,0,-,Isco,Open Play Pass,106,9,L. Modric,Open Play Pass
76905,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Eibar,Open Play,79:38:00,T. Inui,8,89,Right,2,3,2,0,Missed,Christian Rivera,Open Play Pass,115,119,-,-
76908,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,fairlygoodchance,fairlygoodchance,Eibar,Open Play,90:41:00,T. Inui,-34,75,Right,3,1,1,0,Saved,-,-,-,-,-,-
76907,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,verygoodchance,verygoodchance,Real Madrid,Open Play,87:45:00,Cristiano Ronaldo,-46,39,Right,2,2,2,0,Saved,Lucas Vazquez,Open Play Pass,10,85,-,-
76906,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Eibar,Open Play,87:22:00,Kike,-37,56,Right,1,2,2,0,Saved,Ruben Pena,Cross Low,-104,153,-,-
76904,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,fairlygoodchance,fairlygoodchance,Eibar,Dangerous Moment,54:35:00,T. Inui,46,41,Right,0,2,3,1,Defended,-,-,-,-,-,-
76903,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Eibar,Open Play,53:03:00,T. Inui,46,83,Right,1,3,4,2,Missed,-,-,-,-,-,-
76902,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Real Madrid,Direct Free-Kick,51:36:00,Cristiano Ronaldo,-6,114,Right,1,0,5,0,Missed,-,-,-,-,-,-
76901,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,greatchance,greatchance,Real Madrid,Open Play,48:42:00,Isco,-43,32,Right,2,2,1,0,Saved,Marco Asensio,Open Play Pass,42,178,-,-
76900,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Eibar,Open Play,37:30:00,Jose Angel,33,92,Left,2,1,3,1,Missed,-,-,-,-,-,-
76899,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,goodchance,goodchance,Real Madrid,Dangerous Moment,32:32:00,Marco Asensio,-23,16,Head,0,1,1,0,Defended,Isco,Cross High,100,14,-,-
76898,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Real Madrid,Open Play,31:23:00,Dani Ceballos,-24,100,Right,3,1,2,0,Missed,L. Modric,Open Play Pass,21,136,-,-
76897,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Real Madrid,Open Play,25:51:00,Marco Asensio,63,108,Left,3,2,2,0,Saved,L. Modric,Open Play Pass,19,131,-,-
76896,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Eibar,Open Play,19:09,Charles,-39,188,Right,1,0,1,0,Saved,G. Escalante,Open Play Pass,-60,252,-,-
76895,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Real Madrid,Open Play,16:45,Cristiano Ronaldo,-12,88,Right,3,4,3,0,Defended,-,-,-,-,-,-
76894,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,fairlygoodchance,fairlygoodchance,Eibar,Open Play,09:50,G. Escalante,-23,40,Left,1,2,3,0,Missed,Jose Angel,Cross High,113,25,-,-
76893,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,goodchance,goodchance,Eibar,Open Play,04:59,Joan Jordan,-18,58,Right,2,0,3,0,Saved,Charles,Open Play Pass,-53,13,Jose Angel,Cross High
76892,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,greatchance,greatchance,Real Madrid,Open Play,01:08,Isco,34,43,Right,2,2,1,0,Saved,Marco Asensio,Cross Low,-7,95,-,-
76891,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,poorchance,poorchance,Real Madrid,Open Play,64:57:00,L. Modric,6,100,Right,2,1,2,0,Missed,Dani Ceballos,Open Play Pass,63,112,-,-
76890,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,greatchance,greatchance,Real Madrid,Open Play,65:40:00,Cristiano Ronaldo,-22,30,Right,2,3,1,0,Saved,L. Modric,Open Play Pass,10,174,-,-
76889,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,fairlygoodchance,fairlygoodchance,Real Madrid,Open Play,73:32:00,K. Benzema,32,57,Right,2,4,2,0,Defended,Cristiano Ronaldo,Open Play Pass,7,111,-,-
76888,SpaPr,2529325,22/10/2017,18:45:00,Real Madrid,Eibar,fairlygoodchance,fairlygoodchance,Real Madrid,Open Play,78:16:00,Cristiano Ronaldo,-38,15,Right,2,2,3,0,Missed,Marcelo,Cross High,38,17,-,-
76926,SpaPr,2529328,23/10/2017,18:00:00,Real Sociedad,Espanyol,fairlygoodchance,fairlygoodchance,Espanyol,Open Play,80:43:00,Mario Hermoso,-22,41,Head,2,5,4,1,Defended,Aaron Martin,Corner,136,2,Gerard Moreno,Corner Won
76925,SpaPr,2529328,23/10/2017,18:00:00,Real Sociedad,Espanyol,fairlygoodchance,fairlygoodchance,Espanyol,Open Play,78:02:00,Sergio Garcia,-59,39,Right,2,2,2,0,Defended,Gerard Moreno,Open Play Pass,4,112,-,-
76924,SpaPr,2529328,23/10/2017,18:00:00,Real Sociedad,Espanyol,fairlygoodchance,fairlygoodchance,Real Sociedad,Open Play,76:43:00,Illarramendi,54,31,Head,2,3,2,0,Missed,A. Januzaj,Corner,136,2,Mikel Oyarzabal,Corner Won
76922,SpaPr,2529328,23/10/2017,18:00:00,Real Sociedad,Espanyol,fairlygoodchance,fairlygoodchance,Real Sociedad,Direct Free-Kick,64:46:00,A. Januzaj,-20,98,Left,2,0,6,1,Defended,-,-,-,-,-,-
76923,SpaPr,2529328,23/10/2017,18:00:00,Real Sociedad,Espanyol,fairlygoodchance,fairlygoodchance,Real Sociedad,Open Play,65:13:00,Willian Jose,15,35,Head,1,3,2,0,Defended,A. Januzaj,Corner,135,2,A. Januzaj,Corner Won
76914,SpaPr,2529328,23/10/2017,18:00:00,Real Sociedad,Espanyol,poorchance,poorchance,Real Sociedad,Open Play,43:02:00,Mikel Oyarzabal,24,95,Left,3,5,4,0,Saved,C. Vela,Open Play Pass,43,95,Kevin Rodrigues,Open Play Pass
76921,SpaPr,2529328,23/10/2017,18:00:00,Real Sociedad,Espanyol,poorchance,poorchance,Real Sociedad,Open Play,62:07:00,Kevin Rodrigues,23,93,Right,3,5,3,0,Saved,Willian Jose,Open Play Pass,89,117,Kevin Rodrigues,Open Play Pass
