index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
1919,AusAL,2238908,18/11/2016,11:00:00,Perth Glory,Adelaide United,goodchance,goodchance,Perth Glory,Open Play,34:23:00,R. Griffiths,1,62,Left,1,3,3,0,Missed,-,-,-,-,-,-
1920,AusAL,2238908,18/11/2016,11:00:00,Perth Glory,Adelaide United,poorchance,poorchance,Perth Glory,Open Play,40:11:00,A. Keogh,21,168,Right,3,1,3,0,Saved,-,-,-,-,-,-
1921,AusAL,2238908,18/11/2016,11:00:00,Perth Glory,Adelaide United,verygoodchance,verygoodchance,Adelaide United,Open Play,46:07:00,Sergi Guardiola,15,45,Right,1,3,2,0,Missed,-,-,-,-,-,-
1929,AusAL,2238908,18/11/2016,11:00:00,Perth Glory,Adelaide United,owngoal,Poor,Adelaide United,-,21:10,J. Risdon,13,30,Left,-,-,1,0,-,T. Elrich,Cross Low,-113,72,-,-
1932,AusAL,2238908,18/11/2016,11:00:00,Perth Glory,Adelaide United,goal,Good,Perth Glory,Open play,94:23:00,A. Keogh,15,43,Head,3,3,2,0,-,N. Marinković,Cross High,-64,45,-,-
1933,AusAL,2238908,18/11/2016,11:00:00,Perth Glory,Adelaide United,goal,Poor,Perth Glory,Open play,24:42:00,R. Griffiths,-46,94,Right,4,3,4,0,-,-,-,-,-,-,-
1934,AusAL,2238908,18/11/2016,11:00:00,Perth Glory,Adelaide United,goal,Superb,Perth Glory,Open play,66:43:00,A. Keogh,-3,18,Left,3,0,0,0,-,-,-,-,-,-,-
1895,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Brisbane Roar,Open Play,81:51:00,J. MacLaren,39,88,Right,2,2,3,0,Saved,-,-,-,-,-,-
1896,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Brisbane Roar,Open Play,83:43:00,Arana,-9,82,Right,1,2,3,0,Missed,-,-,-,-,-,-
1897,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,goodchance,goodchance,Sydney,Open Play,69:18:00,A. Brosque,-38,50,Right,1,2,3,0,Missed,-,-,-,-,-,-
1898,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,fairlygoodchance,fairlygoodchance,Sydney,Direct Free-Kick,53:19:00,B. O'Neill,-39,81,Right,3,0,7,0,Saved,-,-,-,-,-,-
1899,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Sydney,Open Play,01:16,F. Holosko,-53,114,Right,1,1,3,0,Missed,-,-,-,-,-,-
1900,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,goodchance,goodchance,Sydney,Open Play,19:26,M. Ninkovic,15,45,Head,1,2,3,0,Missed,-,-,-,-,-,-
1901,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,fairlygoodchance,fairlygoodchance,Brisbane Roar,Open Play,20:17,T. Oar,-61,51,Right,2,3,2,0,Defended,-,-,-,-,-,-
1902,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,goodchance,goodchance,Sydney,Open Play,21:40,F. Holosko,-45,49,Right,1,2,3,0,Missed,-,-,-,-,-,-
1903,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Brisbane Roar,Open Play,23:12,T. Kristensen,-20,99,Right,3,2,3,0,Saved,-,-,-,-,-,-
1904,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,greatchance,greatchance,Sydney,Open Play,36:51:00,Bobo,39,47,Right,1,4,1,0,Missed,-,-,-,-,-,-
1905,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,greatchance,greatchance,Sydney,Open Play,37:45:00,A. Brosque,-43,45,Left,2,3,1,0,Saved,-,-,-,-,-,-
1906,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,fairlygoodchance,fairlygoodchance,Sydney,Open Play,44:09:00,R. Grant,-59,51,Right,1,2,3,0,Missed,-,-,-,-,-,-
1907,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Brisbane Roar,Direct Free-Kick,45:39:00,T. Broich,-9,113,Right,1,0,8,0,Missed,-,-,-,-,-,-
1908,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,verygoodchance,verygoodchance,Sydney,Open Play,63:14:00,M. Ninkovic,-38,27,Right,3,3,2,0,Saved,-,-,-,-,-,-
1909,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Brisbane Roar,Open Play,73:30:00,B. Holman,-3,87,Left,1,3,3,0,Missed,-,-,-,-,-,-
1910,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Sydney,Open Play,74:07:00,M. Ninkovic,74,78,Right,1,2,3,0,Missed,-,-,-,-,-,-
1911,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,goal,Poor,Sydney,Open play,12:58,J. Brillante,-30,98,Right,4,3,4,0,-,-,-,-,-,-,-
1912,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,goal,Fairly Good,Brisbane Roar,Open play,39:55:00,T. Kristensen,-46,55,Right,3,2,3,0,-,C. Brown,Cross Low,110,33,-,-
1913,AusAL,2238910,19/11/2016,08:50:00,Brisbane Roar,Sydney,poorchance,poorchance,Sydney,Open Play,91:57:00,D. Carney,55,71,Left,1,4,2,0,Missed,-,-,-,-,-,-
1872,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goal,Great,Newcastle Jets,Open play,63:07:00,M. Nordstrand,2,56,Right,3,2,1,0,-,W. Brown,-,61,253,-,-
1873,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goal,Great,Central Coast Mariners,Open play,42:00:00,J. McGing,19,14,Head,3,0,0,0,-,Fábio Ferreira,Free Kick,-75,91,-,-
1874,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,verygoodchance,verygoodchance,Newcastle Jets,Open Play,82:26:00,A. Kokko,15,41,Head,3,2,2,0,Saved,-,-,-,-,-,-
1875,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,poorchance,poorchance,Central Coast Mariners,Open Play,21:28,B. Powell,45,101,Right,1,1,3,0,Saved,-,-,-,-,-,-
1876,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,fairlygoodchance,fairlygoodchance,Central Coast Mariners,Open Play,02:24,M. Neill,69,51,Left,1,3,4,0,Missed,-,-,-,-,-,-
1877,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goodchance,goodchance,Newcastle Jets,Open Play,70:44:00,A. Nabbout,58,35,Left,2,3,3,0,Defended,-,-,-,-,-,-
1878,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,greatchance,greatchance,Newcastle Jets,Open Play,72:21:00,D. Clut,-8,28,Right,1,3,3,0,Saved,-,-,-,-,-,-
1879,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goodchance,goodchance,Newcastle Jets,Open Play,75:39:00,M. Nordstrand,-43,43,Right,2,4,1,0,Missed,-,-,-,-,-,-
1880,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,verygoodchance,verygoodchance,Newcastle Jets,Open Play,80:29:00,A. Hoole,-46,24,Right,3,4,2,0,Saved,-,-,-,-,-,-
1881,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goodchance,goodchance,Newcastle Jets,Open Play,81:44:00,J. Koutroumbis,0,54,Right,2,2,7,0,Defended,-,-,-,-,-,-
1882,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,poorchance,poorchance,Newcastle Jets,Direct Free-Kick,93:15:00,N. Cowburn,-41,89,Right,1,0,8,0,Missed,-,-,-,-,-,-
1883,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,greatchance,greatchance,Newcastle Jets,Open Play,29:17:00,I. Fyfe,3,21,Head,3,4,2,0,Woodwork,-,-,-,-,-,-
1884,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,poorchance,poorchance,Newcastle Jets,Open Play,28:32:00,D. Clut,-26,149,Right,3,1,3,0,Saved,-,-,-,-,-,-
1885,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,verygoodchance,verygoodchance,Central Coast Mariners,Open Play,38:27:00,B. Powell,47,44,Left,3,4,1,0,Saved,-,-,-,-,-,-
1886,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goodchance,goodchance,Central Coast Mariners,Open Play,88:15:00,R. O'Donovan,-53,52,Right,3,3,1,0,Saved,-,-,-,-,-,-
1887,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goodchance,goodchance,Central Coast Mariners,Open Play,39:37:00,R. O'Donovan,8,46,Head,2,3,4,0,Missed,-,-,-,-,-,-
1888,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,greatchance,greatchance,Newcastle Jets,Open Play,87:12:00,N. Cowburn,44,34,Right,3,3,2,0,Defended,-,-,-,-,-,-
1889,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,poorchance,poorchance,Newcastle Jets,Open Play,65:52:00,A. Hoole,-33,91,Right,1,0,7,0,Missed,-,-,-,-,-,-
1890,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,poorchance,poorchance,Newcastle Jets,Open Play,61:24:00,W. Brown,16,103,Right,1,1,4,0,Missed,-,-,-,-,-,-
1891,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,fairlygoodchance,fairlygoodchance,Newcastle Jets,Open Play,56:46:00,D. Clut,38,55,Right,2,2,3,0,Defended,-,-,-,-,-,-
1892,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goodchance,goodchance,Central Coast Mariners,Open Play,53:23:00,C. Pain,-14,47,Head,2,3,2,0,Saved,-,-,-,-,-,-
1893,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,goodchance,goodchance,Newcastle Jets,Open Play,47:46:00,J. Koutroumbis,43,39,Head,1,2,2,0,Missed,-,-,-,-,-,-
1894,AusAL,2238911,20/11/2016,06:00:00,Newcastle Jets,Central Coast Mariners,poorchance,poorchance,Newcastle Jets,Direct Free-Kick,46:27:00,A. Hoole,-38,105,Right,3,0,7,0,Saved,-,-,-,-,-,-
1854,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,goal,Very Good,Central Coast Mariners,Open play,29:28:00,H. Ascroft,7,35,Left,3,4,4,0,-,N. Montgomery,Corner,133,2,-,-
1855,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,goal,Great,Central Coast Mariners,Open play,62:43:00,R. O'Donovan,-10,33,Right,3,2,1,0,-,N. Montgomery,Shot (Deflection),-25,98,-,-
1856,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,fairlygoodchance,fairlygoodchance,Perth Glory,Open Play,31:36:00,A. Taggart,-68,46,Right,3,2,2,0,Saved,-,-,-,-,-,-
1857,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,greatchance,greatchance,Perth Glory,Open Play,70:54:00,R. Griffiths,-20,18,Head,1,3,1,0,Missed,-,-,-,-,-,-
1858,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,verygoodchance,verygoodchance,Perth Glory,Open Play,70:26:00,N. Marinkovic,55,40,Right,2,3,2,0,Saved,-,-,-,-,-,-
1859,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,greatchance,greatchance,Perth Glory,Open Play,09:48,M. Smiljanic,-13,54,Right,3,3,1,0,Saved,-,-,-,-,-,-
1860,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,poorchance,poorchance,Perth Glory,Open Play,04:44,R. Williams,-56,104,Left,2,1,3,0,Saved,-,-,-,-,-,-
1861,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,goodchance,goodchance,Central Coast Mariners,Open Play,01:35,T. Buhagiar,-42,15,Right,1,3,2,0,Missed,-,-,-,-,-,-
1862,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,greatchance,greatchance,Central Coast Mariners,Open Play,28:53:00,C. Pain,54,27,Right,2,2,1,0,Defended,-,-,-,-,-,-
1863,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,poorchance,poorchance,Central Coast Mariners,Open Play,45:51:00,A. Berry,-31,100,Right,1,3,5,0,Missed,-,-,-,-,-,-
1864,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,goodchance,goodchance,Perth Glory,Open Play,82:29:00,R. Griffiths,16,48,Head,2,3,3,0,Saved,-,-,-,-,-,-
1865,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,poorchance,poorchance,Perth Glory,Open Play,49:12:00,C. Harold,-24,82,Right,2,2,3,0,Missed,-,-,-,-,-,-
1866,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,poorchance,poorchance,Perth Glory,Open Play,57:44:00,A. Keogh,56,81,Right,1,2,4,0,Missed,-,-,-,-,-,-
1867,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,verygoodchance,verygoodchance,Central Coast Mariners,Open Play,64:42:00,A. Berry,-11,55,Right,3,2,3,0,Saved,-,-,-,-,-,-
1868,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,goodchance,goodchance,Perth Glory,Open Play,67:17:00,A. Taggart,17,46,Left,1,3,2,0,Missed,-,-,-,-,-,-
1869,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,fairlygoodchance,fairlygoodchance,Central Coast Mariners,Open Play,87:32:00,C. Pain,35,57,Left,4,2,2,0,Woodwork,-,-,-,-,-,-
1870,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,goodchance,goodchance,Perth Glory,Open Play,90:15:00,S. Lowry,20,46,Head,2,3,4,0,Missed,-,-,-,-,-,-
1871,AusAL,2238912,24/11/2016,08:50:00,Central Coast Mariners,Perth Glory,goodchance,goodchance,Perth Glory,Open Play,74:42:00,C. Harold,-55,40,Left,2,3,2,0,Missed,-,-,-,-,-,-
1830,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,goal,Penalty,Brisbane Roar,Penalty,17:26,J. MacLaren,-2,45,Right,3,0,1,0,-,J. MacLaren,Penalty Earned,-48,10,Arana,Cross Low
1831,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,goal,Superb,Western Sydney Wanderers,Open play,55:22:00,J. Kusukami,-2,12,Right,3,0,0,0,-,J. Clisby,Cross Low,62,27,N. Martinez,Open Play Pass
1832,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,verygoodchance,verygoodchance,Western Sydney Wanderers,Open Play,29:53:00,N. Martinez,54,56,Left,3,0,3,0,Saved,M. Nichols,Open Play Pass,65,34,N. Martinez,Open Play Pass
1833,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,poorchance,poorchance,Western Sydney Wanderers,Open Play,94:15:00,K. Baccus,39,101,Left,1,3,6,3,Missed,S. Luštica,Open Play Pass,1,101,-,-
1834,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,verygoodchance,verygoodchance,Brisbane Roar,Open Play,90:54:00,T. Oar,-31,50,Left,3,0,4,1,Missed,D. Petratos,Cross Low,-103,13,L. DeVere,Open Play Pass
1835,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,fairlygoodchance,fairlygoodchance,Western Sydney Wanderers,Open Play,70:29:00,N. Martinez,33,94,Right,4,1,5,3,Saved,M. Nichols,Open Play Pass,104,56,B. Santalab,Open Play Pass
1836,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,verygoodchance,verygoodchance,Brisbane Roar,Open Play,49:01:00,J. MacLaren,-34,37,Right,3,0,1,0,Saved,-,-,-,-,-,-
1837,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,verygoodchance,verygoodchance,Western Sydney Wanderers,Open Play,45:43:00,M. Nichols,44,50,Right,3,1,2,0,Saved,N. Martínez,Open Play Pass,3,103,-,-
1838,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,fairlygoodchance,fairlygoodchance,Western Sydney Wanderers,Open Play,30:21:00,B. Pinatares,-26,39,Head,2,2,4,2,Missed,Dimas,Corner,-136,4,N. Martinez,Corner Won
1839,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,goodchance,goodchance,Western Sydney Wanderers,Open Play,18:53,S. Neville,-50,59,Right,2,2,4,2,Saved,N. Martínez,Open Play Pass,-112,107,S. Neville,Open Play Pass
1840,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,superbchance,superbchance,Western Sydney Wanderers,Open Play,76:32:00,B. Santalab,-9,18,Right,1,0,1,0,Missed,N. Martínez,Cross Low,61,38,J. Clisby,Open Play Pass
1841,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,greatchance,greatchance,Brisbane Roar,Open Play,15:54,B. Holman,20,31,Left,3,0,1,0,Saved,Arana,Open Play Pass,-50,102,B. Holman,Open Play Pass
1842,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,poorchance,poorchance,Western Sydney Wanderers,Open Play,13:16,B. Pinatares,10,106,Left,2,0,5,1,Missed,M. Nichols,Open Play Pass,-47,113,S. Neville,Open Play Pass
1843,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,goodchance,goodchance,Brisbane Roar,Open Play,05:33,J. Pepper,7,77,Left,2,1,4,1,Missed,T. Broich,Open Play Pass,45,76,J. MacLaren,Open Play Pass
1844,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,fairlygoodchance,fairlygoodchance,Western Sydney Wanderers,Open Play,03:28,J. Clisby,52,53,Left,1,1,2,0,Missed,N. Martínez,Open Play Pass,-3,100,M. Nichols,Open Play Pass
1845,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,verygoodchance,verygoodchance,Western Sydney Wanderers,Open Play,02:55,M. Nichols,17,44,Head,3,2,2,1,Saved,S. Neville,Cross High,-99,96,J. Kusukami,Open Play Pass
1846,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,goodchance,goodchance,Western Sydney Wanderers,Open Play,59:52:00,J. Clisby,45,69,Right,3,2,3,1,Saved,Dimas,Open Play Pass,-30,111,M. Nichols,Open Play Pass
1847,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,goodchance,goodchance,Western Sydney Wanderers,Open Play,67:35:00,N. Martinez,-4,75,Right,2,1,5,1,Saved,-,-,-,-,-,-
1848,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,penawarded,Poor,Brisbane Roar,Tackle,16:26,-,-,-,-,,-,-,-,Penalty Awarded,-,-,-,-,-,-
1849,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,fairlygoodchance,fairlygoodchance,Western Sydney Wanderers,Open Play,74:49:00,M. Nichols,27,96,Right,3,0,4,1,Saved,-,-,-,-,-,-
1850,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,fairlygoodchance,fairlygoodchance,Western Sydney Wanderers,Open Play,78:17:00,N. Martinez,-33,104,Left,3,0,5,2,Saved,M. Nichols,Open Play Pass,-99,80,N. Martinez,Open Play Pass
1851,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,fairlygoodchance,fairlygoodchance,Western Sydney Wanderers,Open Play,79:29:00,B. Santalab,-56,35,Right,3,4,2,0,Saved,-,-,-,-,-,-
1852,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,poorchance,poorchance,Brisbane Roar,Direct Free-Kick,82:49:00,D. Petratos,-29,113,Right,3,0,6,2,Saved,J. MacLaren,Free Kick Won,-32,111,-,-
1853,AusAL,2238913,25/11/2016,08:50:00,Western Sydney Wanderers,Brisbane Roar,goodchance,goodchance,Western Sydney Wanderers,Open Play,81:03:00,B. Santalab,-53,30,Right,3,3,2,0,Missed,J. Clisby,Cross Low,65,48,N. Martinez,Open Play Pass
1803,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,fairlygoodchance,fairlygoodchance,Melbourne Victory,Open Play,77:35:00,B. Berisha,-16,62,Left,2,2,3,0,Saved,-,-,-,-,-,-
1804,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Melbourne Victory,Open Play,09:00,J. Troisi,29,98,Left,1,4,3,0,Missed,-,-,-,-,-,-
1805,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,superbchance,superbchance,Melbourne Victory,Open Play,12:08,B. Berisha,2,14,Right,1,0,0,0,Missed,-,-,-,-,-,-
1806,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,fairlygoodchance,fairlygoodchance,Newcastle Jets,Open Play,03:47,A. Brennan,-3,64,Right,1,4,2,0,Missed,-,-,-,-,-,-
1807,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Newcastle Jets,Open Play,68:50:00,D. Clut,-29,108,Left,4,1,3,0,Saved,-,-,-,-,-,-
1814,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Melbourne Victory,Open Play,29:10:00,C. Valeri,34,92,Left,2,2,6,0,Defended,-,-,-,-,-,-
1815,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Melbourne Victory,Open Play,25:50:00,M. Austin,31,87,Left,1,2,3,0,Missed,-,-,-,-,-,-
1816,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Newcastle Jets,Direct Free-Kick,35:06:00,A. Hoole,-65,78,Right,3,0,4,0,Saved,-,-,-,-,-,-
1817,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Melbourne Victory,Open Play,47:53:00,J. Troisi,-2,76,Left,1,2,3,0,Missed,-,-,-,-,-,-
1818,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Melbourne Victory,Open Play,58:46:00,F. Ben Khalfallah,-45,96,Left,2,1,3,0,Saved,-,-,-,-,-,-
1819,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Melbourne Victory,Open Play,59:36:00,J. Troisi,-30,106,Left,3,2,3,0,Saved,-,-,-,-,-,-
1820,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,goodchance,goodchance,Melbourne Victory,Open Play,73:57:00,J. Troisi,-17,54,Left,1,4,2,0,Missed,-,-,-,-,-,-
1821,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,poorchance,poorchance,Melbourne Victory,Open Play,82:30:00,B. Berisha,-39,89,Right,0,2,3,0,Missed,-,-,-,-,-,-
1822,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,verygoodchance,verygoodchance,Newcastle Jets,Open Play,88:08:00,J. Hoffman,-2,37,Right,3,4,3,0,Defended,-,-,-,-,-,-
1828,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,owngoal,Fairly Good,Melbourne Victory,-,51:30:00,I. Fyfe,36,52,Head,-,-,9,3,-,M. Rojas,Shot (Deflection),43,91,-,-
1829,AusAL,2238914,26/11/2016,06:35:00,Melbourne Victory,Newcastle Jets,goal,Great,Melbourne Victory,Open play,53:44:00,M. Rojas,-29,34,Right,3,3,1,0,-,-,-,-,-,-,-
1808,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,poorchance,poorchance,Adelaide United,Open Play,29:34:00,M. Carrusca,-20,85,Right,2,4,5,2,Defended,Sergi Guardiola,Open Play Pass,6,55,T. Elrich,Cross High
1809,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,fairlygoodchance,fairlygoodchance,Sydney,Open Play,46:24:00,Bobo,43,90,Right,3,0,3,0,Saved,B. O'Neill,Open Play Pass,-60,145,R. Grant,Throw in
1810,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,fairlygoodchance,fairlygoodchance,Adelaide United,Open Play,45:21:00,T. Elrich,-72,97,Right,3,0,3,0,Saved,B. Garuccio,Open Play Pass,24,124,Isaias,Open Play Pass
1811,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,verygoodchance,verygoodchance,Sydney,Open Play,43:37:00,F. Holosko,11,67,Right,2,4,2,0,Missed,Bobô,Open Play Pass,25,121,M. Jurman,Open Play Pass
1812,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,goodchance,goodchance,Adelaide United,Open Play,38:40:00,T. Elrich,-19,103,Left,3,2,2,0,Missed,N. Mileusnic,Open Play Pass,-113,188,E. Galekovic,Open Play Pass
1813,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,goodchance,goodchance,Sydney,Open Play,32:00:00,M. Jurman,-13,29,Head,2,4,3,0,Missed,Bobô,Open Play Pass,32,26,F. Holosko,Open Play Pass
1823,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,goodchance,goodchance,Sydney,Open Play,05:38,Bobo,-20,42,Head,2,2,2,0,Missed,M. Zullo,Cross High,111,48,F. Holosko,Open Play Pass
1824,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,poorchance,poorchance,Sydney,Open Play,18:45,R. Grant,-3,101,Right,1,3,6,5,Defended,B. O'Neill,Open Play Pass,29,87,-,-
1825,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,verygoodchance,verygoodchance,Adelaide United,Open Play,58:27:00,M. Carrusca,10,48,Left,3,3,3,0,Saved,B. Garuccio,Open Play Pass,73,38,Isaias,Open Play Pass
1826,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,greatchance,greatchance,Adelaide United,Open Play,62:01:00,J. Holland,-6,57,Left,3,1,1,0,Saved,N. Mileusnic,Open Play Pass,-75,137,-,-
1827,AusAL,2238915,26/11/2016,08:50:00,Sydney,Adelaide United,verygoodchance,verygoodchance,Sydney,Open Play,62:52:00,A. Wilkinson,1,36,Head,2,3,3,0,Missed,B. O'Neill,Cross High,98,80,-,-
