,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Adnan Januzaj,"€ 85,500","€ 4,446,000","€ 4,431,654",F,23,Belgium,Real Sociedad,La Liga,2018-2019
1,Theo Hernández,"€ 69,231","€ 3,600,000","€ 3,588,384",D,20,France,Real Sociedad,La Liga,2018-2019
2,Sandro Ramírez,"€ 57,923","€ 3,012,000","€ 3,002,281",F,22,Spain,Real Sociedad,La Liga,2018-2019
3,Willian José,"€ 56,596","€ 2,943,000","€ 2,933,504",F,26,Brazil,Real Sociedad,La Liga,2018-2019
4,Asier Illarramendi,"€ 55,000","€ 2,860,000","€ 2,850,772",M,28,Spain,Real Sociedad,La Liga,2018-2019
5,Gerónimo Rulli,"€ 46,000","€ 2,392,000","€ 2,384,282",K,26,Argentina,Real Sociedad,La Liga,2018-2019
6,Mikel Oyarzabal,"€ 43,115","€ 2,242,000","€ 2,234,766",F,21,Spain,Real Sociedad,La Liga,2018-2019
7,Mikel Merino,"€ 41,423","€ 2,154,000","€ 2,147,050",M,22,Spain,Real Sociedad,La Liga,2018-2019
8,Juanmi,"€ 40,231","€ 2,092,000","€ 2,085,250",F,25,Spain,Real Sociedad,La Liga,2018-2019
9,Miguel Ángel Moyà,"€ 39,154","€ 2,036,000","€ 2,029,430",K,34,Spain,Real Sociedad,La Liga,2018-2019
10,Diego Llorente,"€ 31,481","€ 1,637,000","€ 1,631,718",D,24,Spain,Real Sociedad,La Liga,2018-2019
11,Raúl Navas,"€ 25,442","€ 1,323,000","€ 1,318,731",D,30,Spain,Real Sociedad,La Liga,2018-2019
12,Héctor Moreno,"€ 21,269","€ 1,106,000","€ 1,102,431",D,30,Mexico,Real Sociedad,La Liga,2018-2019
13,Joseba Zaldua,"€ 18,462","€ 960,000","€ 956,902",D,26,Spain,Real Sociedad,La Liga,2018-2019
14,Aritz Elustondo,"€ 17,750","€ 923,000","€ 920,022",D,24,Spain,Real Sociedad,La Liga,2018-2019
15,Jon Bautista,"€ 15,904","€ 827,000","€ 824,332",F,22,Spain,Real Sociedad,La Liga,2018-2019
16,David Zurutuza,"€ 15,327","€ 797,000","€ 794,428",M,31,Spain,Real Sociedad,La Liga,2018-2019
17,Kévin Rodrigues,"€ 12,788","€ 665,000","€ 662,854",D,24,Portugal,Real Sociedad,La Liga,2018-2019
18,Igor Zubeldia,"€ 11,904","€ 619,000","€ 617,003",M,21,Spain,Real Sociedad,La Liga,2018-2019
19,Rubén Pardo,"€ 7,673","€ 399,000","€ 397,713",M,25,Spain,Real Sociedad,La Liga,2018-2019
20,Luca Sangalli,"€ 7,058","€ 367,000","€ 365,816",M,23,Spain,Real Sociedad,La Liga,2018-2019
21,Andoni Gorosabel,"€ 6,923","€ 360,000","€ 358,838",D,21,Spain,Real Sociedad,La Liga,2018-2019
22,Martín Merquelanz,"€ 5,058","€ 263,000","€ 262,151",F,23,Spain,Real Sociedad,La Liga,2018-2019
23,Robin Le Normand,"€ 1,500","€ 78,000","€ 77,748",D,21,France,Real Sociedad,La Liga,2018-2019
24,Roberto López,€ 0,€ 0,€ 0,M,18,Spain,Real Sociedad,La Liga,2018-2019
25,Ander Barrenetxea,€ 0,€ 0,€ 0,F,16,Spain,Real Sociedad,La Liga,2018-2019
26,Alex Sola,€ 0,€ 0,€ 0,D,19,Spain,Real Sociedad,La Liga,2018-2019
27,Aihen Muñoz,€ 0,€ 0,€ 0,D,20,Spain,Real Sociedad,La Liga,2018-2019
28,Zourdine Thior,€ 0,€ 0,€ 0,F,20,Senegal,Real Sociedad,La Liga,2018-2019
29,Martín Zubimendi,€ 0,€ 0,€ 0,M,19,Spain,Real Sociedad,La Liga,2018-2019
30,Andoni Zubiaurre,€ 0,€ 0,€ 0,K,21,Spain,Real Sociedad,La Liga,2018-2019
31,Ander Guevara,€ 0,€ 0,€ 0,M,20,Spain,Real Sociedad,La Liga,2018-2019
32,Näis Djouahra,€ 0,€ 0,€ 0,F,18,France,Real Sociedad,La Liga,2018-2019
