,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Sebastián Cristóforo,"€ 24,923","€ 1,296,000","€ 1,291,818",M,24,Uruguay,Getafe,La Liga,2018-2019
1,Nemanja Maksimovic,"€ 23,077","€ 1,200,000","€ 1,196,128",M,23,Serbia,Getafe,La Liga,2018-2019
2,Dimitri Foulquier,"€ 22,269","€ 1,158,000","€ 1,154,263",D,25,Guadeloupe,Getafe,La Liga,2018-2019
3,Jaime Mata,"€ 22,192","€ 1,154,000","€ 1,150,276",F,29,Spain,Getafe,La Liga,2018-2019
4,Gaku Shibasaki,"€ 20,865","€ 1,085,000","€ 1,081,499",M,26,Japan,Getafe,La Liga,2018-2019
5,Ángel Rodríguez,"€ 17,538","€ 912,000","€ 909,057",F,31,Spain,Getafe,La Liga,2018-2019
6,David Soria,"€ 17,519","€ 911,000","€ 908,060",K,25,Spain,Getafe,La Liga,2018-2019
7,Vitorino Antunes,"€ 17,250","€ 897,000","€ 894,106",D,31,Portugal,Getafe,La Liga,2018-2019
8,Samu Sáiz,"€ 16,712","€ 869,000","€ 866,196",M,27,Spain,Getafe,La Liga,2018-2019
9,Mauro Arambarri,"€ 16,173","€ 841,000","€ 838,286",M,22,Uruguay,Getafe,La Liga,2018-2019
10,Iván Alejo,"€ 15,404","€ 801,000","€ 798,415",F,23,Spain,Getafe,La Liga,2018-2019
11,Djené,"€ 14,788","€ 769,000","€ 766,519",D,26,Togo,Getafe,La Liga,2018-2019
12,Ignasi Miquel,"€ 14,346","€ 746,000","€ 743,593",D,25,Spain,Getafe,La Liga,2018-2019
13,Amath Ndiaye,"€ 14,038","€ 730,000","€ 727,645",F,21,Senegal,Getafe,La Liga,2018-2019
14,Robert Ibáñez,"€ 13,885","€ 722,000","€ 719,670",F,25,Spain,Getafe,La Liga,2018-2019
15,Bruno González,"€ 13,692","€ 712,000","€ 709,703",D,28,Spain,Getafe,La Liga,2018-2019
16,Damián Suárez,"€ 12,404","€ 645,000","€ 642,919",D,30,Uruguay,Getafe,La Liga,2018-2019
17,Francisco Portillo,"€ 12,000","€ 624,000","€ 621,987",M,28,Spain,Getafe,La Liga,2018-2019
18,Sergi Guardiola,"€ 11,692","€ 608,000","€ 606,038",F,27,Spain,Getafe,La Liga,2018-2019
19,Jorge Molina,"€ 11,519","€ 599,000","€ 597,067",F,36,Spain,Getafe,La Liga,2018-2019
20,Mathieu Flamini,"€ 9,692","€ 504,000","€ 502,374",M,34,France,Getafe,La Liga,2018-2019
21,Leandro Chichizola,"€ 8,596","€ 447,000","€ 445,558",K,28,Argentina,Getafe,La Liga,2018-2019
22,Markel Bergara,"€ 7,673","€ 399,000","€ 397,713",M,32,Spain,Getafe,La Liga,2018-2019
23,Leandro Cabrera,"€ 7,115","€ 370,000","€ 368,806",D,27,Uruguay,Getafe,La Liga,2018-2019
24,Rubén Yáñez,"€ 3,385","€ 176,000","€ 175,432",K,24,Spain,Getafe,La Liga,2018-2019
25,Miguel Rubio,€ 0,€ 0,€ 0,D,20,Spain,Getafe,La Liga,2018-2019
26,Mathí­as Olivera,€ 0,€ 0,€ 0,D,20,Uruguay,Getafe,La Liga,2018-2019
27,José Carlos Lazo,€ 0,€ 0,€ 0,F,22,Spain,Getafe,La Liga,2018-2019
28,Álvaro Jiménez,€ 0,€ 0,€ 0,F,23,Spain,Getafe,La Liga,2018-2019
29,Hugo Duro,€ 0,€ 0,€ 0,F,18,Spain,Getafe,La Liga,2018-2019
30,Filip Manojlovic,€ 0,€ 0,€ 0,K,22,Serbia,Getafe,La Liga,2018-2019
31,Merveil Ndockyt,€ 0,€ 0,€ 0,F,19,Congo,Getafe,La Liga,2018-2019
32,Chuli,€ 0,€ 0,€ 0,F,27,Spain,Getafe,La Liga,2018-2019
