,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Pablo Insua,"€ 30,000","€ 1,560,000","€ 1,554,966",D,24,Spain,Huesca,La Liga,2018-2019
1,Xabier Etxeita,"€ 22,519","€ 1,171,000","€ 1,167,222",D,30,Spain,Huesca,La Liga,2018-2019
2,Juanpi Añor,"€ 17,250","€ 897,000","€ 894,106",F,24,Venezuela,Huesca,La Liga,2018-2019
3,Álex Gallar,"€ 15,712","€ 817,000","€ 814,364",F,26,Spain,Huesca,La Liga,2018-2019
4,Jorge Miramón,"€ 15,673","€ 815,000","€ 812,370",D,29,Spain,Huesca,La Liga,2018-2019
5,Serdar Gürler,"€ 15,462","€ 804,000","€ 801,406",F,26,Turkey,Huesca,La Liga,2018-2019
6,Rúben Semedo,"€ 15,096","€ 785,000","€ 782,467",D,24,Portugal,Huesca,La Liga,2018-2019
7,Gonzalo Melero,"€ 13,673","€ 711,000","€ 708,706",M,24,Spain,Huesca,La Liga,2018-2019
8,Damián Musto,"€ 13,365","€ 695,000","€ 692,757",M,31,Argentina,Huesca,La Liga,2018-2019
9,Luisinho,"€ 12,865","€ 669,000","€ 666,841",D,33,Portugal,Huesca,La Liga,2018-2019
10,Lluis Sastre,"€ 11,538","€ 600,000","€ 598,064",M,32,Spain,Huesca,La Liga,2018-2019
11,Yangel Herrera,"€ 11,135","€ 579,000","€ 577,132",M,20,Venezuela,Huesca,La Liga,2018-2019
12,David Ferreiro,"€ 10,942","€ 569,000","€ 567,164",F,30,Spain,Huesca,La Liga,2018-2019
13,Axel Werner,"€ 10,462","€ 544,000","€ 542,245",K,22,Argentina,Huesca,La Liga,2018-2019
14,Samuele Longo,"€ 10,115","€ 526,000","€ 524,303",F,26,Italy,Huesca,La Liga,2018-2019
15,Carlos Akapo,"€ 9,731","€ 506,000","€ 504,367",D,25,Equatorial Guinea,Huesca,La Liga,2018-2019
16,Rajko Brezancic,"€ 8,827","€ 459,000","€ 457,519",D,28,Serbia,Huesca,La Liga,2018-2019
17,Javi Galán,"€ 8,212","€ 427,000","€ 425,622",D,23,Spain,Huesca,La Liga,2018-2019
18,Moi Gómez,"€ 8,173","€ 425,000","€ 423,629",M,24,Spain,Huesca,La Liga,2018-2019
19,Christian Rivera,"€ 7,173","€ 373,000","€ 371,796",M,20,Spain,Huesca,La Liga,2018-2019
20,Juan Aguilera,"€ 6,558","€ 341,000","€ 339,900",M,32,Spain,Huesca,La Liga,2018-2019
21,Enric Gallego,"€ 5,231","€ 272,000","€ 271,122",F,31,Spain,Huesca,La Liga,2018-2019
22,Aleksandar Jovanovic,"€ 5,096","€ 265,000","€ 264,145",K,25,Serbia,Huesca,La Liga,2018-2019
23,Roberto Santamaría,"€ 4,731","€ 246,000","€ 245,206",K,33,Spain,Huesca,La Liga,2018-2019
24,Jorge Pulido,"€ 4,500","€ 234,000","€ 233,245",D,27,Spain,Huesca,La Liga,2018-2019
25,Juanjo Camacho,"€ 1,923","€ 100,000","€ 99,677",M,37,Spain,Huesca,La Liga,2018-2019
26,Adrián Diéguez,€ 904,"€ 47,000","€ 46,848",D,22,Spain,Huesca,La Liga,2018-2019
27,Jonathan Toro,€ 0,€ 0,€ 0,F,21,Honduras,Huesca,La Liga,2018-2019
28,Martín Mantovani,€ 0,€ 0,€ 0,D,33,Argentina,Huesca,La Liga,2018-2019
29,Javi Varas,€ 0,€ 0,€ 0,K,35,Spain,Huesca,La Liga,2018-2019
30,Nacho Uche,€ 0,€ 0,€ 0,D,18,Spain,Huesca,La Liga,2018-2019
31,Javito,€ 0,€ 0,€ 0,M,19,Spain,Huesca,La Liga,2018-2019
32,Javier Almerge,€ 0,€ 0,€ 0,D,17,Spain,Huesca,La Liga,2018-2019
33,Eugeni Valderrama,€ 0,€ 0,€ 0,M,23,Spain,Huesca,La Liga,2018-2019
34,Dani Escriche,€ 0,€ 0,€ 0,F,20,Spain,Huesca,La Liga,2018-2019
35,Cucho Hernández,€ 0,€ 0,€ 0,F,19,Colombia,Huesca,La Liga,2018-2019
36,Chimy Ávila,€ 0,€ 0,€ 0,F,24,Argentina,Huesca,La Liga,2018-2019
37,Antonio Valera,€ 0,€ 0,€ 0,K,21,Spain,Huesca,La Liga,2018-2019
38,Ander Bardají,€ 0,€ 0,€ 0,K,23,Spain,Huesca,La Liga,2018-2019
