,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jordi Amat,"€ 33,423","€ 1,738,000","€ 1,732,392",D,26,Spain,Rayo Vallecano,La Liga,2018-2019
1,Giannelli Imbula,"€ 33,135","€ 1,723,000","€ 1,717,440",M,25,Democratic Republic of Congo,Rayo Vallecano,La Liga,2018-2019
2,Gaël Kakuta,"€ 21,808","€ 1,134,000","€ 1,130,341",F,27,Democratic Republic of Congo,Rayo Vallecano,La Liga,2018-2019
3,Óscar Trejo,"€ 20,846","€ 1,084,000","€ 1,080,502",M,30,Argentina,Rayo Vallecano,La Liga,2018-2019
4,Raúl de Tomás,"€ 20,288","€ 1,055,000","€ 1,051,596",F,23,Spain,Rayo Vallecano,La Liga,2018-2019
5,Alejandro Gálvez,"€ 18,577","€ 966,000","€ 962,883",D,29,Spain,Rayo Vallecano,La Liga,2018-2019
6,Álvaro García,"€ 18,019","€ 937,000","€ 933,977",F,25,Spain,Rayo Vallecano,La Liga,2018-2019
7,Franco Di Santo,"€ 17,962","€ 934,000","€ 930,986",F,29,Argentina,Rayo Vallecano,La Liga,2018-2019
8,Bebé,"€ 16,481","€ 857,000","€ 854,235",F,27,Portugal,Rayo Vallecano,La Liga,2018-2019
9,Mario Suárez,"€ 16,135","€ 839,000","€ 836,293",M,31,Spain,Rayo Vallecano,La Liga,2018-2019
10,José Pozo,"€ 15,558","€ 809,000","€ 806,390",M,22,Spain,Rayo Vallecano,La Liga,2018-2019
11,Alex Alegría,"€ 15,519","€ 807,000","€ 804,396",F,25,Spain,Rayo Vallecano,La Liga,2018-2019
12,Emiliano Velázquez,"€ 15,346","€ 798,000","€ 795,425",D,24,Uruguay,Rayo Vallecano,La Liga,2018-2019
13,Uche Agbo,"€ 15,000","€ 780,000","€ 777,483",M,22,Nigeria,Rayo Vallecano,La Liga,2018-2019
14,Abdoulaye Ba,"€ 14,904","€ 775,000","€ 772,499",D,27,Senegal,Rayo Vallecano,La Liga,2018-2019
15,Luis Advíncula,"€ 13,654","€ 710,000","€ 707,709",D,28,Peru,Rayo Vallecano,La Liga,2018-2019
16,Gorka Elustondo,"€ 11,038","€ 574,000","€ 572,148",M,31,Spain,Rayo Vallecano,La Liga,2018-2019
17,Álvaro Medrán,"€ 9,481","€ 493,000","€ 491,409",M,24,Spain,Rayo Vallecano,La Liga,2018-2019
18,Santi Comesaña,"€ 9,000","€ 468,000","€ 466,490",M,21,Spain,Rayo Vallecano,La Liga,2018-2019
19,Tito,"€ 8,712","€ 453,000","€ 451,538",D,32,Spain,Rayo Vallecano,La Liga,2018-2019
20,Javi Guerra,"€ 8,269","€ 430,000","€ 428,613",F,36,Spain,Rayo Vallecano,La Liga,2018-2019
21,Alejandro Catena,"€ 8,038","€ 418,000","€ 416,651",D,23,Spain,Rayo Vallecano,La Liga,2018-2019
22,José León,"€ 7,923","€ 412,000","€ 410,671",D,23,Spain,Rayo Vallecano,La Liga,2018-2019
23,Àlex Moreno,"€ 7,692","€ 400,000","€ 398,709",D,25,Spain,Rayo Vallecano,La Liga,2018-2019
24,Adrián Embarba,"€ 6,558","€ 341,000","€ 339,900",F,26,Spain,Rayo Vallecano,La Liga,2018-2019
25,Lass Bangoura,"€ 6,173","€ 321,000","€ 319,964",F,26,Guinea,Rayo Vallecano,La Liga,2018-2019
26,Alberto García,"€ 5,519","€ 287,000","€ 286,074",K,33,Spain,Rayo Vallecano,La Liga,2018-2019
27,Stole Dimitrievski,"€ 3,692","€ 192,000","€ 191,380",K,24,North Macedonia,Rayo Vallecano,La Liga,2018-2019
28,Sergio Akieme,€ 962,"€ 50,000","€ 49,839",D,20,Equatorial Guinea,Rayo Vallecano,La Liga,2018-2019
29,Manuel Navarro,€ 0,€ 0,€ 0,M,18,Spain,Rayo Vallecano,La Liga,2018-2019
30,Sergio Moreno,€ 0,€ 0,€ 0,F,19,Spain,Rayo Vallecano,La Liga,2018-2019
31,Luis Alberto Meseguer,€ 0,€ 0,€ 0,D,18,Equatorial Guinea,Rayo Vallecano,La Liga,2018-2019
32,Martín Pascual,€ 0,€ 0,€ 0,D,18,Spain,Rayo Vallecano,La Liga,2018-2019
33,Ángel Algobia,€ 0,€ 0,€ 0,M,19,Spain,Rayo Vallecano,La Liga,2018-2019
34,Miguel Ángel Morro,€ 0,€ 0,€ 0,K,17,Spain,Rayo Vallecano,La Liga,2018-2019
35,Chechu Dorado,€ 0,€ 0,€ 0,D,35,Spain,Rayo Vallecano,La Liga,2018-2019
