,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Yunus Malli,"€ 86,346","€ 4,490,000","€ 4,490,000",F,27,Turkey,Union Berlin,Bundesliga,2019-2020
1,Sebastian Polter,"€ 19,038","€ 990,000","€ 990,000",F,28,Germany,Union Berlin,Bundesliga,2019-2020
2,Sebastian Andersson,"€ 19,038","€ 990,000","€ 990,000",F,28,Sweden,Union Berlin,Bundesliga,2019-2020
3,Florian Hübner,"€ 15,962","€ 830,000","€ 830,000",D,28,Germany,Union Berlin,Bundesliga,2019-2020
4,Marcus Ingvartsen,"€ 15,962","€ 830,000","€ 830,000",F,23,Denmark,Union Berlin,Bundesliga,2019-2020
5,Grischa Prömel,"€ 15,962","€ 830,000","€ 830,000",M,24,Germany,Union Berlin,Bundesliga,2019-2020
6,Neven Subotic,"€ 15,385","€ 800,000","€ 800,000",D,30,Germany,Union Berlin,Bundesliga,2019-2020
7,Akaki Gogia,"€ 15,000","€ 780,000","€ 780,000",F,27,Germany,Union Berlin,Bundesliga,2019-2020
8,Rafal Gikiewicz,"€ 15,000","€ 780,000","€ 780,000",K,31,Poland,Union Berlin,Bundesliga,2019-2020
9,Christian Gentner,"€ 13,462","€ 700,000","€ 700,000",M,34,Germany,Union Berlin,Bundesliga,2019-2020
10,Nicolai Rapp,"€ 13,077","€ 680,000","€ 680,000",D,22,Germany,Union Berlin,Bundesliga,2019-2020
11,Felix Kroos,"€ 13,077","€ 680,000","€ 680,000",M,28,Germany,Union Berlin,Bundesliga,2019-2020
12,Manuel Schmiedebach,"€ 12,500","€ 650,000","€ 650,000",M,30,Germany,Union Berlin,Bundesliga,2019-2020
13,Ken Reichel,"€ 11,923","€ 620,000","€ 620,000",D,32,Germany,Union Berlin,Bundesliga,2019-2020
14,Christopher Trimmel,"€ 11,923","€ 620,000","€ 620,000",D,32,Austria,Union Berlin,Bundesliga,2019-2020
15,Anthony Ujah,"€ 11,538","€ 600,000","€ 600,000",F,28,Nigeria,Union Berlin,Bundesliga,2019-2020
16,Jakob Busk,"€ 10,000","€ 520,000","€ 520,000",K,25,Denmark,Union Berlin,Bundesliga,2019-2020
17,Julian Ryerson,"€ 10,000","€ 520,000","€ 520,000",D,21,Norway,Union Berlin,Bundesliga,2019-2020
18,Marvin Friedrich,"€ 9,615","€ 500,000","€ 500,000",D,23,Germany,Union Berlin,Bundesliga,2019-2020
19,Sheraldo Becker,"€ 9,615","€ 500,000","€ 500,000",F,24,Netherlands,Union Berlin,Bundesliga,2019-2020
20,Suleiman Abdullahi,"€ 9,615","€ 500,000","€ 500,000",F,22,Nigeria,Union Berlin,Bundesliga,2019-2020
21,Joshua Mees,"€ 9,038","€ 470,000","€ 470,000",F,23,Germany,Union Berlin,Bundesliga,2019-2020
22,Robert Andrich,"€ 8,462","€ 440,000","€ 440,000",M,24,Germany,Union Berlin,Bundesliga,2019-2020
23,Marius Bülter,"€ 8,077","€ 420,000","€ 420,000",F,26,Germany,Union Berlin,Bundesliga,2019-2020
24,Michael Parensen,"€ 8,077","€ 420,000","€ 420,000",D,33,Germany,Union Berlin,Bundesliga,2019-2020
25,Julius Kade,"€ 5,962","€ 310,000","€ 310,000",F,20,Germany,Union Berlin,Bundesliga,2019-2020
26,Christopher Lenz,"€ 5,962","€ 310,000","€ 310,000",D,24,Germany,Union Berlin,Bundesliga,2019-2020
27,Lennard Maloney,"€ 2,115","€ 110,000","€ 110,000",D,19,United States,Union Berlin,Bundesliga,2019-2020
28,Laurenz Dehl,"€ 1,923","€ 100,000","€ 100,000",F,17,Germany,Union Berlin,Bundesliga,2019-2020
29,Maurice Opfermann Arcones,"€ 1,923","€ 100,000","€ 100,000",M,19,Germany,Union Berlin,Bundesliga,2019-2020
30,Florian Flecker,"€ 1,923","€ 100,000","€ 100,000",F,23,Austria,Union Berlin,Bundesliga,2019-2020
31,Moritz Nicolas,"€ 1,923","€ 100,000","€ 100,000",K,21,Germany,Union Berlin,Bundesliga,2019-2020
32,Keven Schlotterbeck,"€ 1,154","€ 60,000","€ 60,000",D,22,Germany,Union Berlin,Bundesliga,2019-2020
33,Leo Oppermann,€ 962,"€ 50,000","€ 50,000",K,18,Germany,Union Berlin,Bundesliga,2019-2020
