,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Ignacio Camacho,"€ 96,154","€ 5,000,000","€ 5,000,000",M,29,Spain,Wolfsburg,Bundesliga,2019-2020
1,Yunus Malli,"€ 86,346","€ 4,490,000","€ 4,490,000",F,27,Turkey,Wolfsburg,Bundesliga,2019-2020
2,Daniel Ginczek,"€ 76,923","€ 4,000,000","€ 4,000,000",F,28,Germany,Wolfsburg,Bundesliga,2019-2020
3,Maximilian Arnold,"€ 76,923","€ 4,000,000","€ 4,000,000",M,25,Germany,Wolfsburg,Bundesliga,2019-2020
4,John Anthony Brooks,"€ 76,731","€ 3,990,000","€ 3,990,000",D,26,United States,Wolfsburg,Bundesliga,2019-2020
5,Admir Mehmedi,"€ 67,308","€ 3,500,000","€ 3,500,000",F,28,Switzerland,Wolfsburg,Bundesliga,2019-2020
6,Wout Weghorst,"€ 67,308","€ 3,500,000","€ 3,500,000",F,27,Netherlands,Wolfsburg,Bundesliga,2019-2020
7,Kevin Mbabu,"€ 62,500","€ 3,250,000","€ 3,250,000",D,24,Switzerland,Wolfsburg,Bundesliga,2019-2020
8,Jérôme Roussillon,"€ 57,692","€ 3,000,000","€ 3,000,000",D,26,France,Wolfsburg,Bundesliga,2019-2020
9,Xaver Schlager,"€ 57,692","€ 3,000,000","€ 3,000,000",M,21,Austria,Wolfsburg,Bundesliga,2019-2020
10,Yannick Gerhardt,"€ 57,500","€ 2,990,000","€ 2,990,000",M,25,Germany,Wolfsburg,Bundesliga,2019-2020
11,Koen Casteels,"€ 57,500","€ 2,990,000","€ 2,990,000",K,27,Belgium,Wolfsburg,Bundesliga,2019-2020
12,Marin Pongracic,"€ 48,077","€ 2,500,000","€ 2,500,000",D,22,Croatia,Wolfsburg,Bundesliga,2019-2020
13,Josuha Guilavogui,"€ 47,885","€ 2,490,000","€ 2,490,000",M,28,France,Wolfsburg,Bundesliga,2019-2020
14,Jeffrey Bruma,"€ 43,846","€ 2,280,000","€ 2,280,000",D,27,Netherlands,Wolfsburg,Bundesliga,2019-2020
15,Felix Klaus,"€ 38,462","€ 2,000,000","€ 2,000,000",F,26,Germany,Wolfsburg,Bundesliga,2019-2020
16,Robin Knoche,"€ 38,269","€ 1,990,000","€ 1,990,000",D,27,Germany,Wolfsburg,Bundesliga,2019-2020
17,William,"€ 38,077","€ 1,980,000","€ 1,980,000",D,24,Brazil,Wolfsburg,Bundesliga,2019-2020
18,Josip Brekalo,"€ 34,615","€ 1,800,000","€ 1,800,000",F,21,Croatia,Wolfsburg,Bundesliga,2019-2020
19,Joao Victor,"€ 28,846","€ 1,500,000","€ 1,500,000",F,25,Brazil,Wolfsburg,Bundesliga,2019-2020
20,Renato Steffen,"€ 28,846","€ 1,500,000","€ 1,500,000",F,27,Switzerland,Wolfsburg,Bundesliga,2019-2020
21,Marcel Tisserand,"€ 28,846","€ 1,500,000","€ 1,500,000",D,26,Democratic Republic of Congo,Wolfsburg,Bundesliga,2019-2020
22,Lukas Nmecha,"€ 18,654","€ 970,000","€ 970,000",F,20,Germany,Wolfsburg,Bundesliga,2019-2020
23,Elvis Rexhbecaj,"€ 15,385","€ 800,000","€ 800,000",M,21,Germany,Wolfsburg,Bundesliga,2019-2020
24,Pavao Pervan,"€ 15,000","€ 780,000","€ 780,000",K,31,Austria,Wolfsburg,Bundesliga,2019-2020
25,Paulo Otávio,"€ 10,000","€ 520,000","€ 520,000",D,24,Brazil,Wolfsburg,Bundesliga,2019-2020
26,Ismail Azzaoui,"€ 8,462","€ 440,000","€ 440,000",F,21,Belgium,Wolfsburg,Bundesliga,2019-2020
27,Phillip Menzel,"€ 1,731","€ 90,000","€ 90,000",K,21,Germany,Wolfsburg,Bundesliga,2019-2020
28,Niklas Klinger,€ 385,"€ 20,000","€ 20,000",K,23,Germany,Wolfsburg,Bundesliga,2019-2020
