,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Gerrit Holtmann,"€ 9,615","€ 500,000","€ 500,000",F,24,Germany,Paderborn,Bundesliga,2019-2020
1,Dennis Srbeny,"€ 8,462","€ 440,000","€ 440,000",F,25,Germany,Paderborn,Bundesliga,2019-2020
2,Abdelhamid Sabiri,"€ 8,077","€ 420,000","€ 420,000",F,22,Germany,Paderborn,Bundesliga,2019-2020
3,Rifet Kapic,"€ 7,692","€ 400,000","€ 400,000",M,24,Bosnia-Herzegovina,Paderborn,Bundesliga,2019-2020
4,Marlon Ritter,"€ 6,923","€ 360,000","€ 360,000",F,24,Germany,Paderborn,Bundesliga,2019-2020
5,Cauly,"€ 6,923","€ 360,000","€ 360,000",M,23,Brazil,Paderborn,Bundesliga,2019-2020
6,Antony Evans,"€ 5,962","€ 310,000","€ 310,000",F,21,England,Paderborn,Bundesliga,2019-2020
7,Jannik Huth,"€ 5,962","€ 310,000","€ 310,000",K,25,Germany,Paderborn,Bundesliga,2019-2020
8,Uwe Hünemeier,"€ 5,000","€ 260,000","€ 260,000",D,33,Germany,Paderborn,Bundesliga,2019-2020
9,Christian Strohdiek,"€ 5,000","€ 260,000","€ 260,000",D,31,Germany,Paderborn,Bundesliga,2019-2020
10,Laurent Jans,"€ 5,000","€ 260,000","€ 260,000",D,27,Luxembourg,Paderborn,Bundesliga,2019-2020
11,Babacar Gueye,"€ 4,615","€ 240,000","€ 240,000",F,24,Senegal,Paderborn,Bundesliga,2019-2020
12,Samúel Fridjónsson,"€ 4,423","€ 230,000","€ 230,000",M,23,Iceland,Paderborn,Bundesliga,2019-2020
13,Sebastian Schonlau,"€ 4,423","€ 230,000","€ 230,000",D,25,Germany,Paderborn,Bundesliga,2019-2020
14,Klaus Gjasula,"€ 4,423","€ 230,000","€ 230,000",M,29,Albania,Paderborn,Bundesliga,2019-2020
15,Leopold Zingerle,"€ 4,038","€ 210,000","€ 210,000",K,25,Germany,Paderborn,Bundesliga,2019-2020
16,Sebastian Vasiliadis,"€ 4,038","€ 210,000","€ 210,000",M,21,Germany,Paderborn,Bundesliga,2019-2020
17,Luca Kilian,"€ 3,846","€ 200,000","€ 200,000",D,20,Germany,Paderborn,Bundesliga,2019-2020
18,Mohamed Dräger,"€ 3,462","€ 180,000","€ 180,000",D,23,Tunisia,Paderborn,Bundesliga,2019-2020
19,Christopher Antwi-Adjei,"€ 3,077","€ 160,000","€ 160,000",M,25,Germany,Paderborn,Bundesliga,2019-2020
20,Sven Michel,"€ 3,077","€ 160,000","€ 160,000",F,29,Germany,Paderborn,Bundesliga,2019-2020
21,Jamilu Collins,"€ 3,077","€ 160,000","€ 160,000",D,25,Nigeria,Paderborn,Bundesliga,2019-2020
22,Ben Zolinski,"€ 3,077","€ 160,000","€ 160,000",F,27,Germany,Paderborn,Bundesliga,2019-2020
23,Dennis Jastrzembski,"€ 2,885","€ 150,000","€ 150,000",F,19,Germany,Paderborn,Bundesliga,2019-2020
24,Marcel Hilßner,"€ 2,692","€ 140,000","€ 140,000",F,24,Germany,Paderborn,Bundesliga,2019-2020
25,Kai Pröger,"€ 2,500","€ 130,000","€ 130,000",F,27,Germany,Paderborn,Bundesliga,2019-2020
26,Johannes Dörfler,"€ 2,115","€ 110,000","€ 110,000",F,23,Germany,Paderborn,Bundesliga,2019-2020
27,Michael Ratajczak,"€ 1,538","€ 80,000","€ 80,000",K,37,Germany,Paderborn,Bundesliga,2019-2020
28,Massih Wassey,"€ 1,538","€ 80,000","€ 80,000",F,31,Canada,Paderborn,Bundesliga,2019-2020
29,Streli Mamba,€ 769,"€ 40,000","€ 40,000",F,25,Germany,Paderborn,Bundesliga,2019-2020
30,Leon Brüggemeier,€ 577,"€ 30,000","€ 30,000",K,22,Germany,Paderborn,Bundesliga,2019-2020
31,Adrian Oeynhausen,€ 0,€ 0,€ 0,M,18,Germany,Paderborn,Bundesliga,2019-2020
32,Jan-Luca Rumpf,€ 0,€ 0,€ 0,D,20,Germany,Paderborn,Bundesliga,2019-2020
33,Dominik Bilogrevic,€ 0,€ 0,€ 0,M,20,Croatia,Paderborn,Bundesliga,2019-2020
