,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Marco Reus,"€ 211,538","€ 11,000,000","€ 11,000,000",F,30,Germany,Borussia Dortmund,Bundesliga,2019-2020
1,Mats Hummels,"€ 192,308","€ 10,000,000","€ 10,000,000",D,30,Germany,Borussia Dortmund,Bundesliga,2019-2020
2,Mario Götze,"€ 192,308","€ 10,000,000","€ 10,000,000",F,27,Germany,Borussia Dortmund,Bundesliga,2019-2020
3,Emre Can,"€ 173,077","€ 9,000,000","€ 9,000,000",M,26,Germany,Borussia Dortmund,Bundesliga,2019-2020
4,Axel Witsel,"€ 153,846","€ 8,000,000","€ 8,000,000",M,30,Belgium,Borussia Dortmund,Bundesliga,2019-2020
5,Erling Haaland,"€ 151,923","€ 7,900,000","€ 7,900,000",F,19,Norway,Borussia Dortmund,Bundesliga,2019-2020
6,Thomas Delaney,"€ 115,385","€ 6,000,000","€ 6,000,000",M,28,Denmark,Borussia Dortmund,Bundesliga,2019-2020
7,Mahmoud Dahoud,"€ 94,231","€ 4,900,000","€ 4,900,000",M,23,Germany,Borussia Dortmund,Bundesliga,2019-2020
8,Julian Brandt,"€ 76,923","€ 4,000,000","€ 4,000,000",F,23,Germany,Borussia Dortmund,Bundesliga,2019-2020
9,Julian Weigl,"€ 76,731","€ 3,990,000","€ 3,990,000",M,24,Germany,Borussia Dortmund,Bundesliga,2019-2020
10,Paco Alcácer,"€ 76,731","€ 3,990,000","€ 3,990,000",F,26,Spain,Borussia Dortmund,Bundesliga,2019-2020
11,Lukasz Piszczek,"€ 76,731","€ 3,990,000","€ 3,990,000",D,34,Poland,Borussia Dortmund,Bundesliga,2019-2020
12,Marcel Schmelzer,"€ 76,731","€ 3,990,000","€ 3,990,000",D,31,Germany,Borussia Dortmund,Bundesliga,2019-2020
13,Jadon Sancho,"€ 61,538","€ 3,200,000","€ 3,200,000",F,19,England,Borussia Dortmund,Bundesliga,2019-2020
14,Roman Bürki,"€ 57,692","€ 3,000,000","€ 3,000,000",K,28,Switzerland,Borussia Dortmund,Bundesliga,2019-2020
15,Manuel Akanji,"€ 48,077","€ 2,500,000","€ 2,500,000",D,24,Switzerland,Borussia Dortmund,Bundesliga,2019-2020
16,Raphaël Guerreiro,"€ 38,462","€ 2,000,000","€ 2,000,000",M,25,Portugal,Borussia Dortmund,Bundesliga,2019-2020
17,Thorgan Hazard,"€ 30,769","€ 1,600,000","€ 1,600,000",F,26,Belgium,Borussia Dortmund,Bundesliga,2019-2020
18,Achraf Hakimi,"€ 28,846","€ 1,500,000","€ 1,500,000",D,20,Morocco,Borussia Dortmund,Bundesliga,2019-2020
19,Leonardo Balerdi,"€ 28,846","€ 1,500,000","€ 1,500,000",D,20,Argentina,Borussia Dortmund,Bundesliga,2019-2020
20,Marwin Hitz,"€ 28,846","€ 1,500,000","€ 1,500,000",K,31,Switzerland,Borussia Dortmund,Bundesliga,2019-2020
21,Nico Schulz,"€ 25,000","€ 1,300,000","€ 1,300,000",D,26,Germany,Borussia Dortmund,Bundesliga,2019-2020
22,Mateu Morey,"€ 19,231","€ 1,000,000","€ 1,000,000",D,19,Spain,Borussia Dortmund,Bundesliga,2019-2020
23,Jacob Bruun Larsen,"€ 8,654","€ 450,000","€ 450,000",F,20,Denmark,Borussia Dortmund,Bundesliga,2019-2020
24,Dan-Axel Zagadou,"€ 4,423","€ 230,000","€ 230,000",D,20,France,Borussia Dortmund,Bundesliga,2019-2020
25,Giovanni Reyna,"€ 1,538","€ 80,000","€ 80,000",F,17,United States,Borussia Dortmund,Bundesliga,2019-2020
26,Eric Oelschlägel,"€ 1,538","€ 80,000","€ 80,000",K,23,Germany,Borussia Dortmund,Bundesliga,2019-2020
27,Tobias Raschl,€ 962,"€ 50,000","€ 50,000",M,19,Germany,Borussia Dortmund,Bundesliga,2019-2020
28,Patrick Osterhage,€ 769,"€ 40,000","€ 40,000",M,19,Germany,Borussia Dortmund,Bundesliga,2019-2020
29,Luca Unbehaun,€ 577,"€ 30,000","€ 30,000",K,18,Germany,Borussia Dortmund,Bundesliga,2019-2020
