Rank,Club,Country,Level,Elo,From,To
None,Wacker Innsbruck,AUT,1,1320.83569336,1964-07-01,1964-08-22
None,Wacker Innsbruck,AUT,1,1335.08642578,1964-08-23,1964-08-29
None,Wacker Innsbruck,AUT,1,1347.56542969,1964-08-30,1964-09-02
None,Wacker Innsbruck,AUT,1,1323.62976074,1964-09-03,1964-09-05
None,Wacker Innsbruck,AUT,1,1320.90246582,1964-09-06,1964-09-09
None,Wacker Innsbruck,AUT,1,1323.18444824,1964-09-10,1964-09-12
None,Wacker Innsbruck,AUT,1,1335.21777344,1964-09-13,1964-09-20
None,Wacker Innsbruck,AUT,1,1351.65771484,1964-09-21,1964-09-23
None,Wacker Innsbruck,AUT,1,1342.74401855,1964-09-24,1964-09-30
None,Wacker Innsbruck,AUT,1,1345.1451416,1964-10-01,1964-10-03
None,Wacker Innsbruck,AUT,1,1345.16418457,1964-10-04,1964-10-17
None,Wacker Innsbruck,AUT,1,1357.82202148,1964-10-18,1964-10-24
None,Wacker Innsbruck,AUT,1,1355.12072754,1964-10-25,1964-10-31
None,Wacker Innsbruck,AUT,1,1353.42614746,1964-11-01,1964-11-08
None,Wacker Innsbruck,AUT,1,1353.90612793,1964-11-09,1964-11-14
None,Wacker Innsbruck,AUT,1,1357.81848145,1964-11-15,1964-11-18
None,Wacker Innsbruck,AUT,1,1360.03210449,1964-11-19,1964-11-21
None,Wacker Innsbruck,AUT,1,1358.77832031,1964-11-22,1964-11-29
None,Wacker Innsbruck,AUT,1,1361.66821289,1964-11-30,1964-12-08
None,Wacker Innsbruck,AUT,1,1352.55749512,1964-12-09,1964-12-13
None,Wacker Innsbruck,AUT,1,1350.7746582,1964-12-14,1965-03-06
None,Wacker Innsbruck,AUT,1,1346.58520508,1965-03-07,1965-03-13
None,Wacker Innsbruck,AUT,1,1347.15002441,1965-03-14,1965-03-20
None,Wacker Innsbruck,AUT,1,1359.97705078,1965-03-21,1965-03-27
None,Wacker Innsbruck,AUT,1,1356.84692383,1965-03-28,1965-04-03
None,Wacker Innsbruck,AUT,1,1353.13757324,1965-04-04,1965-04-10
None,Wacker Innsbruck,AUT,1,1341.43884277,1965-04-11,1965-05-01
None,Wacker Innsbruck,AUT,1,1332.546875,1965-05-02,1965-05-08
None,Wacker Innsbruck,AUT,1,1335.2121582,1965-05-09,1965-05-22
None,Wacker Innsbruck,AUT,1,1331.35095215,1965-05-23,1965-05-29
None,Wacker Innsbruck,AUT,1,1324.10668945,1965-05-30,1965-06-17
None,Wacker Innsbruck,AUT,1,1320.30859375,1965-06-18,1965-06-20
None,Wacker Innsbruck,AUT,1,1348.30883789,1965-06-21,1965-08-21
None,Wacker Innsbruck,AUT,1,1350.23950195,1965-08-22,1965-08-29
None,Wacker Innsbruck,AUT,1,1361.88452148,1965-08-30,1965-09-01
None,Wacker Innsbruck,AUT,1,1347.16931152,1965-09-02,1965-09-11
None,Wacker Innsbruck,AUT,1,1354.33227539,1965-09-12,1965-09-15
None,Wacker Innsbruck,AUT,1,1339.63879395,1965-09-16,1965-09-19
None,Wacker Innsbruck,AUT,1,1336.06860352,1965-09-20,1965-09-25
None,Wacker Innsbruck,AUT,1,1346.90734863,1965-09-26,1965-10-02
None,Wacker Innsbruck,AUT,1,1353.13330078,1965-10-03,1965-10-06
None,Wacker Innsbruck,AUT,1,1348.46154785,1965-10-07,1965-10-16
None,Wacker Innsbruck,AUT,1,1341.55334473,1965-10-17,1965-10-22
None,Wacker Innsbruck,AUT,1,1341.14477539,1965-10-23,1965-10-23
None,Wacker Innsbruck,AUT,1,1347.2956543,1965-10-24,1965-11-07
None,Wacker Innsbruck,AUT,1,1337.25793457,1965-11-08,1965-11-13
None,Wacker Innsbruck,AUT,1,1328.92163086,1965-11-14,1965-11-21
None,Wacker Innsbruck,AUT,1,1335.89562988,1965-11-22,1965-11-28
None,Wacker Innsbruck,AUT,1,1336.15844727,1965-11-29,1965-12-05
None,Wacker Innsbruck,AUT,1,1329.55358887,1965-12-06,1966-02-26
None,Wacker Innsbruck,AUT,1,1335.96081543,1966-02-27,1966-03-05
None,Wacker Innsbruck,AUT,1,1345.63598633,1966-03-06,1966-03-12
None,Wacker Innsbruck,AUT,1,1352.30151367,1966-03-13,1966-03-19
None,Wacker Innsbruck,AUT,1,1353.05749512,1966-03-20,1966-03-26
None,Wacker Innsbruck,AUT,1,1353.07897949,1966-03-27,1966-04-02
None,Wacker Innsbruck,AUT,1,1352.33605957,1966-04-03,1966-04-16
None,Wacker Innsbruck,AUT,1,1360.33813477,1966-04-17,1966-04-30
None,Wacker Innsbruck,AUT,1,1348.65270996,1966-05-01,1966-05-07
None,Wacker Innsbruck,AUT,1,1332.2076416,1966-05-08,1966-05-14
None,Wacker Innsbruck,AUT,1,1337.19873047,1966-05-15,1966-05-28
None,Wacker Innsbruck,AUT,1,1328.0090332,1966-05-29,1966-06-04
None,Wacker Innsbruck,AUT,1,1321.2791748,1966-06-05,1966-06-11
None,Wacker Innsbruck,AUT,1,1318.52148438,1966-06-12,1966-08-24
None,Wacker Innsbruck,AUT,1,1328.484375,1966-08-25,1966-08-27
None,Wacker Innsbruck,AUT,1,1339.48962402,1966-08-28,1966-09-03
None,Wacker Innsbruck,AUT,1,1340.02246094,1966-09-04,1966-09-07
None,Wacker Innsbruck,AUT,1,1335.35388184,1966-09-08,1966-09-10
None,Wacker Innsbruck,AUT,1,1331.00683594,1966-09-11,1966-09-20
None,Wacker Innsbruck,AUT,1,1332.25378418,1966-09-21,1966-09-24
None,Wacker Innsbruck,AUT,1,1339.69787598,1966-09-25,1966-10-08
None,Wacker Innsbruck,AUT,1,1343.32983398,1966-10-09,1966-10-15
None,Wacker Innsbruck,AUT,1,1352.2800293,1966-10-16,1966-10-22
None,Wacker Innsbruck,AUT,1,1356.63879395,1966-10-23,1966-11-05
None,Wacker Innsbruck,AUT,1,1367.33312988,1966-11-06,1966-11-09
None,Wacker Innsbruck,AUT,1,1374.47033691,1966-11-10,1966-11-13
None,Wacker Innsbruck,AUT,1,1387.6217041,1966-11-14,1966-11-20
None,Wacker Innsbruck,AUT,1,1395.59631348,1966-11-21,1966-11-27
None,Wacker Innsbruck,AUT,1,1406.91210938,1966-11-28,1966-12-04
None,Wacker Innsbruck,AUT,1,1411.48132324,1966-12-05,1966-12-08
None,Wacker Innsbruck,AUT,1,1415.79345703,1966-12-09,1966-12-11
None,Wacker Innsbruck,AUT,1,1408.16113281,1966-12-12,1967-02-15
None,Wacker Innsbruck,AUT,1,1410.30737305,1967-02-16,1967-03-04
None,Wacker Innsbruck,AUT,1,1405.58056641,1967-03-05,1967-03-08
None,Wacker Innsbruck,AUT,1,1400.33874512,1967-03-09,1967-03-11
None,Wacker Innsbruck,AUT,1,1404.27502441,1967-03-12,1967-03-18
None,Wacker Innsbruck,AUT,1,1412.79455566,1967-03-19,1967-04-01
None,Wacker Innsbruck,AUT,1,1428.90161133,1967-04-02,1967-04-08
None,Wacker Innsbruck,AUT,1,1427.48474121,1967-04-09,1967-04-15
None,Wacker Innsbruck,AUT,1,1435.75744629,1967-04-16,1967-04-29
None,Wacker Innsbruck,AUT,1,1421.00805664,1967-04-30,1967-05-07
None,Wacker Innsbruck,AUT,1,1432.1619873,1967-05-08,1967-05-13
None,Wacker Innsbruck,AUT,1,1435.25231934,1967-05-14,1967-05-20
None,Wacker Innsbruck,AUT,1,1452.29846191,1967-05-21,1967-06-03
None,Wacker Innsbruck,AUT,1,1462.41320801,1967-06-04,1967-06-18
None,Wacker Innsbruck,AUT,1,1479.02807617,1967-06-19,1967-06-24
None,Wacker Innsbruck,AUT,1,1484.20202637,1967-06-25,1967-08-20
None,Wacker Innsbruck,AUT,1,1486.99707031,1967-08-21,1967-08-26
None,Wacker Innsbruck,AUT,1,1475.70751953,1967-08-27,1967-09-02
None,Wacker Innsbruck,AUT,1,1485.07495117,1967-09-03,1967-09-09
None,Wacker Innsbruck,AUT,1,1491.81555176,1967-09-10,1967-09-13
None,Wacker Innsbruck,AUT,1,1472.45080566,1967-09-14,1967-09-16
None,Wacker Innsbruck,AUT,1,1476.24499512,1967-09-17,1967-09-19
None,Wacker Innsbruck,AUT,1,1480.10534668,1967-09-20,1967-09-27
None,Wacker Innsbruck,AUT,1,1476.90466309,1967-09-28,1967-09-29
None,Wacker Innsbruck,AUT,1,1468.58251953,1967-09-30,1967-10-07
