club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Borussia Dortmund,Robert Lewandowski,21,Centre-Forward,Lech Poznan,£4.28m,in,Summer,4.28,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Mitchell Langerak,21,Goalkeeper,Melbourne,£450Th.,in,Summer,0.45,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Shinji Kagawa,21,Attacking Midfield,Cerezo Osaka,Free transfer,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Antônio da Silva,32,Attacking Midfield,Karlsruher SC,Free transfer,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Lukasz Piszczek,25,Right-Back,Hertha BSC,Free transfer,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Lasse Sobiech,19,Centre-Back,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Johannes Focher,20,Goalkeeper,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Daniel Ginczek,19,Centre-Forward,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Mario Götze,18,Attacking Midfield,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Marco Stiepermann,19,Attacking Midfield,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Florian Kringe,27,Central Midfield,Hertha BSC,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Nelson Haedo Valdez,26,Centre-Forward,Hércules CF,£3.15m,out,Summer,3.15,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Marc Ziegler,34,Goalkeeper,VfB Stuttgart,£270Th.,out,Summer,0.27,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Dimitar Rangelov,27,Second Striker,M. Tel Aviv,Loan fee:£180Th.,out,Summer,0.18,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Uwe Hünemeier,24,Centre-Back,Energie Cottbus,£90Th.,out,Summer,0.09,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Julian Koch,19,Defensive Midfield,MSV Duisburg,Loan fee:£45Th.,out,Summer,0.045,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Tinga,32,Central Midfield,Internacional,Free transfer,out,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Marcel Höttecke,23,Goalkeeper,Union Berlin,Free transfer,out,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Bajram Sadrijaj,23,Centre-Forward,Career break,-,out,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Christopher Kullmann,23,Centre-Forward,B. Dortmund II,-,out,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,David Alaba,18,Centre-Back,FC Bayern II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Toni Kroos,20,Central Midfield,Bay. Leverkusen,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,José Sosa,25,Central Midfield,Estudiantes,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Luca Toni,33,Centre-Forward,AS Roma,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Breno,20,Centre-Back,1.FC Nuremberg,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
