,Player,,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN GBP),Team,League,Season
0,Kurt Zouma,,"£ 120,000","£ 6,240,000",CB,26,,"Jun 30, 2026",5-yrs,"£ 36,466,310",West Ham,Premier League,2021-2022
1,Andriy Yarmolenko,,"£ 115,000","£ 5,980,000",RW,31,,"Jun 30, 2022",1-yr,"£ 6,989,376",West Ham,Premier League,2021-2022
2,Pablo Fornals,,"£ 80,000","£ 4,160,000",AM,25,,"Jun 30, 2024",3-yrs,"£ 14,586,524",West Ham,Premier League,2021-2022
3,Manuel Lanzini,,"£ 70,000","£ 3,640,000",AM,28,,"Jun 30, 2023",2-yrs,"£ 8,508,806",West Ham,Premier League,2021-2022
4,Winston Reid,,"£ 70,000","£ 3,640,000",CB,33,,"Jun 30, 2023",2-yrs,"£ 8,508,806",West Ham,Premier League,2021-2022
5,Angelo Ogbonna,,"£ 70,000","£ 3,640,000",CB,33,,"Jun 30, 2022",1-yr,"£ 4,254,403",West Ham,Premier League,2021-2022
6,Michail Antonio,,"£ 70,000","£ 3,640,000",CF,31,,"Jun 30, 2023",2-yrs,"£ 8,508,806",West Ham,Premier League,2021-2022
7,Issa Diop,,"£ 66,923","£ 3,480,000",CB,24,,"Jun 30, 2023",2-yrs,"£ 8,134,792",West Ham,Premier League,2021-2022
8,Lukasz Fabianski,,"£ 65,000","£ 3,380,000",GK,36,,"Jun 30, 2022",1-yr,"£ 3,950,517",West Ham,Premier League,2021-2022
9,Jarrod Bowen,,"£ 55,000","£ 2,860,000",RW,24,,"Jun 30, 2025",4-yrs,"£ 13,370,980",West Ham,Premier League,2021-2022
10,Aaron Cresswell,,"£ 50,000","£ 2,600,000",LB,31,,"Jun 30, 2023",2-yrs,"£ 6,077,718",West Ham,Premier League,2021-2022
11,Mark Noble,,"£ 50,000","£ 2,600,000",CM,34,,"Jun 30, 2022",1-yr,"£ 3,038,859",West Ham,Premier League,2021-2022
12,Tomas Soucek,,"£ 45,000","£ 2,340,000",DM,26,,"Jun 30, 2024",3-yrs,"£ 8,204,920",West Ham,Premier League,2021-2022
13,Craig Dawson,,"£ 42,500","£ 2,210,000",CB,31,,"Jun 30, 2023",2-yrs,"£ 5,166,061",West Ham,Premier League,2021-2022
14,Ryan Fredericks,,"£ 40,000","£ 2,080,000",RB,28,,"Jun 30, 2022",1-yr,"£ 2,431,087",West Ham,Premier League,2021-2022
15,Arthur Masuaku,,"£ 40,000","£ 2,080,000",LB,27,,"Jun 30, 2024",3-yrs,"£ 7,293,262",West Ham,Premier League,2021-2022
16,Darren Randolph,,"£ 37,500","£ 1,950,000",GK,34,,"Jun 30, 2023",2-yrs,"£ 4,558,289",West Ham,Premier League,2021-2022
17,Vladimir Coufal,,"£ 35,000","£ 1,820,000",RB,28,,"Jun 30, 2023",2-yrs,"£ 4,254,403",West Ham,Premier League,2021-2022
18,Saïd Benrahma,,"£ 20,000","£ 1,040,000",LW,25,,"Jun 30, 2026",5-yrs,"£ 6,077,718",West Ham,Premier League,2021-2022
19,Frederik Alves,,"£ 15,385","£ 800,000",CB,21,,"Jun 30, 2024",3-yrs,"£ 2,805,101",West Ham,Premier League,2021-2022
20,David Martin,,"£ 8,000","£ 416,000",GK,35,,"Jun 30, 2022",1-yr,"£ 486,217",West Ham,Premier League,2021-2022
21,Declan Rice,,"£ 3,077","£ 160,000",DM,22,,"Jun 30, 2024",3-yrs,"£ 561,020",West Ham,Premier League,2021-2022
22,Ben Johnson,,"£ 1,800","£ 93,600",RB,21,,"Jun 30, 2022",1-yr,"£ 109,399",West Ham,Premier League,2021-2022
23,Conor Coventry,,£ 0,£ 0,DM,21,,"Jun 30, 2023",2-yrs,£ 0,West Ham,Premier League,2021-2022
24,Xande Silva,,£ 0,£ 0,RW,24,,"Jun 30, 2022",1-yr,£ 0,West Ham,Premier League,2021-2022
