,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Laurent Koscielny,"€ 55,192","€ 2,870,000","€ 2,870,000",D,34,France,Bordeaux,Ligue 1,2019-2020
1,Benoît Costil,"€ 41,346","€ 2,150,000","€ 2,150,000",K,32,France,Bordeaux,Ligue 1,2019-2020
2,Nicolas de Préville,"€ 34,615","€ 1,800,000","€ 1,800,000",F,28,France,Bordeaux,Ligue 1,2019-2020
3,Otávio,"€ 34,615","€ 1,800,000","€ 1,800,000",M,25,Brazil,Bordeaux,Ligue 1,2019-2020
4,Mexer,"€ 27,692","€ 1,440,000","€ 1,440,000",D,31,Mozambique,Bordeaux,Ligue 1,2019-2020
5,Ui-jo Hwang,"€ 27,692","€ 1,440,000","€ 1,440,000",F,27,South Korea,Bordeaux,Ligue 1,2019-2020
6,Rubén Pardo,"€ 27,692","€ 1,440,000","€ 1,440,000",M,27,Spain,Bordeaux,Ligue 1,2019-2020
7,Pablo,"€ 27,692","€ 1,440,000","€ 1,440,000",D,28,Brazil,Bordeaux,Ligue 1,2019-2020
8,Rémi Oudin,"€ 25,385","€ 1,320,000","€ 1,320,000",F,23,France,Bordeaux,Ligue 1,2019-2020
9,Loris Benito,"€ 25,385","€ 1,320,000","€ 1,320,000",D,27,Switzerland,Bordeaux,Ligue 1,2019-2020
10,François Kamano,"€ 24,038","€ 1,250,000","€ 1,250,000",F,23,Guinea,Bordeaux,Ligue 1,2019-2020
11,Jimmy Briand,"€ 21,923","€ 1,140,000","€ 1,140,000",F,34,France,Bordeaux,Ligue 1,2019-2020
12,Youssouf Sabaly,"€ 20,769","€ 1,080,000","€ 1,080,000",D,26,Senegal,Bordeaux,Ligue 1,2019-2020
13,Paul Baysse,"€ 20,769","€ 1,080,000","€ 1,080,000",D,31,France,Bordeaux,Ligue 1,2019-2020
14,Jonathan Cafú,"€ 18,654","€ 970,000","€ 970,000",F,28,Brazil,Bordeaux,Ligue 1,2019-2020
15,Younousse Sankharé,"€ 18,462","€ 960,000","€ 960,000",M,30,Senegal,Bordeaux,Ligue 1,2019-2020
16,Yacine Adli,"€ 18,462","€ 960,000","€ 960,000",F,19,France,Bordeaux,Ligue 1,2019-2020
17,Raoul Bellanova,"€ 18,269","€ 950,000","€ 950,000",D,19,Italy,Bordeaux,Ligue 1,2019-2020
18,Josh Maja,"€ 14,808","€ 770,000","€ 770,000",F,20,England,Bordeaux,Ligue 1,2019-2020
19,Samuel Kalu,"€ 12,500","€ 650,000","€ 650,000",F,22,Nigeria,Bordeaux,Ligue 1,2019-2020
20,Maxime Poundjé,"€ 8,077","€ 420,000","€ 420,000",D,27,France,Bordeaux,Ligue 1,2019-2020
21,Youssef Aït Bennasser,"€ 6,923","€ 360,000","€ 360,000",M,23,Morocco,Bordeaux,Ligue 1,2019-2020
22,Vukasin Jovanovic,"€ 6,923","€ 360,000","€ 360,000",D,23,Serbia,Bordeaux,Ligue 1,2019-2020
23,Enock Kwateng,"€ 6,538","€ 340,000","€ 340,000",D,22,France,Bordeaux,Ligue 1,2019-2020
24,Aurélien Tchouaméni,"€ 6,154","€ 320,000","€ 320,000",M,19,France,Bordeaux,Ligue 1,2019-2020
25,Toma Basic,"€ 5,769","€ 300,000","€ 300,000",M,22,Croatia,Bordeaux,Ligue 1,2019-2020
26,Gaëtan Poussin,"€ 3,269","€ 170,000","€ 170,000",K,20,France,Bordeaux,Ligue 1,2019-2020
27,Yassine Benrahou,"€ 2,500","€ 130,000","€ 130,000",F,20,Morocco,Bordeaux,Ligue 1,2019-2020
28,Albert Lottin,€ 769,"€ 40,000","€ 40,000",M,18,France,Bordeaux,Ligue 1,2019-2020
