,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Max Gradel,"€ 44,231","€ 2,300,000","€ 2,300,000",F,31,Cote d'Ivoire,Toulouse,Ligue 1,2019-2020
1,Lovre Kalinic,"€ 31,346","€ 1,630,000","€ 1,630,000",K,29,Croatia,Toulouse,Ligue 1,2019-2020
2,Wesley Saïd,"€ 27,885","€ 1,450,000","€ 1,450,000",F,24,France,Toulouse,Ligue 1,2019-2020
3,Mathieu Dossevi,"€ 27,692","€ 1,440,000","€ 1,440,000",F,31,Togo,Toulouse,Ligue 1,2019-2020
4,Ibrahim Sangaré,"€ 23,077","€ 1,200,000","€ 1,200,000",M,21,Cote d'Ivoire,Toulouse,Ligue 1,2019-2020
5,Yaya Sanogo,"€ 19,615","€ 1,020,000","€ 1,020,000",F,26,France,Toulouse,Ligue 1,2019-2020
6,Baptiste Reynet,"€ 19,615","€ 1,020,000","€ 1,020,000",K,28,France,Toulouse,Ligue 1,2019-2020
7,Efthymios Koulouris,"€ 17,308","€ 900,000","€ 900,000",F,23,Greece,Toulouse,Ligue 1,2019-2020
8,William Vainqueur,"€ 16,923","€ 880,000","€ 880,000",M,30,France,Toulouse,Ligue 1,2019-2020
9,Jean-Victor Makengo,"€ 16,154","€ 840,000","€ 840,000",M,21,France,Toulouse,Ligue 1,2019-2020
10,Corentin Jean,"€ 14,231","€ 740,000","€ 740,000",F,24,France,Toulouse,Ligue 1,2019-2020
11,Ruben Gabrielsen,"€ 13,846","€ 720,000","€ 720,000",D,27,Norway,Toulouse,Ligue 1,2019-2020
12,Agustín Rogel,"€ 13,846","€ 720,000","€ 720,000",D,21,Uruguay,Toulouse,Ligue 1,2019-2020
13,Nicolas Isimat-Mirin,"€ 12,500","€ 650,000","€ 650,000",D,27,France,Toulouse,Ligue 1,2019-2020
14,Aaron Leya Iseka,"€ 11,538","€ 600,000","€ 600,000",F,21,Belgium,Toulouse,Ligue 1,2019-2020
15,Gen Shoji,"€ 10,962","€ 570,000","€ 570,000",D,26,Japan,Toulouse,Ligue 1,2019-2020
16,Kelvin Amian,"€ 10,769","€ 560,000","€ 560,000",D,21,France,Toulouse,Ligue 1,2019-2020
17,Issiaga Sylla,"€ 9,808","€ 510,000","€ 510,000",D,25,Guinea,Toulouse,Ligue 1,2019-2020
18,Steven Moreira,"€ 5,769","€ 300,000","€ 300,000",D,25,France,Toulouse,Ligue 1,2019-2020
19,Quentin Boisgard,"€ 5,192","€ 270,000","€ 270,000",F,22,France,Toulouse,Ligue 1,2019-2020
20,Firmin Mubele,"€ 4,615","€ 240,000","€ 240,000",F,25,Democratic Republic of the Congo,Toulouse,Ligue 1,2019-2020
21,Mauro Goicoechea,"€ 3,077","€ 160,000","€ 160,000",K,31,Uruguay,Toulouse,Ligue 1,2019-2020
22,Kalidou Sidibé,"€ 3,077","€ 160,000","€ 160,000",M,20,France,Toulouse,Ligue 1,2019-2020
23,Bafodé Diakité,"€ 2,500","€ 130,000","€ 130,000",D,18,France,Toulouse,Ligue 1,2019-2020
24,Anthony Rouault,"€ 1,154","€ 60,000","€ 60,000",D,18,France,Toulouse,Ligue 1,2019-2020
25,Adil Taoui,€ 962,"€ 50,000","€ 50,000",F,18,France,Toulouse,Ligue 1,2019-2020
26,Nathan N'Goumou,€ 769,"€ 40,000","€ 40,000",F,19,France,Toulouse,Ligue 1,2019-2020
27,Moussa Diarra,€ 769,"€ 40,000","€ 40,000",D,18,France,Toulouse,Ligue 1,2019-2020
28,Stéphane Zobo,€ 769,"€ 40,000","€ 40,000",F,19,Cameroon,Toulouse,Ligue 1,2019-2020
29,Florentin Bloch,€ 769,"€ 40,000","€ 40,000",K,19,France,Toulouse,Ligue 1,2019-2020
30,Mathieu Gonçalves,€ 769,"€ 40,000","€ 40,000",D,18,France,Toulouse,Ligue 1,2019-2020
31,Amine Adli,€ 769,"€ 40,000","€ 40,000",F,19,France,Toulouse,Ligue 1,2019-2020
32,Kouadio Koné,€ 769,"€ 40,000","€ 40,000",M,18,France,Toulouse,Ligue 1,2019-2020
