,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Paul Lasne,"€ 12,692","€ 660,000","€ 660,000",M,30,France,Brest,Ligue 1,2019-2020
1,Gaëtan Charbonnier,"€ 9,231","€ 480,000","€ 480,000",F,30,France,Brest,Ligue 1,2019-2020
2,Alexandre Mendy,"€ 8,077","€ 420,000","€ 420,000",F,25,France,Brest,Ligue 1,2019-2020
3,Ibrahima Diallo,"€ 8,077","€ 420,000","€ 420,000",M,20,France,Brest,Ligue 1,2019-2020
4,Samuel Grandsir,"€ 8,077","€ 420,000","€ 420,000",M,23,France,Brest,Ligue 1,2019-2020
5,Denys Bain,"€ 6,923","€ 360,000","€ 360,000",D,26,France,Brest,Ligue 1,2019-2020
6,Gautier Larsonneur,"€ 6,923","€ 360,000","€ 360,000",K,22,France,Brest,Ligue 1,2019-2020
7,Haris Belkebla,"€ 6,923","€ 360,000","€ 360,000",M,25,Algeria,Brest,Ligue 1,2019-2020
8,Irvin Cardona,"€ 6,923","€ 360,000","€ 360,000",F,22,France,Brest,Ligue 1,2019-2020
9,Jean-Charles Castelletto,"€ 6,923","€ 360,000","€ 360,000",D,24,Cameroon,Brest,Ligue 1,2019-2020
10,Jean-Kevin Duverne,"€ 6,923","€ 360,000","€ 360,000",D,22,France,Brest,Ligue 1,2019-2020
11,Julien Faussurier,"€ 6,923","€ 360,000","€ 360,000",M,32,France,Brest,Ligue 1,2019-2020
12,Ludovic Baal,"€ 6,923","€ 360,000","€ 360,000",D,33,French Guiana,Brest,Ligue 1,2019-2020
13,Mathias Autret,"€ 6,923","€ 360,000","€ 360,000",F,28,France,Brest,Ligue 1,2019-2020
14,Romain Perraud,"€ 6,923","€ 360,000","€ 360,000",D,21,France,Brest,Ligue 1,2019-2020
15,Yoann Court,"€ 6,923","€ 360,000","€ 360,000",M,29,France,Brest,Ligue 1,2019-2020
16,Ferris N'Goma,"€ 4,808","€ 250,000","€ 250,000",M,26,France,Brest,Ligue 1,2019-2020
17,Julien Fabri,"€ 3,462","€ 180,000","€ 180,000",K,25,France,Brest,Ligue 1,2019-2020
18,Cristian Battocchio,"€ 3,269","€ 170,000","€ 170,000",M,27,Italy,Brest,Ligue 1,2019-2020
19,Gaëtan Belaud,"€ 3,077","€ 160,000","€ 160,000",D,32,France,Brest,Ligue 1,2019-2020
20,Kévin Mayi,"€ 2,500","€ 130,000","€ 130,000",F,26,France,Brest,Ligue 1,2019-2020
21,David Kiki,"€ 2,308","€ 120,000","€ 120,000",D,25,Benin,Brest,Ligue 1,2019-2020
22,Donovan Léon,"€ 2,308","€ 120,000","€ 120,000",K,26,French Guiana,Brest,Ligue 1,2019-2020
23,Brendan Chardonnet,"€ 1,923","€ 100,000","€ 100,000",D,24,France,Brest,Ligue 1,2019-2020
24,Derick Osei Yaw,€ 769,"€ 40,000","€ 40,000",F,21,France,Brest,Ligue 1,2019-2020
25,Hugo Magnetti,€ 769,"€ 40,000","€ 40,000",M,21,France,Brest,Ligue 1,2019-2020
26,Sébastien Cibois,€ 769,"€ 40,000","€ 40,000",K,21,France,Brest,Ligue 1,2019-2020
27,Hiang'a Mbock,€ 577,"€ 30,000","€ 30,000",M,19,France,Brest,Ligue 1,2019-2020
