,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Memphis Depay,"€ 96,923","€ 5,040,000","€ 5,040,000",F,25,Netherlands,Lyon,Ligue 1,2019-2020
1,Anthony Lopes,"€ 92,308","€ 4,800,000","€ 4,800,000",K,28,Portugal,Lyon,Ligue 1,2019-2020
2,Bertrand Traoré,"€ 80,769","€ 4,200,000","€ 4,200,000",F,24,Burkina Faso,Lyon,Ligue 1,2019-2020
3,Houssem Aouar,"€ 69,231","€ 3,600,000","€ 3,600,000",M,21,France,Lyon,Ligue 1,2019-2020
4,Mapou Yanga-Mbiwa,"€ 64,423","€ 3,350,000","€ 3,350,000",D,30,France,Lyon,Ligue 1,2019-2020
5,Jason Denayer,"€ 62,115","€ 3,230,000","€ 3,230,000",D,24,Belgium,Lyon,Ligue 1,2019-2020
6,Marcelo,"€ 62,115","€ 3,230,000","€ 3,230,000",D,32,Brazil,Lyon,Ligue 1,2019-2020
7,Moussa Dembélé,"€ 59,808","€ 3,110,000","€ 3,110,000",F,23,France,Lyon,Ligue 1,2019-2020
8,Joachim Andersen,"€ 59,808","€ 3,110,000","€ 3,110,000",D,23,Denmark,Lyon,Ligue 1,2019-2020
9,Thiago Mendes,"€ 59,615","€ 3,100,000","€ 3,100,000",M,27,Brazil,Lyon,Ligue 1,2019-2020
10,Rafael,"€ 57,692","€ 3,000,000","€ 3,000,000",D,29,Brazil,Lyon,Ligue 1,2019-2020
11,Maxwel Cornet,"€ 54,231","€ 2,820,000","€ 2,820,000",F,22,Cote d'Ivoire,Lyon,Ligue 1,2019-2020
12,Lucas Tousart,"€ 46,154","€ 2,400,000","€ 2,400,000",M,22,France,Lyon,Ligue 1,2019-2020
13,Bruno Guimarães,"€ 42,885","€ 2,230,000","€ 2,230,000",M,22,Brazil,Lyon,Ligue 1,2019-2020
14,Léo Dubois,"€ 42,308","€ 2,200,000","€ 2,200,000",D,24,France,Lyon,Ligue 1,2019-2020
15,Ciprian Tatarusanu,"€ 34,615","€ 1,800,000","€ 1,800,000",K,33,Romania,Lyon,Ligue 1,2019-2020
16,Jeff Reine-Adélaïde,"€ 34,615","€ 1,800,000","€ 1,800,000",M,21,France,Lyon,Ligue 1,2019-2020
17,Kenny Tete,"€ 34,615","€ 1,800,000","€ 1,800,000",D,23,Netherlands,Lyon,Ligue 1,2019-2020
18,Youssouf Koné,"€ 30,769","€ 1,600,000","€ 1,600,000",D,24,Mali,Lyon,Ligue 1,2019-2020
19,Martin Terrier,"€ 23,077","€ 1,200,000","€ 1,200,000",F,22,France,Lyon,Ligue 1,2019-2020
20,Marçal,"€ 23,077","€ 1,200,000","€ 1,200,000",D,30,Brazil,Lyon,Ligue 1,2019-2020
21,Karl Toko Ekambi,"€ 20,000","€ 1,040,000","€ 1,040,000",F,27,Cameroon,Lyon,Ligue 1,2019-2020
22,Jean Lucas,"€ 19,231","€ 1,000,000","€ 1,000,000",M,21,Brazil,Lyon,Ligue 1,2019-2020
23,Oumar Solet,"€ 11,154","€ 580,000","€ 580,000",D,19,France,Lyon,Ligue 1,2019-2020
24,Amine Gouiri,"€ 8,077","€ 420,000","€ 420,000",F,19,France,Lyon,Ligue 1,2019-2020
25,Maxence Caqueret,"€ 6,346","€ 330,000","€ 330,000",M,19,France,Lyon,Ligue 1,2019-2020
26,Anthony Racioppi,"€ 6,346","€ 330,000","€ 330,000",K,20,Switzerland,Lyon,Ligue 1,2019-2020
27,Camilo,"€ 3,462","€ 180,000","€ 180,000",F,20,Brazil,Lyon,Ligue 1,2019-2020
28,Boubacar Fofana,"€ 2,885","€ 150,000","€ 150,000",F,21,France,Lyon,Ligue 1,2019-2020
29,Titouan Thomas,€ 962,"€ 50,000","€ 50,000",F,17,France,Lyon,Ligue 1,2019-2020
30,Rayan Cherki,€ 769,"€ 40,000","€ 40,000",F,16,France,Lyon,Ligue 1,2019-2020
