,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Steven Nzonzi,"€ 92,308","€ 4,800,000","€ 4,800,000",M,31,France,Rennes,Ligue 1,2019-2020
1,Clément Grenier,"€ 64,423","€ 3,350,000","€ 3,350,000",M,28,France,Rennes,Ligue 1,2019-2020
2,M'Baye Niang,"€ 57,692","€ 3,000,000","€ 3,000,000",F,24,Senegal,Rennes,Ligue 1,2019-2020
3,Raphinha,"€ 40,000","€ 2,080,000","€ 2,080,000",F,22,Brazil,Rennes,Ligue 1,2019-2020
4,Benjamin Bourigeaud,"€ 32,115","€ 1,670,000","€ 1,670,000",M,25,France,Rennes,Ligue 1,2019-2020
5,Adrien Hunou,"€ 32,115","€ 1,670,000","€ 1,670,000",F,25,France,Rennes,Ligue 1,2019-2020
6,Joris Gnagnon,"€ 32,115","€ 1,670,000","€ 1,670,000",D,22,France,Rennes,Ligue 1,2019-2020
7,Jonas Martin,"€ 27,692","€ 1,440,000","€ 1,440,000",M,29,France,Rennes,Ligue 1,2019-2020
8,Flavien Tait,"€ 27,692","€ 1,440,000","€ 1,440,000",F,26,France,Rennes,Ligue 1,2019-2020
9,Diafra Sakho,"€ 27,115","€ 1,410,000","€ 1,410,000",F,29,Senegal,Rennes,Ligue 1,2019-2020
10,Jérémy Morel,"€ 23,077","€ 1,200,000","€ 1,200,000",D,35,Madagascar,Rennes,Ligue 1,2019-2020
11,Rafik Guitane,"€ 23,077","€ 1,200,000","€ 1,200,000",F,20,France,Rennes,Ligue 1,2019-2020
12,Eduardo Camavinga,"€ 20,769","€ 1,080,000","€ 1,080,000",M,16,Democratic Republic of Congo,Rennes,Ligue 1,2019-2020
13,Jakob Johansson,"€ 18,269","€ 950,000","€ 950,000",M,29,Sweden,Rennes,Ligue 1,2019-2020
14,Romain Salin,"€ 16,154","€ 840,000","€ 840,000",K,35,France,Rennes,Ligue 1,2019-2020
15,Faitout Maouassa,"€ 16,154","€ 840,000","€ 840,000",D,21,France,Rennes,Ligue 1,2019-2020
16,Jordan Siebatcheu,"€ 16,154","€ 840,000","€ 840,000",F,23,France,Rennes,Ligue 1,2019-2020
17,Jérémy Gelin,"€ 15,000","€ 780,000","€ 780,000",D,22,France,Rennes,Ligue 1,2019-2020
18,Damien Da Silva,"€ 15,000","€ 780,000","€ 780,000",D,31,France,Rennes,Ligue 1,2019-2020
19,Edouard Mendy,"€ 14,808","€ 770,000","€ 770,000",K,27,Senegal,Rennes,Ligue 1,2019-2020
20,Hamari Traoré,"€ 14,423","€ 750,000","€ 750,000",D,27,Mali,Rennes,Ligue 1,2019-2020
21,Souleyman Doumbia,"€ 13,846","€ 720,000","€ 720,000",D,22,Cote d'Ivoire,Rennes,Ligue 1,2019-2020
22,Romain Del Castillo,"€ 12,115","€ 630,000","€ 630,000",F,23,France,Rennes,Ligue 1,2019-2020
23,James Léa Siliki,"€ 10,385","€ 540,000","€ 540,000",M,23,France,Rennes,Ligue 1,2019-2020
24,Gerzino Nyamsi,"€ 6,923","€ 360,000","€ 360,000",D,22,France,Rennes,Ligue 1,2019-2020
25,Yann Gboho,"€ 3,462","€ 180,000","€ 180,000",F,18,France,Rennes,Ligue 1,2019-2020
26,Sacha Boey,"€ 2,500","€ 130,000","€ 130,000",D,18,France,Rennes,Ligue 1,2019-2020
27,Riffi Mandanda,"€ 2,308","€ 120,000","€ 120,000",K,27,Democratic Republic of the Congo,Rennes,Ligue 1,2019-2020
28,Metehan Güclü,€ 962,"€ 50,000","€ 50,000",F,20,Turkey,Rennes,Ligue 1,2019-2020
29,Pépé Bonet,€ 769,"€ 40,000","€ 40,000",K,16,Democratic Republic of the Congo,Rennes,Ligue 1,2019-2020
