,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Matz Sels,"€ 20,769","€ 1,080,000","€ 1,080,000",K,27,Belgium,Strasbourg,Ligue 1,2019-2020
1,Majeed Waris,"€ 18,269","€ 950,000","€ 950,000",F,28,Ghana,Strasbourg,Ligue 1,2019-2020
2,Stefan Mitrovic,"€ 18,269","€ 950,000","€ 950,000",D,29,Serbia,Strasbourg,Ligue 1,2019-2020
3,Sanjin Prcic,"€ 16,154","€ 840,000","€ 840,000",M,25,Bosnia-Herzegovina,Strasbourg,Ligue 1,2019-2020
4,Lamine Koné,"€ 16,154","€ 840,000","€ 840,000",D,30,Cote d'Ivoire,Strasbourg,Ligue 1,2019-2020
5,Alexander Djiku,"€ 16,154","€ 840,000","€ 840,000",D,25,France,Strasbourg,Ligue 1,2019-2020
6,Kenny Lala,"€ 16,154","€ 840,000","€ 840,000",D,27,France,Strasbourg,Ligue 1,2019-2020
7,Ludovic Ajorque,"€ 14,808","€ 770,000","€ 770,000",F,25,France,Strasbourg,Ligue 1,2019-2020
8,Lebo Mothiba,"€ 13,846","€ 720,000","€ 720,000",F,23,South Africa,Strasbourg,Ligue 1,2019-2020
9,Adrien Thomasson,"€ 13,846","€ 720,000","€ 720,000",F,25,France,Strasbourg,Ligue 1,2019-2020
10,Dimitri Liénard,"€ 11,538","€ 600,000","€ 600,000",M,31,France,Strasbourg,Ligue 1,2019-2020
11,Benjamin Corgnet,"€ 11,538","€ 600,000","€ 600,000",F,32,France,Strasbourg,Ligue 1,2019-2020
12,Lionel Carole,"€ 9,231","€ 480,000","€ 480,000",D,28,France,Strasbourg,Ligue 1,2019-2020
13,Eiji Kawashima,"€ 6,346","€ 330,000","€ 330,000",K,36,Japan,Strasbourg,Ligue 1,2019-2020
14,Nuno Da Costa,"€ 5,769","€ 300,000","€ 300,000",F,28,Cape Verde,Strasbourg,Ligue 1,2019-2020
15,Kévin Zohi,"€ 5,192","€ 270,000","€ 270,000",F,22,Mali,Strasbourg,Ligue 1,2019-2020
16,Anthony Caci,"€ 5,000","€ 260,000","€ 260,000",D,22,France,Strasbourg,Ligue 1,2019-2020
17,Jean-Ricner Bellegarde,"€ 5,000","€ 260,000","€ 260,000",M,21,Haiti,Strasbourg,Ligue 1,2019-2020
18,Youssouf Fofana,"€ 4,615","€ 240,000","€ 240,000",M,20,France,Strasbourg,Ligue 1,2019-2020
19,Bingourou Kamara,"€ 4,615","€ 240,000","€ 240,000",K,22,France,Strasbourg,Ligue 1,2019-2020
20,Ibrahima Sissoko,"€ 4,615","€ 240,000","€ 240,000",M,21,France,Strasbourg,Ligue 1,2019-2020
21,Jérémy Grimm,"€ 3,846","€ 200,000","€ 200,000",M,32,France,Strasbourg,Ligue 1,2019-2020
22,Mohamed Simakan,"€ 3,269","€ 170,000","€ 170,000",D,19,France,Strasbourg,Ligue 1,2019-2020
23,Moataz Zemzemi,"€ 1,923","€ 100,000","€ 100,000",M,20,Tunisia,Strasbourg,Ligue 1,2019-2020
24,Abdallah Ndour,"€ 1,923","€ 100,000","€ 100,000",D,25,Senegal,Strasbourg,Ligue 1,2019-2020
25,Ismaël Aaneba,€ 962,"€ 50,000","€ 50,000",D,20,France,Strasbourg,Ligue 1,2019-2020
26,Louis Pelletier,€ 769,"€ 40,000","€ 40,000",K,19,France,Strasbourg,Ligue 1,2019-2020
