Eid,event_id,Qid,qualifier_id,value
2091682449,10,267159273,141,36.9
2091682449,10,1657412058,212,57.6
2091682449,10,1723070220,56,Center
1539485140,11,57970519,213,0.1
1539485140,11,2058910427,56,Center
1539485140,11,1605044573,168,-1
1539485140,11,2090616019,212,8.6
1539485140,11,671856643,141,37.7
1539485140,11,1302163613,140,75.5
1539485140,11,1153208673,3,-1
462919396,746,1361348843,56,Center
1275093897,946,1506782311,56,Back
303742790,17,901086369,56,Back
2060892907,12,2086407043,56,Center
366689877,18,558254744,56,Back
2005113393,13,627273767,141,17.1
2005113393,13,1999241887,140,64.9
2005113393,13,1910380318,213,4.8
2005113393,13,1036640619,56,Right
2005113393,13,1545709648,212,4.5
1664446624,19,1372850045,56,Back
939036380,21,2024450593,56,Left
939036380,21,1289309191,141,87.4
939036380,21,1368844364,1,-1
939036380,21,1084186583,140,93.5
939036380,21,229480544,7,42544
1469946305,15,1311271713,141,66.5
1469946305,15,1006810458,157,-1
1469946305,15,1377905874,212,45.1
1469946305,15,2046474711,56,Center
1469946305,15,1883800949,1,-1
1469946305,15,799777611,213,0.7
1469946305,15,863366231,140,77.8
1461307624,16,841244982,168,-1
1461307624,16,1050488951,212,5.3
1461307624,16,1706470276,56,Center
1461307624,16,1929025088,141,67.0
1461307624,16,214634727,213,6.1
1461307624,16,740016911,140,82.8
1589845946,22,342172763,56,Back
220466501,17,609030307,56,Center
220466501,17,1230321188,141,69.3
220466501,17,1389046608,3,-1
220466501,17,854751288,212,15.2
220466501,17,1154132966,140,77.2
220466501,17,889442542,213,0.8
1697913679,18,1132130883,13,-1
1697913679,18,1860936472,56,Center
490231060,23,533186608,13,-1
490231060,23,848366658,56,Back
12102114,19,1313752553,26,-1
12102114,19,286305178,102,48.6
12102114,19,735252827,147,50.2
12102114,19,1570542441,18,-1
12102114,19,1384305202,20,-1
12102114,19,1004639134,78,-1
12102114,19,178823780,146,98.2
12102114,19,1309308289,103,6.9
12102114,19,2136769426,56,Center
1015256624,24,1665818416,179,-1
1015256624,24,413556905,182,-1
1015256624,24,1668421686,174,-1
1015256624,24,152386332,56,Back
295641990,25,1196170494,56,Back
2144302873,26,1850901339,56,Back
1967987119,20,124066814,141,48.6
1967987119,20,705416412,213,1.3
1967987119,20,2050755727,140,78.1
1967987119,20,1492415908,56,Center
1967987119,20,403322251,212,5.3
1967987119,20,1100736308,155,-1
2022602955,21,1246894473,213,5.5
2022602955,21,274153029,212,11.1
2022602955,21,1840004452,3,-1
2022602955,21,1179548504,56,Center
2022602955,21,1980875589,140,85.8
2022602955,21,720168887,141,37.4
472177798,27,1158453134,56,Back
472177798,27,273581946,15,-1
793536122,29,472683194,141,28.2
793536122,29,550569954,140,54.0
793536122,29,748882703,213,5.7
793536122,29,52743267,56,Center
793536122,29,757737579,212,25.2
1742052007,30,1498134925,141,3.1
1742052007,30,1279591542,140,80.5
1742052007,30,819762449,213,5.4
1742052007,30,809102136,56,Right
1742052007,30,245377435,212,17.5
80450362,31,1547541942,56,Center
80450362,31,41684844,212,39.5
80450362,31,828935317,2,-1
80450362,31,1308028547,141,74.8
80450362,31,368291614,1,-1
80450362,31,1367199861,140,100.0
80450362,31,1939576287,155,-1
80450362,31,87887825,213,1.0
314747611,32,368104358,56,Center
1298408416,22,1555913134,56,Back
1595680844,23,1221530098,213,6.2
1595680844,23,1270533282,140,66.1
1595680844,23,467393137,212,63.7
1595680844,23,247496374,124,-1
1595680844,23,427718746,56,Center
1595680844,23,1991823959,141,30.9
1595680844,23,502769989,1,-1
1299585667,33,1852728849,141,65.3
1299585667,33,80662604,212,23.5
1299585667,33,817471828,140,56.7
1299585667,33,1410023208,3,-1
1299585667,33,477563499,213,6.2
1299585667,33,1563555892,56,Center
1505032819,24,2123535044,56,Back
538765048,35,234440997,56,Center
936802981,36,1059012302,4,-1
936802981,36,1967233598,56,Center
936802981,36,1886937850,141,66.8
936802981,36,646279569,212,16.8
936802981,36,1934665011,140,65.6
936802981,36,1452391958,213,0.8
182011009,25,1217129905,56,Back
182011009,25,728203639,212,9.1
182011009,25,1503100013,213,5.8
182011009,25,1502182723,141,29.3
182011009,25,1334266985,140,36.7
406961680,26,1028979568,212,18.1
406961680,26,795257361,213,4.3
406961680,26,844570505,140,30.5
406961680,26,85686008,56,Back
406961680,26,1419968964,141,0.0
1194724928,27,1741991113,56,Back
1528184869,37,613967866,56,Left
555219374,38,1018328438,1,-1
555219374,38,193830285,212,25.0
555219374,38,1474749755,140,65.8
555219374,38,1611660235,213,4.6
555219374,38,1858634272,141,64.9
555219374,38,1423760145,56,Center
555219374,38,1419118573,107,-1
2094952152,39,1914752749,212,32.4
2094952152,39,883988911,213,4.6
2094952152,39,2066255860,141,11.2
2094952152,39,983455317,1,-1
2094952152,39,941866732,140,63.2
2094952152,39,1284452813,155,-1
2094952152,39,466802233,56,Right
44899211,40,1476758587,56,Center
44899211,40,1345939317,141,34.3
44899211,40,687665531,140,61.0
44899211,40,582535029,212,12.5
44899211,40,723130376,213,1.7
885659690,41,1686276758,213,3.2
885659690,41,2051881408,140,40.9
885659690,41,938954822,56,Back
885659690,41,1757593796,141,31.8
885659690,41,1796896813,212,21.2
885659690,41,1968255103,156,-1
518668571,42,389023444,140,39.7
518668571,42,780693984,212,28.7
518668571,42,98044047,56,Back
518668571,42,487589888,213,1.7
518668571,42,515212252,141,74.0
518668571,42,601290330,1,-1
1235880162,43,1301171493,212,15.2
1235880162,43,540734745,213,5.3
1235880162,43,1199250840,141,51.2
1235880162,43,155940945,140,48.8
1235880162,43,2081436504,56,Back
336125635,44,613135862,213,1.2
336125635,44,1156600366,212,15.0
336125635,44,792640678,140,53.1
336125635,44,2106786746,56,Center
336125635,44,768645288,141,76.6
230064450,45,1448478812,56,Center
230064450,45,1497235791,13,-1
585332326,28,673958813,13,-1
585332326,28,1034741203,56,Back
1529072867,46,1293727572,141,62.5
1529072867,46,1239269440,140,44.3
1529072867,46,463141100,5,-1
1529072867,46,2006867258,213,4.4
1529072867,46,1765340068,212,11.1
1529072867,46,1542123111,56,Back
2089186162,47,303084031,141,90.8
2089186162,47,97725256,213,1.3
2089186162,47,720513327,140,52.0
2089186162,47,19256981,212,22.2
2089186162,47,869963668,56,Left
1939383553,48,1954010611,141,79.7
1939383553,48,666929272,212,17.3
1939383553,48,1941404683,56,Left
1939383553,48,1419832595,213,5.8
1939383553,48,1399432702,140,71.5
260611790,49,504873023,140,74.3
260611790,49,1450734645,56,Center
260611790,49,299514605,213,5.0
260611790,49,1449255483,168,-1
260611790,49,1153784108,141,64.2
260611790,49,1129895942,212,10.9
2066194055,30,242929693,56,Back
1956742430,50,255569124,56,Center
1430638227,31,4263744,212,14.4
1430638227,31,870290132,141,61.7
1430638227,31,1906947979,213,0.1
1430638227,31,791913791,140,45.5
1430638227,31,1201051967,56,Back
1209909164,32,503444334,13,-1
1209909164,32,547468620,56,Back
1703836376,51,360448870,13,-1
1703836376,51,772943456,56,Center
43858802,33,821005691,5,-1
43858802,33,844781688,212,5.4
43858802,33,1157199248,56,Back
43858802,33,1754259934,140,45.9
43858802,33,109377276,213,6.2
43858802,33,2052386411,141,61.4
1481717182,34,304621628,140,14.7
1481717182,34,1066100425,213,3.3
1481717182,34,298335528,141,52.2
1481717182,34,765535637,56,Back
1481717182,34,497398790,212,28.4
397450712,35,224644058,56,Center
397450712,35,1992982070,1,-1
397450712,35,16343826,213,5.8
397450712,35,951392548,157,-1
397450712,35,1315136781,212,45.9
397450712,35,1447912531,141,22.3
397450712,35,1881711682,140,53.6
1810578898,36,1357422736,56,Center
737829320,52,1691149366,56,Back
420398240,53,1486899405,140,57.7
420398240,53,2102012176,3,-1
420398240,53,1360298620,56,Left
420398240,53,840503613,212,14.9
420398240,53,985758527,213,0.7
420398240,53,715569886,141,88.8
1062360231,38,322970106,212,28.0
1062360231,38,1946097872,141,0.0
1062360231,38,163787228,213,6.2
1062360231,38,1928722871,155,-1
1062360231,38,1443392687,140,65.5
1062360231,38,46790901,56,Right
1536241112,39,91241462,56,Right
2119399928,54,1086966544,56,Back
1348385067,55,1780362003,141,40.2
1348385067,55,66085358,107,-1
1348385067,55,2018127231,1,-1
1348385067,55,1671967084,140,26.4
1348385067,55,1267406375,56,Back
1348385067,55,1816700823,212,41.7
1348385067,55,473821038,213,4.7
995603365,56,959114857,56,Back
995603365,56,1805200360,212,22.4
995603365,56,34767677,213,3.0
995603365,56,1533985397,140,3.5
995603365,56,1110494994,141,45.6
448383030,57,1567288335,213,6.2
448383030,57,1555168456,140,61.4
448383030,57,1105831798,1,-1
448383030,57,1018160372,141,42.5
448383030,57,1188230378,56,Center
448383030,57,505887911,157,-1
448383030,57,1585480834,212,60.8
688904243,58,1760978947,213,4.7
688904243,58,231607193,140,59.9
688904243,58,388174528,212,14.6
688904243,58,1472185514,141,16.4
688904243,58,921564274,56,Right
628065001,59,1554259525,141,1.3
628065001,59,105167447,212,25.9
628065001,59,1023906916,140,95.6
628065001,59,330452804,56,Right
628065001,59,1240692174,213,5.7
775667543,60,1161245458,56,Right
1499524182,40,617391618,56,Back
1753343029,41,1370346364,167,-1
1753343029,41,2087517245,56,Back
324952362,61,126218104,56,Right
55859269,42,890646806,56,Back
1308467263,62,1433066477,56,Right
1063863581,63,991147242,140,86.6
1063863581,63,1247041927,212,7.8
1063863581,63,123037081,141,3.9
1063863581,63,1199783875,213,2.7
1063863581,63,1772290685,107,-1
1063863581,63,1258674953,56,Right
481981492,64,820351498,212,5.8
481981492,64,495682287,213,3.2
481981492,64,1026995939,141,1.3
481981492,64,2067723421,140,80.9
481981492,64,1653160265,56,Right
4580005,65,1451590009,140,79.5
4580005,65,1865421004,56,Right
4580005,65,916437529,212,12.3
4580005,65,445825685,213,1.7
4580005,65,133825588,141,19.3
850543009,66,455634789,212,10.2
850543009,66,112380612,140,89.3
850543009,66,563386853,56,Right
850543009,66,147757996,141,19.0
850543009,66,2120962492,213,6.2
794474124,43,409219787,56,Back
1129764675,45,1801907763,140,20.5
1129764675,45,1854439794,56,Back
1129764675,45,371219181,213,0.4
1129764675,45,993159935,212,13.8
1129764675,45,2086205862,141,95.5
1428247109,46,473320822,56,Back
1428247109,46,1072822293,212,13.1
1428247109,46,1953195918,141,96.6
1428247109,46,1624454068,213,0.1
1428247109,46,1359834819,140,32.4
620887006,47,1484081474,56,Back
620887006,47,840527640,213,5.3
620887006,47,2140030400,212,23.8
620887006,47,1236076621,140,45.9
620887006,47,1785691949,141,67.9
992326078,48,257578775,213,2.8
992326078,48,1218774667,212,9.0
992326078,48,1504615506,141,72.3
992326078,48,1401188539,56,Back
992326078,48,953632750,140,37.8
531000320,49,1584039447,56,Left
531000320,49,1328746340,141,84.9
531000320,49,437352954,213,0.4
531000320,49,1027484295,140,58.9
531000320,49,1846793055,212,23.8
813802984,67,443073721,56,Back
819946894,69,2083104375,56,Center
819946894,69,852792379,140,61.6
819946894,69,1544946978,213,0.4
819946894,69,522746731,141,32.7
819946894,69,1594281084,212,24.5
1299683729,70,253996350,56,Right
1299683729,70,425520671,141,18.7
1299683729,70,1098125065,4,-1
1299683729,70,1229818981,140,98.6
1299683729,70,1110455719,212,28.4
1299683729,70,377336170,213,6.1
2019854504,71,1052365127,141,36.5
2019854504,71,1617533570,213,2.1
2019854504,71,1381399651,2,-1
2019854504,71,770261378,212,13.8
2019854504,71,182220609,140,92.3
2019854504,71,558284786,56,Center
913634667,50,159327264,56,Back
913634667,50,1239228176,167,-1
456099812,51,1424926233,56,Back
1737374689,72,848159282,56,Right
872392872,73,599709220,213,2.0
872392872,73,1105531156,212,9.0
872392872,73,555808109,107,-1
872392872,73,178373666,140,88.0
872392872,73,49572488,56,Right
872392872,73,344366486,141,10.8
613470535,74,952275684,56,Right
419252646,53,1983592083,213,0.1
419252646,53,589822193,212,14.4
419252646,53,1314531583,140,31.6
419252646,53,951019222,56,Back
419252646,53,1189665824,141,80.4
1507490432,54,1908637520,212,4.1
1507490432,54,616148813,213,6.1
1507490432,54,1099493630,56,Back
1507490432,54,1884464549,141,79.3
1507490432,54,323645663,140,35.4
1601347722,75,796600853,213,3.8
1601347722,75,1847858566,141,15.1
1601347722,75,83072182,212,4.8
1601347722,75,1694563569,56,Right
1601347722,75,1336287382,140,60.7
1294342647,77,281866882,213,0.7
1294342647,77,1036322981,140,64.6
1294342647,77,354947514,141,22.6
1294342647,77,995157398,56,Center
1294342647,77,23618327,212,7.9
551235434,55,479715129,56,Back
155506381,78,86519115,56,Right
155506381,78,1441591709,213,5.2
155506381,78,277201249,140,66.1
155506381,78,670143155,141,15.7
155506381,78,1433000693,212,4.5
1021621217,79,1937424038,213,1.2
1021621217,79,827473780,140,72.8
1021621217,79,401902473,212,6.3
1021621217,79,1299018736,56,Center
1021621217,79,1141082884,141,26.3
1955193845,80,1715874790,56,Center
1941812258,56,1058219832,212,30.1
1941812258,56,2125834997,4,-1
1941812258,56,1031033692,141,93.1
1941812258,56,1694928565,213,0.2
1941812258,56,349067761,56,Left
1941812258,56,1378392577,140,57.4
1314053770,82,688159815,56,Right
1314053770,82,6215511,212,13.0
1314053770,82,313495612,213,6.2
1314053770,82,79186258,140,56.7
1314053770,82,1290836925,141,5.5
1226289254,57,154519247,56,Back
792787699,83,1762932305,56,Right
829353398,58,757166663,141,91.1
829353398,58,12559158,213,5.7
829353398,58,694086166,212,7.2
829353398,58,1712666458,56,Back
829353398,58,1248835998,140,36.3
1173948855,59,945869141,141,100.0
1173948855,59,1343880807,140,34.2
1173948855,59,662381776,56,Back
1173948855,59,168590669,212,7.1
1173948855,59,1100198979,213,1.9
207237746,60,334277137,56,Back
1454666890,84,1657425934,56,Right
257599234,85,498791112,213,0.3
257599234,85,649303200,141,8.1
257599234,85,231949167,140,81.0
257599234,85,412932517,56,Right
257599234,85,1974809566,212,23.3
257599234,85,1692452546,107,-1
377735090,86,757734728,213,2.7
377735090,86,186053832,141,18.6
377735090,86,1608862923,56,Right
377735090,86,679098655,212,20.6
377735090,86,1608368769,140,74.4
1031715032,87,1826132354,56,Center
1031715032,87,1333151239,155,-1
1031715032,87,850219666,212,17.2
1031715032,87,2134619313,2,-1
1031715032,87,1255647794,141,42.7
1031715032,87,992710881,140,87.7
1031715032,87,889288956,213,0.8
252252667,61,775401502,56,Back
252252667,61,1904737100,15,-1
980540733,62,1517364643,213,4.0
980540733,62,1702402233,140,38.2
980540733,62,2010272030,56,Back
980540733,62,948597298,212,7.2
980540733,62,542770865,141,55.0
228156747,88,365431378,56,Center
228156747,88,350994837,144,61
14056962,89,205892722,144,49
1484074119,90,189900167,141,88.0
1484074119,90,632069562,56,Left
1484074119,90,37372407,213,1.0
1484074119,90,2046795771,1,-1
1484074119,90,1621496960,212,33.0
1484074119,90,595987613,140,79.3
955662646,91,817433095,212,5.9
955662646,91,289099135,213,3.5
955662646,91,405371297,141,70.4
955662646,91,2021164286,56,Center
955662646,91,447145257,140,74.7
528023878,92,273375963,212,10.9
528023878,92,67882138,141,61.4
528023878,92,1293913745,213,5.1
528023878,92,760234581,140,74.7
528023878,92,669955421,56,Center
588290001,93,1226607786,56,Center
588290001,93,1888115605,212,7.1
588290001,93,229593687,141,65.4
588290001,93,2037736356,140,80.9
588290001,93,1595209489,213,0.4
1721282561,64,1928564276,212,6.6
1721282561,64,1647591469,141,26.2
1721282561,64,1742568779,56,Back
1721282561,64,1730611668,213,5.7
1721282561,64,75015739,140,27.1
953148607,65,799932550,56,Back
953148607,65,420395323,140,32.9
953148607,65,1101409603,213,1.2
953148607,65,864291889,212,15.5
953148607,65,734996447,141,47.2
1154161549,95,923470440,56,Center
1945607898,94,1231457235,144,39
1945607898,94,1764919772,56,Center
1945607898,94,2034049489,18,0
274813648,338,171166210,56,Back
549841929,66,1987767036,141,44.2
549841929,66,1686536257,212,6.6
549841929,66,653074048,56,Back
549841929,66,1687553114,140,36.4
549841929,66,1991400862,144,1
549841929,66,1122088290,213,5.9
156594926,67,1069943980,213,0.9
156594926,67,2117209993,140,45.1
156594926,67,2072105732,212,10.3
156594926,67,846854226,141,58.4
156594926,67,484694214,56,Back
1952627130,68,124583584,212,23.9
1952627130,68,119114451,141,94.7
1952627130,68,1348932298,56,Left
1952627130,68,1537791056,213,0.9
1952627130,68,616368070,140,73.1
856244000,69,84772649,56,Left
1491956628,70,20035462,56,Left
1491956628,70,2077823695,13,-1
463352760,96,427247368,13,-1
463352760,96,184639795,56,Back
98293985,97,1928864435,213,0.2
98293985,97,1759327695,212,60.8
98293985,97,257103381,5,-1
98293985,97,2008746516,157,-1
98293985,97,1601769833,141,24.0
98293985,97,1039423660,1,-1
98293985,97,1269521881,56,Center
98293985,97,1332853010,140,65.8
438058955,98,1018015846,140,67.6
438058955,98,1689367382,141,10.1
438058955,98,718696533,212,7.9
438058955,98,1492645679,213,5.1
438058955,98,1820116086,56,Right
460660138,99,547513593,56,Center
1982113972,71,1199749688,56,Back
198265932,73,1551061243,213,1.1
198265932,73,1095874632,56,Back
198265932,73,1445651269,141,92.5
198265932,73,1486124625,140,32.4
198265932,73,1061168670,212,11.0
2065675214,74,915150474,213,5.5
2065675214,74,755197722,140,91.8
2065675214,74,1503234485,155,-1
2065675214,74,32928312,1,-1
2065675214,74,1782422604,212,87.1
2065675214,74,1367345550,141,0.0
2065675214,74,1453629376,56,Right
2065675214,74,973116868,196,-1
376914314,100,1356580012,56,Back
770205960,101,1506148804,56,Back
1259162345,75,1372451734,56,Right
1485338051,102,1100886893,56,Back
1485338051,102,684201932,140,21.1
1485338051,102,288185480,212,14.8
1485338051,102,1533941249,107,-1
1485338051,102,54834910,213,5.7
1485338051,102,11150849,141,88.8
14608193,103,1670428762,56,Back
14608193,103,25862424,141,97.2
14608193,103,2131124753,212,8.3
14608193,103,1688261353,213,2.7
14608193,103,274964874,140,8.6
174014887,104,980880417,141,69.0
174014887,104,96746795,140,48.9
174014887,104,1027500467,56,Back
174014887,104,390921690,213,5.9
174014887,104,549906516,1,-1
174014887,104,506960461,157,-1
174014887,104,1654345838,212,46.3
641763697,105,1043473358,56,Back
560158052,76,1297102484,212,20.5
560158052,76,1695613373,213,0.3
560158052,76,487220337,56,Center
560158052,76,1276348939,3,-1
560158052,76,469592198,141,41.9
560158052,76,1159099111,140,75.5
1630520430,78,1442895769,141,25.7
1630520430,78,1154820471,212,9.3
1630520430,78,1321138577,213,1.8
1630520430,78,1226470898,56,Center
1630520430,78,1169140704,140,77.3
2130678887,106,1253681514,56,Back
1933130061,108,1583095865,141,50.6
1933130061,108,806786937,213,5.1
1933130061,108,1011119064,212,15.7
1933130061,108,439028205,140,36.7
1933130061,108,2048836554,56,Back
1925045084,109,334190884,141,9.4
1925045084,109,34489701,56,Back
1925045084,109,1243737911,212,16.9
1925045084,109,1534934214,213,5.0
1925045084,109,2056098371,140,48.8
1566805701,79,1543780627,56,Back
296897913,110,807537179,56,Center
997380127,111,1152232873,141,41.4
997380127,111,1044191635,56,Center
997380127,111,1670448033,212,7.5
997380127,111,1880372563,213,2.2
997380127,111,1347405393,140,53.9
1819486599,112,1549578856,141,16.1
1819486599,112,2066186093,140,66.5
1819486599,112,717237690,212,21.4
1819486599,112,315945607,56,Right
1819486599,112,822504662,213,5.4
1724106165,113,39098895,141,30.7
1724106165,113,1594057138,213,1.6
1724106165,113,19326735,212,7.8
1724106165,113,534389460,140,68.3
1724106165,113,369806233,56,Center
648884000,114,316573159,155,-1
648884000,114,1970454265,140,79.8
648884000,114,1911359382,56,Right
648884000,114,655739446,213,5.8
648884000,114,2063675967,212,13.5
648884000,114,494229896,141,20.7
786721847,80,1016405935,56,Back
1208509367,82,1141922798,141,65.4
1208509367,82,268337753,212,11.5
1208509367,82,1334351040,56,Back
1208509367,82,105893895,140,30.2
1208509367,82,693832400,213,5.7
194388577,83,727629978,212,30.6
194388577,83,119499013,1,-1
194388577,83,1690865014,140,35.4
194388577,83,1247570624,213,4.9
194388577,83,1627404840,141,14.3
194388577,83,397193357,56,Back
1191010256,84,2131596898,140,90.7
1191010256,84,2066002945,213,6.0
1191010256,84,1545128091,4,-1
1191010256,84,2121902553,141,5.0
1191010256,84,1013559510,56,Right
1191010256,84,1025823827,212,37.1
1570178462,85,1835496230,2,-1
1570178462,85,1349262354,213,1.7
1570178462,85,1990983839,56,Center
1570178462,85,976240785,140,90.5
1570178462,85,249156886,141,44.7
1570178462,85,2071382649,212,27.2
1559943757,115,534743756,56,Back
1559943757,115,267419403,167,-1
1539557246,116,514769583,56,Back
1539557246,116,728096940,144,5
1049016547,87,840325787,75,-1
1049016547,87,672488009,56,Right
70023834,117,2147366431,56,Back
70023834,117,1885592596,220,-1
70023834,117,455668755,73,-1
490038393,88,1549309802,155,-1
490038393,88,772238245,56,Center
490038393,88,737006412,6,-1
490038393,88,35929891,140,93.0
490038393,88,2143351678,212,35.6
490038393,88,40177657,2,-1
490038393,88,1065207295,141,51.9
490038393,88,1559036883,213,1.8
490038393,88,397495274,1,-1
490038393,88,184569240,223,-1
302756872,118,1366365813,56,Back
302756872,118,1334972036,15,-1
332814626,89,1309459948,215,-1
332814626,89,16487165,102,41.1
332814626,89,978033029,108,-1
332814626,89,1478807191,25,-1
332814626,89,2066149855,84,-1
332814626,89,1245810018,103,9.7
332814626,89,954574968,56,Center
332814626,89,309270665,17,-1
332814626,89,1316229063,20,-1
127731300,119,974810362,56,Back
81906409,120,853021888,124,-1
81906409,120,903081538,141,80.2
81906409,120,161045719,56,Left
81906409,120,716733951,213,0.2
81906409,120,1765129880,212,57.6
81906409,120,310829479,1,-1
81906409,120,1518044470,140,57.8
663347353,90,1937138421,56,Center
2005862229,91,896910098,56,Back
666040684,121,1089511634,56,Left
334214063,92,1652681715,56,Back
334214063,92,162085178,213,1.3
334214063,92,578907785,212,13.9
334214063,92,685839961,141,36.3
334214063,92,1685042129,3,-1
334214063,92,212466927,140,43.4
41422942,93,614079595,141,49.8
41422942,93,1033729170,56,Back
41422942,93,1294482082,212,9.4
41422942,93,775652799,3,-1
41422942,93,1402789701,140,45.5
41422942,93,1024012017,213,1.3
1078719567,95,1727887049,212,13.2
1078719567,95,1173016980,213,1.5
1078719567,95,1998761463,140,47.4
1078719567,95,106610721,141,77.1
1078719567,95,950142250,56,Back
671053294,96,1354243512,140,73.5
671053294,96,875575095,141,95.9
671053294,96,1414917268,56,Left
671053294,96,312594294,212,23.4
671053294,96,1612467686,213,0.6
1416629195,97,1016689497,213,0.0
1416629195,97,1714058200,141,96.9
1416629195,97,1996854043,212,15.3
1416629195,97,1760286528,140,91.6
1416629195,97,1139725225,56,Left
565398685,98,88443241,140,92.2
565398685,98,953341561,155,-1
565398685,98,1785169096,56,Center
565398685,98,1496876102,212,28.7
565398685,98,2074630317,1,-1
565398685,98,1695579331,2,-1
565398685,98,1952347218,154,-1
565398685,98,73376443,213,4.6
565398685,98,1317883760,141,54.8
565398685,98,790261201,210,-1
1656726920,99,1193752041,55,98
1656726920,99,1340042519,146,95.2
1656726920,99,1179842484,15,-1
1656726920,99,1912003298,56,Center
1656726920,99,1935588256,82,-1
1656726920,99,191464595,147,54.0
1656726920,99,1701937915,22,-1
1656726920,99,518677409,100,-1
1656726920,99,1112835650,17,-1
1656726920,99,1273578652,154,-1
1656726920,99,989383823,29,-1
1476614211,122,1303317074,94,-1
1476614211,122,9226109,56,Back
1491387857,100,944590516,73,-1
1491387857,100,653943366,56,Center
444926315,123,167204383,73,-1
444926315,123,1452531495,56,Back
