Eid,event_id,Qid,qualifier_id,value
168869614,234,1342979471,56,Back
168869614,234,379558993,140,31.8
168869614,234,240692107,212,14.7
168869614,234,1023286119,213,4.4
486969603,235,131881433,213,2.3
486969603,235,475635843,1,-1
486969603,235,1640833456,140,10.7
486969603,235,1403365592,212,33.3
486969603,235,908365374,56,Back
486969603,235,1934568049,141,39.4
1004059045,236,1243418371,141,70.2
1004059045,236,320563558,213,1.3
1004059045,236,659855319,140,16.0
1004059045,236,465077803,56,Back
1004059045,236,532822678,212,21.7
1177486075,237,85224809,140,26.9
1177486075,237,1367149502,56,Back
1177486075,237,2014119561,212,17.5
1177486075,237,983796752,141,45.0
1177486075,237,2082717320,213,5.2
921757665,238,1519201071,213,1.6
921757665,238,1579008667,140,36.0
921757665,238,845517157,56,Back
921757665,238,498468393,212,14.7
921757665,238,978826599,141,79.4
2063001924,239,502345049,213,0.1
2063001924,239,1591901879,140,54.9
2063001924,239,1537004016,212,17.4
2063001924,239,2099944775,141,83.6
2063001924,239,1408085483,56,Left
367493627,240,1370101732,141,88.9
367493627,240,278213023,56,Back
367493627,240,1919888608,213,3.1
367493627,240,1101440677,140,37.4
367493627,240,755058786,212,12.2
1730858516,241,893430903,56,Back
1730858516,241,1644883818,212,20.8
1730858516,241,1704549890,213,4.5
1730858516,241,810209857,141,58.9
1730858516,241,1029574897,140,33.4
568075787,242,1834242039,56,Back
568075787,242,1539294455,140,35.5
568075787,242,847317501,213,4.8
568075787,242,1386644969,141,32.9
568075787,242,239879647,212,14.7
243720648,243,330738547,212,13.8
243720648,243,2049162734,140,37.1
243720648,243,1486590222,141,52.8
243720648,243,1699720732,213,1.7
243720648,243,1419949300,56,Back
1448472939,244,1061248824,140,47.8
1448472939,244,1147268162,212,12.6
1448472939,244,1881763698,141,39.3
1448472939,244,2049280492,56,Back
1448472939,244,262781894,213,5.4
950507286,245,1060817775,212,15.4
950507286,245,1591998329,140,35.8
950507286,245,1670109511,56,Back
950507286,245,174291752,156,-1
950507286,245,793279412,141,52.5
950507286,245,943049831,213,2.5
100024952,246,721784004,212,24.9
100024952,246,1435074193,213,6.2
100024952,246,1422115391,56,Center
100024952,246,328743641,140,61.6
100024952,246,2026499037,141,54.5
1863568309,247,278832092,140,63.7
1863568309,247,585389886,56,Center
1863568309,247,136834876,212,5.9
1863568309,247,23552389,213,1.2
1863568309,247,653029742,141,62.5
1658785665,161,1589809259,213,0.3
1658785665,161,1034730421,141,37.2
1658785665,161,1544701466,140,42.9
1658785665,161,440430807,56,Back
1658785665,161,42575214,3,-1
1658785665,161,896220253,212,11.5
897318916,248,1677241491,140,73.7
897318916,248,1834626142,212,18.0
897318916,248,1866599854,141,69.5
897318916,248,1410584389,155,-1
897318916,248,2130857474,213,0.3
897318916,248,1518575509,56,Center
454181712,162,886245346,56,Back
944378231,249,358054599,56,Center
188325284,164,1704000672,140,37.9
188325284,164,1711698597,213,0.4
188325284,164,1050411743,56,Back
188325284,164,693613810,141,23.2
188325284,164,917633847,212,13.8
423388071,165,1914077193,56,Back
423388071,165,884932936,13,-1
1064131147,250,6414657,56,Center
1064131147,250,598198976,13,-1
287074895,166,1943664331,157,-1
287074895,166,1919239959,140,86.2
287074895,166,1091880546,5,-1
287074895,166,74043821,212,56.2
287074895,166,853205800,141,37.5
287074895,166,906264958,1,-1
287074895,166,1758383641,213,0.1
287074895,166,502524350,56,Center
947231332,251,1535756740,56,Back
947231332,251,1121887798,15,-1
379297265,167,535400669,24,-1
379297265,167,50812028,82,-1
379297265,167,1306702395,108,-1
379297265,167,1028324585,56,Center
379297265,167,881821377,18,-1
379297265,167,733377729,147,31.9
379297265,167,1658159707,20,-1
379297265,167,224402292,215,-1
379297265,167,1414087430,146,80.2
2114705049,252,1853186342,56,Back
2114705049,252,1917071088,94,-1
1145589126,168,1367921455,56,Center
1145589126,168,1451864203,75,-1
1510542955,253,531510121,73,-1
1510542955,253,834977918,56,Back
1510542955,253,517938923,222,-1
688866670,169,1345301041,1,-1
688866670,169,2143160479,223,-1
688866670,169,2096550381,140,92.0
688866670,169,1753934796,155,-1
688866670,169,747098447,213,1.8
688866670,169,1036945736,56,Center
688866670,169,950509115,6,-1
688866670,169,87792619,141,44.7
688866670,169,1424420791,212,31.0
688866670,169,956875191,2,-1
919470769,254,989001483,56,Back
919470769,254,2026743394,88,-1
452589749,255,1385353257,56,Right
452589749,255,722908393,141,3.4
452589749,255,1021555634,199,-1
452589749,255,1016404788,140,93.0
452589749,255,1782496294,212,84.5
452589749,255,748888928,213,6.0
452589749,255,1357717265,1,-1
158828531,170,1243483928,56,Back
588556842,256,1400987525,56,Right
1358147588,171,39851507,56,Back
594164751,172,300810760,140,45.8
594164751,172,59471590,212,28.7
594164751,172,1418253621,56,Back
594164751,172,1067007008,141,76.8
594164751,172,1204052198,213,6.2
143855024,173,302526435,212,9.6
143855024,173,220773915,141,83.6
143855024,173,1083013181,156,-1
143855024,173,1414031536,56,Back
143855024,173,1523628279,140,37.8
143855024,173,1991686431,213,2.6
720181400,174,1578415268,56,Center
720181400,174,1318533908,141,74.4
720181400,174,1969774166,140,58.2
720181400,174,1355483264,212,22.3
720181400,174,1038851309,213,6.0
950899887,175,355177132,13,-1
950899887,175,32093114,56,Center
1322871308,257,2122464860,13,-1
1322871308,257,1700576951,56,Back
1583316549,258,942864101,56,Back
1583316549,258,956377966,1,-1
1583316549,258,2077839138,213,1.7
1583316549,258,1733942743,140,41.1
1583316549,258,1180788999,141,73.4
1583316549,258,1559600713,212,34.5
1583316549,258,2010970373,5,-1
409862150,259,765727667,140,57.6
409862150,259,1230722276,212,13.9
409862150,259,374931888,56,Center
409862150,259,167976502,141,69.6
409862150,259,508174650,213,6.3
1554174283,260,1530630703,56,Back
1554174283,260,1294862059,156,-1
1554174283,260,1269379439,213,3.2
1554174283,260,1491867684,140,40.9
1554174283,260,2083133835,141,67.3
1554174283,260,879798589,212,17.3
1002464993,261,1006668727,56,Left
1002464993,261,711627127,141,93.1
1002464993,261,120762012,213,1.1
1002464993,261,58216305,212,16.9
1002464993,261,1407461129,140,52.8
880073713,262,189145979,212,12.7
880073713,262,1173727167,140,74.8
880073713,262,493864379,56,Center
880073713,262,1259691294,141,76.0
880073713,262,632841305,213,5.9
1035388782,263,1693033847,141,71.5
1035388782,263,2141908126,56,Back
1035388782,263,1365476188,212,15.8
1035388782,263,373515605,140,49.4
1035388782,263,1501566661,213,3.2
1646832388,264,393414654,212,20.0
1646832388,264,457856128,213,4.3
1646832388,264,465238108,56,Back
1646832388,264,1180032384,141,41.6
1646832388,264,1135498040,140,40.6
1402517340,265,2103389255,213,1.4
1402517340,265,747013788,141,81.1
1402517340,265,237189709,212,27.3
1402517340,265,2084975154,140,44.3
1402517340,265,594551291,56,Back
883318812,266,1593635090,141,91.7
883318812,266,686421652,140,53.7
883318812,266,1431747845,212,12.2
883318812,266,1586885921,213,0.6
883318812,266,1959831454,56,Left
833036610,267,1314876220,212,21.5
833036610,267,1236407480,155,-1
833036610,267,176732650,213,5.3
833036610,267,447504571,140,77.3
833036610,267,699612115,56,Center
833036610,267,2022745186,141,64.8
1688570016,176,1965191147,56,Back
1688570016,176,294668935,15,-1
1403657169,177,145971230,56,Back
1335753633,269,1153898238,213,3.5
1335753633,269,992655116,140,29.5
1335753633,269,944644213,212,34.1
1335753633,269,716809618,141,65.3
1335753633,269,1826684831,56,Back
39795444,270,1984202072,56,Back
39795444,270,627397242,212,16.6
39795444,270,1322853901,213,3.6
39795444,270,1441212081,141,55.4
39795444,270,2059332696,140,15.1
1259208738,271,1261269998,213,6.2
1259208738,271,466709351,212,18.8
1259208738,271,215926793,141,51.9
1259208738,271,2053328373,140,33.4
1259208738,271,2125199884,56,Back
437458369,272,1553279521,212,16.0
437458369,272,265921455,56,Center
437458369,272,255127535,140,59.2
437458369,272,1616549797,213,5.7
437458369,272,162079312,141,34.0
1944992354,273,1035351698,213,2.4
1944992354,273,1524545005,212,15.2
1944992354,273,1461834480,56,Back
1944992354,273,1076149312,141,48.3
1944992354,273,1957115608,156,-1
1944992354,273,1976782569,140,48.1
927041223,274,2060078371,212,13.4
927041223,274,1398335161,140,44.7
927041223,274,400634480,56,Back
927041223,274,1752139866,213,4.4
927041223,274,224606509,141,29.3
423710576,275,1353991690,140,60.9
423710576,275,896924337,56,Center
423710576,275,952072652,213,0.4
423710576,275,408339270,141,38.5
423710576,275,805761004,212,18.1
391913898,178,1369391132,13,-1
391913898,178,1516437939,56,Back
2089348328,276,711403982,56,Center
2089348328,276,710190539,13,-1
466029051,277,1918442175,212,24.2
466029051,277,923512563,213,1.6
466029051,277,2009467331,140,58.4
466029051,277,2059773521,141,77.7
466029051,277,1832213464,56,Center
466029051,277,1157268703,5,-1
921099934,278,102770370,141,83.9
921099934,278,278051762,140,77.2
921099934,278,2047723834,213,0.0
921099934,278,1483419001,212,15.1
921099934,278,348890150,56,Left
1788129356,279,2069126044,212,15.0
1788129356,279,940717904,141,69.3
1788129356,279,802160065,213,3.9
1788129356,279,385799960,56,Center
1788129356,279,1924787460,140,67.0
1788129356,279,193912274,156,-1
766701593,280,1357511260,156,-1
766701593,280,379093066,140,44.1
766701593,280,2027393973,213,3.4
766701593,280,858955763,56,Back
766701593,280,1779715644,212,25.4
766701593,280,1689072943,141,60.3
2102290970,281,262592937,212,10.4
2102290970,281,1406542907,140,55.9
2102290970,281,164860303,213,6.2
2102290970,281,1336396426,141,54.7
2102290970,281,1050095599,56,Center
477096460,283,739036786,213,3.0
477096460,283,1032111012,156,-1
477096460,283,2068294630,56,Back
477096460,283,934493739,140,39.9
477096460,283,107001798,212,17.2
477096460,283,214195210,141,58.1
1668402153,284,1930586650,212,13.6
1668402153,284,656827081,213,1.2
1668402153,284,651512638,141,78.6
1668402153,284,104613040,56,Back
1668402153,284,1468817991,140,44.4
741764053,285,805793965,56,Back
741764053,285,1110425642,140,45.4
741764053,285,1914833335,212,11.6
741764053,285,481763000,213,4.5
741764053,285,1447192160,141,43.8
2004611462,286,967639308,56,Center
680662600,179,1198008548,56,Back
938479993,181,185570524,141,48.0
938479993,181,1394146348,212,25.1
938479993,181,1619437952,213,0.5
938479993,181,979579173,56,Center
938479993,181,1493968484,140,62.4
2004969719,182,2037862633,212,19.9
2004969719,182,1799845937,213,1.0
2004969719,182,90531914,56,Center
2004969719,182,1212208688,141,73.8
2004969719,182,374901010,140,78.2
159826535,183,962599962,141,76.0
159826535,183,1101961631,212,12.0
159826535,183,1869199671,140,75.7
159826535,183,1709443148,213,3.1
159826535,183,34788460,56,Center
446718163,184,623071634,212,19.6
446718163,184,1235078257,213,5.2
446718163,184,225260711,140,86.4
446718163,184,1836074190,56,Center
446718163,184,9966132,141,53.0
446718163,184,699181966,155,-1
446718163,184,542563143,2,-1
541977981,287,574022235,15,-1
541977981,287,1612506138,56,Back
9790960,185,1424315918,56,Center
72549157,289,734662093,56,Back
1742381588,290,1299649276,210,-1
1742381588,290,2010352441,212,27.4
1742381588,290,1988626421,213,5.1
1742381588,290,2135673052,56,Center
1742381588,290,1855016665,141,22.1
1742381588,290,165994482,140,74.1
419165642,186,428805387,56,Back
419165642,186,1617463972,94,-1
1997131529,291,1735311234,147,27.1
1997131529,291,554334913,22,-1
1997131529,291,379615199,146,90.7
1997131529,291,1026193430,55,290
1997131529,291,1142896134,29,-1
1997131529,291,1635106281,56,Center
1997131529,291,2019507723,20,-1
1997131529,291,569746464,82,-1
1997131529,291,1325615374,63,-1
975173351,187,1298762519,56,Back
1475204365,292,1801392979,56,Right
1507845488,293,433800778,107,-1
1507845488,293,512231919,140,94.6
1507845488,293,881681199,141,10.8
1507845488,293,1014443717,213,0.7
1507845488,293,928172528,212,13.1
1507845488,293,851332152,56,Right
1471329272,294,1978763398,212,7.3
1471329272,294,703783511,141,2.2
1471329272,294,1234031374,213,3.3
1471329272,294,50916591,140,86.8
1471329272,294,76466260,56,Right
988244289,295,2049748688,141,36.5
988244289,295,524222418,160,-1
988244289,295,346867914,56,Center
988244289,295,1005350913,212,12.7
988244289,295,118822846,140,78.2
988244289,295,1946733330,210,-1
988244289,295,2027955531,213,2.5
764942439,188,1423566534,170,-1
1970142897,296,357476634,103,22.2
1970142897,296,1145873833,102,52.1
1970142897,296,1577156338,113,-1
1970142897,296,902661166,72,-1
1970142897,296,174975923,55,295
1970142897,296,49122906,29,-1
1970142897,296,97008017,56,Center
1970142897,296,934091399,77,-1
1970142897,296,18684958,136,-1
1970142897,296,65794542,18,-1
1970142897,296,924818303,160,-1
1970142897,296,994511953,118,-1
1613970188,189,490071113,141,47.4
1613970188,189,118923734,212,4.8
1613970188,189,1818861358,140,51.6
1613970188,189,74581285,56,Center
1613970188,189,328079707,213,5.6
2125615376,190,1085675097,213,2.2
2125615376,190,828718997,1,-1
2125615376,190,963630747,141,88.9
2125615376,190,2136464739,212,35.0
2125615376,190,1636959370,140,31.9
2125615376,190,1606220101,56,Back
981722526,191,1994580805,56,Left
981722526,191,641651289,140,57.2
981722526,191,63959781,212,20.4
981722526,191,2084046331,213,0.2
981722526,191,465123644,141,93.4
2059312814,192,600718276,212,6.0
2059312814,192,210682410,141,84.7
2059312814,192,625497706,213,4.5
2059312814,192,1802647398,140,56.1
2059312814,192,1963177266,56,Left
2062461536,193,618512337,212,18.6
2062461536,193,845948310,140,72.5
2062461536,193,110134506,56,Left
2062461536,193,1770536354,141,95.0
2062461536,193,401156121,213,0.4
289981133,194,515188708,213,4.7
289981133,194,98927305,212,20.5
289981133,194,1214772952,56,Center
289981133,194,1157063965,141,52.8
289981133,194,391357103,140,75.3
148122284,195,1434654880,212,21.3
148122284,195,2090699988,56,Center
148122284,195,542306750,140,95.6
148122284,195,93922703,213,0.0
148122284,195,2078712344,4,-1
148122284,195,406880052,141,52.3
904709746,298,1006887606,212,25.0
904709746,298,1175688557,213,1.3
904709746,298,984797136,140,21.7
904709746,298,735860976,56,Back
904709746,298,478680282,123,-1
904709746,298,153891043,141,89.2
44526656,299,1142678155,141,65.6
44526656,299,635624960,212,24.0
44526656,299,486457399,213,3.9
44526656,299,24109213,140,2.2
44526656,299,852109718,56,Back
1174882169,300,453583793,212,62.4
1174882169,300,802173097,1,-1
1174882169,300,198024333,157,-1
1174882169,300,523350734,141,85.7
1174882169,300,1612460279,213,0.2
1174882169,300,969393756,140,60.2
1174882169,300,1831440949,56,Left
119729189,196,161438659,213,6.1
119729189,196,1027906606,212,29.7
119729189,196,1139487035,3,-1
119729189,196,1488506177,141,0.0
119729189,196,509065675,140,68.2
119729189,196,2092371862,56,Right
1918652816,197,43366805,56,Right
1803234786,301,511593170,56,Back
511921966,302,1535096021,141,72.6
511921966,302,1045881307,213,4.5
511921966,302,1977073261,1,-1
511921966,302,1502705302,56,Back
511921966,302,630128933,212,19.8
511921966,302,649152579,140,31.9
511921966,302,1327619135,107,-1
1021119853,303,1274187659,213,4.5
1021119853,303,1470332965,212,15.0
1021119853,303,343251789,140,29.2
1021119853,303,1067510428,56,Back
1021119853,303,1387970966,141,44.2
1869896542,304,1419422953,56,Back
1869896542,304,1938388346,213,6.2
1869896542,304,71677049,141,43.8
1869896542,304,642101937,212,5.6
1869896542,304,1604543646,140,34.2
667433634,305,1891813370,213,5.9
667433634,305,591866835,1,-1
667433634,305,1612448450,140,93.2
667433634,305,1675172390,212,67.3
667433634,305,994312640,141,2.8
667433634,305,519556521,56,Right
667433634,305,2138186529,155,-1
325284502,198,337713572,56,Back
325284502,198,1085301678,185,-1
1276929606,306,1452553138,212,1.7
1276929606,306,578313411,213,1.6
1276929606,306,2061428131,155,-1
1276929606,306,1175786745,2,-1
1276929606,306,2144234435,56,Right
1276929606,306,307925666,141,4.1
1276929606,306,1705545953,140,98.6
1834542289,199,448153024,221,-1
1834542289,199,1634991736,56,Back
1834542289,199,186674247,73,-1
1564137152,307,1142225043,56,Right
1564137152,307,1417957204,75,-1
47533804,308,1494308488,141,43.0
47533804,308,1915514927,56,Center
47533804,308,332308315,224,-1
47533804,308,1025541325,2,-1
47533804,308,2000014257,140,94.5
47533804,308,209438958,6,-1
47533804,308,1328135355,155,-1
47533804,308,46588293,213,1.8
47533804,308,614317105,1,-1
47533804,308,409117540,212,29.4
1489492170,200,263348987,15,-1
1489492170,200,1004390058,56,Back
882171979,309,424401580,141,28.5
882171979,309,1761883476,56,Center
882171979,309,1919859666,140,54.5
882171979,309,681741628,212,17.7
882171979,309,109827541,213,2.1
1822982184,310,1461924010,213,6.3
1822982184,310,1062978816,4,-1
1822982184,310,2110807397,212,41.6
1822982184,310,888557381,141,38.5
1822982184,310,545245536,155,-1
1822982184,310,284703243,56,Center
1822982184,310,819452073,140,97.2
1832287709,202,1535753948,213,5.8
1832287709,202,1062680809,199,-1
1832287709,202,1507440734,212,70.6
1832287709,202,1121200269,56,Right
1832287709,202,613267548,141,14.2
1832287709,202,62346409,1,-1
1832287709,202,1931566862,140,70.5
32453976,203,759734165,140,69.3
32453976,203,1815533558,213,2.0
32453976,203,612459474,212,9.5
32453976,203,796654141,56,Center
32453976,203,856763441,141,27.0
1900014861,312,1953460783,56,Back
1900014861,312,967463560,212,6.9
1900014861,312,382613056,213,3.2
1900014861,312,1181602230,141,72.0
1900014861,312,780927420,140,23.1
1822846366,205,563857045,56,Center
1958857644,313,376846859,212,23.2
1958857644,313,1644418162,140,44.1
1958857644,313,1883906959,155,-1
1958857644,313,1965720295,213,6.0
1958857644,313,1504528377,141,60.9
1958857644,313,424479361,56,Back
1323570130,314,645753267,56,Center
1323570130,314,40924000,168,-1
1323570130,314,1106481894,213,6.1
1323570130,314,1092014926,141,58.3
1323570130,314,1575687283,3,-1
1323570130,314,1106001108,140,56.6
1323570130,314,2101864256,212,13.2
687738786,204,1979022875,212,56.8
687738786,204,1990845505,140,97.3
687738786,204,21485651,213,6.0
687738786,204,517785712,141,18.9
687738786,204,87760558,56,Right
687738786,204,1953465477,157,-1
687738786,204,1585994876,1,-1
775757814,315,1199558390,56,Back
775757814,315,1478866091,213,1.2
775757814,315,1351519554,141,92.8
775757814,315,2098067607,212,11.5
775757814,315,618467967,140,9.5
1763608821,316,1317249141,140,15.7
1763608821,316,2533700,213,4.8
1763608821,316,421010445,1,-1
1763608821,316,1638053826,141,41.3
1763608821,316,1686516786,212,33.9
1763608821,316,1073242164,56,Back
439111448,317,169672076,56,Back
439111448,317,2054798687,213,5.3
439111448,317,267067107,141,6.6
439111448,317,1954519744,140,33.5
439111448,317,740098259,212,25.2
1248115385,318,668223138,141,19.8
1248115385,318,619126107,212,12.8
1248115385,318,1642374559,56,Back
1248115385,318,620910104,213,2.5
1248115385,318,1407954395,140,23.8
821186597,319,1705902244,212,20.2
821186597,319,1437191495,140,47.3
821186597,319,607531928,56,Back
821186597,319,129304338,213,6.1
821186597,319,1121480867,141,8.9
130298566,207,179492988,1,-1
130298566,207,668492323,141,63.1
130298566,207,622029509,56,Back
130298566,207,1300571981,213,3.9
130298566,207,1028663681,212,34.9
130298566,207,1527916663,140,11.5
1286778514,208,485483392,56,Left
1286778514,208,1720464595,213,0.6
1286778514,208,827557817,141,100.0
1286778514,208,441340207,157,-1
1286778514,208,379074835,1,-1
1286778514,208,1036783694,212,53.4
1286778514,208,1476494983,140,53.7
587378281,209,1252632982,56,Left
1831394016,320,1671149358,56,Back
1530874076,321,502355805,213,0.7
1530874076,321,405457538,107,-1
1530874076,321,1882517923,141,25.6
1530874076,321,2088441424,140,71.6
1530874076,321,1769752394,56,Center
1530874076,321,866574038,1,-1
1530874076,321,789035233,212,27.4
271016027,210,1233248111,213,5.3
271016027,210,1013505096,56,Back
271016027,210,425398226,141,60.1
271016027,210,1673762331,140,32.9
271016027,210,1658690156,212,12.5
271016027,210,698126123,3,-1
1994783265,322,849198379,56,Center
731289544,323,804124162,141,71.0
731289544,323,1535593274,56,Center
731289544,323,153837958,213,1.9
731289544,323,1658100940,212,22.2
731289544,323,1694262328,140,59.7
1100059117,324,1675533178,141,59.3
1100059117,324,210796414,56,Center
1100059117,324,1588027123,212,10.0
1100059117,324,559905014,140,54.0
1100059117,324,735592710,213,4.1
161943446,325,1851157226,140,60.7
161943446,325,1864388467,213,5.0
161943446,325,862598687,56,Center
161943446,325,2037697611,141,41.4
161943446,325,1352484675,212,14.6
69899003,326,1845132276,156,-1
69899003,326,505581509,212,15.1
69899003,326,1623143298,213,2.0
69899003,326,1081145278,140,54.6
69899003,326,1876964547,56,Center
69899003,326,488043904,141,61.7
676143975,327,461433787,212,19.1
676143975,327,1644433764,140,74.7
676143975,327,131017917,213,0.1
676143975,327,2013144321,56,Center
676143975,327,2115571490,141,69.5
1278902674,328,1269381652,213,3.0
1278902674,328,264246042,56,Center
1278902674,328,1459076908,212,5.7
1278902674,328,1829847698,156,-1
1278902674,328,1669504430,140,69.3
1278902674,328,2771818,141,70.9
887895812,329,709330541,213,0.8
887895812,329,732771926,140,86.9
887895812,329,2108981069,212,25.3
887895812,329,1444519921,56,Left
887895812,329,544274702,141,98.6
555534886,330,1989378930,140,80.4
555534886,330,615507076,213,4.4
555534886,330,77099011,212,30.6
555534886,330,1674041350,56,Center
555534886,330,1312864076,1,-1
555534886,330,185232170,141,50.3
1812177625,211,1040370229,56,Back
1812177625,211,1082036099,213,5.3
1812177625,211,646902391,212,20.8
1812177625,211,137760511,140,34.5
1812177625,211,1491359846,141,24.0
46776396,331,1844478975,141,79.9
46776396,331,343244387,212,12.1
46776396,331,199406072,140,70.3
46776396,331,1204171477,56,Left
46776396,331,677265284,213,4.6
1774944751,212,560135975,56,Back
2144306678,332,1783679944,141,79.4
2144306678,332,1140553223,212,7.3
2144306678,332,496238330,213,6.2
2144306678,332,1665172427,140,76.8
2144306678,332,1786517345,56,Left
1979385330,213,2026366916,140,37.0
1979385330,213,914328947,212,8.7
1979385330,213,1315827343,56,Back
1979385330,213,138796212,213,5.2
1979385330,213,2072523397,141,8.6
2067695120,214,1923289140,56,Back
2067695120,214,277805535,141,8.6
2067695120,214,1759017047,212,6.5
2067695120,214,1748870600,213,0.1
2067695120,214,40473566,140,42.6
180903403,333,627932057,56,Left
180903403,333,1451767518,167,-1
1594496777,215,1252230425,56,Back
1347416586,334,5571459,56,Left
1289180790,216,2062284788,56,Back
1508101466,217,1485315679,140,47.3
1508101466,217,1271018877,107,-1
1508101466,217,254107457,56,Back
1508101466,217,1705461743,212,14.2
1508101466,217,356793139,213,0.4
1508101466,217,258516088,141,7.5
1851854805,218,888249253,56,Right
939448715,335,2055241695,56,Back
1520483762,336,1945233138,212,8.9
1520483762,336,1851833422,213,4.8
1520483762,336,1440307086,3,-1
1520483762,336,1911959001,141,79.1
1520483762,336,1424330549,140,30.3
1520483762,336,1497888873,56,Back
246209517,338,1880033346,56,Back
246209517,338,1283981830,213,4.8
246209517,338,459888954,140,31.7
246209517,338,957510731,141,28.0
246209517,338,185759545,212,23.9
1496066730,339,809364071,213,0.3
1496066730,339,1368121170,56,Center
1496066730,339,1101081802,141,37.9
1496066730,339,1424746709,140,54.6
1496066730,339,719124172,212,14.4
1277217640,219,1094663544,56,Back
405641657,340,1625581193,56,Center
405641657,340,1332750711,141,24.8
405641657,340,366262420,212,23.5
405641657,340,1800877162,213,0.5
405641657,340,42274621,140,94.4
1780805120,221,1819000970,56,Back
203352065,220,860937101,56,Back
203352065,220,1598059213,13,-1
1320738308,341,1119308022,13,-1
1320738308,341,147148204,56,Center
1264589321,222,404110757,56,Left
1264589321,222,180547411,140,57.7
1264589321,222,498732081,5,-1
1264589321,222,308665778,157,-1
1264589321,222,1216116531,212,58.4
1264589321,222,1787676900,141,96.6
1264589321,222,628114343,1,-1
1264589321,222,59098101,213,0.3
1238836662,223,862917373,56,Left
1238836662,223,1569890724,13,-1
1466595701,342,1431570153,13,-1
1466595701,342,1528965218,56,Back
74624225,224,1967289320,141,92.5
74624225,224,210638273,140,62.7
74624225,224,2083503665,56,Left
74624225,224,249578542,5,-1
74624225,224,364523552,212,6.4
74624225,224,1053239812,213,6.1
1485615771,225,492143205,140,71.1
1485615771,225,595762777,212,12.2
1485615771,225,1795970985,141,95.8
1485615771,225,1109407490,56,Left
1485615771,225,1764601809,213,0.2
1218582414,226,160161019,212,18.6
1218582414,226,814193674,213,4.4
1218582414,226,1558861565,141,69.6
1218582414,226,1203114476,56,Center
1218582414,226,1712000207,140,57.1
26760640,227,1738559530,140,87.0
26760640,227,1679089236,56,Center
26760640,227,53988794,213,5.6
26760640,227,1403627209,141,29.6
26760640,227,137993642,1,-1
26760640,227,107964188,155,-1
26760640,227,1888683734,212,40.4
190646645,343,1479202476,56,Back
190646645,343,482005788,15,0
190646645,343,1494243859,144,12
1876334697,228,2113869005,56,Center
1876334697,228,535662508,13,-1
850956192,344,2015745582,56,Back
850956192,344,114801453,13,-1
315903950,345,394162442,5,-1
315903950,345,1906301194,213,5.3
315903950,345,1314028547,140,22.6
315903950,345,666818848,141,41.6
315903950,345,1712315348,56,Back
315903950,345,18331722,212,18.6
441003996,346,1275611374,212,9.5
441003996,346,801375105,213,6.2
441003996,346,1714854546,56,Back
441003996,346,799219102,140,31.1
441003996,346,1437422707,141,53.1
1483176238,347,1956238413,140,23.0
1483176238,347,1484914993,213,3.0
1483176238,347,1173995393,212,8.6
1483176238,347,1617471775,141,55.3
1483176238,347,553089929,56,Back
1676676352,348,1590556019,1,-1
1676676352,348,1261928640,141,70.2
1676676352,348,1832957624,140,86.5
1676676352,348,1829623339,212,67.2
1676676352,348,1309333352,56,Center
1676676352,348,909618244,157,-1
1676676352,348,1610497155,213,0.2
2106135356,230,1246115477,157,-1
2106135356,230,321173845,140,77.7
2106135356,230,1240735273,198,-1
2106135356,230,75294809,212,61.3
2106135356,230,706882949,1,-1
2106135356,230,1926529944,213,0.0
2106135356,230,30164138,141,35.1
2106135356,230,1466554861,56,Center
104960799,349,936271983,213,2.1
104960799,349,1996243138,141,82.9
104960799,349,1736268823,56,Back
104960799,349,230612460,212,17.2
104960799,349,896049989,140,12.8
104960799,349,1886691771,3,-1
82325580,351,720623710,56,Back
82325580,351,1593314015,140,15.9
82325580,351,1861536709,212,3.4
82325580,351,550918501,213,0.1
82325580,351,1196546028,141,91.6
1525594988,231,2131970271,56,Right
1250922769,233,1789023771,140,72.1
1250922769,233,1433210408,213,1.6
1250922769,233,564941977,56,Center
1250922769,233,190455079,141,49.5
1250922769,233,396590388,212,13.7
1559754026,352,1637274200,56,Back
2012905155,354,1079111823,212,4.8
2012905155,354,1799350875,213,1.5
2012905155,354,1068274086,141,56.5
2012905155,354,1942476977,56,Back
2012905155,354,1721017122,140,24.8
960560663,356,2057161089,212,24.8
960560663,356,993187763,56,Back
960560663,356,1888346655,141,48.6
960560663,356,1480253437,213,6.1
960560663,356,2002406655,140,47.6
1943217500,357,527246387,141,51.4
1943217500,357,1668984537,56,Back
1943217500,357,1278702879,140,33.5
1943217500,357,1351374626,212,14.1
1943217500,357,1573104278,213,3.3
1751531760,358,910400842,212,45.2
1751531760,358,833683798,141,31.8
1751531760,358,117783447,140,74.6
1751531760,358,1296336048,213,6.0
1751531760,358,15589689,155,-1
1751531760,358,1535470338,1,-1
1751531760,358,2002164701,56,Center
699928330,359,2120372821,140,61.2
699928330,359,1861920296,212,10.8
699928330,359,704676947,213,2.5
699928330,359,958821556,141,36.5
699928330,359,751045845,56,Center
300543443,360,1515950855,140,57.3
300543443,360,2056772859,212,11.5
300543443,360,1506629403,213,4.2
300543443,360,633196987,141,19.8
300543443,360,646232759,56,Right
2119872464,361,1844246044,141,38.8
2119872464,361,581754230,140,56.7
2119872464,361,1515444816,56,Center
2119872464,361,467331312,213,1.6
2119872464,361,426376722,212,12.9
1221148242,363,2006103505,140,60.7
1221148242,363,587458904,212,8.5
1221148242,363,1478966672,213,1.0
