Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,36,36,3213,35.7,57,1.60,144,94,63.2,9,15,12,12,33.3,8,4,3,1,42.9,Matches,0,11,2,48.3,0.30,-5.7,-0.16,225,524,42.9,890,161,43.0,36.7,282,50.0,40.7,369,24,6.5,18,0.50,14.1,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,93.9,89,35,0,,1,1.17,51,56,-5,-0.14,+0.73,45.0,54.5,-9.5,-0.27,+0.31,0,1,7,0,0,0,0,0,0,184,0,0,,Big-5-European-Leagues,Big5,2018-2019
Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,2,1,90,1.0,6,6.00,12,5,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,1,0,4.8,0.43,-2.2,-2.18,5,13,38.5,18,3,61.1,43.7,2,100.0,59.5,5,0,0.0,1,1.00,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,46,2.7,91,1,1,0,12,0.00,1,7,-6,-5.93,-4.74,1.2,3.5,-2.3,-2.27,-1.68,0,0,0,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2018-2019
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,15,14,1310,14.6,22,1.51,77,56,71.4,3,5,6,2,14.3,0,0,0,0,,Matches,1,2,1,22.3,0.30,+1.3,+0.09,95,235,40.4,351,54,49.6,40.4,128,47.7,41.6,106,5,4.7,7,0.48,14.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,42.8,90,14,1,50,11,1.13,27,22,+5,+0.34,+1.63,24.3,23.7,+0.6,+0.04,+0.80,0,0,1,0,0,0,0,0,0,71,0,0,,Big-5-European-Leagues,Big5,2018-2019
Andriy Lunin,ua UKR,GK,LeganÃ©s,es La Liga,19,1999,5,4,364,4.1,5,1.24,18,13,77.8,1,0,3,2,50.0,2,1,1,0,50.0,Matches,0,1,0,6.9,0.28,+1.9,+0.48,39,75,52.0,88,18,55.7,44.8,34,76.5,60.7,29,2,6.9,2,0.49,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,73,10.7,90,4,1,4,25,0.80,2,5,-3,-0.74,-0.65,3.1,5.4,-2.3,-0.56,-0.55,0,0,1,0,0,0,0,0,0,21,0,0,,Big-5-European-Leagues,Big5,2018-2019
AndrÃ©s FernÃ¡ndez,es ESP,GK,Villarreal,es La Liga,31,1986,6,6,540,6.0,7,1.17,22,16,72.7,3,2,1,2,33.3,1,1,0,0,0.0,Matches,0,1,0,8.6,0.34,+1.6,+0.26,52,105,49.5,138,18,51.4,42.2,49,69.4,50.3,70,5,7.1,6,1.00,14.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,15.8,90,6,0,,32,1.83,9,7,+2,+0.33,+0.49,6.0,8.0,-2.0,-0.33,-0.30,0,0,0,0,0,0,0,0,0,27,0,0,,Big-5-European-Leagues,Big5,2018-2019
Angus Gunn,eng ENG,GK,Southampton,eng Premier League,22,1996,12,12,1080,12.0,18,1.50,48,30,62.5,4,4,4,3,25.0,1,0,1,0,100.0,Matches,0,4,0,15.2,0.31,-2.8,-0.23,73,257,28.4,216,15,80.1,55.8,91,92.3,67.3,101,6,5.9,8,0.67,13.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,31.6,90,12,0,,26,1.33,17,18,-1,-0.08,+0.65,13.9,16.2,-2.4,-0.20,+0.07,0,0,2,0,0,0,0,0,0,45,0,0,,Big-5-European-Leagues,Big5,2018-2019
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34,34,3060,34.0,42,1.24,131,97,71.8,18,9,7,9,26.5,5,5,0,0,0.0,Matches,1,2,3,35.8,0.25,-3.2,-0.10,160,362,44.2,826,163,32.4,33.4,239,39.3,40.3,248,12,4.8,15,0.44,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,0,1.85,62,42,+20,+0.59,-0.16,66.6,38.9,+27.7,+0.81,-0.17,0,1,7,0,0,0,0,0,1,152,0,0,,Big-5-European-Leagues,Big5,2018-2019
Antonio AdÃ¡n,es ESP,GK,AtlÃ©tico Madrid,es La Liga,31,1987,2,1,90,1.0,2,2.00,7,5,71.4,0,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,2.1,0.30,+0.1,+0.12,4,16,25.0,14,3,57.1,40.9,10,80.0,55.4,9,0,0.0,0,0.00,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,35,2.00,5,4,+1,+1.00,+0.32,1.6,2.4,-0.9,-0.87,-1.09,0,0,0,0,0,0,0,0,0,3,0,0,,Big-5-European-Leagues,Big5,2018-2019
Antonio Mirante,it ITA,GK,Roma,it Serie A,35,1983,11,11,990,11.0,6,0.55,36,28,83.3,6,4,1,6,54.5,1,0,1,0,100.0,Matches,0,2,0,10.4,0.28,+4.4,+0.40,86,184,46.7,232,41,47.0,39.6,92,81.5,55.3,120,8,6.7,6,0.55,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,28.9,90,11,0,,24,2.00,16,6,+10,+0.91,+0.61,17.9,12.1,+5.7,+0.52,+0.37,0,1,2,0,0,0,0,0,1,51,0,0,,Big-5-European-Leagues,Big5,2018-2019
Antonio Sivera,es ESP,GK,AlavÃ©s,es La Liga,21,1996,3,3,270,3.0,4,1.33,14,10,71.4,2,0,1,0,0.0,0,0,0,0,,Matches,0,1,0,3.1,0.22,-0.9,-0.31,34,88,38.6,68,10,82.4,55.5,34,94.1,65.1,53,2,3.8,2,0.67,12.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,90,7.9,90,3,0,,33,2.00,5,4,+1,+0.33,+0.68,2.9,3.3,-0.4,-0.12,+0.26,0,0,0,0,0,0,0,0,0,23,0,0,,Big-5-European-Leagues,Big5,2018-2019
Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12,12,1080,12.0,18,1.50,52,36,71.2,4,3,5,4,33.3,3,3,0,0,0.0,Matches,2,2,0,16.9,0.28,-1.1,-0.09,64,186,34.4,236,59,45.3,40.9,114,69.3,53.7,125,4,3.2,4,0.33,13.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,31.6,90,12,0,,26,1.25,20,18,+2,+0.17,+0.78,16.8,19.0,-2.2,-0.18,-0.21,0,0,0,0,0,0,0,0,0,61,0,0,,Big-5-European-Leagues,Big5,2018-2019
Asier Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,15,14,1260,14.0,20,1.43,45,26,55.6,2,8,4,4,28.6,0,0,0,0,,Matches,0,0,1,17.9,0.41,-1.1,-0.08,132,293,45.1,305,42,71.1,50.2,79,96.2,65.7,102,10,9.8,20,1.43,16.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,36.8,90,14,0,,21,1.13,20,22,-2,-0.14,-0.06,23.7,18.1,+5.6,+0.40,+0.39,0,0,0,0,0,0,0,0,0,89,0,0,,Big-5-European-Leagues,Big5,2018-2019
Asmir BegoviÄ,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24,24,2160,24.0,47,1.96,102,58,55.9,8,3,13,5,20.8,2,2,0,0,0.0,Matches,0,6,2,37.7,0.36,-7.3,-0.30,134,339,39.5,471,120,44.8,39.7,185,69.2,54.0,232,23,9.9,9,0.38,13.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,63.2,90,24,0,,12,1.13,32,47,-15,-0.62,-0.70,34.0,34.0,0.0,0.00,+0.11,0,0,3,0,0,2,0,0,0,109,0,0,,Big-5-European-Leagues,Big5,2018-2019
Axel Werner,ar ARG,GK,Huesca,es La Liga,22,1996,6,6,540,6.0,16,2.67,35,21,57.1,1,1,4,0,0.0,1,1,0,0,0.0,Matches,0,1,1,10.1,0.26,-4.9,-0.82,41,121,33.9,101,14,69.3,47.2,58,87.9,63.1,57,1,1.8,0,0.00,9.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,15.8,90,6,0,,8,0.67,6,16,-10,-1.67,-1.29,7.0,9.5,-2.5,-0.42,-0.14,0,1,0,0,0,0,0,0,1,20,0,0,,Big-5-European-Leagues,Big5,2018-2019
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,31,31,2704,30.0,46,1.53,140,99,70.0,6,11,14,6,19.4,5,4,1,0,20.0,Matches,2,5,0,40.8,0.27,-4.2,-0.14,233,583,40.0,770,134,50.0,42.0,291,68.0,53.1,321,26,8.1,24,0.80,14.6,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,87,79.1,87,30,0,,2,0.94,25,45,-20,-0.67,-0.41,35.6,49.7,-14.1,-0.47,-0.40,0,1,10,0,0,0,0,0,0,160,0,0,,Big-5-European-Leagues,Big5,2018-2019
BartÅomiej DrÄgowski,pl POL,GK,Fiorentina,it Serie A,20,1997,3,2,225,2.5,2,0.80,7,5,71.4,0,1,1,1,50.0,0,0,0,0,,Matches,0,1,0,2.5,0.35,+0.5,+0.18,20,53,37.7,76,9,51.3,42.4,30,46.7,42.4,19,2,10.5,3,1.20,15.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,6.6,90,2,1,45,17,1.33,2,2,0,0.00,-0.06,2.6,2.3,+0.3,+0.12,-0.16,0,0,1,0,0,0,0,0,0,11,0,0,,Big-5-European-Leagues,Big5,2018-2019
BartÅomiej DrÄgowski,pl POL,GK,Empoli,it Serie A,20,1997,14,14,1260,14.0,24,1.71,91,70,76.9,5,2,7,3,21.4,4,3,1,0,25.0,Matches,0,3,0,26.1,0.26,+2.1,+0.15,72,222,32.4,329,95,41.9,38.4,152,55.3,48.0,157,7,4.5,9,0.64,13.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,90,36.8,90,14,0,,1,1.21,22,24,-2,-0.14,+0.57,19.1,26.8,-7.7,-0.55,-0.50,0,1,3,0,0,0,0,0,1,86,0,0,,Big-5-European-Leagues,Big5,2018-2019
Ben Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38,38,3420,38.0,59,1.55,170,114,67.6,14,8,16,7,18.4,5,4,1,0,20.0,Matches,2,7,3,56.3,0.32,+0.3,+0.01,366,979,37.4,944,106,73.7,52.8,307,92.2,68.2,380,35,9.2,48,1.26,15.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.01,0.01,0.00,0.01,90,100.0,90,38,0,,0,1.32,52,59,-7,-0.18,,48.1,54.5,-6.3,-0.17,,0,2,9,0,0,0,0,0,2,198,0,0,,Big-5-European-Leagues,Big5,2018-2019
Ben Hamer,eng ENG,GK,Huddersfield,eng Premier League,30,1987,7,7,553,6.1,21,3.42,38,21,52.6,0,1,6,1,14.3,3,3,0,0,0.0,Matches,2,2,1,15.7,0.34,-4.3,-0.70,60,165,36.4,154,11,78.6,54.0,51,86.3,62.7,53,4,7.5,2,0.33,13.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,16.1,79,6,0,,26,0.14,3,21,-18,-2.93,-1.81,5.1,15.7,-10.5,-1.72,-0.97,0,0,1,0,0,0,0,0,0,37,0,0,,Big-5-European-Leagues,Big5,2018-2019
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,37,3330,37.0,42,1.14,136,100,71.3,15,13,9,11,29.7,5,3,1,1,25.0,Matches,1,7,3,40.7,0.28,+1.7,+0.05,336,744,45.2,997,167,56.6,44.3,265,67.9,52.2,307,22,7.2,26,0.70,15.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,90,97.4,90,37,0,,0,1.57,53,42,+11,+0.30,+0.30,44.8,42.2,+2.7,+0.07,+0.71,0,2,7,0,0,0,0,0,1,232,0,0,,Big-5-European-Leagues,Big5,2018-2019
BenoÃ®t Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37,37,3330,37.0,42,1.14,146,110,75.3,9,11,17,10,27.0,7,6,1,0,14.3,Matches,1,11,0,45.0,0.27,+3.0,+0.08,277,612,45.3,844,123,47.0,40.9,306,70.3,53.3,360,16,4.4,24,0.65,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,97.4,90,37,0,,1,1.03,33,42,-9,-0.24,-1.24,39.4,52.5,-13.2,-0.36,-0.70,0,0,5,0,0,0,0,0,0,162,0,0,,Big-5-European-Leagues,Big5,2018-2019
Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,32,31,2835,31.5,42,1.33,137,103,74.5,16,7,8,7,22.6,7,7,0,0,0.0,Matches,1,4,2,44.4,0.29,+4.4,+0.14,140,434,32.3,877,174,33.9,35.7,226,60.6,49.7,257,16,6.2,19,0.60,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,82.9,90,31,1,45,6,1.81,61,42,+19,+0.60,+0.14,49.8,45.4,+4.4,+0.14,+0.22,0,0,5,0,0,0,0,0,0,163,0,0,,Big-5-European-Leagues,Big5,2018-2019
Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13,13,1170,13.0,17,1.31,74,58,78.4,2,2,9,1,7.7,1,1,0,0,0.0,Matches,0,2,1,19.1,0.26,+3.1,+0.24,140,302,46.4,340,70,58.2,44.9,126,82.5,57.7,143,24,16.8,11,0.85,15.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,34.2,90,13,0,,25,0.62,7,17,-10,-0.77,-0.01,10.2,22.3,-12.1,-0.93,-0.55,0,1,6,0,0,0,0,0,1,78,0,0,,Big-5-European-Leagues,Big5,2018-2019
Brice Samba,cg CGO,GK,Caen,fr Ligue 1,24,1994,38,38,3420,38.0,54,1.42,182,134,73.6,7,12,19,9,23.7,8,6,2,0,25.0,Matches,4,5,2,59.2,0.30,+7.2,+0.19,369,825,44.7,907,167,63.1,46.2,315,80.3,58.5,346,36,10.4,21,0.55,14.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,0.87,29,54,-25,-0.66,,31.1,57.6,-26.5,-0.70,,0,0,3,0,0,0,0,0,0,175,0,0,,Big-5-European-Leagues,Big5,2018-2019
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches,1,0,0,1.6,0.54,-0.4,-0.39,7,14,50.0,22,4,36.4,34.0,14,42.9,37.1,6,0,0.0,0,0.00,8.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,37,0.00,0,2,-2,-2.00,-3.14,0.4,0.6,-0.1,-0.14,-0.74,0,0,0,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2018-2019
Christian Mathenia,de GER,GK,NÃ¼rnberg,de Bundesliga,26,1992,22,22,1933,21.5,40,1.86,116,75,66.4,1,7,14,2,9.1,1,1,0,0,0.0,Matches,1,6,2,41.8,0.35,+3.8,+0.18,191,506,37.7,678,94,50.9,43.2,218,73.9,58.3,308,37,12.0,6,0.28,12.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,63.1,88,21,0,,7,0.45,17,40,-23,-1.07,+0.44,21.6,38.3,-16.7,-0.78,-0.31,0,0,5,0,0,0,0,0,0,110,0,0,,Big-5-European-Leagues,Big5,2018-2019
Ciprian TÄtÄruÈanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,27,27,2391,26.6,30,1.13,95,67,69.5,8,6,13,7,25.9,4,1,3,0,75.0,Matches,0,8,1,30.5,0.29,+1.5,+0.06,178,408,43.6,615,116,42.1,37.7,213,70.0,52.5,203,16,7.9,23,0.87,16.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,89,69.9,89,26,0,,1,1.11,29,30,-1,-0.04,-0.13,31.8,31.9,-0.2,-0.01,-0.01,0,0,3,0,1,0,0,0,0,166,0,0,,Big-5-European-Leagues,Big5,2018-2019
Danijel SubaÅ¡iÄ,hr CRO,GK,Monaco,fr Ligue 1,33,1984,14,14,1138,12.6,12,0.95,36,26,72.2,4,5,5,4,28.6,3,2,1,0,33.3,Matches,0,3,0,12.3,0.27,+0.3,+0.02,69,171,40.4,233,49,50.6,43.1,82,64.6,51.0,84,4,4.8,3,0.24,15.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,81,33.2,81,12,0,,0,1.21,14,12,+2,+0.16,+0.99,18.1,14.2,+3.9,+0.31,+0.40,0,1,2,0,0,0,0,0,0,53,0,0,,Big-5-European-Leagues,Big5,2018-2019
David Button,eng ENG,GK,Brighton,eng Premier League,29,1989,4,4,360,4.0,5,1.25,16,12,81.3,1,1,2,1,25.0,2,2,0,0,0.0,Matches,0,0,0,5.0,0.20,0.0,0.00,27,88,30.7,72,10,75.0,53.3,34,100.0,70.0,36,1,2.8,1,0.25,11.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.5,90,4,0,,25,1.00,4,5,-1,-0.25,+0.46,2.6,5.7,-3.1,-0.76,-0.21,0,0,0,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2018-2019
David Ospina,co COL,GK,Napoli,it Serie A,29,1988,17,16,1457,16.2,20,1.24,63,44,69.8,9,4,3,5,31.3,1,1,0,0,0.0,Matches,1,3,0,16.7,0.25,-3.3,-0.20,61,158,38.6,343,69,30.6,32.8,113,46.9,41.6,136,16,11.8,4,0.25,13.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,86,42.6,87,15,1,63,16,1.82,25,20,+5,+0.31,-1.20,30.2,14.7,+15.6,+0.96,+0.13,0,0,4,0,0,0,0,0,0,60,0,0,,Big-5-European-Leagues,Big5,2018-2019
David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,3330,37.0,34,0.92,127,100,76.4,14,14,9,13,35.1,7,4,2,1,33.3,Matches,1,2,3,37.9,0.27,+6.9,+0.19,356,956,37.2,795,53,87.3,57.6,276,94.9,64.2,320,31,9.7,25,0.68,15.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,97.4,90,37,0,,0,1.51,46,34,+12,+0.32,-0.68,43.1,40.0,+3.2,+0.09,-0.79,0,0,2,0,0,0,0,0,0,225,0,0,,Big-5-European-Leagues,Big5,2018-2019
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38,38,3420,38.0,54,1.42,169,124,71.6,19,9,10,7,18.4,6,6,0,0,0.0,Matches,2,7,3,49.6,0.27,-1.4,-0.04,321,686,46.8,772,145,54.0,44.5,332,81.0,60.6,307,18,5.9,13,0.34,12.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.74,65,54,+11,+0.29,,59.4,48.1,+11.3,+0.30,,0,1,4,0,0,0,1,0,0,163,0,0,,Big-5-European-Leagues,Big5,2018-2019
Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,23,22,2057,22.9,38,1.66,94,60,62.8,4,6,12,4,18.2,5,3,2,0,40.0,Matches,0,3,1,31.9,0.30,-5.1,-0.22,91,237,38.4,459,105,31.6,33.3,159,57.9,46.4,226,18,8.0,6,0.26,12.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,60.2,90,22,1,77,11,0.78,20,38,-18,-0.79,-0.72,26.6,29.8,-3.1,-0.14,-0.45,0,1,2,0,0,0,0,0,1,119,0,0,,Big-5-European-Leagues,Big5,2018-2019
Diego LÃ³pez,es ESP,GK,Espanyol,es La Liga,36,1981,38,38,3420,38.0,50,1.32,156,114,71.8,14,11,13,10,26.3,8,6,2,0,25.0,Matches,5,8,2,50.0,0.28,+2.0,+0.05,255,602,42.4,874,129,43.2,38.4,329,68.1,50.3,452,30,6.6,6,0.16,12.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.39,48,50,-2,-0.05,,48.8,50.8,-2.0,-0.05,,0,0,4,0,0,0,0,0,0,159,0,0,,Big-5-European-Leagues,Big5,2018-2019
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,20,1998,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,0,0,0,0.5,0.47,+0.5,+0.47,8,25,32.0,23,3,56.5,44.9,13,92.3,57.9,5,0,0.0,0,0.00,9.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,30,1.00,0,0,0,0.00,-0.30,0.4,1.1,-0.6,-0.64,-0.71,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2018-2019
Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,38,3420,38.0,23,0.61,76,57,75.0,32,2,4,20,52.6,4,4,0,0,0.0,Matches,1,5,0,27.5,0.32,+4.5,+0.12,148,290,51.0,912,176,21.9,30.0,187,48.1,47.8,182,17,9.3,27,0.71,16.8,0,1,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,90,100.0,90,38,0,,0,2.58,95,23,+72,+1.89,,82.0,25.3,+56.7,+1.49,,0,2,3,0,0,0,1,0,2,155,0,0,,Big-5-European-Leagues,Big5,2018-2019
Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38,38,3420,38.0,42,1.11,147,114,76.2,13,16,9,14,36.8,7,7,0,0,0.0,Matches,1,3,2,44.3,0.27,+4.3,+0.11,300,714,42.0,843,123,57.2,46.1,287,80.8,58.5,420,33,7.9,15,0.39,13.3,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.45,39,42,-3,-0.08,,40.6,44.9,-4.3,-0.11,,0,2,15,0,1,1,0,0,0,227,0,0,,Big-5-European-Leagues,Big5,2018-2019
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,0,0,0,0.1,0.09,+0.1,+0.09,13,28,46.4,25,7,52.0,43.4,15,100.0,76.1,10,1,10.0,0,0.00,12.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,6,3.00,1,0,+1,+1.00,+0.76,0.9,1.5,-0.6,-0.56,-0.38,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2018-2019
Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,36,3240,36.0,51,1.42,142,98,69.0,14,7,15,11,30.6,8,7,1,0,12.5,Matches,2,6,1,51.8,0.32,+1.8,+0.05,144,428,33.6,863,186,32.1,31.8,295,51.2,41.9,389,33,8.5,25,0.69,15.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,94.7,90,36,0,,2,1.36,58,51,+7,+0.19,-0.81,48.4,51.6,-3.2,-0.09,-0.21,0,2,5,0,0,0,0,0,2,181,0,0,,Big-5-European-Leagues,Big5,2018-2019
Emiliano Viviano,it ITA,GK,SPAL,it Serie A,32,1985,17,17,1525,16.9,25,1.48,82,60,74.4,7,3,7,4,23.5,4,4,0,0,0.0,Matches,0,3,0,24.8,0.27,-0.2,-0.01,138,305,45.2,430,41,48.8,41.4,164,57.9,46.3,154,7,4.5,4,0.24,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,44.6,90,16,0,,2,1.41,26,25,+1,+0.06,+0.68,18.3,22.2,-3.9,-0.23,-0.08,0,0,2,0,0,0,0,0,0,74,0,0,,Big-5-European-Leagues,Big5,2018-2019
