,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Simone Verdi,"€ 60,577","€ 3,150,000","€ 3,150,000",F,27,Italy,Torino,Serie A,2019-2020
1,Salvatore Sirigu,"€ 60,577","€ 3,150,000","€ 3,150,000",K,32,Italy,Torino,Serie A,2019-2020
2,Iago Falque,"€ 60,577","€ 3,150,000","€ 3,150,000",F,29,Spain,Torino,Serie A,2019-2020
3,Andrea Belotti,"€ 60,577","€ 3,150,000","€ 3,150,000",F,25,Italy,Torino,Serie A,2019-2020
4,Armando Izzo,"€ 60,577","€ 3,150,000","€ 3,150,000",D,27,Italy,Torino,Serie A,2019-2020
5,Simone Zaza,"€ 60,577","€ 3,150,000","€ 3,150,000",F,28,Italy,Torino,Serie A,2019-2020
6,Nicolas N'Koulou,"€ 53,462","€ 2,780,000","€ 2,780,000",D,29,Cameroon,Torino,Serie A,2019-2020
7,Daniele Baselli,"€ 49,808","€ 2,590,000","€ 2,590,000",M,27,Italy,Torino,Serie A,2019-2020
8,Tomás Rincón,"€ 49,808","€ 2,590,000","€ 2,590,000",M,31,Venezuela,Torino,Serie A,2019-2020
9,Cristian Ansaldi,"€ 49,808","€ 2,590,000","€ 2,590,000",D,32,Argentina,Torino,Serie A,2019-2020
10,Diego Laxalt,"€ 49,808","€ 2,590,000","€ 2,590,000",M,26,Uruguay,Torino,Serie A,2019-2020
11,Soualiho Meïté,"€ 39,231","€ 2,040,000","€ 2,040,000",M,25,France,Torino,Serie A,2019-2020
12,Ola Aina,"€ 35,577","€ 1,850,000","€ 1,850,000",D,22,Nigeria,Torino,Serie A,2019-2020
13,Lorenzo De Silvestri,"€ 35,577","€ 1,850,000","€ 1,850,000",D,31,Italy,Torino,Serie A,2019-2020
14,Álex Berenguer,"€ 25,000","€ 1,300,000","€ 1,300,000",F,24,Spain,Torino,Serie A,2019-2020
15,Kevin Bonifazi,"€ 21,346","€ 1,110,000","€ 1,110,000",D,23,Italy,Torino,Serie A,2019-2020
16,Lyanco,"€ 21,346","€ 1,110,000","€ 1,110,000",D,22,Brazil,Torino,Serie A,2019-2020
17,Bremer,"€ 17,885","€ 930,000","€ 930,000",D,22,Brazil,Torino,Serie A,2019-2020
18,Sasa Lukic,"€ 17,885","€ 930,000","€ 930,000",M,23,Serbia,Torino,Serie A,2019-2020
19,Koffi Djidji,"€ 17,308","€ 900,000","€ 900,000",D,26,Cote d'Ivoire,Torino,Serie A,2019-2020
20,Simone Edera,"€ 14,231","€ 740,000","€ 740,000",F,22,Italy,Torino,Serie A,2019-2020
21,Vittorio Parigini,"€ 8,846","€ 460,000","€ 460,000",F,23,Italy,Torino,Serie A,2019-2020
22,Samir Ujkani,"€ 6,154","€ 320,000","€ 320,000",K,31,Kosovo,Torino,Serie A,2019-2020
23,Antonio Rosati,"€ 5,385","€ 280,000","€ 280,000",K,36,Italy,Torino,Serie A,2019-2020
24,Alessandro Buongiorno,"€ 3,077","€ 160,000","€ 160,000",D,20,Italy,Torino,Serie A,2019-2020
25,Vincenzo Millico,"€ 2,500","€ 130,000","€ 130,000",F,19,Italy,Torino,Serie A,2019-2020
26,Nicola Rauti,"€ 1,731","€ 90,000","€ 90,000",F,19,Italy,Torino,Serie A,2019-2020
27,Wilfried Stephane Singo,€ 769,"€ 40,000","€ 40,000",D,18,Cote d'Ivoire,Torino,Serie A,2019-2020
