,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Rodrigo de Paul,"€ 28,462","€ 1,480,000","€ 1,480,000",F,25,Argentina,Udinese,Serie A,2019-2020
1,Rolando Mandragora,"€ 25,000","€ 1,300,000","€ 1,300,000",M,22,Italy,Udinese,Serie A,2019-2020
2,Marvin Zeegelaar,"€ 23,269","€ 1,210,000","€ 1,210,000",D,29,Netherlands,Udinese,Serie A,2019-2020
3,Ilija Nestorovski,"€ 21,346","€ 1,110,000","€ 1,110,000",F,29,North Macedonia,Udinese,Serie A,2019-2020
4,Kevin Lasagna,"€ 21,346","€ 1,110,000","€ 1,110,000",F,27,Italy,Udinese,Serie A,2019-2020
5,Sebastien De Maio,"€ 19,615","€ 1,020,000","€ 1,020,000",D,32,France,Udinese,Serie A,2019-2020
6,Seko Fofana,"€ 17,885","€ 930,000","€ 930,000",M,24,Cote d'Ivoire,Udinese,Serie A,2019-2020
7,Samir,"€ 17,885","€ 930,000","€ 930,000",D,24,Brazil,Udinese,Serie A,2019-2020
8,Lukasz Teodorczyk,"€ 17,885","€ 930,000","€ 930,000",F,28,Poland,Udinese,Serie A,2019-2020
9,Bram Nuytinck,"€ 17,885","€ 930,000","€ 930,000",D,29,Netherlands,Udinese,Serie A,2019-2020
10,Stefano Okaka,"€ 17,308","€ 900,000","€ 900,000",F,30,Italy,Udinese,Serie A,2019-2020
11,Mato Jajalo,"€ 15,962","€ 830,000","€ 830,000",M,31,Bosnia-Herzegovina,Udinese,Serie A,2019-2020
12,William Troost-Ekong,"€ 14,231","€ 740,000","€ 740,000",D,26,Nigeria,Udinese,Serie A,2019-2020
13,Ignacio Pussetto,"€ 14,231","€ 740,000","€ 740,000",F,23,Argentina,Udinese,Serie A,2019-2020
14,Jens Stryger Larsen,"€ 14,231","€ 740,000","€ 740,000",D,28,Denmark,Udinese,Serie A,2019-2020
15,Juan Musso,"€ 14,231","€ 740,000","€ 740,000",K,25,Argentina,Udinese,Serie A,2019-2020
16,Walace,"€ 12,308","€ 640,000","€ 640,000",M,24,Brazil,Udinese,Serie A,2019-2020
17,Rodrigo Becão,"€ 12,308","€ 640,000","€ 640,000",D,23,Brazil,Udinese,Serie A,2019-2020
18,Antonin Barak,"€ 10,769","€ 560,000","€ 560,000",M,24,Czech Republic,Udinese,Serie A,2019-2020
19,Samuele Perisan,"€ 10,769","€ 560,000","€ 560,000",K,22,Italy,Udinese,Serie A,2019-2020
20,Hidde ter Avest,"€ 10,769","€ 560,000","€ 560,000",D,22,Netherlands,Udinese,Serie A,2019-2020
21,Ken Sema,"€ 9,808","€ 510,000","€ 510,000",M,25,Sweden,Udinese,Serie A,2019-2020
22,Nícolas,"€ 7,115","€ 370,000","€ 370,000",K,31,Brazil,Udinese,Serie A,2019-2020
23,Francisco Sierralta,"€ 7,115","€ 370,000","€ 370,000",D,22,Chile,Udinese,Serie A,2019-2020
24,Nicholas Opoku,"€ 7,115","€ 370,000","€ 370,000",D,21,Ghana,Udinese,Serie A,2019-2020
25,Emanuele Rovini,€ 0,€ 0,€ 0,F,24,Italy,Udinese,Serie A,2019-2020
