,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Sergej Milinkovic-Savic,"€ 89,038","€ 4,630,000","€ 4,630,000",M,24,Serbia,Lazio,Serie A,2019-2020
1,Ciro Immobile,"€ 89,038","€ 4,630,000","€ 4,630,000",F,29,Italy,Lazio,Serie A,2019-2020
2,Lucas Leiva,"€ 81,923","€ 4,260,000","€ 4,260,000",M,32,Brazil,Lazio,Serie A,2019-2020
3,Luis Alberto,"€ 64,038","€ 3,330,000","€ 3,330,000",F,26,Spain,Lazio,Serie A,2019-2020
4,Felipe Caicedo,"€ 60,577","€ 3,150,000","€ 3,150,000",F,31,Ecuador,Lazio,Serie A,2019-2020
5,Francesco Acerbi,"€ 53,462","€ 2,780,000","€ 2,780,000",D,31,Italy,Lazio,Serie A,2019-2020
6,Manuel Lazzari,"€ 53,462","€ 2,780,000","€ 2,780,000",M,25,Italy,Lazio,Serie A,2019-2020
7,Joaquín Correa,"€ 53,462","€ 2,780,000","€ 2,780,000",F,25,Argentina,Lazio,Serie A,2019-2020
8,Stefan Radu,"€ 49,808","€ 2,590,000","€ 2,590,000",D,32,Romania,Lazio,Serie A,2019-2020
9,Marco Parolo,"€ 49,808","€ 2,590,000","€ 2,590,000",M,34,Italy,Lazio,Serie A,2019-2020
10,Senad Lulic,"€ 49,808","€ 2,590,000","€ 2,590,000",M,33,Bosnia-Herzegovina,Lazio,Serie A,2019-2020
11,Valon Berisha,"€ 46,346","€ 2,410,000","€ 2,410,000",M,26,Kosovo,Lazio,Serie A,2019-2020
12,Thomas Strakosha,"€ 42,692","€ 2,220,000","€ 2,220,000",K,24,Albania,Lazio,Serie A,2019-2020
13,Danilo Cataldi,"€ 39,231","€ 2,040,000","€ 2,040,000",M,25,Italy,Lazio,Serie A,2019-2020
14,Jordan Lukaku,"€ 35,577","€ 1,850,000","€ 1,850,000",D,25,Belgium,Lazio,Serie A,2019-2020
15,Riza Durmisi,"€ 35,577","€ 1,850,000","€ 1,850,000",D,25,Denmark,Lazio,Serie A,2019-2020
16,Patric,"€ 35,577","€ 1,850,000","€ 1,850,000",D,26,Spain,Lazio,Serie A,2019-2020
17,Silvio Proto,"€ 35,577","€ 1,850,000","€ 1,850,000",K,36,Belgium,Lazio,Serie A,2019-2020
18,Bastos,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Angola,Lazio,Serie A,2019-2020
19,Adam Marusic,"€ 32,115","€ 1,670,000","€ 1,670,000",M,26,Montenegro,Lazio,Serie A,2019-2020
20,Ivan Vargic,"€ 32,115","€ 1,670,000","€ 1,670,000",K,32,Croatia,Lazio,Serie A,2019-2020
21,Luiz Felipe,"€ 28,462","€ 1,480,000","€ 1,480,000",D,22,Brazil,Lazio,Serie A,2019-2020
22,Jony,"€ 27,115","€ 1,410,000","€ 1,410,000",F,28,Spain,Lazio,Serie A,2019-2020
23,Denis Vavro,"€ 24,615","€ 1,280,000","€ 1,280,000",D,23,Slovakia,Lazio,Serie A,2019-2020
24,Joseph Marie Minala,"€ 14,231","€ 740,000","€ 740,000",M,23,Cameroon,Lazio,Serie A,2019-2020
25,Ricardo Kishna,"€ 14,231","€ 740,000","€ 740,000",F,24,Netherlands,Lazio,Serie A,2019-2020
26,Bobby Adekanye,"€ 12,308","€ 640,000","€ 640,000",F,20,Netherlands,Lazio,Serie A,2019-2020
27,Guido Guerrieri,"€ 10,769","€ 560,000","€ 560,000",K,23,Italy,Lazio,Serie A,2019-2020
28,Tiago Casasola,"€ 10,769","€ 560,000","€ 560,000",D,24,Argentina,Lazio,Serie A,2019-2020
29,André Anderson,"€ 9,615","€ 500,000","€ 500,000",F,19,Italy,Lazio,Serie A,2019-2020
30,Djavan Anderson,"€ 3,654","€ 190,000","€ 190,000",M,24,Netherlands,Lazio,Serie A,2019-2020
31,Jorge Silva,"€ 1,346","€ 70,000","€ 70,000",D,20,Portugal,Lazio,Serie A,2019-2020
32,Nicolò Armini,€ 385,"€ 20,000","€ 20,000",D,18,Italy,Lazio,Serie A,2019-2020
