,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
27,27,Francesco Rossi,"€ 3,654","€ 190,000","€ 190,000",K,28,Italy,Atalanta,Serie A,2019-2020
0,0,Mattia Destro,"€ 71,154","€ 3,700,000","€ 3,700,000",F,28,Italy,Bologna,Serie A,2019-2020
1,1,Nicolás Domínguez,"€ 62,500","€ 3,250,000","€ 3,250,000",M,21,Argentina,Bologna,Serie A,2019-2020
2,2,Blerim Dzemaili,"€ 42,692","€ 2,220,000","€ 2,220,000",M,33,Switzerland,Bologna,Serie A,2019-2020
3,3,Gary Medel,"€ 36,923","€ 1,920,000","€ 1,920,000",M,32,Chile,Bologna,Serie A,2019-2020
4,4,Nicola Sansone,"€ 36,923","€ 1,920,000","€ 1,920,000",F,28,Italy,Bologna,Serie A,2019-2020
5,5,Roberto Soriano,"€ 36,923","€ 1,920,000","€ 1,920,000",M,28,Italy,Bologna,Serie A,2019-2020
6,6,Andrea Poli,"€ 35,577","€ 1,850,000","€ 1,850,000",M,29,Italy,Bologna,Serie A,2019-2020
7,7,Federico Santander,"€ 35,577","€ 1,850,000","€ 1,850,000",F,28,Paraguay,Bologna,Serie A,2019-2020
8,8,Riccardo Orsolini,"€ 35,577","€ 1,850,000","€ 1,850,000",F,22,Italy,Bologna,Serie A,2019-2020
9,9,Rodrigo Palacio,"€ 35,577","€ 1,850,000","€ 1,850,000",F,37,Argentina,Bologna,Serie A,2019-2020
10,10,Lukasz Skorupski,"€ 32,115","€ 1,670,000","€ 1,670,000",K,28,Poland,Bologna,Serie A,2019-2020
11,11,Mitchell Dijks,"€ 28,462","€ 1,480,000","€ 1,480,000",D,26,Netherlands,Bologna,Serie A,2019-2020
12,12,Ibrahima Mbaye,"€ 26,731","€ 1,390,000","€ 1,390,000",D,24,Senegal,Bologna,Serie A,2019-2020
13,13,Andreas Skov Olsen,"€ 19,808","€ 1,030,000","€ 1,030,000",F,19,Denmark,Bologna,Serie A,2019-2020
14,14,Danilo,"€ 19,808","€ 1,030,000","€ 1,030,000",D,35,Brazil,Bologna,Serie A,2019-2020
15,15,Stefano Denswil,"€ 19,808","€ 1,030,000","€ 1,030,000",D,26,Netherlands,Bologna,Serie A,2019-2020
16,16,Ladislav Krejci,"€ 19,615","€ 1,020,000","€ 1,020,000",F,27,Czech Republic,Bologna,Serie A,2019-2020
17,17,Mattias Svanberg,"€ 17,885","€ 930,000","€ 930,000",M,20,Sweden,Bologna,Serie A,2019-2020
18,18,Mattia Bani,"€ 17,885","€ 930,000","€ 930,000",D,25,Italy,Bologna,Serie A,2019-2020
19,19,Nehuén Paz,"€ 15,962","€ 830,000","€ 830,000",D,26,Argentina,Bologna,Serie A,2019-2020
20,20,Takehiro Tomiyasu,"€ 14,808","€ 770,000","€ 770,000",D,20,Japan,Bologna,Serie A,2019-2020
21,21,Angelo da Costa,"€ 12,500","€ 650,000","€ 650,000",K,35,Brazil,Bologna,Serie A,2019-2020
22,22,Jerdy Schouten,"€ 12,308","€ 640,000","€ 640,000",M,22,Netherlands,Bologna,Serie A,2019-2020
23,23,Gabriele Corbo,"€ 10,769","€ 560,000","€ 560,000",D,19,Italy,Bologna,Serie A,2019-2020
24,24,Musa Barrow,"€ 8,846","€ 460,000","€ 460,000",F,21,The Gambia,Bologna,Serie A,2019-2020
25,25,Mouhamadou Sarr,"€ 1,346","€ 70,000","€ 70,000",K,22,Senegal,Bologna,Serie A,2019-2020
26,26,Sebastian Breza,"€ 1,154","€ 60,000","€ 60,000",K,21,Canada,Bologna,Serie A,2019-2020
0,0,Mario Balotelli,"€ 36,923","€ 1,920,000","€ 1,920,000",F,29,Italy,Brescia,Serie A,2019-2020
1,1,Alessandro Matri,"€ 35,577","€ 1,850,000","€ 1,850,000",F,35,Italy,Brescia,Serie A,2019-2020
2,2,Alfredo Donnarumma,"€ 21,346","€ 1,110,000","€ 1,110,000",F,28,Italy,Brescia,Serie A,2019-2020
3,3,Giangiacomo Magnani,"€ 21,346","€ 1,110,000","€ 1,110,000",D,23,Italy,Brescia,Serie A,2019-2020
4,4,Rômulo,"€ 21,346","€ 1,110,000","€ 1,110,000",D,32,Italy,Brescia,Serie A,2019-2020
5,5,Ernesto Torregrossa,"€ 15,962","€ 830,000","€ 830,000",F,27,Italy,Brescia,Serie A,2019-2020
6,6,Daniele Dessena,"€ 14,231","€ 740,000","€ 740,000",M,32,Italy,Brescia,Serie A,2019-2020
7,7,Jesse Joronen,"€ 12,308","€ 640,000","€ 640,000",K,26,Finland,Brescia,Serie A,2019-2020
8,8,Daniele Gastaldello,"€ 10,769","€ 560,000","€ 560,000",D,36,Italy,Brescia,Serie A,2019-2020
9,9,Luca Tremolada,"€ 10,769","€ 560,000","€ 560,000",F,27,Italy,Brescia,Serie A,2019-2020
10,10,Stefano Sabelli,"€ 8,846","€ 460,000","€ 460,000",D,26,Italy,Brescia,Serie A,2019-2020
11,11,Bruno Martella,"€ 8,846","€ 460,000","€ 460,000",D,27,Italy,Brescia,Serie A,2019-2020
12,12,Dimitri Bisoli,"€ 8,846","€ 460,000","€ 460,000",M,25,Italy,Brescia,Serie A,2019-2020
13,13,Sandro Tonali,"€ 8,846","€ 460,000","€ 460,000",M,19,Italy,Brescia,Serie A,2019-2020
14,14,Birkir Bjarnason,"€ 8,462","€ 440,000","€ 440,000",M,31,Iceland,Brescia,Serie A,2019-2020
15,15,Emanuele Ndoj,"€ 7,115","€ 370,000","€ 370,000",M,22,Albania,Brescia,Serie A,2019-2020
16,16,Enrico Alfonso,"€ 7,115","€ 370,000","€ 370,000",K,31,Italy,Brescia,Serie A,2019-2020
17,17,Leonardo Morosini,"€ 7,115","€ 370,000","€ 370,000",F,23,Italy,Brescia,Serie A,2019-2020
18,18,Simon Skrabb,"€ 6,538","€ 340,000","€ 340,000",F,25,Finland,Brescia,Serie A,2019-2020
19,19,Jaromir Zmrhal,"€ 6,154","€ 320,000","€ 320,000",M,26,Czech Republic,Brescia,Serie A,2019-2020
20,20,Nikolas Spalek,"€ 5,385","€ 280,000","€ 280,000",F,22,Slovakia,Brescia,Serie A,2019-2020
21,21,Florian Ayé,"€ 3,654","€ 190,000","€ 190,000",F,22,France,Brescia,Serie A,2019-2020
22,22,Jhon Chancellor,"€ 3,654","€ 190,000","€ 190,000",D,27,Venezuela,Brescia,Serie A,2019-2020
23,23,Andrea Cistana,"€ 3,654","€ 190,000","€ 190,000",D,22,Italy,Brescia,Serie A,2019-2020
24,24,Mattia Viviani,"€ 3,654","€ 190,000","€ 190,000",M,19,Italy,Brescia,Serie A,2019-2020
25,25,Alessandro Semprini,"€ 3,654","€ 190,000","€ 190,000",D,21,Italy,Brescia,Serie A,2019-2020
26,26,Ales Mateju,"€ 3,654","€ 190,000","€ 190,000",D,23,Czech Republic,Brescia,Serie A,2019-2020
27,27,Felipe Curcio,"€ 2,885","€ 150,000","€ 150,000",D,26,Brazil,Brescia,Serie A,2019-2020
28,28,Massimiliano Mangraviti,"€ 1,346","€ 70,000","€ 70,000",D,21,Italy,Brescia,Serie A,2019-2020
29,29,Lorenzo Andrenacci,"€ 1,346","€ 70,000","€ 70,000",K,24,Italy,Brescia,Serie A,2019-2020
0,0,Radja Nainggolan,"€ 106,923","€ 5,560,000","€ 5,560,000",M,31,Belgium,Cagliari,Serie A,2019-2020
1,1,Leonardo Pavoletti,"€ 64,038","€ 3,330,000","€ 3,330,000",F,30,Italy,Cagliari,Serie A,2019-2020
2,2,Marko Rog,"€ 53,462","€ 2,780,000","€ 2,780,000",M,24,Croatia,Cagliari,Serie A,2019-2020
3,3,Giovanni Simeone,"€ 53,462","€ 2,780,000","€ 2,780,000",F,24,Argentina,Cagliari,Serie A,2019-2020
4,4,Nahitan Nández,"€ 36,923","€ 1,920,000","€ 1,920,000",M,23,Uruguay,Cagliari,Serie A,2019-2020
5,5,Alberto Cerri,"€ 35,577","€ 1,850,000","€ 1,850,000",F,23,Italy,Cagliari,Serie A,2019-2020
6,6,Alberto Paloschi,"€ 35,577","€ 1,850,000","€ 1,850,000",F,30,Italy,Cagliari,Serie A,2019-2020
7,7,Alessio Cragno,"€ 35,577","€ 1,850,000","€ 1,850,000",K,25,Italy,Cagliari,Serie A,2019-2020
8,8,Luca Ceppitelli,"€ 35,577","€ 1,850,000","€ 1,850,000",D,30,Italy,Cagliari,Serie A,2019-2020
9,9,Luca Pellegrini,"€ 35,577","€ 1,850,000","€ 1,850,000",D,20,Italy,Cagliari,Serie A,2019-2020
10,10,Ragnar Klavan,"€ 35,577","€ 1,850,000","€ 1,850,000",D,33,Estonia,Cagliari,Serie A,2019-2020
11,11,João Pedro,"€ 28,462","€ 1,480,000","€ 1,480,000",F,27,Brazil,Cagliari,Serie A,2019-2020
12,12,Artur Ionita,"€ 28,462","€ 1,480,000","€ 1,480,000",M,29,Moldova,Cagliari,Serie A,2019-2020
13,13,Lucas Castro,"€ 28,462","€ 1,480,000","€ 1,480,000",M,30,Argentina,Cagliari,Serie A,2019-2020
14,14,Gastón Pereiro,"€ 24,423","€ 1,270,000","€ 1,270,000",F,24,Uruguay,Cagliari,Serie A,2019-2020
15,15,Valter Birsa,"€ 21,346","€ 1,110,000","€ 1,110,000",F,33,Slovenia,Cagliari,Serie A,2019-2020
16,16,Luca Cigarini,"€ 17,885","€ 930,000","€ 930,000",M,33,Italy,Cagliari,Serie A,2019-2020
17,17,Paolo Faragò,"€ 17,885","€ 930,000","€ 930,000",M,26,Italy,Cagliari,Serie A,2019-2020
18,18,Robin Olsen,"€ 17,885","€ 930,000","€ 930,000",K,29,Sweden,Cagliari,Serie A,2019-2020
19,19,Charalampos Lykogiannis,"€ 17,885","€ 930,000","€ 930,000",D,25,Greece,Cagliari,Serie A,2019-2020
20,20,Fabio Pisacane,"€ 17,885","€ 930,000","€ 930,000",D,33,Italy,Cagliari,Serie A,2019-2020
21,21,Fabrizio Cacciatore,"€ 14,231","€ 740,000","€ 740,000",D,32,Italy,Cagliari,Serie A,2019-2020
22,22,Federico Mattiello,"€ 10,769","€ 560,000","€ 560,000",D,24,Italy,Cagliari,Serie A,2019-2020
23,23,Alessandro Deiola,"€ 10,769","€ 560,000","€ 560,000",M,24,Italy,Cagliari,Serie A,2019-2020
24,24,Rafael,"€ 10,769","€ 560,000","€ 560,000",K,37,Brazil,Cagliari,Serie A,2019-2020
25,25,Christian Oliva,"€ 10,769","€ 560,000","€ 560,000",M,23,Uruguay,Cagliari,Serie A,2019-2020
26,26,Simone Aresti,"€ 5,385","€ 280,000","€ 280,000",K,33,Italy,Cagliari,Serie A,2019-2020
27,27,Daniele Ragatzu,"€ 5,385","€ 280,000","€ 280,000",F,27,Italy,Cagliari,Serie A,2019-2020
28,28,Sebastian Walukiewicz,"€ 5,000","€ 260,000","€ 260,000",D,19,Poland,Cagliari,Serie A,2019-2020
29,29,Simone Pinna,"€ 1,731","€ 90,000","€ 90,000",D,21,Italy,Cagliari,Serie A,2019-2020
30,30,Giuseppe Ciocci,€ 385,"€ 20,000","€ 20,000",K,17,Italy,Cagliari,Serie A,2019-2020
0,0,Franck Ribéry,"€ 98,654","€ 5,130,000","€ 5,130,000",F,36,France,Fiorentina,Serie A,2019-2020
1,1,Patrick Cutrone,"€ 78,269","€ 4,070,000","€ 4,070,000",F,22,Italy,Fiorentina,Serie A,2019-2020
2,2,Federico Chiesa,"€ 60,577","€ 3,150,000","€ 3,150,000",F,21,Italy,Fiorentina,Serie A,2019-2020
3,3,Dalbert,"€ 42,692","€ 2,220,000","€ 2,220,000",D,26,Brazil,Fiorentina,Serie A,2019-2020
4,4,Germán Pezzella,"€ 42,692","€ 2,220,000","€ 2,220,000",D,28,Argentina,Fiorentina,Serie A,2019-2020
5,5,Martín Cáceres,"€ 42,692","€ 2,220,000","€ 2,220,000",D,32,Uruguay,Fiorentina,Serie A,2019-2020
6,6,Marco Benassi,"€ 39,231","€ 2,040,000","€ 2,040,000",M,25,Italy,Fiorentina,Serie A,2019-2020
7,7,Milan Badelj,"€ 36,923","€ 1,920,000","€ 1,920,000",M,30,Croatia,Fiorentina,Serie A,2019-2020
8,8,Kevin-Prince Boateng,"€ 32,115","€ 1,670,000","€ 1,670,000",F,32,Ghana,Fiorentina,Serie A,2019-2020
9,9,Erick Pulgar,"€ 32,115","€ 1,670,000","€ 1,670,000",M,25,Chile,Fiorentina,Serie A,2019-2020
10,10,Nikola Milenkovic,"€ 28,462","€ 1,480,000","€ 1,480,000",D,21,Serbia,Fiorentina,Serie A,2019-2020
11,11,Valentin Eysseric,"€ 28,462","€ 1,480,000","€ 1,480,000",F,27,France,Fiorentina,Serie A,2019-2020
12,12,Pol Lirola,"€ 28,462","€ 1,480,000","€ 1,480,000",D,22,Spain,Fiorentina,Serie A,2019-2020
13,13,Bartlomiej Dragowski,"€ 26,731","€ 1,390,000","€ 1,390,000",K,22,Poland,Fiorentina,Serie A,2019-2020
14,14,Cyril Théréau,"€ 26,731","€ 1,390,000","€ 1,390,000",F,36,France,Fiorentina,Serie A,2019-2020
15,15,Sebastián Cristóforo,"€ 25,000","€ 1,300,000","€ 1,300,000",M,26,Uruguay,Fiorentina,Serie A,2019-2020
16,16,Alfred Duncan,"€ 25,000","€ 1,300,000","€ 1,300,000",M,26,Ghana,Fiorentina,Serie A,2019-2020
17,17,Rachid Ghezzal,"€ 24,615","€ 1,280,000","€ 1,280,000",F,27,Algeria,Fiorentina,Serie A,2019-2020
18,18,Pedro,"€ 19,808","€ 1,030,000","€ 1,030,000",F,22,Brazil,Fiorentina,Serie A,2019-2020
19,19,Maximiliano Olivera,"€ 17,885","€ 930,000","€ 930,000",D,27,Uruguay,Fiorentina,Serie A,2019-2020
20,20,Federico Ceccherini,"€ 17,885","€ 930,000","€ 930,000",D,27,Italy,Fiorentina,Serie A,2019-2020
21,21,Bryan Dabo,"€ 17,885","€ 930,000","€ 930,000",M,27,Burkina Faso,Fiorentina,Serie A,2019-2020
22,22,Jacob Rasmussen,"€ 17,885","€ 930,000","€ 930,000",D,22,Denmark,Fiorentina,Serie A,2019-2020
23,23,Christian Kouamé,"€ 15,962","€ 830,000","€ 830,000",F,22,Cote d'Ivoire,Fiorentina,Serie A,2019-2020
24,24,Szymon Zurkowski,"€ 12,308","€ 640,000","€ 640,000",M,21,Poland,Fiorentina,Serie A,2019-2020
25,25,Aleksa Terzic,"€ 10,769","€ 560,000","€ 560,000",D,20,Serbia,Fiorentina,Serie A,2019-2020
26,26,Lorenzo Venuti,"€ 10,769","€ 560,000","€ 560,000",D,24,Italy,Fiorentina,Serie A,2019-2020
27,27,Pietro Terracciano,"€ 10,769","€ 560,000","€ 560,000",K,29,Italy,Fiorentina,Serie A,2019-2020
28,28,Igor,"€ 9,808","€ 510,000","€ 510,000",D,21,Brazil,Fiorentina,Serie A,2019-2020
29,29,Kevin Agudelo,"€ 8,846","€ 460,000","€ 460,000",M,21,Colombia,Fiorentina,Serie A,2019-2020
30,30,Gaetano Castrovilli,"€ 7,115","€ 370,000","€ 370,000",M,22,Italy,Fiorentina,Serie A,2019-2020
31,31,Luca Ranieri,"€ 5,385","€ 280,000","€ 280,000",D,20,Italy,Fiorentina,Serie A,2019-2020
32,32,Riccardo Sottil,"€ 5,385","€ 280,000","€ 280,000",F,20,Italy,Fiorentina,Serie A,2019-2020
33,33,Dusan Vlahovic,"€ 5,000","€ 260,000","€ 260,000",F,19,Serbia,Fiorentina,Serie A,2019-2020
34,34,Andrés Schetino,"€ 3,654","€ 190,000","€ 190,000",M,25,Uruguay,Fiorentina,Serie A,2019-2020
35,35,Tòfol Montiel,"€ 1,731","€ 90,000","€ 90,000",F,19,Spain,Fiorentina,Serie A,2019-2020
36,36,Federico Brancolini,€ 385,"€ 20,000","€ 20,000",K,18,Italy,Fiorentina,Serie A,2019-2020
0,0,Mattia Perin,"€ 81,923","€ 4,260,000","€ 4,260,000",K,27,Italy,Genoa,Serie A,2019-2020
1,1,Mattia Destro,"€ 71,154","€ 3,700,000","€ 3,700,000",F,28,Italy,Genoa,Serie A,2019-2020
2,2,Iago Falque,"€ 60,577","€ 3,150,000","€ 3,150,000",F,30,Spain,Genoa,Serie A,2019-2020
3,3,Cristián Zapata,"€ 42,692","€ 2,220,000","€ 2,220,000",D,32,Colombia,Genoa,Serie A,2019-2020
4,4,Andrea Pinamonti,"€ 42,692","€ 2,220,000","€ 2,220,000",F,20,Italy,Genoa,Serie A,2019-2020
5,5,Domenico Criscito,"€ 42,692","€ 2,220,000","€ 2,220,000",D,32,Italy,Genoa,Serie A,2019-2020
6,6,Antonio Sanabria,"€ 39,231","€ 2,040,000","€ 2,040,000",F,23,Paraguay,Genoa,Serie A,2019-2020
7,7,Lasse Schöne,"€ 36,923","€ 1,920,000","€ 1,920,000",M,33,Denmark,Genoa,Serie A,2019-2020
8,8,Cristian Romero,"€ 32,115","€ 1,670,000","€ 1,670,000",D,21,Argentina,Genoa,Serie A,2019-2020
9,9,Sandro,"€ 32,115","€ 1,670,000","€ 1,670,000",M,30,Brazil,Genoa,Serie A,2019-2020
10,10,Stefano Sturaro,"€ 29,615","€ 1,540,000","€ 1,540,000",M,26,Italy,Genoa,Serie A,2019-2020
11,11,Ionut Radu,"€ 28,462","€ 1,480,000","€ 1,480,000",K,22,Romania,Genoa,Serie A,2019-2020
12,12,Adama Soumaoro,"€ 27,692","€ 1,440,000","€ 1,440,000",D,27,France,Genoa,Serie A,2019-2020
13,13,Federico Marchetti,"€ 25,000","€ 1,300,000","€ 1,300,000",K,36,Italy,Genoa,Serie A,2019-2020
14,14,Lukas Lerager,"€ 25,000","€ 1,300,000","€ 1,300,000",M,26,Denmark,Genoa,Serie A,2019-2020
15,15,Andrea Favilli,"€ 25,000","€ 1,300,000","€ 1,300,000",F,22,Italy,Genoa,Serie A,2019-2020
16,16,Riccardo Saponara,"€ 22,115","€ 1,150,000","€ 1,150,000",F,27,Italy,Genoa,Serie A,2019-2020
17,17,Ivan Radovanovic,"€ 21,346","€ 1,110,000","€ 1,110,000",M,31,Serbia,Genoa,Serie A,2019-2020
18,18,Antonio Barreca,"€ 20,962","€ 1,090,000","€ 1,090,000",D,24,Italy,Genoa,Serie A,2019-2020
19,19,Sinan Gümüs,"€ 19,808","€ 1,030,000","€ 1,030,000",F,25,Germany,Genoa,Serie A,2019-2020
20,20,Andrea Masiello,"€ 17,885","€ 930,000","€ 930,000",D,33,Italy,Genoa,Serie A,2019-2020
21,21,Edoardo Goldaniga,"€ 17,885","€ 930,000","€ 930,000",D,25,Italy,Genoa,Serie A,2019-2020
22,22,Valon Behrami,"€ 16,923","€ 880,000","€ 880,000",M,34,Switzerland,Genoa,Serie A,2019-2020
23,23,Christian Kouamé,"€ 15,962","€ 830,000","€ 830,000",F,21,Cote d'Ivoire,Genoa,Serie A,2019-2020
24,24,Davide Biraschi,"€ 15,962","€ 830,000","€ 830,000",D,25,Italy,Genoa,Serie A,2019-2020
25,25,Goran Pandev,"€ 12,500","€ 650,000","€ 650,000",F,36,North Macedonia,Genoa,Serie A,2019-2020
26,26,Peter Ankersen,"€ 12,308","€ 640,000","€ 640,000",D,28,Denmark,Genoa,Serie A,2019-2020
27,27,Paolo Ghiglione,"€ 10,769","€ 560,000","€ 560,000",D,22,Italy,Genoa,Serie A,2019-2020
28,28,Marko Pajac,"€ 10,769","€ 560,000","€ 560,000",D,26,Croatia,Genoa,Serie A,2019-2020
